Iteration	Posterior	Likelihood	Prior	tree_length	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	shape[0]	shape[1]	shape[2]	shape[3]
6740	-9560.39	-9576.59	16.1982	1.1124	0.0497972	0.0449583	0.0216229	0.0121708	0.720973	0.0128475	0.0106805	0.0348354	0.0633836	0.0407931	0.00550201	0.0451983	0.0177678	0.0193141	0.0125575	0.106744	20.9461	40.3493	12.3846
6750	-9563.4	-9577.35	13.9536	1.13562	0.0448067	0.0364034	0.0208863	0.0119455	0.738381	0.0133044	0.00725792	0.0370167	0.0712946	0.0477085	0.0103605	0.0532463	0.00878553	0.0216639	0.0125575	0.119978	42.7616	64.7539	6.39979
6760	-9562.26	-9579.36	17.1024	1.2225	0.0398383	0.0518498	0.0262348	0.013922	0.826723	0.00828662	0.0126231	0.0377241	0.0774471	0.0362829	0.00889052	0.0373853	0.0098532	0.022469	0.0129691	0.118935	5.39678	24.1259	4.0434
6770	-9554.57	-9570.74	16.1789	1.31003	0.0479317	0.0493105	0.0180295	0.0123782	0.954561	0.0102619	0.00609055	0.030538	0.0599028	0.0399061	0.00902781	0.0297075	0.0183338	0.0165471	0.00749849	0.103179	3.05669	5.04811	26.4407
6780	-9561.96	-9578.99	17.0356	1.26299	0.0466305	0.0416929	0.0249021	0.00538682	0.873216	0.0143197	0.0111051	0.0372312	0.0752987	0.039787	0.00477797	0.0447453	0.0122957	0.0220777	0.00952425	0.103091	4.6763	3.61283	18.5297
6790	-9558.69	-9576.11	17.4203	1.15922	0.0474257	0.0331	0.0236086	0.011368	0.792352	0.00901098	0.0107102	0.0319258	0.0605228	0.0512801	0.00968565	0.0313901	0.0178658	0.0182754	0.0106965	0.0884331	10.7108	5.3272	23.8566
6800	-9571.63	-9588.17	16.5412	1.18357	0.0471416	0.0422246	0.0213112	0.0118335	0.812519	0.0110627	0.0117848	0.039023	0.0539582	0.0445007	0.00839162	0.0338679	0.0199308	0.01891	0.00710879	0.0939729	28.6923	3.95063	19.9578
6810	-9561.41	-9578.24	16.8303	1.21293	0.0556136	0.0399232	0.0201958	0.0113331	0.800421	0.011869	0.0068444	0.0437951	0.0843798	0.0415926	0.013349	0.03168	0.0199308	0.0221846	0.00981968	0.109424	6.49612	11.3606	23.0729
6820	-9553.47	-9571.41	17.9338	1.24058	0.0503993	0.0399232	0.0253346	0.0144946	0.860781	0.0114656	0.00664988	0.0398843	0.0623153	0.0378598	0.0107147	0.034543	0.0222738	0.0157193	0.00821737	0.113333	2.39962	4.87684	6.05148
6830	-9557.49	-9572.39	14.9061	1.18807	0.0452603	0.0438172	0.0290057	0.0106129	0.810352	0.00993192	0.0112638	0.0349799	0.0672118	0.0347831	0.00609812	0.0482721	0.0104348	0.0169266	0.00911838	0.117109	18.6351	2.74508	62.9992
6840	-9562.4	-9577.55	15.1515	1.21053	0.0672712	0.0476595	0.0253961	0.0106129	0.796736	0.0103871	0.00963448	0.0411885	0.074124	0.0366214	0.00867637	0.0405765	0.0166653	0.0176449	0.00733849	0.103521	2.26907	20.3518	52.3702
6850	-9564.98	-9580.74	15.7546	1.21832	0.0429196	0.0360782	0.0214364	0.0097362	0.832171	0.00964243	0.0110272	0.0479366	0.0672856	0.0405026	0.00276913	0.0618956	0.00112701	0.0192241	0.0145709	0.090221	4.71976	8.47034	48.1953
6860	-9564.79	-9581.57	16.7777	1.2439	0.0456437	0.0477484	0.019552	0.0173286	0.863239	0.010189	0.0110921	0.0294364	0.0712444	0.0493393	0.00320864	0.0458395	0.00394183	0.0116212	0.0144747	0.0969355	26.0659	3.54954	6.18521
6870	-9564.6	-9582.54	17.9368	1.17368	0.0439052	0.0450128	0.0285345	0.0140432	0.827025	0.0079464	0.00865665	0.0358863	0.0558551	0.0292822	0.00635294	0.0404769	0.000164863	0.0250448	0.00549604	0.11596	4.72724	2.10921	19.807
6880	-9561.96	-9579.02	17.0586	1.15402	0.0506652	0.0408992	0.0201501	0.00965592	0.768622	0.010985	0.0118738	0.0380651	0.0789627	0.041758	0.00369377	0.0475713	0.00310523	0.0163879	0.0116259	0.0909947	19.4751	8.32151	20.3688
6890	-9563.98	-9578.49	14.5152	1.20274	0.0412668	0.0402522	0.0189336	0.013206	0.803285	0.00944869	0.0137731	0.0479128	0.0801268	0.0402497	0.00594398	0.0457246	0.00464217	0.022983	0.0149921	0.119557	11.2696	50.9286	27.0618
6900	-9550.87	-9569.43	18.5623	1.18492	0.0450728	0.0467979	0.0205229	0.0125187	0.826957	0.0130801	0.012139	0.032428	0.0610628	0.0355319	0.00897359	0.0321529	0.0115492	0.0177866	0.00834492	0.0883032	2.88518	4.05525	4.97281
6910	-9552.96	-9570.41	17.4504	1.13349	0.0449793	0.0430277	0.0233005	0.00770918	0.75323	0.013655	0.0095238	0.0391145	0.0654128	0.0355463	0.00946505	0.0387051	0.0202909	0.020459	0.00906999	0.107172	5.57655	11.5439	27.299
6920	-9560.16	-9573.81	13.6431	1.13623	0.0407951	0.0433065	0.021197	0.0101528	0.745532	0.00906086	0.00794592	0.0483818	0.0700017	0.042378	0.00702001	0.0454795	0.0143874	0.0190422	0.0115502	0.0893961	59.7756	32.7883	27.471
6930	-9559.23	-9576.34	17.106	1.15017	0.0551578	0.0440185	0.0272014	0.0131695	0.770442	0.0110014	0.00755393	0.0305445	0.061898	0.0400157	0.00486071	0.0455973	0.00780047	0.022227	0.00868552	0.108745	18.9637	18.2134	10.7912
6940	-9562.94	-9577.71	14.7787	1.22867	0.0602442	0.0309616	0.0220347	0.0104693	0.835596	0.00753682	0.0142399	0.0355957	0.0673081	0.0485057	0.00979926	0.043647	0.00933032	0.0244695	0.00892864	0.0723745	11.8221	41.752	25.2785
6950	-9558.37	-9575.73	17.3588	1.19463	0.0527217	0.0430322	0.0169175	0.0180592	0.805139	0.00963773	0.0108386	0.0458234	0.0693403	0.0432671	0.0034274	0.0366518	0.0114829	0.0206123	0.00767802	0.106998	6.12233	6.19483	21.7051
6960	-9567.72	-9584.31	16.5851	1.29626	0.0541643	0.0398203	0.0206771	0.00846597	0.900358	0.0110539	0.00793996	0.0495045	0.0687634	0.0424964	0.00914432	0.0488788	0.00781671	0.00962264	0.0175501	0.102642	6.25525	9.29418	13.626
6970	-9550.42	-9568.98	18.5628	1.16784	0.0494407	0.0435865	0.0265366	0.0115036	0.789165	0.00896358	0.0114559	0.0386441	0.062157	0.0395083	0.00903894	0.0433527	0.00615911	0.0173833	0.0109442	0.119974	3.66068	2.82935	8.79838
6980	-9571.2	-9589.1	17.9053	1.2121	0.0500788	0.0499346	0.0241844	0.0112056	0.805744	0.00831528	0.00664672	0.0334337	0.0763888	0.0392915	0.00955488	0.0347979	0.0276584	0.0250237	0.00983814	0.123817	5.15405	5.83569	8.59338
6990	-9552.27	-9568.93	16.6673	1.14692	0.0463774	0.0426536	0.0245044	0.0083875	0.777156	0.00965759	0.00863895	0.0334337	0.0662401	0.036086	0.00808514	0.0260282	0.0248166	0.0278962	0.00695698	0.0928533	4.44585	7.18214	45.7813
7000	-9569.64	-9582.78	13.1399	1.19373	0.0481692	0.0410205	0.0275232	0.0104559	0.805332	0.0108914	0.0103164	0.0383044	0.0640891	0.044674	0.00923172	0.0283797	0.0187974	0.0279717	0.00857327	0.126922	90.7485	4.09014	23.722
7010	-9558.49	-9571.81	13.3155	1.15421	0.0471182	0.0410064	0.0251058	0.00991208	0.796305	0.0100073	0.00740845	0.0382467	0.0606766	0.037543	0.0106646	0.017088	0.0277387	0.0142332	0.011152	0.101904	47.4317	9.98162	65.5659
7020	-9560.05	-9572.46	12.4157	1.19395	0.0490403	0.0503065	0.0213296	0.012873	0.800809	0.00998927	0.0080576	0.0437473	0.0692658	0.0410753	0.0117125	0.0243718	0.0250766	0.0177636	0.00853131	0.110182	25.047	7.28049	100.691
7030	-9562.02	-9575.31	13.298	1.24315	0.0508992	0.0386542	0.0259272	0.0103257	0.839355	0.0129836	0.0118132	0.0504257	0.0638762	0.0416057	0.00957434	0.0337306	0.0227064	0.0215267	0.00974987	0.101341	4.70392	81.8342	19.0011
7040	-9564.37	-9580.52	16.1446	1.18609	0.0491353	0.0487036	0.0214021	0.013751	0.821469	0.00517724	0.00915797	0.0300147	0.0612343	0.0393761	0.00615395	0.039595	0.0174678	0.0175074	0.00594007	0.117868	17.5009	1.82571	40.6788
7050	-9563.38	-9578.72	15.3451	1.11669	0.0493968	0.0431395	0.0213404	0.0159208	0.726567	0.0116266	0.0109853	0.033704	0.0651374	0.0410398	0.0136012	0.0343515	0.0146817	0.0202341	0.014963	0.0967398	2.85141	22.4326	64.6122
7060	-9550.01	-9567.98	17.9787	1.13089	0.0395695	0.0366657	0.0213404	0.00992826	0.75979	0.0102772	0.0119228	0.0344661	0.0726788	0.0466008	0.00958937	0.0344822	0.014712	0.0184572	0.0104056	0.095243	6.76394	4.50769	23.1134
7070	-9552.16	-9567.78	15.6205	1.2136	0.0442479	0.0398422	0.0248289	0.00976331	0.835028	0.0115405	0.00767468	0.0369671	0.0730996	0.0402202	0.00458835	0.0339625	0.0252341	0.0184572	0.00814401	0.107332	11.1344	14.7951	39.0646
7080	-9564.97	-9581.46	16.4978	1.13733	0.0491202	0.0428478	0.0272839	0.00972024	0.765784	0.010684	0.0113517	0.0302149	0.0647888	0.0427575	0.0106759	0.0362864	0.0151234	0.0143278	0.00636343	0.0917508	18.3005	14.6917	29.7256
7090	-9560.73	-9577.93	17.2079	1.05297	0.044744	0.0407634	0.0228351	0.00921239	0.700363	0.00898609	0.00987976	0.0376782	0.0570992	0.034951	0.0106759	0.0450587	0.00273142	0.0151268	0.0128671	0.117229	26.1501	9.48629	29.7256
7100	-9557.42	-9574.68	17.2634	1.26689	0.044744	0.0424698	0.0254542	0.00612175	0.886101	0.012351	0.00957199	0.0303583	0.0676155	0.0443623	0.0107839	0.0444367	0.0159216	0.0162275	0.0103694	0.111455	9.30449	3.63454	8.53629
7110	-9553.52	-9570.31	16.7922	1.14241	0.0478164	0.0424698	0.0267989	0.0108507	0.776669	0.0104872	0.00957199	0.0408195	0.0625596	0.0363841	0.00546268	0.0314562	0.0171596	0.0189765	0.00492917	0.111817	8.83962	6.90293	40.0504
7120	-9553.41	-9570.29	16.8789	1.1162	0.0489267	0.0449966	0.0253575	0.0115362	0.733334	0.0112172	0.00948515	0.0330172	0.0662123	0.0494254	0.00520149	0.0370999	0.0152363	0.0182271	0.00692868	0.0955154	25.0461	11.7573	22.5154
7130	-9562.16	-9579.08	16.9207	1.10916	0.0521881	0.0402065	0.0210708	0.00854066	0.73171	0.00824274	0.00841478	0.0478799	0.0662268	0.0448645	0.0146947	0.0171833	0.0254827	0.0136422	0.00880723	0.115225	38.2898	10.1907	11.3922
7140	-9564.55	-9582.73	18.1734	1.0745	0.0433604	0.0304249	0.0205005	0.011177	0.704993	0.00928895	0.0114551	0.0361535	0.0772417	0.042108	0.00844077	0.025679	0.0327727	0.0144141	0.00649383	0.100769	9.91412	7.59537	24.252
7150	-9561.31	-9577.89	16.5768	1.15437	0.0404827	0.0396007	0.0223438	0.00846359	0.813599	0.00882884	0.0102834	0.0296224	0.0586195	0.0313598	0.00788044	0.0413958	0.0045083	0.027395	0.00998843	0.0796194	11.7735	24.1908	21.7772
7160	-9561.75	-9578.02	16.2666	1.1066	0.051583	0.0365138	0.0191508	0.00910431	0.735779	0.0078499	0.0114842	0.0333262	0.0631443	0.0476617	0.00665922	0.0453671	0.013892	0.0142953	0.0107915	0.122032	25.9128	7.83402	39.7103
7170	-9561.45	-9578.96	17.5116	1.21537	0.0441626	0.0492256	0.0336718	0.0115367	0.833661	0.0157428	0.0114883	0.0300314	0.0633961	0.0344995	0.00869081	0.0396962	0.0125145	0.0206991	0.0063579	0.108648	3.39174	11.1953	12.2292
7180	-9554.38	-9572.29	17.9092	1.1187	0.0423516	0.0395633	0.0283178	0.00843909	0.761059	0.00919412	0.0115392	0.0272362	0.0634594	0.0390807	0.00838986	0.0274034	0.0269078	0.0200232	0.00573521	0.115415	18.1272	9.31727	10.7481
7190	-9557.91	-9573.13	15.2191	1.13848	0.0428553	0.0420369	0.0282741	0.0121009	0.770007	0.00790231	0.0106126	0.0438882	0.057298	0.0411404	0.0116086	0.0229292	0.0258737	0.0127831	0.0091741	0.106273	18.1272	22.4593	47.4607
7200	-9565.1	-9579.94	14.8357	1.14487	0.0452534	0.0269205	0.0195295	0.0152985	0.771748	0.0120615	0.0106126	0.0382898	0.0590036	0.0396525	0.0146917	0.0440283	0.0105736	0.0304466	0.00676189	0.109584	18.4091	27.476	48.5492
7210	-9556.62	-9573.95	17.3345	1.10991	0.0452534	0.0386596	0.0170089	0.00907819	0.751324	0.0118515	0.00793106	0.0404409	0.0574697	0.0520979	0.00543601	0.0368658	0.0112978	0.0146596	0.0105331	0.115929	9.43857	33.4165	8.58857
7220	-9552.66	-9570.6	17.937	1.21367	0.0457315	0.0441484	0.021436	0.0103319	0.853622	0.00897655	0.00793106	0.0274915	0.0663324	0.0372649	0.00810333	0.0307751	0.014901	0.0234176	0.0132109	0.0896489	10.1121	3.43146	5.12358
7230	-9566.61	-9582.22	15.6145	1.16529	0.0571125	0.0404976	0.01927	0.00993794	0.791199	0.00807273	0.0110657	0.0305298	0.0660803	0.0340053	0.013945	0.0371707	0.0172901	0.0207939	0.00832205	0.098408	11.6253	16.4239	46.7359
7240	-9555.35	-9572.15	16.7982	1.21119	0.0498373	0.0376614	0.0268966	0.00833915	0.836031	0.0100157	0.00948096	0.0466189	0.0618602	0.0405881	0.00686835	0.0375727	0.0121061	0.0142426	0.0130718	0.0921656	3.49138	28.2836	10.1624
7250	-9559.85	-9577.71	17.8617	1.19128	0.0436304	0.0413983	0.0204241	0.0110507	0.820657	0.0117527	0.00793627	0.0384162	0.0697797	0.036109	0.0115751	0.0352435	0.0144332	0.0207256	0.00814984	0.0697309	3.49138	16.1953	4.98456
7260	-9557.62	-9574.27	16.6567	1.24565	0.0484574	0.0356939	0.0191122	0.0163794	0.865393	0.00903361	0.010256	0.0455415	0.0596666	0.0423443	0.00783412	0.0463868	0.00970759	0.0173821	0.0124652	0.0977441	5.42881	25.0406	7.39981
7270	-9561.85	-9580.1	18.2502	1.07261	0.0484574	0.0371743	0.022423	0.0094804	0.713422	0.00978154	0.00874358	0.0288248	0.0683037	0.0409614	0.00783412	0.0357138	0.0116768	0.0209	0.0089082	0.0886274	17.432	6.97304	16.2135
7280	-9552.22	-9570.09	17.8743	1.1873	0.0515997	0.0387357	0.0260371	0.0107278	0.806	0.00991441	0.0109603	0.0382186	0.0663873	0.0362525	0.0157301	0.0316493	0.0205349	0.0147497	0.00980153	0.123895	5.05459	14.5426	5.5652
7290	-9557.34	-9574.78	17.4442	1.14222	0.0401064	0.0289517	0.0225435	0.0115053	0.7717	0.0087469	0.011449	0.032517	0.0640188	0.0390706	0.0132968	0.0289509	0.0284663	0.0281246	0.0127716	0.110673	6.1063	27.9621	8.72437
7300	-9566.24	-9584.29	18.053	1.19214	0.0356282	0.0485198	0.0264651	0.00852569	0.830382	0.00770938	0.00863908	0.0228786	0.0748051	0.0419717	0.00922805	0.0396544	0.0157904	0.0132473	0.00869914	0.104123	3.19664	4.34431	13.0984
7310	-9557.04	-9574.48	17.4349	1.14223	0.0502292	0.0406129	0.0201955	0.0124247	0.775023	0.0112391	0.00973623	0.032582	0.0664415	0.0354061	0.00971342	0.040758	0.00574525	0.0185732	0.01355	0.102162	15.2444	9.81819	17.9229
7320	-9566.07	-9580.63	14.5621	1.19541	0.0435827	0.0378386	0.0153062	0.0121716	0.834009	0.0130276	0.00973727	0.0370147	0.0581601	0.0453559	0.00893516	0.0416897	0.0128493	0.0150663	0.010668	0.118081	3.65206	7.26313	78.8744
7330	-9563.93	-9580.56	16.6344	1.08912	0.053505	0.03827	0.0320679	0.00854119	0.697562	0.0118672	0.00813144	0.0350863	0.0645598	0.0392578	0.00456093	0.040351	0.0209487	0.0247744	0.00963909	0.132397	3.92929	21.0012	44.6563
7340	-9571.08	-9585.25	14.1639	1.11456	0.0562644	0.047395	0.0296897	0.00973049	0.721929	0.00748629	0.00822719	0.0406073	0.0627052	0.0397055	0.00885128	0.0393131	0.0153588	0.0176323	0.00966717	0.130425	5.46473	52.3898	56.0564
7350	-9562.55	-9581.76	19.2075	1.07445	0.0437258	0.0356721	0.024398	0.0085069	0.709427	0.0074505	0.00608523	0.0413252	0.0600569	0.0474826	0.0054849	0.0351055	0.0153588	0.0216646	0.01271	0.108059	4.5343	7.24329	9.3057
7360	-9563.19	-9580.36	17.171	1.27388	0.0451696	0.0497957	0.0221607	0.00711225	0.897852	0.00936159	0.0120032	0.0326503	0.0728942	0.0368144	0.00697363	0.0449098	0.0136451	0.0181884	0.00434871	0.0882811	3.52231	5.52416	12.9016
7370	-9558.71	-9575.52	16.8101	1.23469	0.0478547	0.0408987	0.0251652	0.0104613	0.870357	0.00713004	0.00809896	0.0340436	0.0645486	0.0392919	0.00406093	0.0389228	0.018809	0.01369	0.0113544	0.102722	6.99554	6.91754	23.0761
7380	-9549.87	-9568.23	18.3598	1.15757	0.0507823	0.0408987	0.0256242	0.0104721	0.792848	0.00847067	0.00481253	0.0370685	0.0652349	0.0364656	0.00955122	0.0462925	0.00655075	0.0162242	0.00627569	0.0968137	4.35841	5.03469	12.0315
7390	-9562.8	-9578.76	15.9644	1.18547	0.0516686	0.0360088	0.0266432	0.00755587	0.807831	0.011456	0.00700242	0.0287605	0.0658185	0.0451204	0.00444862	0.0539173	0.00888658	0.0236407	0.00670983	0.0990398	3.59071	31.0888	29.071
7400	-9551.49	-9570.06	18.5671	1.13955	0.0421963	0.0382547	0.021307	0.00877093	0.766854	0.0121052	0.0112113	0.0343656	0.0718092	0.0388105	0.0029212	0.0508941	0.00567451	0.0184842	0.0158873	0.0997433	8.45685	5.19939	7.22419
7410	-9554.29	-9570.83	16.5344	1.18496	0.0486642	0.041722	0.0186544	0.0109178	0.820335	0.0111475	0.0105579	0.0353232	0.0606185	0.0355309	0.00561605	0.0548523	0.00469745	0.0189214	0.00739858	0.0847455	3.08325	16.3205	33.0639
7420	-9553.38	-9569.43	16.0546	1.09419	0.0450494	0.041722	0.021718	0.0150708	0.711323	0.0110898	0.00882842	0.0360401	0.0619548	0.0434331	0.00415934	0.0433931	0.0139334	0.0194284	0.0170487	0.112157	9.15542	35.3365	35.6975
7430	-9555.48	-9573.6	18.1212	1.17627	0.0421607	0.0544312	0.0213612	0.0108831	0.7805	0.0106769	0.0116332	0.0410725	0.0664911	0.0452849	0.00676792	0.0312044	0.0191824	0.0224902	0.0121325	0.114457	5.11373	10.3885	6.93708
7440	-9560.48	-9576.09	15.6123	1.28215	0.054011	0.0483562	0.0252673	0.0138101	0.89081	0.0122051	0.00758842	0.0367891	0.0586756	0.0349434	0.00923909	0.0361944	0.0183734	0.0257076	0.0101804	0.0847228	6.5713	35.9657	8.93426
7450	-9559.4	-9576.79	17.3921	1.21837	0.0468247	0.0417818	0.0171665	0.0143672	0.85259	0.00794639	0.00670401	0.0333924	0.0644754	0.039906	0.0035019	0.0525688	0.00944046	0.0181752	0.00953148	0.09894	9.46888	8.17751	10.9694
7460	-9562.53	-9579.24	16.7163	1.23341	0.0425923	0.0459829	0.0264924	0.00719974	0.854339	0.0117753	0.00640028	0.0394732	0.053482	0.0541243	0.0121969	0.0450717	0.00752055	0.0182037	0.00855882	0.0876746	19.9705	7.6109	11.5537
7470	-9570.16	-9584	13.8412	1.29731	0.0448974	0.0462274	0.0251045	0.0141519	0.915324	0.0136181	0.0125328	0.0253736	0.0636475	0.037642	0.0113724	0.0374461	0.0154492	0.0238942	0.0106317	0.0752827	3.94132	70.592	9.33713
7480	-9569.15	-9586.64	17.4924	1.21377	0.0491191	0.0359824	0.0226376	0.0102136	0.809537	0.0140486	0.00879229	0.0393941	0.0573034	0.0554823	0.00913191	0.0502149	0.0126435	0.0232762	0.0159886	0.0932816	2.31229	5.1489	20.0768
7490	-9568.3	-9585.25	16.953	1.24516	0.0457792	0.0396412	0.0257863	0.00961065	0.866026	0.0084456	0.00623268	0.040443	0.0680144	0.0398827	0.011876	0.0424882	0.0129583	0.0178642	0.0101116	0.093086	4.56525	6.63528	20.8467
7500	-9561.96	-9579.52	17.5601	1.18613	0.0539243	0.0376411	0.0192757	0.0144117	0.806246	0.00890286	0.00905925	0.0436557	0.0730744	0.0388161	0.00580472	0.0208378	0.0268341	0.0193526	0.00829479	0.110339	7.50366	3.34354	20.8467
7510	-9559.71	-9575.98	16.2721	1.17969	0.0459506	0.0479326	0.0237174	0.0148649	0.798395	0.0124914	0.0109749	0.0325066	0.0646684	0.0375346	0.00449503	0.029032	0.0268341	0.0192313	0.0110566	0.117191	38.952	14.1976	5.5854
7520	-9551.44	-9568.89	17.4447	1.19911	0.0495702	0.0396277	0.0237174	0.00824408	0.828907	0.00757474	0.00834652	0.0329193	0.0653728	0.0464408	0.00765111	0.0338334	0.0201493	0.0207305	0.00602994	0.120874	11.7185	10.2758	9.39986
7530	-9554.69	-9572.99	18.3013	1.14212	0.0524468	0.0388966	0.0311906	0.0121486	0.763385	0.0162831	0.00840019	0.0313896	0.0605727	0.0383389	0.00564972	0.0161894	0.0344634	0.0217725	0.0109927	0.105484	5.28133	10.5661	9.82901
7540	-9560.86	-9576.61	15.7517	1.30112	0.0502861	0.0391606	0.0183367	0.0149174	0.905314	0.00731183	0.0102605	0.0342359	0.0729249	0.0436305	0.00782859	0.0260536	0.032227	0.0225872	0.0160413	0.0796008	2.02866	5.77404	37.0921
7550	-9558.25	-9574.67	16.4234	1.21548	0.0522014	0.0363391	0.02459	0.00950296	0.847144	0.0134839	0.00854538	0.0428701	0.063463	0.0325836	0.00782859	0.0225673	0.0272474	0.0174722	0.00964642	0.1096	16.6142	10.0391	21.9045
7560	-9560.09	-9577.84	17.7556	1.10147	0.0499396	0.0487737	0.0247382	0.00870555	0.722066	0.0134839	0.00916674	0.0294191	0.0722181	0.0427832	0.00552669	0.01777	0.0274504	0.0183679	0.0110575	0.134133	5.2483	4.60982	34.8351
7570	-9564.03	-9580.97	16.9379	1.15509	0.0395564	0.0487737	0.0212358	0.0127702	0.776646	0.0128388	0.0112012	0.0361756	0.0756946	0.0356351	0.00633135	0.0181211	0.0274504	0.021649	0.0110061	0.0978483	11.2146	25.1862	13.9576
7580	-9564.25	-9578.7	14.4548	1.13427	0.0456321	0.046054	0.0268389	0.0141122	0.743076	0.00935668	0.0113883	0.0345406	0.0654179	0.0486497	0.00456533	0.0338202	0.0185347	0.023217	0.0090711	0.117069	15.8908	73.487	14.7866
7590	-9563.05	-9581.34	18.2916	1.12508	0.0526125	0.0416299	0.0283592	0.0139523	0.732025	0.00807665	0.00816221	0.0358743	0.0768015	0.0499888	0.00857489	0.0242282	0.0184394	0.0164401	0.00991047	0.119157	16.7768	7.91681	4.57265
7600	-9563.78	-9581.02	17.2453	1.16332	0.0455682	0.0479684	0.0210812	0.0137973	0.779966	0.00703932	0.00737961	0.0419227	0.0646867	0.0434201	0.0090917	0.024131	0.0296567	0.0179177	0.00969843	0.120205	3.92481	24.4496	14.1662
7610	-9557.96	-9577.13	19.1722	1.09513	0.053196	0.0393392	0.0179301	0.0155531	0.714966	0.00829928	0.0081101	0.0352966	0.0685768	0.0380768	0.0139994	0.0358467	0.0178261	0.0157958	0.0123171	0.102787	7.01775	4.87057	5.77048
7620	-9564.04	-9576.26	12.2148	1.11933	0.0512178	0.037242	0.0269133	0.0173251	0.731318	0.00944897	0.0131871	0.0345127	0.0713094	0.0462699	0.00415866	0.017735	0.0282367	0.0212038	0.00924941	0.110004	16.3815	50.3011	85.2782
7630	-9561.27	-9576.14	14.866	1.11873	0.0442474	0.0402974	0.0269062	0.0102439	0.740394	0.009356	0.00769811	0.0397043	0.0608776	0.039044	0.00397691	0.0322194	0.0303842	0.0208295	0.0125469	0.104262	10.4034	54.1267	34.5326
7640	-9568.91	-9584.27	15.3594	1.15689	0.0480914	0.0414274	0.0215596	0.0105251	0.798377	0.010747	0.00634988	0.0258227	0.0608776	0.0356668	0.00933012	0.0341983	0.0160115	0.0267736	0.0111318	0.0938025	55.4461	4.61085	21.5161
7650	-9562.61	-9579.43	16.822	1.24357	0.0507647	0.0440395	0.0248698	0.0155943	0.859886	0.0101568	0.0134289	0.029263	0.0634252	0.0443256	0.00629207	0.0464105	0.00266586	0.0188015	0.0136435	0.098903	2.8993	15.0087	17.0717
7660	-9569.29	-9586.12	16.8361	1.14744	0.0491966	0.0471368	0.0234636	0.0135137	0.766939	0.00577996	0.0116358	0.0427795	0.0592454	0.0343506	0.00705361	0.0358547	0.0132706	0.0244136	0.0128057	0.120397	9.92218	26.9079	17.0717
7670	-9566.14	-9584.42	18.2836	1.04791	0.0452644	0.0464326	0.0196857	0.00801883	0.661742	0.00924055	0.0138738	0.0396906	0.0732277	0.0441292	0.0102779	0.0391679	0.0132706	0.0140907	0.00979614	0.113746	4.14279	11.5271	29.195
7680	-9554.06	-9572.94	18.8858	1.08001	0.0491098	0.03371	0.0268144	0.0104175	0.706558	0.00983338	0.00916503	0.0480008	0.071714	0.039591	0.0037546	0.0316477	0.0139221	0.0143543	0.0114183	0.105581	13.2329	6.09249	7.0836
7690	-9558	-9576.13	18.139	1.19264	0.0474705	0.0430991	0.0288283	0.0122326	0.794048	0.0116719	0.0081111	0.0296109	0.0694413	0.0419502	0.00804015	0.0492616	0.00609752	0.0246939	0.0180824	0.101112	2.90363	9.20438	6.71577
7700	-9557.83	-9575.52	17.6966	1.19078	0.0398171	0.0481661	0.0229442	0.00969932	0.805715	0.0119073	0.0118476	0.0391548	0.0692195	0.0379263	0.00674239	0.0563145	0.00120835	0.0212956	0.00881977	0.132373	7.62697	6.75008	13.635
7710	-9555.73	-9573.26	17.5352	1.16007	0.0484656	0.0439765	0.0255219	0.0108326	0.775678	0.010966	0.00656883	0.0366774	0.0638451	0.042454	0.0104555	0.0423766	0.00253012	0.0248071	0.0149132	0.114859	17.0344	6.75008	13.6142
7720	-9555.66	-9571.87	16.2077	1.18523	0.0488181	0.0347445	0.0282334	0.011251	0.816263	0.00856745	0.0136372	0.0387453	0.0648286	0.0423793	0.00742454	0.0412212	0.00058505	0.0163409	0.0121944	0.0991162	10.3047	5.27778	43.3487
