Iteration	Posterior	Likelihood	Prior	tree_length	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	shape[0]	shape[1]	shape[2]	shape[3]
11460	-9567.12	-9579.57	12.4483	1.24061	0.0464959	0.0357945	0.0273526	0.0165726	0.851362	0.0138731	0.0114008	0.0316376	0.0773476	0.0449776	0.00708685	0.0441959	0.00657973	0.015497	0.0104352	0.0917835	4.50098	3.66746	114.883
11470	-9567.86	-9584	16.1385	1.14623	0.0506704	0.0282709	0.0189303	0.00918246	0.809065	0.00908318	0.00656335	0.0324414	0.0582005	0.0448028	0.00773598	0.0259272	0.0188592	0.0201373	0.00635493	0.107736	13.1648	10.1873	44.757
11480	-9552.04	-9570.05	18.0083	1.09153	0.0370806	0.0401637	0.0229882	0.00916951	0.726378	0.00873792	0.0107546	0.0364996	0.0683749	0.0403897	0.00604586	0.0394827	0.0189374	0.017735	0.00879227	0.118205	11.6668	18.1696	11.8048
11490	-9561.9	-9580.45	18.5561	1.04438	0.0482862	0.0377967	0.0266653	0.0125115	0.687377	0.0102376	0.00657285	0.0316325	0.0661909	0.0411064	0.0070077	0.0278905	0.0151186	0.014544	0.0114436	0.0844291	4.9775	8.62131	26.5495
11500	-9566.12	-9581.19	15.074	1.10662	0.0423627	0.0391857	0.021399	0.0100187	0.749818	0.0128715	0.0168815	0.03037	0.0674383	0.0342658	0.00959324	0.0294238	0.0162204	0.0211686	0.0056048	0.0873776	36.0936	17.6109	43.6361
11510	-9562.11	-9579.39	17.2763	1.07044	0.0434981	0.0409545	0.0258686	0.0122805	0.717283	0.0118744	0.0107373	0.0292612	0.0544512	0.0405087	0.00827997	0.0380539	0.00958897	0.0147007	0.013098	0.0909205	37.9086	8.18923	14.4303
11520	-9564.76	-9578.85	14.0885	1.18512	0.0368698	0.035274	0.0274661	0.0105396	0.802409	0.0114629	0.0122474	0.0380344	0.0663417	0.0479607	0.0100591	0.0330175	0.0205616	0.0175158	0.0153607	0.0969171	75.2507	6.6927	19.3968
11530	-9558.99	-9577.4	18.4092	1.09895	0.0404039	0.0348187	0.017759	0.0147896	0.742396	0.0108044	0.0112308	0.0385131	0.0627855	0.0369799	0.00388394	0.0304659	0.0211607	0.0250208	0.00794056	0.102835	13.7987	4.61298	13.7435
11540	-9556.64	-9574.03	17.3939	1.09713	0.04667	0.0357277	0.0207157	0.0114535	0.739347	0.0108044	0.00816102	0.0343509	0.0802655	0.0327264	0.00398059	0.0246866	0.0211931	0.0194898	0.00755761	0.103255	20.6261	2.92624	29.2714
11550	-9563.49	-9578.72	15.2374	1.24155	0.0547357	0.0338243	0.0230538	0.0129299	0.850969	0.00824302	0.0092428	0.037569	0.0676464	0.0448857	0.010182	0.0486243	0.00579375	0.020846	0.0130042	0.0911307	26.9065	34.307	5.8686
11560	-9557.49	-9574.56	17.0712	1.16591	0.0419346	0.0364317	0.0236234	0.00645866	0.807386	0.0119467	0.0084923	0.0425055	0.0582007	0.0365197	0.00875757	0.0392931	0.00729501	0.0273108	0.00975699	0.10116	4.09324	14.7675	26.663
11570	-9560.44	-9576.75	16.3049	1.11356	0.04484	0.0478578	0.0194906	0.0113322	0.736874	0.0102406	0.00935235	0.0347537	0.0726054	0.0357582	0.0154164	0.0339546	0.00870713	0.0208029	0.0115763	0.11187	3.31436	45.778	22.2166
11580	-9551.74	-9570.08	18.3342	1.15203	0.042188	0.0436138	0.0202069	0.0124989	0.781404	0.00846522	0.00701198	0.0348798	0.0685554	0.0414186	0.0191692	0.0353137	0.00681527	0.0200606	0.0104306	0.110255	7.0981	8.20541	7.72739
11590	-9560.49	-9576.06	15.5658	1.16886	0.040196	0.0369328	0.0243513	0.0202888	0.777913	0.00846522	0.00730061	0.0375368	0.073301	0.0455106	0.0158319	0.0443501	0.00763766	0.0204978	0.00874583	0.106223	32.2829	30.6312	12.1235
11600	-9559.55	-9575.84	16.2844	1.18863	0.0483898	0.0402708	0.0248124	0.0135443	0.79043	0.00957203	0.0128646	0.0359729	0.0709638	0.044979	0.0157983	0.0486595	0.0109801	0.0113806	0.0100074	0.111225	27.9735	7.63829	21.0968
11610	-9554.47	-9571.49	17.0126	1.23797	0.048252	0.0399726	0.016466	0.011172	0.856716	0.00821768	0.0126131	0.042394	0.0743609	0.0438294	0.00619313	0.0431534	0.00694234	0.0179244	0.00976035	0.0990231	3.39202	4.90112	23.9941
11620	-9561.27	-9577.12	15.853	1.21865	0.0445104	0.0381136	0.0191983	0.0110009	0.841903	0.0117157	0.0104607	0.0406956	0.0639051	0.0404999	0.0217961	0.0304486	0.00657666	0.0237123	0.0141177	0.0901032	38.7357	3.70902	16.9067
11630	-9551.58	-9569.08	17.499	1.23646	0.0445104	0.0415134	0.0256203	0.0129239	0.849527	0.00887026	0.0121643	0.040373	0.0613219	0.0431726	0.0194209	0.0340636	0.00899559	0.0223483	0.0116391	0.109555	5.50212	9.42458	7.92307
11640	-9561.67	-9579.04	17.3631	1.28161	0.0546179	0.0388007	0.024987	0.00840033	0.909538	0.0084531	0.00871038	0.0416046	0.0604214	0.042281	0.0108415	0.033196	0.00981231	0.0185672	0.0113755	0.0982356	4.17175	7.27315	5.10538
11650	-9555.19	-9572.8	17.6069	1.1159	0.0486424	0.0385536	0.0242628	0.0118486	0.734894	0.0108807	0.00623534	0.0411057	0.067797	0.0397802	0.0201991	0.0367447	0.0101505	0.0164897	0.0083129	0.0956092	4.17175	10.4817	30.166
11660	-9559.54	-9577.95	18.4088	1.09101	0.0408941	0.0363845	0.0244312	0.00798015	0.737987	0.0114842	0.0147951	0.041286	0.0583882	0.0366524	0.011402	0.0368736	0.00773082	0.0189113	0.00581154	0.0938886	9.84308	5.75871	18.1575
11670	-9560.56	-9579.19	18.6368	1.14232	0.0482603	0.027973	0.0253215	0.00676648	0.784695	0.00879308	0.0103293	0.0340962	0.0597108	0.0452992	0.0106167	0.0466519	0.00773082	0.0161714	0.00990144	0.0936431	5.45773	4.15972	9.32169
11680	-9576.53	-9589.03	12.503	1.20885	0.0477316	0.0347353	0.0265583	0.0153227	0.810329	0.00811293	0.00653642	0.0396787	0.0767124	0.0445566	0.00838138	0.0471926	0.0127204	0.0203215	0.00996391	0.114474	7.91861	106.385	13.9825
11690	-9564.56	-9580.97	16.4131	1.27033	0.0472797	0.0363224	0.0211974	0.010807	0.887961	0.00658406	0.0108916	0.0354045	0.0739455	0.0406412	0.0083028	0.0505234	0.00663264	0.0198799	0.013952	0.0933487	3.62228	11.6209	22.568
11700	-9561.11	-9577.36	16.2536	1.1809	0.0529843	0.0528364	0.0239219	0.00912317	0.804227	0.0129541	0.0067972	0.0362067	0.0647113	0.0380116	0.0211284	0.0288301	0.00237023	0.0191748	0.007623	0.0930288	5.63349	25.712	27.5418
11710	-9564.77	-9581.14	16.3738	1.13773	0.0387201	0.0395383	0.0176669	0.0100619	0.770032	0.0092369	0.00947207	0.0416387	0.059045	0.0502332	0.0211284	0.0336707	0.00604475	0.0241492	0.0070899	0.0931912	34.3543	9.01795	21.7444
11720	-9557.82	-9573.78	15.9633	1.22088	0.0539748	0.0407539	0.0197309	0.00733766	0.839898	0.00937058	0.00996689	0.0358406	0.0694329	0.042262	0.0211064	0.0367628	0.00814465	0.0134965	0.0128004	0.0990871	14.2648	26.2679	16.1579
11730	-9550.47	-9566.49	16.0252	1.14301	0.0444439	0.0389851	0.023372	0.0128933	0.775069	0.0087534	0.00754722	0.0338714	0.0714873	0.0405327	0.00984202	0.0395205	0.00619705	0.0222054	0.00828841	0.0944892	7.20818	4.24127	59.5814
11740	-9552.31	-9568.06	15.7469	1.21093	0.0415832	0.0368072	0.0247434	0.00931412	0.844249	0.00823151	0.0105449	0.0285648	0.0673301	0.0453116	0.00798028	0.0458861	0.0059683	0.0170363	0.017382	0.0971405	4.3457	32.0843	26.5794
11750	-9560.24	-9576.72	16.4851	1.16448	0.0447879	0.0328891	0.0244639	0.00829643	0.812632	0.010928	0.0102844	0.0311059	0.0672707	0.0385944	0.017455	0.0292023	0.00774304	0.0235264	0.00529973	0.0818419	8.51372	2.95735	46.0813
11760	-9563.94	-9579.81	15.8641	1.15946	0.0437885	0.0435452	0.0170642	0.011378	0.797761	0.013429	0.00895845	0.0286647	0.0616052	0.043467	0.0181347	0.0372755	0.00574082	0.0206871	0.00795827	0.0955392	21.3109	3.57057	46.0813
11770	-9567.93	-9583.51	15.5756	1.18827	0.0459456	0.0359713	0.0229634	0.0108593	0.826675	0.00825917	0.0120715	0.0294181	0.0640227	0.0452115	0.00537585	0.0511616	0.00458238	0.0163067	0.00944509	0.0775491	16.1669	44.4016	10.4198
11780	-9554.65	-9572.11	17.455	1.24025	0.0483684	0.0489455	0.0246413	0.0146813	0.820582	0.00806003	0.0142476	0.0450341	0.0740235	0.0418959	0.0121704	0.0454844	0.0103097	0.02219	0.00961524	0.105613	2.66783	12.3006	8.00826
11790	-9571.8	-9585.52	13.7266	1.24288	0.0419353	0.045392	0.0342762	0.0132739	0.8211	0.00937733	0.0142476	0.0425001	0.0757745	0.0528918	0.00957972	0.0545825	0.00621859	0.0152051	0.00652525	0.11938	11.9638	60.2147	24.8251
11800	-9563.93	-9581.08	17.1492	1.29135	0.041988	0.0378067	0.0239633	0.00775828	0.897159	0.0120308	0.0102515	0.0361424	0.0735391	0.0532016	0.00650855	0.0481674	0.00543573	0.027883	0.00951858	0.0936801	2.90277	9.62799	6.35225
11810	-9555.49	-9573.73	18.238	1.14081	0.0511931	0.0417916	0.0272937	0.00834507	0.758545	0.0107338	0.0088075	0.0395855	0.0608805	0.0535984	0.00888355	0.0414237	0.00804784	0.0142326	0.00744754	0.115555	4.65235	4.73259	17.8093
11820	-9560.33	-9578.58	18.247	1.15344	0.0485084	0.0396283	0.0273575	0.00912135	0.784919	0.0122594	0.00801286	0.0400311	0.0641091	0.0388198	0.00399081	0.0404084	0.008589	0.020019	0.00766196	0.128712	3.91463	3.57149	16.9898
11830	-9560.47	-9576.88	16.4099	1.23294	0.0506466	0.0327205	0.019278	0.0136021	0.858602	0.0115599	0.0103336	0.0389127	0.0596096	0.0458599	0.0147078	0.0389892	0.00890689	0.0198139	0.00939998	0.110838	6.58267	26.6724	12.0799
11840	-9561.37	-9579.8	18.422	1.06585	0.0479773	0.0456068	0.0239754	0.0171194	0.682674	0.0104995	0.0135898	0.0424838	0.0552048	0.0449126	0.0208994	0.0267778	0.00834904	0.0172603	0.0085179	0.114387	11.8873	5.99986	20.6208
11850	-9558.12	-9575.64	17.5195	1.09172	0.0457353	0.0495035	0.0227946	0.00749469	0.707625	0.0129511	0.0129349	0.0347881	0.0616535	0.0509948	0.0180225	0.0349399	0.00834904	0.0142503	0.00967872	0.115808	4.19557	35.05	12.1369
11860	-9555.61	-9573.1	17.4884	1.14074	0.0416269	0.0370996	0.0306857	0.0105017	0.760231	0.0107516	0.0114189	0.0284885	0.0695891	0.0438881	0.0192228	0.0338515	0.00834904	0.020404	0.0146346	0.108718	9.86549	14.7385	17.602
11870	-9572.01	-9583.45	11.448	1.15622	0.0408483	0.0426799	0.0231644	0.0106107	0.762546	0.0141163	0.00676466	0.0439611	0.0794182	0.0362953	0.0370161	0.0241444	0.00822812	0.0159343	0.0104891	0.0980138	14.3064	24.8254	120.799
11880	-9558.02	-9574.97	16.9504	1.12054	0.0441166	0.0400921	0.025383	0.0133467	0.737565	0.0132294	0.00857608	0.0368808	0.0757276	0.0402938	0.0352128	0.0184167	0.00550959	0.0173903	0.00880111	0.119522	6.26827	45.4743	5.25376
11890	-9566.29	-9583.23	16.9429	1.15977	0.0466565	0.0392164	0.0184865	0.0102092	0.78771	0.00827764	0.0141194	0.0268531	0.0694091	0.0518043	0.0304855	0.0268087	0.00665695	0.0130935	0.00998763	0.107985	34.609	3.93456	10.7672
11900	-9565.77	-9584.22	18.4463	1.1574	0.0525892	0.037797	0.0155338	0.0142799	0.774404	0.00975219	0.008889	0.0485915	0.0690223	0.0432291	0.0255125	0.0300902	0.0085398	0.0135153	0.00565202	0.110657	7.79738	8.64395	3.27339
11910	-9558.66	-9576.16	17.5048	1.18113	0.0471284	0.0480051	0.0237299	0.0117317	0.809917	0.0100771	0.00528781	0.0327914	0.0683615	0.0393904	0.0197354	0.0325197	0.00231337	0.0200479	0.0100935	0.103596	3.51995	8.77548	21.5108
11920	-9565.75	-9581.81	16.058	1.14098	0.0424328	0.0491222	0.0225998	0.0121553	0.764059	0.0100915	0.00926293	0.0419183	0.06822	0.0343035	0.0108947	0.0440874	0.00633267	0.0182693	0.00722802	0.086675	12.0194	4.55432	54.2162
11930	-9555.76	-9571.93	16.1669	1.1764	0.0521075	0.0413187	0.0207376	0.010913	0.793459	0.0100915	0.0101979	0.0362723	0.0707338	0.0441485	0.0286096	0.0213122	0.00734948	0.015937	0.0132072	0.107832	11.585	8.38375	41.5385
11940	-9567.14	-9582.52	15.3753	1.25332	0.0439312	0.0403758	0.0207376	0.0128956	0.87155	0.0114776	0.0119257	0.0353798	0.0677442	0.054295	0.0242404	0.0261413	0.00423841	0.0142881	0.0141022	0.0709081	32.6951	23.0496	6.24493
11950	-9555.99	-9573.18	17.1942	1.19864	0.0525365	0.0376945	0.0231346	0.0127517	0.816336	0.0118577	0.0120435	0.0382688	0.0605589	0.0379688	0.0242404	0.0276787	0.00514181	0.0275018	0.0109253	0.108755	27.1208	2.07586	7.31475
11960	-9549.65	-9567.71	18.0535	1.18762	0.0574328	0.0441062	0.0215579	0.0120924	0.807603	0.0100269	0.0105064	0.0335874	0.0718426	0.0371538	0.0177414	0.0296316	0.00563445	0.0165389	0.0121672	0.112358	2.87113	5.64906	13.004
11970	-9553.49	-9570.23	16.7401	1.07273	0.0459558	0.0354074	0.0240303	0.0091909	0.72863	0.0126337	0.00672934	0.0335069	0.0509175	0.0355318	0.0161788	0.0343641	0.00894124	0.0189873	0.0117198	0.0965731	16.3626	4.62582	49.7995
11980	-9558.86	-9574.59	15.7359	1.15267	0.0373143	0.0326178	0.0193912	0.0134976	0.79235	0.00852586	0.00795376	0.0457511	0.063844	0.0412358	0.0213868	0.0330436	0.00607801	0.0126277	0.017048	0.0792094	47.2598	21.6601	5.98113
11990	-9559.91	-9575.9	15.991	1.17523	0.0544258	0.0496483	0.0244341	0.0101098	0.777414	0.00770395	0.00836404	0.0290841	0.0726352	0.0440201	0.0242816	0.0319673	0.00865295	0.0166114	0.0158732	0.0958377	9.07018	31.1711	25.0301
12000	-9553.74	-9571.52	17.7804	1.15714	0.0476242	0.0463759	0.017318	0.0139088	0.799093	0.0116409	0.00794901	0.0374579	0.0585091	0.0382596	0.0228388	0.0262071	0.00535021	0.0166114	0.00799185	0.090967	3.03637	4.28387	25.7847
12010	-9552.92	-9570.56	17.6406	1.15223	0.0476981	0.0399409	0.0258755	0.0102435	0.773986	0.0116409	0.00699154	0.0344946	0.0662603	0.0482632	0.0285891	0.0279821	0.00476934	0.015982	0.00950874	0.10154	9.49768	20.5574	6.81788
12020	-9556.9	-9572.42	15.5243	1.0382	0.0417076	0.0414878	0.0242357	0.011563	0.683138	0.0134529	0.00830177	0.0295965	0.0682733	0.0356781	0.0195636	0.0286858	0.00469458	0.0194772	0.00834402	0.0904096	8.69599	4.23774	89.0825
12030	-9563.92	-9578.06	14.1357	1.17177	0.0386927	0.0429944	0.0196861	0.0146949	0.798861	0.0119821	0.0147193	0.0398055	0.0685502	0.0360279	0.0184977	0.0321847	0.00458003	0.0193114	0.011179	0.111626	24.067	18.421	60.5653
12040	-9564.71	-9582.03	17.3177	1.15155	0.0471951	0.0463755	0.0191987	0.0107492	0.767271	0.00661038	0.00817254	0.0426302	0.0764148	0.0373872	0.0278104	0.0213827	0.0138065	0.020301	0.00624537	0.142703	5.84855	18.6795	18.8964
12050	-9555.35	-9573.77	18.4229	1.09898	0.0508059	0.0405344	0.0171644	0.0121188	0.735944	0.00799531	0.0100661	0.0340621	0.0664955	0.0427342	0.0113618	0.0407229	0.00553509	0.0113486	0.0120905	0.128126	3.64052	21.3766	6.83323
12060	-9560.46	-9578.03	17.5718	1.1278	0.0435727	0.0263982	0.026162	0.0109809	0.756056	0.00858673	0.0119234	0.0388059	0.0675919	0.0426512	0.0270739	0.0329295	0.00856133	0.0217687	0.0047405	0.111893	4.89411	27.3344	10.8946
12070	-9555.21	-9572.49	17.2797	1.17319	0.0510727	0.0327078	0.024065	0.0142452	0.773994	0.0130796	0.0123894	0.041144	0.0732734	0.0405639	0.0325277	0.0223716	0.00932281	0.0205556	0.0118751	0.116863	17.2804	10.6195	11.9839
12080	-9562.5	-9581.34	18.8379	1.12484	0.0487625	0.037492	0.0218333	0.00716941	0.773994	0.0107428	0.0149118	0.0397618	0.0622987	0.0288897	0.00124871	0.0434199	0.00932281	0.0177856	0.00721131	0.0971223	3.53654	7.21845	7.6523
12090	-9566.92	-9583.1	16.1849	1.0977	0.0499434	0.0437304	0.0288667	0.00956341	0.69817	0.00566714	0.0119068	0.0362237	0.0641525	0.0400353	0.0220476	0.0504901	0.00864086	0.0191033	0.00916291	0.136809	29.862	10.1157	36.8789
12100	-9547.87	-9565.35	17.472	1.14918	0.0419694	0.0487721	0.0239882	0.00779839	0.782125	0.0114553	0.00730828	0.0323221	0.0638078	0.0413204	0.00658287	0.0471617	0.0061941	0.016673	0.0117045	0.102356	13.4198	5.0933	22.3402
12110	-9555.99	-9570.7	14.7069	1.16046	0.0421468	0.0443453	0.0237199	0.00892342	0.788232	0.0113486	0.00730828	0.031626	0.0715572	0.039643	0.0137287	0.0350346	0.00886306	0.0206294	0.0133533	0.0939702	14.2969	31.3185	48.2921
12120	-9554.94	-9571.78	16.8465	1.24139	0.0473051	0.0347968	0.0261372	0.0168209	0.854109	0.00838351	0.00946417	0.0367383	0.0654501	0.042043	0.026249	0.0367635	0.005254	0.0214847	0.0103894	0.095714	3.40988	12.3828	19.1359
12130	-9557.8	-9573.72	15.9216	1.151	0.0459887	0.0384321	0.0270536	0.0107294	0.778137	0.0069683	0.0111726	0.0355255	0.0643828	0.0421586	0.0071412	0.04993	0.005254	0.0200835	0.00804267	0.0982583	20.9976	46.4491	4.05522
12140	-9561.87	-9579.07	17.1928	1.16394	0.0452608	0.0492393	0.0248256	0.00766561	0.787322	0.0130316	0.0115752	0.040605	0.064817	0.0378036	0.00686763	0.0349191	0.0082469	0.0184856	0.0132728	0.0833478	14.2894	17.8045	11.4113
12150	-9560.34	-9576.44	16.1055	1.17644	0.0460554	0.0352513	0.0237471	0.00943872	0.786367	0.0100235	0.00625654	0.0447553	0.0619633	0.0436316	0.0152744	0.0427922	0.0142599	0.0258797	0.0107487	0.0989517	14.4874	12.6883	35.5575
12160	-9557.63	-9574.56	16.9302	1.25872	0.0458743	0.0366012	0.0336381	0.014947	0.868122	0.0103311	0.00939184	0.0422072	0.0678362	0.0391892	0.0149419	0.0311807	0.011235	0.0206331	0.0125952	0.105748	2.86925	20.755	6.15241
12170	-9566.03	-9579.08	13.0506	1.20803	0.0460957	0.0298677	0.0228079	0.0183491	0.835865	0.0118705	0.00939184	0.0326065	0.0672574	0.039672	0.00742691	0.0481104	0.00919579	0.0199859	0.00953099	0.122095	9.77964	6.44033	101.271
12180	-9555.73	-9572.42	16.6898	1.12895	0.0452185	0.036868	0.0194406	0.00765485	0.775026	0.00819605	0.0130433	0.0291272	0.0669809	0.0356194	0.00909105	0.0437647	0.0127959	0.0175851	0.00853769	0.0891079	9.66845	14.8741	36.0145
12190	-9558.73	-9577.08	18.3515	1.10903	0.0553254	0.0468168	0.024193	0.0143748	0.708953	0.0116791	0.0108666	0.0462441	0.0536509	0.0540792	0.00945721	0.029276	0.0216297	0.0138115	0.00867249	0.109115	15.5026	7.65047	8.13419
12200	-9570.13	-9583.44	13.3147	1.03327	0.0431597	0.0399316	0.017688	0.0121084	0.684087	0.00558919	0.0108666	0.0403931	0.0657501	0.0383717	0.00354557	0.0197192	0.0257182	0.0175733	0.00877151	0.083056	7.45266	9.5316	130.217
12210	-9558.82	-9574.64	15.8155	1.08637	0.0453333	0.0409133	0.0237102	0.0101715	0.719412	0.00843737	0.0121579	0.0300663	0.0605055	0.0431776	0.00806242	0.019063	0.0317203	0.0239904	0.00964948	0.122619	26.3062	12.57	47.65
12220	-9556.62	-9575.47	18.8467	1.05066	0.0432565	0.0322597	0.0229573	0.0117326	0.685852	0.00911375	0.0084075	0.0317536	0.0694086	0.0443397	0.011203	0.0229934	0.033655	0.0147014	0.0090269	0.104084	11.1063	12.1618	9.79359
12230	-9560.1	-9575.7	15.5973	1.1453	0.0514392	0.0409754	0.0322228	0.00997975	0.748792	0.00718415	0.00867105	0.0379207	0.0708547	0.0429157	0.0104594	0.0320769	0.0259121	0.0168661	0.0090269	0.119314	17.3679	18.1065	43.6327
12240	-9569.31	-9587.41	18.1065	1.157	0.047306	0.0448402	0.0335279	0.0113646	0.727948	0.0103064	0.00750222	0.0395212	0.073253	0.0464173	0.00808901	0.0280335	0.0448945	0.0238199	0.010173	0.119628	3.36594	13.2767	9.93994
12250	-9559.96	-9573.6	13.6451	1.10181	0.047306	0.0312387	0.0270998	0.00774067	0.735979	0.00956	0.00950339	0.0433566	0.057589	0.0402944	0.0104997	0.0377553	0.0178471	0.0156401	0.0103968	0.102696	28.8326	65.8341	32.1998
12260	-9562.52	-9580.51	17.9832	1.18978	0.0378503	0.043408	0.023421	0.0131823	0.820714	0.0145509	0.0126315	0.0304825	0.0582511	0.0476716	0.00490025	0.0445425	0.00591514	0.0263747	0.00588526	0.100658	12.7003	4.27297	5.53852
12270	-9564.17	-9579.2	15.0356	1.2451	0.0501054	0.0368014	0.0226311	0.0112396	0.86963	0.011685	0.00769038	0.0407344	0.061473	0.0364707	0.00337458	0.0347053	0.0303019	0.0162483	0.0120137	0.0857419	16.1367	7.40418	46.8728
12280	-9560.43	-9579.29	18.8602	1.12162	0.0425041	0.0371646	0.0316053	0.0100458	0.762826	0.01008	0.00769485	0.0236341	0.0718734	0.039814	0.00695248	0.0447963	0.00456567	0.0176982	0.0103665	0.119916	5.81571	4.83893	7.92833
12290	-9562.97	-9579.82	16.8552	1.10052	0.0416809	0.0322209	0.0300189	0.0145075	0.739303	0.0104625	0.00877805	0.0267122	0.0647817	0.0342919	0.00862103	0.0452729	0.00930263	0.0188832	0.0156878	0.104295	15.1039	9.68192	38.132
12300	-9563.05	-9579.87	16.8258	1.28471	0.0493607	0.0418116	0.0199764	0.00774371	0.889168	0.0150384	0.0117332	0.0339105	0.0720718	0.0409723	0.00862103	0.0511606	0.00731954	0.0234502	0.0123674	0.0876663	10.3978	7.1387	9.15149
12310	-9562.46	-9577.85	15.3806	1.19713	0.0525492	0.0385623	0.0216933	0.0133592	0.794372	0.0148167	0.0118368	0.0408656	0.0779488	0.0349067	0.00738417	0.0598965	0.000957868	0.0204166	0.0075603	0.110039	21.4863	8.77598	42.8222
12320	-9552.17	-9570.54	18.366	1.15187	0.0409049	0.0366136	0.0200366	0.0101658	0.811302	0.00777577	0.0119157	0.0287105	0.0586101	0.0389486	0.00487642	0.0516509	0.00101664	0.0202041	0.00914076	0.0576829	9.73003	7.47162	5.27863
12330	-9555.04	-9572.79	17.7523	1.07041	0.0520617	0.0352173	0.0264253	0.0116081	0.680844	0.00824052	0.00728037	0.0326615	0.0719476	0.0419761	0.00725308	0.0543252	0.0100675	0.0190128	0.0114877	0.12099	8.49231	4.63033	37.8606
12340	-9561.59	-9577.29	15.6989	1.33172	0.0491122	0.0432139	0.0254879	0.0104541	0.953104	0.0113272	0.00744326	0.0326615	0.0531826	0.0482346	0.00339714	0.0129648	0.0477538	0.0214843	0.0118943	0.0808563	3.0158	29.7025	7.11124
12350	-9566.7	-9581.47	14.7709	1.25445	0.0570784	0.0430352	0.0164782	0.0108265	0.854267	0.00787844	0.00953729	0.0537084	0.0728223	0.0388555	0.00999017	0.00718337	0.0477538	0.0112581	0.0137773	0.104075	8.52703	10.0527	55.2403
12360	-9560.07	-9578.63	18.5557	1.10996	0.0396056	0.0435951	0.0249813	0.0183934	0.745303	0.0125372	0.0106637	0.0367482	0.068457	0.0341907	0.0060169	0.0102455	0.0352299	0.0177175	0.00627106	0.10913	3.45589	6.63659	16.9255
12370	-9566.83	-9584.22	17.3924	1.19911	0.0434164	0.0398573	0.0237491	0.0115786	0.826451	0.00951965	0.00867318	0.0367482	0.0664111	0.0413183	0.00642907	0.00705617	0.0435195	0.022159	0.0122266	0.112202	6.31563	23.5351	2.59832
12380	-9566.7	-9584.83	18.1263	1.12284	0.0480225	0.0403744	0.0195793	0.00890608	0.748481	0.0130133	0.00880306	0.0477594	0.0619791	0.0461104	0.00675815	0.00878375	0.0388014	0.0159272	0.00953934	0.093376	3.6881	6.75592	22.6017
12390	-9562.4	-9578.65	16.2466	1.11188	0.0480472	0.0403744	0.0226714	0.0138999	0.759853	0.0121755	0.00883008	0.0295681	0.061532	0.0379144	0.00328312	0.00726412	0.0347118	0.0205609	0.0111911	0.109251	44.7389	19.0889	8.98826
12400	-9564.01	-9579.75	15.7369	1.3068	0.0397895	0.0404222	0.0225574	0.00736789	0.944912	0.011445	0.0117857	0.0413187	0.0594307	0.0443303	0.0055949	0.0137842	0.0357933	0.0149084	0.0133559	0.101338	2.70687	35.5955	5.73011
12410	-9554.43	-9570.83	16.4027	1.2543	0.0487189	0.0437683	0.0239513	0.00874152	0.874034	0.00884938	0.0117857	0.0334664	0.0707157	0.0439078	0.00677383	0.0232645	0.0284654	0.0204459	0.00741074	0.0992017	2.70687	8.1444	30.3686
12420	-9553.18	-9569.1	15.9279	1.18823	0.0523273	0.0402918	0.0205693	0.0134756	0.791752	0.0114826	0.0130433	0.0346126	0.0733334	0.0413266	0.00825724	0.0378608	0.0181364	0.02054	0.0112236	0.123757	4.39452	36.8779	22.6313
12430	-9566.65	-9582.66	16.0123	1.14736	0.047089	0.0455236	0.0272093	0.0119357	0.729727	0.014026	0.0134856	0.0392538	0.0790691	0.043688	0.00647228	0.0378608	0.0170239	0.0178166	0.0171807	0.10835	30.0233	6.16593	34.2171
12440	-9552.97	-9571.53	18.5656	1.12644	0.0417281	0.0455236	0.0206608	0.0178428	0.742338	0.011527	0.0079729	0.0466862	0.0670507	0.0424691	0.00578664	0.0378608	0.0175905	0.0142783	0.00712252	0.134596	4.34724	9.93717	9.21409
12450	-9558.93	-9576.48	17.5578	1.10238	0.0393524	0.0387924	0.0245533	0.0132059	0.725315	0.0116402	0.013661	0.0466862	0.0600434	0.044145	0.0095984	0.0287195	0.0195905	0.0145114	0.0125674	0.129007	13.992	8.86703	25.6106
12460	-9557.87	-9575.14	17.262	1.10541	0.0473617	0.041222	0.0174702	0.0113159	0.756854	0.011515	0.00949153	0.0351146	0.0648429	0.0335637	0.00540996	0.0265349	0.0216705	0.0137463	0.00929409	0.110221	3.78206	24.4077	25.6106
12470	-9558.82	-9571.78	12.9634	1.15906	0.0476123	0.0406144	0.028298	0.0111307	0.790138	0.00814366	0.00910592	0.03783	0.0708994	0.043728	0.00540996	0.0378661	0.00825156	0.0127204	0.00730693	0.111303	51.6773	3.86655	73.4973
12480	-9559.14	-9575.98	16.8433	1.16451	0.0569185	0.0345986	0.017496	0.0113022	0.780776	0.00865384	0.013401	0.03783	0.0661657	0.0446057	0.00773684	0.0434713	0.00846631	0.0215782	0.0115099	0.114422	4.94545	14.4898	30.9149
12490	-9559.3	-9576.5	17.2039	1.11827	0.0504599	0.0431888	0.0226079	0.015087	0.729277	0.00875758	0.00731707	0.0392011	0.0662259	0.0485185	0.00736533	0.0421558	0.0125622	0.0176419	0.00790427	0.1276	10.0596	28.0398	14.2737
