Iteration	Posterior	Likelihood	Prior	tree_length	shape[0]	shape[1]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]
21990	-9641.27	-9653.65	12.3758	1.12317	0.130385	4.61064	0.0644683	0.0296675	0.0375219	0.00591506	0.013506	0.737854	0.0191404	0.059958	0.0128268	0.0238069	0.0432402	0.0165759	0.00490792	0.0443178	0.00946633
22000	-9643.9	-9655.74	11.8453	1.18135	0.0900071	3.62575	0.0763244	0.0344555	0.0434007	0.00982652	0.0130932	0.785316	0.0251547	0.0565772	0.00771513	0.0167827	0.0207736	0.0315116	0.00908946	0.0427635	0.00856638
22010	-9640.45	-9652.25	11.7936	1.09583	0.103329	21.75	0.0653781	0.0413101	0.0408093	0.0129815	0.0098687	0.692694	0.0254909	0.0515433	0.0138147	0.0169317	0.0212017	0.0342894	0.0085917	0.049195	0.0117264
22020	-9642.85	-9654.58	11.7326	1.18385	0.10057	5.36904	0.0594922	0.0399847	0.0419071	0.00460843	0.0163219	0.810962	0.0188838	0.0399477	0.0147856	0.0175974	0.0221191	0.0342894	0.012187	0.0402164	0.0105481
22030	-9636.49	-9648.26	11.774	1.18757	0.106481	3.79088	0.0730805	0.0476227	0.0439128	0.00968436	0.00901783	0.789544	0.0240794	0.0490647	0.0103403	0.021334	0.0240571	0.0342894	0.00990303	0.0346686	0.00697229
22040	-9640.29	-9651.63	11.3373	1.15538	0.0824787	18.9877	0.0574188	0.0422218	0.0366886	0.010801	0.00663186	0.798954	0.0273968	0.0487915	0.0103403	0.0135609	0.0203642	0.0306339	0.0104761	0.0339198	0.00717734
22050	-9634.67	-9646.97	12.2952	1.10838	0.106072	9.20391	0.0641461	0.0320448	0.0356864	0.00596286	0.0123242	0.750923	0.0252504	0.0484202	0.0133423	0.0158073	0.0335107	0.0138312	0.0125709	0.0389984	0.00556405
22060	-9641.85	-9653.74	11.8877	1.12316	0.0952709	14.4115	0.0627346	0.0418914	0.035744	0.0118352	0.0109847	0.747485	0.0265475	0.0416651	0.0110973	0.0243872	0.045289	0.00629277	0.00411425	0.0445194	0.00856899
22070	-9633.16	-9645.02	11.8646	1.12022	0.0955982	15.4588	0.0570971	0.0381589	0.0395686	0.0089515	0.0109847	0.767397	0.0239935	0.0397256	0.0104646	0.0203595	0.0356903	0.0101481	0.00937432	0.0384022	0.00990905
22080	-9644.96	-9656.68	11.7251	1.18727	0.0780391	4.85529	0.0749606	0.0400572	0.0336927	0.0107861	0.0109847	0.800723	0.0301378	0.0524187	0.0109173	0.021653	0.0503866	0.00307475	0.00559061	0.0347878	0.00710397
22090	-9634.17	-9645.19	11.0239	1.25292	0.0834784	5.74468	0.0649821	0.0410874	0.0352106	0.00920685	0.0113135	0.864809	0.0246999	0.0610241	0.010288	0.0157823	0.0296883	0.0253079	0.0109848	0.0384026	0.0101364
22100	-9637.88	-9650.35	12.4681	1.1159	0.0973578	4.25205	0.0632696	0.0350134	0.0413698	0.0100055	0.0112637	0.741637	0.0290107	0.0501803	0.00984147	0.0206041	0.0265792	0.0179576	0.0132346	0.0351651	0.0107681
22110	-9637.78	-9650.19	12.4076	1.12459	0.109555	3.71237	0.0654221	0.0402982	0.0390891	0.00982528	0.0147737	0.753199	0.0192786	0.0452169	0.0133721	0.0208011	0.0457756	0.00722205	0.00895539	0.034386	0.00697231
22120	-9643.95	-9655.9	11.9439	1.14193	0.128088	9.49909	0.0720308	0.0389824	0.0475631	0.00976785	0.0158395	0.757223	0.0263577	0.0476706	0.0125368	0.0208011	0.0335704	0.0187485	0.00952123	0.0257922	0.00552822
22130	-9640.99	-9652.33	11.3384	1.1986	0.113801	10.2902	0.0718487	0.0374192	0.0442191	0.0083724	0.0138644	0.810564	0.0306039	0.0512498	0.00683843	0.015035	0.0332368	0.0151629	0.00759666	0.0424694	0.0101184
22140	-9640.68	-9652.03	11.3507	1.21314	0.0863929	7.16258	0.0584046	0.0344243	0.041585	0.00872212	0.0092776	0.855883	0.0273352	0.0428121	0.0114282	0.0125076	0.0393118	0.0172354	0.0133384	0.0342978	0.00657887
22150	-9639.98	-9650.7	10.7243	1.29531	0.102147	3.2417	0.0687382	0.0477141	0.0491489	0.00975303	0.0109053	0.901215	0.0238461	0.0409238	0.0129597	0.0239456	0.0299793	0.0218932	0.00610059	0.0391951	0.00899006
22160	-9641.41	-9653.04	11.6277	1.13967	0.0924099	16.3118	0.0584112	0.0307032	0.0487317	0.00871348	0.00952619	0.787807	0.0182859	0.0489808	0.0122355	0.0182263	0.040161	0.00892879	0.00633654	0.0360367	0.00658269
22170	-9634.73	-9646.66	11.9316	1.12017	0.111907	14.1129	0.0711233	0.0339522	0.0395745	0.00882648	0.0104189	0.743761	0.0223111	0.0474775	0.0102023	0.0192226	0.0297335	0.0199592	0.01054	0.0462992	0.00676631
22180	-9639.52	-9652.14	12.6202	1.07877	0.100089	8.63254	0.0675392	0.0427656	0.035682	0.0101418	0.0104189	0.711276	0.0175866	0.0474775	0.0128695	0.0231755	0.0225661	0.0241289	0.00770363	0.0373302	0.0081088
22190	-9638.16	-9649.96	11.7958	1.17575	0.0895358	5.7354	0.0597737	0.0380497	0.0430727	0.0101621	0.0106671	0.80334	0.0306824	0.0436074	0.0128695	0.0129134	0.0337318	0.0200296	0.00770363	0.0415962	0.0075488
22200	-9636.17	-9648.25	12.0764	1.14855	0.0931998	5.5582	0.0664682	0.0362551	0.0334268	0.00665138	0.00653957	0.792618	0.0248346	0.0511985	0.0103088	0.0188013	0.0441361	0.0127581	0.00675819	0.0272594	0.0105401
22210	-9636.71	-9648.41	11.7032	1.16326	0.110556	10.0665	0.0688563	0.0358621	0.0454721	0.0101089	0.00729337	0.776761	0.0258215	0.0464553	0.00974157	0.0203279	0.0288698	0.0212853	0.0105122	0.04856	0.00732769
22220	-9641.37	-9653.24	11.873	1.16379	0.0837485	6.5897	0.070404	0.0376207	0.0328119	0.00918499	0.0152711	0.79888	0.0250406	0.0555083	0.0126354	0.0238525	0.0289389	0.0139085	0.00644748	0.0269085	0.00637255
22230	-9635.17	-9646.53	11.36	1.23352	0.095131	2.89255	0.0609012	0.0393468	0.038391	0.0109601	0.0103682	0.86172	0.0287412	0.0490898	0.00920546	0.0229886	0.0358609	0.0145469	0.0105138	0.0330522	0.00783595
22240	-9635.65	-9647.43	11.7779	1.19008	0.0880558	3.22993	0.0707716	0.0319191	0.0398481	0.00952901	0.00731497	0.833361	0.0246578	0.0395167	0.00920546	0.0182789	0.0298848	0.0195646	0.00823023	0.036367	0.0116283
22250	-9640.08	-9652.52	12.4373	1.09674	0.102144	8.69563	0.0710769	0.035791	0.0337676	0.00948328	0.00865164	0.73212	0.0320194	0.0411107	0.0147611	0.0165409	0.028403	0.0218863	0.0102138	0.0334076	0.00750268
22260	-9643.2	-9654.56	11.3551	1.12289	0.078633	25.1321	0.0677584	0.0405994	0.0331753	0.00682165	0.00865164	0.760159	0.0216389	0.0485511	0.00968384	0.0229429	0.042945	0.0092585	0.00957613	0.0365014	0.00463181
22270	-9639.24	-9650.92	11.6734	1.18548	0.0925381	6.23416	0.0684912	0.0353121	0.0393816	0.0056143	0.0141936	0.814621	0.0233979	0.0504099	0.00891382	0.0194272	0.0493992	0.00347113	0.00905048	0.0297062	0.014089
22280	-9636.91	-9649.26	12.3587	1.11939	0.115036	5.7232	0.0625841	0.0299225	0.0378546	0.0106235	0.0124478	0.759571	0.0203639	0.0525088	0.00651235	0.0186171	0.0282436	0.00321483	0.00717886	0.0424868	0.0272645
22290	-9642.68	-9653.49	10.8122	1.16565	0.0844348	27.4325	0.0670475	0.0336869	0.0359936	0.00729124	0.00719324	0.82166	0.0255973	0.0452351	0.00952082	0.0130341	0.0243816	0.00785287	0.00652827	0.0333682	0.0272645
22300	-9644.63	-9655.32	10.6849	1.23069	0.108786	16.9476	0.0636697	0.0368065	0.0393189	0.00924687	0.0107819	0.834623	0.0381593	0.0479684	0.0114516	0.0177922	0.0343852	0.0115978	0.00699586	0.0406245	0.0272645
22310	-9640.98	-9653.07	12.0941	1.14637	0.114913	5.62113	0.0678684	0.0457097	0.0474121	0.00992169	0.0114657	0.752426	0.019337	0.0455072	0.0150105	0.0205774	0.0269954	0.00761803	0.00845039	0.0411998	0.0268699
22320	-9638.06	-9650.22	12.1608	1.13243	0.104752	7.08407	0.0661247	0.0353904	0.0365913	0.00927337	0.0153059	0.762878	0.0221305	0.0478104	0.0154586	0.0146481	0.0190497	0.00694801	0.00503909	0.0421825	0.0336017
22330	-9634.26	-9645.8	11.5378	1.1962	0.096638	6.79771	0.0661216	0.0318573	0.0489208	0.00828602	0.0100813	0.828807	0.0210986	0.0432547	0.0117277	0.0239465	0.0382595	0.00525862	0.00702471	0.0384242	0.0131332
22340	-9641.12	-9653.45	12.3334	1.11871	0.0759952	6.40543	0.0531473	0.027815	0.0349381	0.00828602	0.00757604	0.799673	0.0209271	0.0454532	0.0105612	0.0169793	0.0259206	0.00548673	0.0128502	0.0384242	0.0106755
22350	-9641.27	-9652.93	11.6596	1.17408	0.100043	8.78442	0.059568	0.0422889	0.0445717	0.00842558	0.00881986	0.785064	0.0240045	0.0509078	0.0114331	0.0182172	0.0146851	0.0122914	0.00777236	0.0418353	0.0441904
22360	-9638.35	-9650.24	11.8836	1.14758	0.122428	9.58034	0.0622825	0.0393663	0.0389312	0.0118928	0.0120841	0.771634	0.0263785	0.0451567	0.0111041	0.0168638	0.00694389	0.00630589	0.012467	0.0419775	0.0441904
22370	-9643.11	-9654.31	11.2054	1.21147	0.0957743	10.3934	0.0687165	0.045535	0.0344043	0.0137191	0.00932436	0.835411	0.0173396	0.0451697	0.00758474	0.0227919	0.0107349	0.0114981	0.012254	0.0337419	0.0432406
22380	-9635.51	-9646.65	11.1426	1.24857	0.0792222	4.24711	0.0641678	0.0325006	0.0445635	0.00648993	0.0124893	0.86628	0.0256317	0.050286	0.00815684	0.0170947	0.0136001	0.00749692	0.011794	0.0447775	0.0432406
22390	-9639.72	-9651.32	11.6051	1.1866	0.0914259	7.3768	0.0704546	0.0262163	0.0456818	0.00654305	0.010812	0.832046	0.0264239	0.0385351	0.00797768	0.017378	0.00746087	0.00944111	0.00679178	0.0404253	0.0404132
22400	-9639.4	-9651.19	11.7882	1.16186	0.0933284	8.66257	0.063969	0.0374707	0.0413515	0.0151129	0.00746283	0.774685	0.0257384	0.0526766	0.0100632	0.017812	0.0109408	0.00983038	0.0098933	0.0433226	0.0415285
22410	-9644.23	-9655.51	11.2849	1.15127	0.113366	20.8262	0.0733567	0.0381253	0.0460022	0.0126764	0.0112437	0.771436	0.0242894	0.0462687	0.00847124	0.0147334	0.0285445	0.00850762	0.0111155	0.0380267	0.0184674
22420	-9646.95	-9658.3	11.3463	1.1922	0.0936268	11.4318	0.0637902	0.0379654	0.0482541	0.00886639	0.0145869	0.852978	0.0171993	0.0383868	0.00747612	0.0134124	0.0401384	0.00591079	0.00869582	0.0272383	0.00729909
22430	-9645.17	-9656.36	11.1874	1.25352	0.0781925	2.36229	0.0707568	0.0310921	0.0409434	0.00774514	0.0122424	0.875707	0.0155803	0.0567053	0.0119292	0.0163134	0.0459235	0.0138946	0.0125158	0.0398452	0.00232454
22440	-9649.02	-9658.74	9.72344	1.2402	0.0758847	34.3065	0.0696393	0.0445912	0.0469675	0.00875565	0.0136519	0.861583	0.0211183	0.0411852	0.0106463	0.00863467	0.0510725	0.00446205	0.0102778	0.0420034	0.0056112
22450	-9643.95	-9652.34	8.39174	1.10432	0.101391	88.0917	0.068518	0.0355893	0.0425555	0.00802109	0.0127103	0.735934	0.0194863	0.0490541	0.00961858	0.00966489	0.0476063	0.0111511	0.0067609	0.0459451	0.00170095
22460	-9638.76	-9649.98	11.2153	1.22292	0.103038	7.89925	0.0755482	0.042487	0.0424694	0.0113499	0.0148631	0.811635	0.0287215	0.0446898	0.00934466	0.0238495	0.0485588	0.00749295	0.0102348	0.0382148	0.0134597
22470	-9634.84	-9647.25	12.4111	1.10688	0.106642	7.18537	0.064127	0.0374602	0.0369438	0.0105817	0.0109873	0.725557	0.0217651	0.0542002	0.0117468	0.0170046	0.0364198	0.00776973	0.0099997	0.0404968	0.0218226
22480	-9642.91	-9654.64	11.7302	1.15565	0.0999946	11.0556	0.064127	0.0294917	0.0388497	0.00620787	0.011654	0.781919	0.0213303	0.0377375	0.0187155	0.0238578	0.0452983	0.0106104	0.00931706	0.0394006	0.0171372
22490	-9631.48	-9642.83	11.3445	1.22575	0.109884	4.74036	0.0648966	0.0392499	0.0428706	0.00786966	0.0135097	0.841713	0.0260476	0.0525797	0.0142635	0.0202597	0.0358372	0.0064392	0.00837872	0.0366664	0.0151723
22500	-9643.43	-9656.09	12.6579	1.09443	0.101927	4.74573	0.0772402	0.0404822	0.0337798	0.01278	0.00924398	0.727059	0.0200146	0.0488093	0.00592565	0.0141151	0.0446867	0.00719743	0.0101051	0.0378952	0.00509478
22510	-9640.07	-9651.3	11.2278	1.23888	0.0790053	4.47959	0.0574162	0.0385252	0.048477	0.00792722	0.00965147	0.858424	0.0257205	0.0552677	0.015132	0.0160778	0.0418848	0.00710541	0.011409	0.0338841	0.0119765
22520	-9644.51	-9656.93	12.4157	1.10149	0.108349	8.16985	0.0648858	0.0269812	0.0499984	0.00792868	0.0119455	0.742543	0.021423	0.0428577	0.00906998	0.0153031	0.0418848	0.0102493	0.00624109	0.037171	0.0130097
22530	-9639.45	-9651.64	12.1898	1.13247	0.12483	6.4763	0.0665517	0.0393922	0.0439504	0.00725555	0.0119455	0.763175	0.0202565	0.0508678	0.011809	0.0187745	0.0420674	0.00530593	0.0120369	0.0316271	0.00745084
22540	-9636.29	-9648.12	11.8337	1.17502	0.110297	5.10368	0.0655748	0.0396326	0.0423414	0.013428	0.0142357	0.776918	0.0260389	0.0540306	0.0101373	0.0151812	0.0420674	0.00679063	0.0165077	0.0429484	0.00918624
22550	-9645.35	-9656.27	10.9226	1.27558	0.0942599	3.22973	0.0618585	0.0420393	0.0306596	0.00937977	0.0121459	0.881276	0.0252926	0.0451495	0.0121663	0.0180257	0.0697025	0.00420814	0.00742135	0.0437982	0.0124579
22560	-9636.22	-9648.06	11.8392	1.1655	0.126799	6.87914	0.0724219	0.0379459	0.0337375	0.013526	0.00595036	0.777127	0.030354	0.0451896	0.0101647	0.0225738	0.0338435	0.0080015	0.0132513	0.0418789	0.0195387
22570	-9636.42	-9648.77	12.3588	1.08665	0.112365	12.2724	0.0693177	0.0437893	0.0491702	0.00710643	0.0121369	0.690115	0.0217069	0.0478468	0.0120606	0.0149417	0.0265466	0.00934143	0.0127331	0.0423535	0.0274822
22580	-9644.98	-9655.49	10.5064	1.18241	0.0846584	30.1957	0.0580264	0.032706	0.0411114	0.0101619	0.00814634	0.837668	0.0159377	0.0477696	0.0133912	0.0220115	0.0253616	0.00414914	0.00852033	0.0327219	0.0247295
22590	-9640.65	-9652.08	11.4285	1.20063	0.0998608	8.09409	0.0529804	0.0306538	0.0343868	0.00547774	0.00873816	0.868011	0.0218067	0.0411303	0.0129361	0.0206664	0.0190864	0.0101596	0.0110976	0.0367498	0.0267517
22600	-9638.05	-9649.34	11.2943	1.23136	0.122776	4.60954	0.072693	0.0426418	0.0434011	0.0108646	0.0104679	0.832543	0.0282735	0.0423604	0.0117629	0.0228875	0.0264935	0.00943325	0.0107932	0.0408072	0.0259392
22610	-9642.42	-9654.91	12.4922	1.10216	0.0989387	6.5155	0.0730228	0.0446283	0.0465584	0.00589669	0.0119865	0.70409	0.0280812	0.0480134	0.00867353	0.0139175	0.0360679	0.00312284	0.010006	0.042155	0.0259392
22620	-9642.82	-9654.86	12.0477	1.14596	0.14061	6.60371	0.0700621	0.0418749	0.035572	0.00919424	0.00921757	0.74574	0.0261818	0.0620372	0.0120914	0.0126034	0.0349937	0.00594113	0.010006	0.0483977	0.0220482
22630	-9635.65	-9647.6	11.949	1.1559	0.10965	6.62291	0.0692736	0.0366674	0.0373642	0.0130881	0.009455	0.793112	0.0216801	0.041586	0.0134399	0.0206442	0.0278371	0.0102369	0.0105067	0.0319757	0.0190291
22640	-9642.01	-9654.19	12.1798	1.1346	0.104619	6.27173	0.0655183	0.0396263	0.0453732	0.00813266	0.0130265	0.765558	0.0173355	0.0373105	0.0126561	0.0222134	0.0424323	0.00782273	0.0102117	0.0348977	0.0124804
22650	-9637.73	-9649.42	11.6857	1.11505	0.112026	20.0554	0.0641271	0.0371528	0.0408768	0.0105114	0.0133103	0.737649	0.0256578	0.0429228	0.0136936	0.023877	0.0406419	0.00782273	0.00658465	0.0364497	0.0137755
22660	-9638.22	-9650.91	12.688	1.05433	0.105836	12.1594	0.0657571	0.0321609	0.0392548	0.00925707	0.0129222	0.709796	0.0190582	0.0411312	0.00993779	0.0200461	0.0370588	0.00676138	0.00932339	0.0326643	0.00920254
22670	-9649.02	-9660.67	11.6413	1.05645	0.125007	32.6499	0.0672227	0.0408587	0.0407437	0.00699494	0.0144909	0.683539	0.0153363	0.051267	0.0113054	0.0193947	0.0321113	0.00804818	0.0119929	0.0343989	0.0187425
22680	-9636.94	-9648.57	11.6352	1.19097	0.11923	5.87431	0.0596935	0.0414282	0.0440887	0.0121432	0.0108167	0.817294	0.0266491	0.0444137	0.00656993	0.017193	0.0449543	0.00541696	0.00768326	0.0389508	0.0136717
22690	-9641.04	-9652.85	11.8104	1.17527	0.104261	5.52607	0.0612083	0.0276662	0.0431997	0.0069306	0.0076425	0.796726	0.028607	0.0529313	0.012322	0.0229169	0.031819	0.00656848	0.0105133	0.0512599	0.0149555
22700	-9642.1	-9654	11.9031	1.0687	0.12132	24.9674	0.0703335	0.0421422	0.0401202	0.00731632	0.0119437	0.686529	0.0222832	0.0458681	0.0117419	0.0147854	0.041957	0.00482884	0.00458531	0.0497511	0.0145174
22710	-9638.11	-9649.94	11.822	1.18153	0.123195	4.02073	0.0646059	0.0313403	0.0437758	0.00780927	0.0130143	0.806055	0.025287	0.0436521	0.0110199	0.0154069	0.0349503	0.00852217	0.00802194	0.0563853	0.011688
22720	-9643.5	-9655.39	11.8893	1.17689	0.11529	3.61232	0.0656145	0.0344674	0.0489102	0.0100702	0.0129054	0.80379	0.0199441	0.0384637	0.0115246	0.0137248	0.0450884	0.00278567	0.0103808	0.0489787	0.0102415
22730	-9648.67	-9659.49	10.815	1.28022	0.0635106	4.48364	0.0669316	0.0444569	0.0436596	0.00590774	0.0145725	0.915309	0.0224815	0.047227	0.00798294	0.013021	0.0311869	0.0059004	0.0114856	0.0312554	0.018838
22740	-9640.65	-9652.61	11.9614	1.15172	0.125095	7.19395	0.0683308	0.0328146	0.033261	0.00942173	0.0117946	0.770159	0.0302666	0.0551897	0.01258	0.0162617	0.0275271	0.00550506	0.00639328	0.0514987	0.0207198
22750	-9646.64	-9658.54	11.9048	1.13106	0.120874	12.4623	0.0809813	0.0384255	0.0378939	0.00681518	0.0128393	0.742261	0.0226686	0.0513791	0.0148241	0.0142592	0.0285169	0.00301494	0.00863165	0.0390962	0.0294486
22760	-9644.33	-9655.34	11.0098	1.17608	0.120654	21.3583	0.0652854	0.0332577	0.0381475	0.00865913	0.0126616	0.797562	0.0206711	0.0455606	0.012002	0.0207902	0.0393096	0.00908219	0.0157702	0.0480243	0.00929565
22770	-9649.42	-9661.79	12.3727	1.06331	0.100798	16.6742	0.0541526	0.0282676	0.0374588	0.0116889	0.0106691	0.70055	0.0241949	0.0392604	0.0094497	0.0135248	0.0370456	0.0111885	0.0124174	0.0583694	0.0150709
22780	-9637.61	-9649.75	12.1359	1.11783	0.0910175	10.5157	0.0794564	0.0305935	0.0425557	0.00758713	0.0116284	0.732552	0.0207679	0.0488248	0.0116812	0.0175823	0.0508273	0.00831542	0.0078955	0.0349389	0.0126249
22790	-9636.77	-9649.39	12.6286	1.08351	0.116684	7.49915	0.0706502	0.0401608	0.0384721	0.00654899	0.00807732	0.69533	0.0263807	0.0538087	0.0107068	0.0188249	0.0508273	0.00661604	0.010987	0.040183	0.00594102
22800	-9637.08	-9648.99	11.9169	1.1126	0.0962525	15.9378	0.0623531	0.0377213	0.0281708	0.0101028	0.0106093	0.758361	0.0218998	0.0457694	0.00968799	0.0166259	0.0493358	0.00871537	0.010987	0.037569	0.00469012
22810	-9648.75	-9661.77	13.0113	1.05148	0.105181	6.26471	0.0768909	0.0403542	0.0310057	0.0101028	0.0108841	0.660919	0.0221182	0.0450076	0.0144824	0.0230403	0.0418111	0.0125219	0.0154322	0.0419765	0.00493326
22820	-9639.77	-9650.95	11.1747	1.20449	0.0908456	12.4093	0.0738566	0.0299768	0.0428576	0.00895952	0.013958	0.822144	0.0256068	0.052471	0.00715895	0.0132491	0.0341777	0.00772939	0.0110319	0.0435189	0.01779
22830	-9639.37	-9651.94	12.5683	1.10328	0.0947866	4.77448	0.0665498	0.0472549	0.0422046	0.0103571	0.00770892	0.720152	0.0338989	0.0444497	0.0116122	0.0155106	0.0310468	0.00587992	0.0149636	0.0335384	0.0181511
22840	-9641.82	-9653.12	11.2958	1.0907	0.0889178	32.7448	0.0528772	0.0403432	0.0353081	0.0107775	0.012373	0.744302	0.0190756	0.0400609	0.00975901	0.0169243	0.0455615	0.00878141	0.00880633	0.0417601	0.00399354
22850	-9636.89	-9648.69	11.7941	1.17107	0.101538	6.69264	0.0706087	0.0351564	0.0404856	0.00810598	0.0102427	0.801585	0.0247885	0.048629	0.00763233	0.0160688	0.0507039	0.00806703	0.00782832	0.0379104	0.00326091
22860	-9636.76	-9648.55	11.7945	1.18845	0.0839937	3.22766	0.0695684	0.0399459	0.0448002	0.0100601	0.0110654	0.811549	0.0191399	0.0456929	0.00763233	0.016929	0.045268	0.00849805	0.0105868	0.0411231	0.00658709
22870	-9644.9	-9656.74	11.8364	1.16864	0.0927129	6.3431	0.0598196	0.038906	0.0445364	0.00594299	0.0100092	0.823141	0.0292095	0.0374735	0.00561172	0.0140642	0.0309147	0.0063433	0.00393488	0.0331794	0.0255526
22880	-9642.15	-9654.46	12.3075	1.13096	0.106233	4.44314	0.0648517	0.0443788	0.0463873	0.00706707	0.0142589	0.767118	0.0192941	0.0407877	0.0117323	0.0141208	0.0351337	0.00549634	0.0117673	0.0327323	0.015835
22890	-9645.04	-9655.84	10.8079	1.28904	0.0814542	2.84383	0.0681977	0.0350994	0.0496451	0.00879863	0.0103605	0.892748	0.022319	0.0458316	0.00931534	0.0188582	0.0425141	0.0121405	0.0120507	0.0398674	0.0212969
22900	-9641.17	-9652.04	10.8679	1.26901	0.0879683	5.64177	0.0659672	0.0331616	0.0346581	0.00578394	0.0103924	0.899643	0.0289762	0.0456561	0.0154013	0.0180674	0.0248955	0.0130254	0.0114515	0.0307774	0.031157
22910	-9639.6	-9651.92	12.3193	1.12433	0.11556	5.52353	0.0707365	0.0304625	0.0396685	0.0120569	0.00808353	0.750562	0.0298755	0.0445966	0.00908802	0.0211176	0.0269785	0.0140701	0.0104001	0.034882	0.0217496
22920	-9638.69	-9650.43	11.7436	1.18236	0.104848	5.44218	0.0813146	0.0356426	0.0411776	0.0122652	0.00811873	0.784518	0.0230293	0.0553462	0.00727518	0.0206678	0.0438182	0.0117191	0.00945834	0.0376546	0.0103531
22930	-9637.94	-9648.54	10.6027	1.30557	0.0833907	3.63981	0.0661856	0.042523	0.0495559	0.00920931	0.0147121	0.927207	0.0216894	0.0458648	0.00832836	0.0206678	0.0412249	0.00599436	0.00932142	0.0327328	0.0103531
22940	-9642.39	-9653.73	11.3465	1.22528	0.0866542	4.81936	0.0651529	0.0355522	0.0377413	0.0108933	0.0135569	0.845534	0.0212537	0.0524185	0.0096374	0.021192	0.045349	0.00544886	0.0160372	0.039856	0.00565717
22950	-9643.86	-9654.96	11.0957	1.2375	0.0932804	7.38444	0.061858	0.0368563	0.0455207	0.0106199	0.0165085	0.856752	0.0194298	0.0442727	0.00676017	0.0179897	0.0492113	0.0034827	0.00919277	0.0441521	0.0148943
22960	-9636.88	-9647.82	10.9438	1.18811	0.11314	20.2794	0.074258	0.0458563	0.0417924	0.00983202	0.0093764	0.781446	0.029115	0.05246	0.0108815	0.0178006	0.0359937	0.00868679	0.0109373	0.0426232	0.0170553
22970	-9634.09	-9645.71	11.6185	1.17115	0.0910509	10.1992	0.0631112	0.0369832	0.0456566	0.00906597	0.0114712	0.78419	0.0221468	0.0458519	0.0130169	0.0219966	0.0373909	0.0104067	0.00712373	0.0403216	0.0224207
22980	-9633.07	-9644.4	11.3213	1.23289	0.091737	3.79548	0.0584678	0.0346896	0.0367273	0.0103432	0.00892889	0.862086	0.0251818	0.0527254	0.0122435	0.0211387	0.0311826	0.00709851	0.014357	0.0371001	0.0206237
22990	-9641.63	-9653.35	11.7216	1.19277	0.0800363	3.82506	0.069442	0.0413504	0.0412216	0.0047162	0.0085278	0.825387	0.028579	0.0543416	0.0088573	0.0196995	0.0330383	0.0106192	0.00522546	0.0309622	0.0108045
23000	-9632.12	-9643.8	11.6794	1.19025	0.118231	5.13498	0.0617516	0.043753	0.0433242	0.00699366	0.00975005	0.815461	0.0186456	0.0500553	0.012754	0.013781	0.0388187	0.00769568	0.0117234	0.0417898	0.0139528
23010	-9638	-9649.93	11.9314	1.16336	0.0936951	5.49787	0.0618272	0.0424549	0.0359988	0.0128307	0.00973633	0.771139	0.0319004	0.0508265	0.009558	0.0138269	0.0322047	0.00822737	0.012671	0.044737	0.0254197
23020	-9637.5	-9649.19	11.6871	1.19647	0.107051	3.7473	0.0695371	0.0390457	0.0453896	0.00854265	0.00797243	0.810038	0.0202534	0.0441973	0.0136997	0.0168585	0.048885	0.00820387	0.0129026	0.0443073	0.00663912
23030	-9634.36	-9646.02	11.6594	1.19214	0.086924	5.18776	0.0768236	0.0364346	0.0500055	0.00897674	0.0135016	0.811287	0.0227096	0.0470899	0.0106912	0.0169529	0.0413773	0.00381824	0.00869163	0.036329	0.00745406
23040	-9636.46	-9647.54	11.0734	1.24678	0.10638	5.96098	0.061132	0.0344462	0.0470134	0.00950047	0.00894343	0.873756	0.0275919	0.0480393	0.0127016	0.0206505	0.0448903	0.0103775	0.00733529	0.0365122	0.00388559
23050	-9638.6	-9649.9	11.3072	1.19547	0.113763	11.5382	0.0643394	0.0431114	0.0341921	0.0140238	0.0133851	0.802692	0.0266814	0.0471262	0.0142103	0.0191983	0.0405175	0.00931387	0.00832185	0.0441794	0.0141823
23060	-9638.31	-9650.04	11.7314	1.17093	0.122046	7.95557	0.063555	0.0406278	0.0441149	0.0122912	0.0130557	0.79158	0.0219618	0.0450108	0.0129505	0.0108256	0.0254424	0.00962496	0.00962863	0.0409841	0.0292794
23070	-9645.84	-9656.82	10.9802	1.1272	0.120324	31.7257	0.0661673	0.0404878	0.0486681	0.00686912	0.0106835	0.747576	0.0178435	0.0455913	0.0129505	0.0266594	0.0186312	0.00995031	0.0121427	0.036092	0.0268881
23080	-9637.5	-9649.22	11.7131	1.12111	0.0968842	18.3095	0.0585431	0.0327717	0.0431896	0.00855094	0.0111371	0.758342	0.0236909	0.0423579	0.00911937	0.022631	0.02496	0.0109729	0.0111381	0.0335476	0.0301588
23090	-9632.97	-9645.2	12.2291	1.1348	0.113125	5.23438	0.0551434	0.0385697	0.0368731	0.00833307	0.0150444	0.771875	0.0230641	0.0431583	0.00889262	0.0180935	0.0387484	0.00891	0.00731458	0.0426013	0.0181826
23100	-9640.09	-9651.16	11.0675	1.24631	0.114358	6.16421	0.063853	0.0363423	0.0421643	0.0109717	0.0123317	0.868166	0.024928	0.0477041	0.00917636	0.0137857	0.0318478	0.0156321	0.0142109	0.0398691	0.0153313
