Iteration	Posterior	Likelihood	Prior	ucln_sigma	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	ucln_mean	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
29980	-2760.16	-2747.4	-12.7563	0.591366	0.480341	0.0228242	0.0439215	0.0210973	51.9988	15.9804	36.8656	0.00530085	0.110768	0.0602817	0.0803812	0.208799	0.0969095	0.113397	0.0428963	0.113486	0.0885334	0.183226	0.283046	0.0582665	0.129273	0.096561	0.227171	0.0905614	0.116949	0.100186	0.108518	0.122136	0.0827801	0.343649	0.0489474	0.0641762	0.336706	0.123742	0.186246	0.325928	0.327827	0.159999
29990	-2750.21	-2743.78	-6.42329	0.401992	0.537974	0.0292632	0.0633368	0.0340736	53.9519	21.0556	36.7179	0.00537613	0.116858	0.117299	0.104713	0.0803538	0.0536764	0.0924428	0.0987735	0.120203	0.0804489	0.190188	0.280734	0.115137	0.139106	0.0963103	0.0686679	0.061703	0.0891318	0.10451	0.0851468	0.109919	0.0465293	0.476028	0.0388989	0.0794114	0.260794	0.0983387	0.178684	0.318078	0.332153	0.171085
30000	-2756.22	-2739.76	-16.4659	0.637694	0.391915	0.0561973	0.0924169	0.0362196	44.5603	19.7511	41.5271	0.00519637	0.100865	0.16106	0.0375612	0.0462364	0.0167632	0.0525485	0.0246805	0.119388	0.0758222	0.140602	0.343376	0.0493438	0.081952	0.0418331	0.293879	0.039818	0.0724759	0.201012	0.0349475	0.10185	0.0891783	0.395738	0.0436708	0.0891532	0.292787	0.0894729	0.178777	0.329016	0.322518	0.169688
30010	-2762.22	-2745.04	-17.1813	0.706577	0.121179	0.0798236	0.0908303	0.0110067	46.2398	21.3482	38.1723	0.00561429	0.0920855	0.129098	0.147837	0.0941612	0.0585082	0.159323	0.0393608	0.103652	0.0701825	0.105383	0.248938	0.102783	0.0896343	0.0705086	0.0641817	0.101004	0.109325	0.0721439	0.380333	0.119242	0.0815972	0.362096	0.0399583	0.0815742	0.393909	0.0408648	0.167026	0.318055	0.317372	0.197547
30020	-2761.26	-2738.96	-22.3005	0.869349	0.203805	0.0532304	0.066856	0.0136256	47.2513	18.6991	39.769	0.00617568	0.201603	0.149797	0.113718	0.158756	0.216314	0.127209	0.0356663	0.105473	0.0580455	0.0977549	0.249685	0.063038	0.166697	0.0448822	0.135264	0.317723	0.0456786	0.0791926	0.279939	0.135824	0.0641443	0.356389	0.0528477	0.0734986	0.383355	0.0697651	0.186033	0.316625	0.314518	0.182823
30030	-2766.5	-2744.75	-21.7556	0.568398	0.390109	0.0383388	0.0628616	0.0245229	51.3216	22.2974	34.6752	0.00541922	0.199292	0.168973	0.580665	0.399798	0.2158	0.111346	0.123648	0.293135	0.073581	0.127985	0.310458	0.162263	0.157715	0.151586	0.115906	0.201657	0.129496	0.258853	0.273958	0.214268	0.0522874	0.352213	0.0488184	0.0678948	0.420072	0.0587139	0.177598	0.325191	0.342889	0.154321
30040	-2755.97	-2737.52	-18.4515	0.667725	0.303793	0.0533291	0.0765994	0.0232704	49.2138	18.3985	37.3196	0.00555462	0.213359	0.189568	0.22554	0.210452	0.082527	0.350811	0.0928664	0.155746	0.080875	0.131584	0.299663	0.164948	0.173815	0.150005	0.123816	0.17868	0.105739	0.169808	0.307615	0.177448	0.0599447	0.403793	0.0559676	0.0783604	0.355267	0.0466674	0.173366	0.331512	0.336461	0.158661
30050	-2749.76	-2740.61	-9.15615	0.451267	0.299896	0.0609797	0.0871009	0.0261212	50.7912	19.1676	39.7252	0.00539179	0.131771	0.0704456	0.0569778	0.210773	0.0990514	0.105274	0.0805271	0.180282	0.108462	0.0918701	0.272641	0.114656	0.0818268	0.1498	0.117163	0.0492759	0.0926799	0.162626	0.0765821	0.117828	0.0626878	0.368808	0.0924257	0.0557517	0.371524	0.048803	0.176331	0.364018	0.298276	0.161375
30060	-2760.11	-2749.48	-10.628	0.479828	0.132967	0.0439616	0.0507035	0.00674191	53.6397	16.8467	40.4314	0.00550797	0.143356	0.178775	0.0815558	0.23547	0.0940408	0.0960869	0.198661	0.139746	0.115973	0.0926724	0.287394	0.123991	0.0933384	0.0836647	0.135863	0.0894386	0.0874892	0.100922	0.112673	0.130431	0.0696866	0.407697	0.0675621	0.0778814	0.27158	0.105593	0.177801	0.343213	0.323892	0.155094
30070	-2758.47	-2743.97	-14.5074	0.703257	0.366032	0.0403284	0.0636126	0.0232842	54.9945	18.6221	42.2727	0.00550638	0.0912298	0.0756996	0.0162628	0.170584	0.0121071	0.121675	0.128083	0.118308	0.0821141	0.14303	0.26105	0.0233914	0.0459283	0.0376251	0.0795788	0.0755081	0.101765	0.0920575	0.0713237	0.0920051	0.0523837	0.329885	0.0507867	0.10601	0.381559	0.0793749	0.210168	0.326259	0.316674	0.1469
30080	-2752.4	-2737.48	-14.9175	0.626061	0.23096	0.0776567	0.100979	0.023322	51.0869	18.9367	40.2056	0.00534745	0.113422	0.119518	0.112278	0.166539	0.0446777	0.0509128	0.117673	0.146965	0.0888882	0.094215	0.387793	0.0719691	0.0275125	0.158068	0.142236	0.0821661	0.0816457	0.177038	0.08437	0.119693	0.0564904	0.35646	0.063965	0.0815181	0.411472	0.030095	0.19307	0.323264	0.316352	0.167314
30090	-2750.18	-2738.04	-12.1444	0.509333	0.489649	0.0340659	0.0667499	0.0326841	50.9708	21.8537	44.013	0.00541486	0.117966	0.145915	0.244949	0.121351	0.0635679	0.11276	0.0420591	0.140335	0.10916	0.124816	0.332181	0.075985	0.117986	0.0499396	0.060063	0.14579	0.0449093	0.128338	0.117154	0.120959	0.0622174	0.427748	0.0234845	0.0635148	0.323957	0.0990782	0.172181	0.331406	0.333062	0.16335
30100	-2761.6	-2745.32	-16.2745	0.618526	0.303838	0.0354592	0.0509353	0.0154761	46.8186	23.8728	37.5793	0.0055544	0.190731	0.0502357	0.0882023	0.174247	0.225777	0.196703	0.0683598	0.0742515	0.0964369	0.138335	0.238596	0.156249	0.0926763	0.187091	0.156357	0.0837963	0.0786739	0.210088	0.342152	0.147679	0.0449017	0.436093	0.0218536	0.0719553	0.332998	0.0921977	0.179437	0.314777	0.335553	0.170234
30110	-2762.77	-2742.81	-19.963	0.537204	0.66452	0.0781519	0.232956	0.154804	46.8114	19.8088	34.6427	0.00581116	0.209831	0.180621	0.168872	0.257334	0.0811104	0.170844	0.119726	0.128653	0.0941851	0.160654	0.390838	0.168367	0.202569	0.232942	0.171135	0.151454	0.106062	0.1689	0.055423	0.167205	0.0380434	0.331441	0.0691296	0.0609649	0.427857	0.0725634	0.183662	0.309103	0.331456	0.17578
30120	-2747.5	-2739.27	-8.22962	0.283271	0.421705	0.0326037	0.056379	0.0237753	47.7581	18.1873	34.3972	0.00516488	0.178557	0.22453	0.136285	0.239355	0.187583	0.187962	0.115062	0.136438	0.114618	0.180538	0.295691	0.219201	0.126489	0.23168	0.187758	0.115834	0.118826	0.118864	0.20245	0.174398	0.0568018	0.37467	0.0843383	0.080512	0.325276	0.0784019	0.185524	0.324314	0.316626	0.173536
30130	-2749.84	-2739.91	-9.93125	0.369319	0.412895	0.0535007	0.0911263	0.0376255	48.7099	20.3095	35.0907	0.00567609	0.169114	0.116928	0.0871647	0.218878	0.146915	0.246601	0.118953	0.160126	0.133622	0.109407	0.298202	0.173026	0.155683	0.182718	0.102878	0.144697	0.0665849	0.157035	0.190297	0.156095	0.0488259	0.429991	0.0608211	0.0561974	0.351318	0.0528467	0.193029	0.322641	0.31885	0.165479
30140	-2757.28	-2743.6	-13.6819	0.539821	0.291893	0.0297186	0.0419691	0.0122505	54.8678	17.9344	40.4857	0.00546327	0.136395	0.0916402	0.130195	0.176167	0.128057	0.13297	0.112953	0.179064	0.116022	0.164183	0.246562	0.0882937	0.133449	0.0933497	0.181777	0.16445	0.0554096	0.183499	0.165687	0.141318	0.0555078	0.339458	0.042067	0.0821118	0.442104	0.038751	0.162622	0.32889	0.335891	0.172596
30150	-2753.7	-2739.25	-14.4411	0.734621	0.423452	0.0566991	0.0983423	0.0416433	49.2353	18.0667	41.9669	0.00544221	0.145379	0.0810015	0.0404508	0.173649	0.0601205	0.235566	0.123612	0.109222	0.0539227	0.116415	0.361508	0.0746562	0.0967613	0.0852038	0.132371	0.0856956	0.0348164	0.141694	0.19036	0.122057	0.0806936	0.367629	0.0886619	0.0515699	0.355399	0.0560463	0.164785	0.31755	0.339947	0.177717
30160	-2748.01	-2737.79	-10.2167	0.624577	0.336096	0.0739137	0.111332	0.0374182	45.5287	22.9629	40.5057	0.00556298	0.106555	0.0756411	0.120133	0.159682	0.054509	0.0914511	0.063779	0.0791426	0.073102	0.106625	0.353432	0.0423683	0.0953221	0.0462207	0.0710068	0.0887316	0.0440425	0.175752	0.0472587	0.0993444	0.0632437	0.351547	0.0896059	0.079777	0.359183	0.0566431	0.161473	0.33639	0.323597	0.17854
30170	-2756.93	-2744.54	-12.3905	0.41428	0.599606	0.023143	0.0578005	0.0346575	47.5376	20.6446	43.3825	0.00510323	0.129489	0.10658	0.0903627	0.155132	0.183579	0.166026	0.110862	0.0561612	0.172491	0.130905	0.376495	0.122608	0.138106	0.0594344	0.0760339	0.0797448	0.146588	0.174501	0.167997	0.139645	0.0791143	0.472778	0.0404537	0.0543334	0.307351	0.0459694	0.175257	0.311754	0.338298	0.174691
30180	-2757.2	-2742.49	-14.7071	0.373798	0.401272	0.0347606	0.0580575	0.0232969	50.4852	18.6908	40.8455	0.00526759	0.152012	0.176286	0.0734122	0.115054	0.0993731	0.143439	0.0722138	0.0926965	0.101394	0.130825	0.228632	0.142696	0.125995	0.60043	0.16233	0.110553	0.091667	0.184594	0.138073	0.154981	0.0719074	0.39245	0.0231932	0.0728347	0.38338	0.0562343	0.181936	0.330131	0.321616	0.166318
30190	-2762.17	-2739.75	-22.4132	0.681312	0.195381	0.0337326	0.0419237	0.00819109	47.3353	18.7972	36.4678	0.00556274	0.189078	0.414341	0.215369	0.113674	0.0759327	0.177262	0.0165133	0.14104	0.0909102	0.134603	0.299029	0.147928	0.15208	0.31399	0.123731	0.0536907	0.161869	0.16991	0.203662	0.166974	0.0320279	0.382944	0.0389398	0.0710704	0.374093	0.100925	0.180535	0.32759	0.311728	0.180147
30200	-2752.9	-2737.58	-15.3268	0.570571	0.0449222	0.0371905	0.0389397	0.00174926	50.3635	19.9175	42.4721	0.00568071	0.148925	0.135538	0.0450129	0.135151	0.0870036	0.162711	0.0596528	0.086925	0.0954407	0.0869891	0.304324	0.202268	0.0615456	0.160019	0.0975636	0.0524408	0.0590912	0.131891	0.225514	0.121616	0.0580195	0.378304	0.0561677	0.0702093	0.369561	0.0677391	0.174727	0.312751	0.351948	0.160574
30210	-2747.63	-2737.35	-10.2729	0.566239	0.702745	0.0437207	0.147082	0.103361	47.6996	19.7676	35.1438	0.00529572	0.112807	0.0738408	0.0953578	0.0596762	0.0828589	0.056593	0.0411076	0.0820377	0.0856924	0.166472	0.410331	0.0746425	0.108978	0.0802791	0.113454	0.104346	0.104466	0.139241	0.092042	0.109523	0.0915358	0.34836	0.0414091	0.0779527	0.378365	0.0623774	0.174569	0.322871	0.323789	0.178771
30220	-2755.16	-2741.25	-13.9123	0.917587	0.332966	0.0352047	0.052778	0.0175733	46.4916	18.7544	34.1008	0.0052554	0.107069	0.101069	0.049545	0.128411	0.0129478	0.0521499	0.0402441	0.0587164	0.112743	0.216378	0.363656	0.0375611	0.0805037	0.0173259	0.0188337	0.0256658	0.107952	0.219916	0.109807	0.0974126	0.0688855	0.449961	0.0311625	0.0748395	0.327364	0.0477877	0.176533	0.333974	0.311634	0.17786
30230	-2759.75	-2743.17	-16.5796	0.585913	0.785714	0.0387451	0.18081	0.142065	50.4506	25.9538	46.2833	0.00506986	0.122767	0.0756146	0.0938593	0.183712	0.0990124	0.205054	0.0490244	0.0730436	0.0950541	0.121174	0.322236	0.0402828	0.089194	0.128861	0.0565625	0.112658	0.0607667	0.225305	0.142241	0.120759	0.05148	0.312455	0.0625172	0.0882908	0.411902	0.0733542	0.203168	0.317525	0.308096	0.171211
30240	-2747.23	-2739.14	-8.08628	0.385275	0.445594	0.0313006	0.056458	0.0251573	47.3383	18.6203	38.0725	0.005487	0.12233	0.075212	0.0915261	0.0863633	0.112637	0.0610741	0.0669063	0.101283	0.0945024	0.101874	0.33934	0.119043	0.253971	0.150584	0.107729	0.0662479	0.0919599	0.155777	0.123092	0.122173	0.0578745	0.31388	0.0562138	0.0687771	0.437297	0.0659582	0.183979	0.308113	0.328085	0.179823
30250	-2759.15	-2740.82	-18.3367	0.56844	0.265113	0.0978649	0.13317	0.0353051	44.7156	17.2735	36.6928	0.00540207	0.146454	0.0448799	0.0758631	0.149198	0.0719096	0.27168	0.203104	0.241653	0.0643066	0.142956	0.344388	0.0411849	0.081631	0.192855	0.053216	0.0949213	0.0756174	0.148575	0.0986186	0.133142	0.10388	0.31251	0.0324055	0.068477	0.417057	0.0656704	0.181625	0.316139	0.320848	0.181388
30260	-2761.83	-2739.34	-22.4907	0.737531	0.366975	0.0258787	0.0408811	0.0150023	49.5714	20.1287	35.8582	0.00506535	0.247124	0.107851	0.080136	0.175908	0.292362	0.176616	0.0657248	0.0698418	0.0672543	0.127098	0.432487	0.219579	0.100164	0.0885179	0.202658	0.0305154	0.0996644	0.196199	0.109668	0.146791	0.091791	0.388182	0.0465391	0.0722934	0.327047	0.0741475	0.184102	0.319097	0.313716	0.183085
30270	-2758.44	-2736.24	-22.2001	0.526999	0.516692	0.0503809	0.104242	0.0538609	49.139	18.9973	34.8701	0.00479593	0.150439	0.174526	0.0584598	0.126528	0.123725	0.27646	0.11503	0.140582	0.108878	0.152752	0.303082	0.27648	0.129844	0.0751091	0.196749	0.048584	0.179378	0.211311	0.438734	0.174234	0.0353113	0.419629	0.0694636	0.0778111	0.364818	0.0329678	0.17024	0.340295	0.313993	0.175472
30280	-2751.36	-2740.41	-10.9507	0.530854	0.28378	0.0298171	0.0416312	0.0118141	48.4151	23.8147	47.3355	0.00512131	0.114433	0.0871315	0.0365509	0.086588	0.0874837	0.174915	0.0540144	0.0981986	0.0901402	0.112987	0.387694	0.167637	0.0950365	0.0915166	0.182146	0.0738126	0.0475991	0.0870134	0.071315	0.112877	0.03408	0.429392	0.10382	0.0750978	0.325793	0.0318182	0.177962	0.330254	0.316259	0.175525
30290	-2754.24	-2741.64	-12.594	0.485663	0.346612	0.0592367	0.0906608	0.0314241	50.3072	23.5377	44.6156	0.0052575	0.110509	0.304129	0.149052	0.184604	0.0894239	0.131809	0.0800355	0.0739674	0.102924	0.0805184	0.391388	0.0779114	0.133331	0.0976138	0.0940298	0.0746043	0.0459478	0.0856713	0.0771988	0.126342	0.0981667	0.365549	0.0588439	0.0834157	0.36039	0.0336343	0.175216	0.312703	0.334879	0.177202
30300	-2750.82	-2747.32	-3.50648	0.246199	0.383452	0.0418659	0.0679036	0.0260378	46.0253	16.452	34.9542	0.00532642	0.124285	0.0732039	0.123566	0.14615	0.088067	0.120936	0.0837249	0.0823203	0.0968663	0.11185	0.276064	0.160963	0.111565	0.0913193	0.122444	0.105639	0.12715	0.15446	0.155987	0.124015	0.0299586	0.414242	0.0534237	0.097762	0.347396	0.0572175	0.159509	0.321467	0.334136	0.184888
30310	-2748.2	-2737.67	-10.5293	0.545562	0.505229	0.0441716	0.0892769	0.0451053	47.2233	20.8194	44.0833	0.00536574	0.0922857	0.0765743	0.0966231	0.109357	0.0969873	0.101749	0.0690124	0.118176	0.0997622	0.107221	0.340522	0.190946	0.0603444	0.15567	0.0577389	0.116438	0.102387	0.108592	0.0347664	0.113493	0.0335303	0.385448	0.0227872	0.0652886	0.426707	0.0662389	0.183919	0.327054	0.318068	0.17096
30320	-2747.57	-2739.35	-8.22009	0.404023	0.599254	0.0327457	0.0817117	0.048966	54.3265	19.9002	48.2141	0.00526426	0.124953	0.0626993	0.126311	0.105035	0.0900169	0.103582	0.0575174	0.127305	0.08569	0.102569	0.313366	0.158271	0.0691688	0.0703084	0.101213	0.129111	0.0891602	0.0869971	0.0901055	0.109357	0.110891	0.334827	0.0961872	0.0790099	0.319224	0.0598607	0.183169	0.318775	0.316771	0.181284
30330	-2750.87	-2740.37	-10.4993	0.540437	0.417389	0.0419681	0.0720346	0.0300665	47.8808	17.8902	38.8674	0.00572372	0.120872	0.234641	0.106217	0.0607016	0.112967	0.0904074	0.0486269	0.0797866	0.0846555	0.110139	0.319763	0.0780443	0.0642595	0.160734	0.198536	0.0473183	0.124662	0.119557	0.0490767	0.116116	0.0895354	0.403072	0.0422119	0.0932216	0.323627	0.0483326	0.170399	0.332293	0.340382	0.156927
30340	-2744.56	-2736.55	-8.01497	0.414122	0.755408	0.03248	0.132793	0.100313	48.7654	18.3758	37.6008	0.00507416	0.124281	0.159012	0.113856	0.113329	0.106906	0.168756	0.0786576	0.138915	0.0926852	0.16274	0.30703	0.142713	0.130893	0.132857	0.136948	0.0741551	0.0981452	0.144602	0.13454	0.135374	0.0675072	0.375265	0.0770599	0.067952	0.371893	0.0403231	0.170897	0.322289	0.321421	0.185393
30350	-2749.98	-2738.44	-11.5369	0.328382	0.608533	0.0466311	0.119119	0.0724877	56.4714	18.7346	43.4268	0.00535687	0.139822	0.227819	0.146438	0.150841	0.13781	0.134482	0.151683	0.111784	0.099286	0.0936414	0.234252	0.190247	0.141446	0.1717	0.167526	0.0643586	0.207162	0.118231	0.163603	0.150684	0.0596117	0.355626	0.0577777	0.064396	0.368414	0.0941744	0.166322	0.331191	0.346619	0.155868
30360	-2766.02	-2739.12	-26.9011	0.83495	0.517536	0.0269156	0.0557877	0.0288722	50.2351	20.7568	48.8452	0.00564031	0.168619	0.318469	0.0349949	0.216243	0.0503878	0.210676	0.0490277	0.161296	0.0833115	0.087677	0.298169	0.224336	0.475858	0.286922	0.276938	0.0477281	0.107304	0.147114	0.365695	0.19123	0.0629809	0.307608	0.0610883	0.0985533	0.389524	0.0802461	0.185119	0.321469	0.325864	0.167548
30370	-2750.79	-2738.79	-11.9942	0.670526	0.416332	0.064243	0.110068	0.0458247	49.9025	21.8588	43.5888	0.00542284	0.122281	0.116548	0.0497403	0.0711653	0.0656367	0.0991507	0.0417643	0.0803284	0.116465	0.0929332	0.370458	0.0391047	0.0767579	0.0517274	0.0442519	0.0971337	0.029683	0.142156	0.164753	0.0972088	0.063745	0.31134	0.0618294	0.101319	0.398024	0.0637427	0.186813	0.329739	0.320107	0.163342
30380	-2753.29	-2737.68	-15.6147	0.746552	0.508093	0.0628462	0.12776	0.0649141	52.7831	20.8134	39.8649	0.00548478	0.1121	0.0657549	0.0302223	0.106431	0.0800746	0.0938987	0.0415919	0.132276	0.0632519	0.101347	0.314572	0.180739	0.198872	0.0818017	0.0543796	0.0782987	0.0829055	0.160938	0.075553	0.107939	0.0593669	0.474709	0.0269635	0.0778871	0.311231	0.0498429	0.188947	0.334375	0.321265	0.155414
30390	-2759.75	-2743.06	-16.6858	0.844232	0.690916	0.033896	0.109666	0.07577	47.5019	20.4423	34.8325	0.0059596	0.14507	0.154572	0.0584439	0.109875	0.0701843	0.0932489	0.0430933	0.16456	0.0994734	0.118519	0.411478	0.0636424	0.218812	0.0804457	0.101924	0.0931157	0.0773361	0.115198	0.12354	0.122081	0.0695486	0.344921	0.0313263	0.0548508	0.46469	0.0346635	0.175877	0.336082	0.318483	0.169558
30400	-2754.77	-2740.47	-14.3097	0.68278	0.597419	0.031146	0.0773658	0.0462198	52.556	19.2481	45.1706	0.00512591	0.118584	0.0917998	0.0655454	0.113812	0.0607671	0.132873	0.141189	0.157188	0.100311	0.103362	0.35903	0.0430405	0.102585	0.0689661	0.0136845	0.0878978	0.088007	0.115161	0.0906503	0.107548	0.0673822	0.384475	0.0282077	0.0736548	0.418429	0.0278504	0.190313	0.310708	0.326726	0.172253
30410	-2763.91	-2743.36	-20.5493	0.697252	0.426635	0.0619943	0.108124	0.0461293	53.2108	21.3757	36.3749	0.00489896	0.151485	0.106015	0.193109	0.178854	0.0506307	0.166093	0.0821792	0.0545675	0.063574	0.140048	0.288027	0.0426947	0.0507327	0.0622706	0.0911972	0.0400658	0.262142	0.35003	0.0857983	0.128224	0.0518437	0.370207	0.0391944	0.0495563	0.412758	0.0764407	0.178143	0.322368	0.336682	0.162807
30420	-2750.23	-2739.86	-10.3651	0.729824	0.587683	0.0324643	0.0787363	0.046272	50.8285	22.3077	46.9198	0.00526658	0.0652037	0.0255714	0.040458	0.0333528	0.0873441	0.0693377	0.0324478	0.103075	0.100641	0.0881948	0.385915	0.0537147	0.0507199	0.0379386	0.0918276	0.0720851	0.0490078	0.115511	0.081879	0.0843901	0.0580744	0.37182	0.0257087	0.0588428	0.406296	0.0792574	0.184898	0.339994	0.309456	0.165653
30430	-2749.66	-2736.38	-13.2848	0.607393	0.767511	0.0417422	0.179545	0.137803	53.6431	18.5099	43.9335	0.00525696	0.0920948	0.164681	0.0699266	0.0900632	0.22638	0.0844446	0.0572236	0.126082	0.0660654	0.120974	0.351815	0.0546799	0.0970392	0.0566836	0.0686211	0.113574	0.0771918	0.0969502	0.0590921	0.110083	0.0591923	0.345022	0.0669867	0.0804374	0.345562	0.1028	0.169081	0.332396	0.330119	0.168404
30440	-2750.38	-2738.69	-11.6855	0.554963	0.641111	0.04669	0.130096	0.083406	51.2783	19.0774	36.5355	0.00564264	0.089442	0.0137484	0.0414231	0.132321	0.0713415	0.0708942	0.0514062	0.121732	0.06819	0.15611	0.266288	0.101147	0.0747346	0.0720165	0.0275784	0.0369495	0.0731336	0.0921959	0.128476	0.0888714	0.0673446	0.380594	0.0504068	0.0605283	0.36377	0.0773561	0.165249	0.332031	0.341415	0.161304
30450	-2743.58	-2734.85	-8.73129	0.593568	0.58593	0.0259506	0.0626719	0.0367213	46.3855	20.6892	46.3423	0.00540356	0.0821652	0.058646	0.0227218	0.15823	0.054808	0.104849	0.031426	0.0754007	0.0842195	0.0998424	0.335976	0.0227103	0.0555826	0.077558	0.0451575	0.158227	0.0564204	0.0828619	0.0650316	0.088315	0.0718834	0.39773	0.0501181	0.0601816	0.361687	0.0584004	0.188035	0.316476	0.336505	0.158984
30460	-2751.54	-2736.39	-15.1548	0.874073	0.692867	0.0263709	0.0858613	0.0594905	47.049	18.8586	41.4747	0.00549285	0.110138	0.0342209	0.116019	0.233766	0.0336232	0.0735205	0.0358484	0.155705	0.0470339	0.142254	0.374396	0.0544561	0.0288868	0.351306	0.0362605	0.0683242	0.0574157	0.110328	0.0450866	0.111025	0.0639619	0.3539	0.0698969	0.0928517	0.35603	0.0633597	0.18293	0.333501	0.302806	0.180763
30470	-2759.81	-2744.92	-14.8895	0.944568	0.175933	0.0542839	0.0658732	0.0115893	47.1584	17.8463	42.1353	0.00581289	0.121587	0.107455	0.0928404	0.181667	0.174267	0.0837754	0.0294765	0.102609	0.0367173	0.110061	0.312851	0.0414809	0.0446867	0.0675388	0.0322898	0.0186927	0.174734	0.118057	0.0296218	0.0977122	0.076298	0.344013	0.0833776	0.11076	0.309972	0.0755797	0.192158	0.311098	0.30817	0.188574
30480	-2747.1	-2742.82	-4.28047	0.286459	0.421897	0.035075	0.0606725	0.0255976	51.7781	18.0241	36.673	0.00554549	0.120534	0.151639	0.109713	0.0823936	0.0773053	0.0756358	0.0881565	0.0871954	0.0776555	0.150015	0.257353	0.112014	0.156188	0.0984282	0.0767313	0.0793225	0.15018	0.114898	0.100651	0.113638	0.0832838	0.419423	0.0124102	0.0640299	0.338353	0.0824998	0.196188	0.326615	0.31394	0.163257
30490	-2745.3	-2735.82	-9.48119	0.31132	0.737311	0.0446133	0.169833	0.12522	51.669	18.3382	35.9901	0.0056828	0.138304	0.120902	0.171763	0.143778	0.0879876	0.227877	0.102057	0.148955	0.102788	0.131046	0.303443	0.15471	0.121612	0.084188	0.0806443	0.166962	0.0802349	0.156026	0.139574	0.140253	0.0508816	0.305227	0.0638281	0.0854113	0.434615	0.0600376	0.180223	0.322185	0.328234	0.169358
30500	-2753.78	-2741.62	-12.16	0.45312	0.326091	0.028329	0.0420369	0.0137079	52.1944	22.0986	37.4146	0.0050863	0.109177	0.12557	0.105055	0.095563	0.0895997	0.137988	0.0612627	0.148895	0.0584515	0.166185	0.316396	0.160022	0.0832592	0.124223	0.14684	0.0716593	0.089007	0.226969	0.0661689	0.126284	0.0607137	0.304229	0.124161	0.0454902	0.407631	0.0577753	0.183579	0.331885	0.322432	0.162105
30510	-2750.87	-2733.71	-17.1604	0.600211	0.600506	0.041922	0.104938	0.0630158	46.0776	18.2137	34.84	0.0052889	0.138414	0.118499	0.0347535	0.181066	0.0950835	0.300892	0.0810406	0.136252	0.138896	0.178856	0.359703	0.167302	0.206766	0.14794	0.0503384	0.0691603	0.0979082	0.154345	0.214736	0.151863	0.0721744	0.361657	0.0530046	0.0885188	0.365999	0.058647	0.180671	0.326594	0.317324	0.175411
30520	-2758.58	-2735.51	-23.0662	1.00556	0.327084	0.0548555	0.0815191	0.0266636	48.8779	25.4472	43.885	0.00533832	0.166543	0.186513	0.0611195	0.179316	0.0669512	0.201779	0.0344912	0.146433	0.054082	0.105921	0.311734	0.331891	0.468093	0.099086	0.0695179	0.0340093	0.0629565	0.229061	0.141431	0.154688	0.0580255	0.358389	0.0527505	0.0923581	0.373239	0.0652384	0.174095	0.317932	0.325908	0.182065
30530	-2757.65	-2740.52	-17.1303	0.624091	0.219481	0.036547	0.046824	0.010277	50.553	23.4844	50.2118	0.00543845	0.173428	0.199334	0.0662131	0.0836862	0.263677	0.134547	0.0398801	0.168572	0.105473	0.0991327	0.305552	0.212872	0.0958061	0.122025	0.0804124	0.138325	0.0373188	0.0888706	0.218045	0.136652	0.057257	0.345287	0.0523115	0.0822747	0.398175	0.0646955	0.203169	0.338033	0.306655	0.152142
30540	-2756.25	-2738.21	-18.0405	0.498038	0.743932	0.0127699	0.0498693	0.0370994	46.825	17.9336	34.1566	0.00547458	0.173219	0.155226	0.08285	0.185218	0.0595083	0.124028	0.0928061	0.187888	0.14088	0.117518	0.360851	0.258903	0.162673	0.507349	0.112564	0.22759	0.130292	0.201288	0.115847	0.179071	0.046731	0.348394	0.0426946	0.0732572	0.436121	0.052802	0.186688	0.33847	0.308612	0.16623
30550	-2748.99	-2737.5	-11.4919	0.468478	0.157007	0.0415781	0.049322	0.0077439	48.5654	21.3786	37.8604	0.00562048	0.175777	0.209298	0.140163	0.185662	0.0701236	0.195809	0.0910651	0.159666	0.0922959	0.0976285	0.270248	0.10672	0.146085	0.194142	0.0938983	0.119819	0.0788212	0.154283	0.148413	0.141897	0.0572041	0.361195	0.0522631	0.0896752	0.393629	0.0460339	0.175768	0.314666	0.336252	0.173315
30560	-2746.16	-2737.15	-9.01579	0.33979	0.571241	0.0547533	0.127702	0.0729486	52.477	20.1557	45.1045	0.00507317	0.136555	0.122401	0.10545	0.112647	0.16277	0.234426	0.112522	0.120274	0.0979154	0.114979	0.35779	0.102357	0.18113	0.102053	0.12629	0.101915	0.0823772	0.117389	0.135749	0.138358	0.111989	0.420106	0.0367097	0.0730488	0.320647	0.0374989	0.167044	0.339503	0.325619	0.167834
