Iteration	Posterior	Likelihood	Prior	ucln_sigma	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	ucln_mean	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
14310	-2756.67	-2740.56	-16.1129	0.614436	0.257048	0.0571112	0.0768707	0.0197595	45.16	19.3711	41.0753	0.00519551	0.107465	0.0253327	0.0188941	0.0642644	0.114037	0.204559	0.0300753	0.0767174	0.080465	0.110247	0.349188	0.0784495	0.0211852	0.0883328	0.161024	0.0530863	0.110115	0.144061	0.12563	0.103092	0.0547062	0.351711	0.0402014	0.121399	0.362221	0.0697607	0.202	0.315107	0.321039	0.161854
14320	-2758.25	-2742.1	-16.1446	1.05917	0.759416	0.0291365	0.121107	0.0919708	49.8133	20.523	39.0394	0.00550979	0.099613	0.167386	0.0372041	0.113368	0.0348219	0.29966	0.0478938	0.104055	0.0925679	0.106705	0.241459	0.0181733	0.0182309	0.0476758	0.0324163	0.0867143	0.0598857	0.164914	0.0399518	0.0951713	0.0570216	0.377287	0.0431248	0.0653392	0.388561	0.0686666	0.185943	0.339496	0.309823	0.164738
14330	-2758.83	-2743.15	-15.6778	0.903409	0.320744	0.0517394	0.0761707	0.0244313	46.5969	22.7861	38.2201	0.00503684	0.095448	0.0978777	0.0271817	0.028168	0.0490881	0.228221	0.0267951	0.0886464	0.108535	0.151589	0.355278	0.0176876	0.039111	0.0445984	0.0213845	0.0992453	0.100651	0.244207	0.0264941	0.0974867	0.041841	0.318004	0.0892538	0.0614202	0.398417	0.0910642	0.187646	0.32355	0.327345	0.161458
14340	-2756.98	-2743.42	-13.5601	0.915637	0.137602	0.0451616	0.0523675	0.0072059	49.0454	23.668	45.7644	0.00557212	0.113204	0.0562136	0.0675504	0.083795	0.0362809	0.0251605	0.0157808	0.0566334	0.101003	0.0746859	0.36279	0.0059316	0.0509291	0.0440875	0.0217926	0.132907	0.0768151	0.10252	0.12096	0.0797687	0.0646081	0.387822	0.0702378	0.079339	0.326011	0.0719822	0.176048	0.323067	0.335436	0.165449
14350	-2759.45	-2743.15	-16.3024	0.727351	0.617418	0.075509	0.197367	0.121858	50.0229	24.1811	41.6856	0.00533881	0.107525	0.102098	0.0325815	0.0632529	0.0620177	0.0159369	0.0598158	0.231129	0.0612667	0.140085	0.308659	0.0657126	0.130948	0.0443359	0.0530323	0.113324	0.0444349	0.144574	0.0770161	0.0972344	0.0987547	0.369611	0.0564764	0.0571649	0.366129	0.0518642	0.181107	0.313308	0.332355	0.17323
14360	-2759.28	-2740.37	-18.9077	0.577866	0.743884	0.0685918	0.267815	0.199224	51.5382	18.4239	36.0569	0.00580305	0.169276	0.0988594	0.0406816	0.0903345	0.12487	0.129374	0.143575	0.181517	0.0742	0.143444	0.203628	0.0442817	0.0758837	0.121307	0.277622	0.157468	0.0475402	0.153378	0.207045	0.128612	0.111099	0.31584	0.0333938	0.108806	0.377427	0.0534339	0.190763	0.326828	0.311614	0.170795
14370	-2755.99	-2741.04	-14.9533	0.480763	0.56655	0.0698452	0.161138	0.0912928	51.7454	20.1491	40.1497	0.00526105	0.164783	0.121077	0.0879758	0.276068	0.225624	0.19399	0.175293	0.265435	0.0710709	0.0998524	0.271129	0.154271	0.117283	0.128025	0.104549	0.189848	0.0719573	0.129731	0.132416	0.156422	0.0722403	0.346916	0.0217137	0.0707488	0.460313	0.0280683	0.173306	0.337462	0.312879	0.176352
14380	-2760.62	-2740.24	-20.3771	0.645186	0.730242	0.0343534	0.127349	0.0929957	56.5511	20.2571	42.6344	0.00528833	0.168864	0.153691	0.0541138	0.128617	0.0744293	0.130191	0.0371602	0.176623	0.068817	0.114868	0.226464	0.343366	0.0679088	0.305321	0.120035	0.133995	0.107641	0.216454	0.109358	0.142725	0.0856488	0.389985	0.0307621	0.0766076	0.370547	0.0464497	0.20212	0.329166	0.307758	0.160955
14390	-2758.19	-2741.14	-17.0428	0.692394	0.0380083	0.0578529	0.0601387	0.00228577	49.6472	18.825	37.4931	0.00518383	0.088394	0.046305	0.108073	0.0718277	0.0685307	0.0866026	0.068061	0.13317	0.0757249	0.0991152	0.292248	0.0352965	0.0916537	0.105563	0.0299844	0.311186	0.115751	0.274593	0.0708352	0.115807	0.0534493	0.372109	0.0881878	0.0620028	0.370953	0.0532979	0.171452	0.340858	0.322991	0.164699
14400	-2758.99	-2738.77	-20.2239	0.789274	0.49004	0.0578126	0.113367	0.0555544	44.933	20.3961	35.4298	0.00528266	0.125199	0.023898	0.0386447	0.0630136	0.05476	0.0397736	0.0220857	0.101897	0.0636274	0.164419	0.264162	0.0820814	0.0849544	0.114287	0.0326666	0.0678291	0.43749	0.168381	0.433335	0.125406	0.0458089	0.417117	0.0587153	0.056413	0.376267	0.0456791	0.16449	0.337899	0.337093	0.160517
14410	-2750.46	-2736.86	-13.5983	0.70887	0.441021	0.0341057	0.0610143	0.0269086	45.5029	18.5243	37.8468	0.00540036	0.114188	0.0410049	0.236135	0.0508109	0.0634239	0.0914931	0.0317236	0.102114	0.0930324	0.136837	0.404912	0.020134	0.0298668	0.103213	0.0454542	0.0485959	0.166263	0.141734	0.073623	0.104465	0.0491232	0.44312	0.0629635	0.0879562	0.307853	0.0489841	0.168745	0.322097	0.329855	0.179303
14420	-2752.18	-2741.29	-10.8838	0.613009	0.250189	0.0404668	0.0539693	0.0135025	46.8699	23.7454	38.1932	0.0055122	0.0832838	0.03561	0.015535	0.133299	0.0758943	0.0467536	0.0505276	0.0975133	0.0649674	0.116113	0.289508	0.0292252	0.0470677	0.139205	0.0469003	0.078943	0.118581	0.216102	0.0548377	0.0920323	0.0496984	0.465263	0.0392136	0.0959546	0.300313	0.0495576	0.156598	0.342046	0.331414	0.169942
14430	-2762.96	-2742.32	-20.643	0.941584	0.648639	0.0459315	0.130724	0.084793	57.2471	20.248	42.9956	0.00572227	0.0954923	0.07249	0.0168842	0.0515293	0.12723	0.173153	0.034611	0.0700692	0.117797	0.0963501	0.276124	0.0235747	0.127799	0.0455636	0.104362	0.05339	0.148877	0.110261	0.0736638	0.0957627	0.0904046	0.293763	0.0525981	0.0905999	0.422446	0.0501887	0.195647	0.326266	0.333461	0.144625
14440	-2748.89	-2739.08	-9.80285	0.51479	0.190641	0.0491854	0.0607708	0.0115854	52.4328	19.0348	40.9336	0.00524516	0.096805	0.0589436	0.0821019	0.0985451	0.0621918	0.0855482	0.0847603	0.0860383	0.138581	0.131467	0.260229	0.0814013	0.0624356	0.102244	0.0542399	0.0581164	0.209209	0.10286	0.199105	0.108779	0.0662974	0.424418	0.0416195	0.075227	0.350766	0.0416727	0.174244	0.331938	0.308009	0.185808
14450	-2758.3	-2738.23	-20.0677	0.820028	0.143593	0.0452309	0.0528147	0.00758383	55.149	24.533	41.8673	0.00540884	0.105865	0.0322736	0.0421848	0.423012	0.0987792	0.0482837	0.0543797	0.0781355	0.0645387	0.0768801	0.208055	0.0508053	0.0549401	0.0436431	0.157307	0.0212724	0.0457228	0.156802	0.623636	0.126703	0.066301	0.424441	0.0416217	0.0752311	0.33297	0.0594354	0.171872	0.321117	0.340078	0.166932
14460	-2760.67	-2745.01	-15.6578	0.388283	0.718493	0.0104499	0.0371212	0.0266713	46.7498	18.1832	39.4803	0.00486448	0.153893	0.216824	0.178514	0.0686436	0.198746	0.13302	0.0817348	0.140582	0.103902	0.159021	0.34402	0.1554	0.0850092	0.130452	0.243761	0.0748731	0.179173	0.108557	0.156151	0.153244	0.0464261	0.376767	0.10287	0.0526792	0.343569	0.0776893	0.161627	0.313549	0.343403	0.181421
14470	-2749.72	-2741.99	-7.7298	0.29642	0.555291	0.0228045	0.0512795	0.0284751	49.5414	17.6302	37.8229	0.00567498	0.137695	0.0902151	0.217773	0.110205	0.162216	0.1937	0.0794197	0.179542	0.0790758	0.141037	0.266785	0.113423	0.130361	0.116556	0.123364	0.144313	0.121468	0.0949407	0.190538	0.141941	0.0397984	0.352821	0.0861499	0.0853375	0.362475	0.0734188	0.190948	0.328872	0.325491	0.154688
14480	-2758.31	-2741.85	-16.4604	0.510831	0.508761	0.0284948	0.058006	0.0295112	47.9357	18.8282	43.487	0.00520288	0.169274	0.130568	0.0994723	0.291376	0.0881231	0.371483	0.206782	0.183382	0.0750329	0.143998	0.376383	0.198799	0.159066	0.139207	0.0832146	0.0967479	0.0630783	0.164244	0.173216	0.169121	0.0419626	0.330769	0.0799257	0.0611132	0.414	0.0722292	0.165732	0.316929	0.325102	0.192237
14490	-2747.56	-2735.88	-11.6886	0.43185	0.777528	0.0263184	0.1183	0.0919816	47.1891	20.3413	34.7093	0.0055813	0.141861	0.181484	0.132605	0.213197	0.103332	0.13231	0.0535112	0.0893921	0.116524	0.126807	0.312063	0.0425658	0.114628	0.0652342	0.0743835	0.0924521	0.113384	0.188433	0.112214	0.125807	0.0495792	0.447506	0.0406967	0.082334	0.323453	0.0564317	0.1734	0.332992	0.314678	0.17893
14500	-2752.3	-2743.48	-8.8255	0.534513	0.680848	0.046759	0.14651	0.099751	47.5006	22.0979	43.3178	0.00566399	0.107602	0.0594407	0.0672939	0.0737421	0.135488	0.0919707	0.0465456	0.11072	0.10278	0.109509	0.325486	0.0481207	0.104874	0.0592579	0.0819602	0.100251	0.0722336	0.108275	0.117016	0.100831	0.0502851	0.378534	0.0921185	0.0835063	0.344051	0.051505	0.190279	0.310964	0.302408	0.196348
14510	-2757.06	-2739.43	-17.631	0.495	0.566893	0.0369758	0.0853734	0.0483976	50.2004	22.6843	36.6286	0.00574314	0.145809	0.0952528	0.0721309	0.0989906	0.0892546	0.166881	0.0393431	0.0804738	0.0587947	0.087296	0.230642	0.172986	0.0973028	0.0458185	0.139296	0.085592	0.0635006	0.266022	0.443039	0.12959	0.08572	0.317277	0.0576911	0.0751401	0.41747	0.0467018	0.168889	0.337682	0.333192	0.160236
14520	-2753.67	-2741.61	-12.0641	0.365227	0.222818	0.0643847	0.0828437	0.0184591	55.7635	16.1894	36.7066	0.00538474	0.128971	0.145699	0.192444	0.170021	0.12843	0.263188	0.105008	0.146942	0.113975	0.0835385	0.287245	0.104114	0.125392	0.081665	0.117113	0.0669138	0.082906	0.0929659	0.0675334	0.13195	0.0712625	0.365681	0.0589658	0.0621773	0.369496	0.0724172	0.173656	0.336012	0.318628	0.171705
14530	-2765.54	-2741.27	-24.2671	0.622419	0.32943	0.0481478	0.0718014	0.0236535	55.1227	19.9903	38.5837	0.00537387	0.142873	0.128569	0.038926	0.18705	0.447774	0.429836	0.223878	0.0736838	0.0752998	0.126157	0.290549	0.100538	0.0354246	0.054348	0.174935	0.060452	0.158933	0.154814	0.195488	0.164259	0.0548941	0.293823	0.0911152	0.0857721	0.417318	0.0570774	0.184621	0.339127	0.312894	0.163358
14540	-2753.73	-2739.24	-14.4847	0.909853	0.180652	0.0358946	0.0438087	0.00791411	49.9877	19.0121	44.3768	0.0054285	0.142545	0.265987	0.0664991	0.0533866	0.0762046	0.102593	0.0194126	0.128924	0.0804641	0.158477	0.340246	0.0685113	0.102615	0.0405474	0.106354	0.0814648	0.0735335	0.0558865	0.0345634	0.103093	0.0826768	0.329827	0.0506343	0.0952213	0.395225	0.0464159	0.185644	0.309629	0.339022	0.165705
14550	-2748.67	-2737.02	-11.6506	0.425705	0.393249	0.0495202	0.0816154	0.0320952	51.3456	17.9867	36.1113	0.00521994	0.166681	0.0954365	0.158368	0.262999	0.150527	0.188989	0.138437	0.119384	0.103096	0.113309	0.335006	0.108721	0.139897	0.183452	0.0530788	0.12739	0.107825	0.179995	0.0957555	0.14787	0.0429845	0.365638	0.0457272	0.10556	0.393135	0.0469545	0.178501	0.32329	0.325977	0.172232
14560	-2745.83	-2735.71	-10.1195	0.478532	0.603662	0.0706992	0.178381	0.107682	49.2467	19.8138	37.6923	0.00503328	0.117069	0.0995583	0.0906775	0.0644962	0.0787268	0.152953	0.0941228	0.153318	0.0867194	0.122859	0.360452	0.11743	0.158557	0.0681842	0.0880539	0.144147	0.102471	0.150375	0.055969	0.121615	0.0750782	0.409516	0.0340348	0.0785686	0.367854	0.0349483	0.175431	0.325744	0.321856	0.176969
14570	-2751.25	-2739.17	-12.082	0.547601	0.621586	0.0333991	0.0882608	0.0548616	46.337	17.2401	37.6838	0.00543646	0.161766	0.32805	0.199959	0.118046	0.103411	0.218271	0.154298	0.108552	0.0978258	0.1443	0.297967	0.152266	0.0988389	0.0670318	0.153049	0.107028	0.0662389	0.139422	0.121415	0.148665	0.0595955	0.398902	0.0443256	0.102325	0.349337	0.0455153	0.179161	0.31141	0.328698	0.180731
14580	-2750.06	-2738.8	-11.2583	0.415192	0.233204	0.0578722	0.0754727	0.0176005	51.5784	16.2884	34.3224	0.00552838	0.159959	0.117446	0.109834	0.390185	0.102181	0.106462	0.131	0.19073	0.0923804	0.133878	0.230426	0.116672	0.186466	0.110847	0.126542	0.0679692	0.102069	0.176693	0.184391	0.148676	0.03405	0.442745	0.0470186	0.0807669	0.359493	0.0359262	0.169469	0.350614	0.307377	0.172541
14590	-2755.84	-2741.15	-14.6888	0.21506	0.375215	0.0861078	0.13782	0.0517121	50.1847	17.4384	37.2679	0.00506505	0.183085	0.226196	0.178369	0.228723	0.124877	0.168723	0.212135	0.190942	0.115952	0.160693	0.342464	0.221114	0.233598	0.124648	0.0928213	0.171975	0.179182	0.147372	0.15293	0.181817	0.0891333	0.439889	0.0433912	0.0763326	0.3173	0.0339537	0.181986	0.324068	0.314984	0.178962
14600	-2751.69	-2747.48	-4.20955	0.222926	0.0744415	0.0727162	0.0785646	0.00584847	47.2167	16.6028	34.1707	0.00588809	0.178493	0.165723	0.174009	0.173314	0.174489	0.174965	0.186254	0.163122	0.15634	0.163357	0.298565	0.202366	0.161281	0.157754	0.184798	0.122157	0.160304	0.158134	0.263192	0.180007	0.0682253	0.295914	0.0340039	0.0598187	0.501756	0.0402822	0.184668	0.329368	0.324049	0.161916
14610	-2752.93	-2740.14	-12.7913	0.373116	0.378526	0.064078	0.103106	0.0390284	45.9507	15.8798	34.2274	0.00535391	0.144204	0.116376	0.0728973	0.324371	0.0698307	0.121343	0.117923	0.0826918	0.100675	0.15915	0.335649	0.181742	0.169475	0.106941	0.139605	0.114738	0.160803	0.198899	0.183365	0.153137	0.0783989	0.346609	0.0441933	0.059526	0.424089	0.0471833	0.180885	0.326457	0.315259	0.177399
14620	-2757.82	-2744.79	-13.0323	0.637283	0.448674	0.0467656	0.0848239	0.0380583	49.6077	19.0052	41.7755	0.00581822	0.0885735	0.0830884	0.128241	0.0674578	0.0956554	0.141226	0.0546252	0.131452	0.0826888	0.0665474	0.257566	0.192957	0.0788403	0.0517071	0.0587308	0.0974556	0.0486345	0.143743	0.187955	0.109365	0.0423218	0.355939	0.10996	0.055411	0.33865	0.0977179	0.178412	0.326933	0.309244	0.185411
14630	-2747.38	-2739.09	-8.29289	0.610569	0.592412	0.0341307	0.0837381	0.0496075	50.1719	24.0403	46.0699	0.00554523	0.0945033	0.0872193	0.0655088	0.0836434	0.140688	0.0979946	0.0273774	0.0843506	0.0742864	0.118519	0.326055	0.0481392	0.0757494	0.0353965	0.0916079	0.0474315	0.0934017	0.118241	0.0357	0.0917394	0.0813217	0.353432	0.0885085	0.0506203	0.388885	0.0372324	0.168401	0.349437	0.322278	0.159885
14640	-2755.5	-2737.93	-17.5725	0.89577	0.213952	0.0361033	0.0459302	0.00982688	45.6097	18.0181	37.0222	0.0059975	0.0970768	0.075613	0.0956889	0.0576827	0.134184	0.16028	0.0148054	0.0695557	0.0926035	0.130219	0.305472	0.078577	0.0948317	0.0117087	0.0557322	0.0404747	0.124111	0.141668	0.00745033	0.0939254	0.0479413	0.402862	0.078397	0.0591035	0.370675	0.0410209	0.188341	0.313956	0.31183	0.185873
14650	-2752.25	-2735.15	-17.1034	0.619656	0.612958	0.0237921	0.0614717	0.0376795	53.4872	20.1681	45.0296	0.00513216	0.0968654	0.14455	0.0791048	0.1247	0.0538529	0.161464	0.0536048	0.10886	0.082239	0.0989255	0.360141	0.0934166	0.0583458	0.0502794	0.0759728	0.0465808	0.142825	0.170009	0.00931559	0.106344	0.0646864	0.410936	0.0216913	0.060288	0.400556	0.0418429	0.181562	0.334693	0.318379	0.165366
14660	-2747.34	-2736.49	-10.8576	0.812976	0.0464658	0.0650603	0.0682307	0.00317039	48.8599	20.8766	45.5181	0.00517721	0.0750655	0.0612293	0.0519535	0.149659	0.0395268	0.039872	0.015144	0.0802452	0.0633884	0.0937832	0.334239	0.0527652	0.0415094	0.0652022	0.0433901	0.075904	0.0460219	0.119141	0.0619755	0.0797194	0.0849276	0.351992	0.0786717	0.0697466	0.366255	0.0484077	0.175236	0.309461	0.336227	0.179076
14670	-2757.84	-2741.97	-15.8682	0.673947	0.605005	0.0200739	0.0508207	0.0307468	45.4646	20.8991	33.9651	0.00549583	0.080737	0.094348	0.0242156	0.153067	0.0582481	0.0618686	0.0381359	0.0576262	0.0681724	0.092582	0.496145	0.0365258	0.064616	0.068579	0.0526507	0.0645684	0.264572	0.226561	0.0947719	0.11207	0.0724665	0.431078	0.0671285	0.075507	0.312515	0.041305	0.174345	0.323655	0.323834	0.178166
14680	-2754.49	-2738.02	-16.4758	0.568337	0.50401	0.0220929	0.0445429	0.0224501	47.4646	21.2239	35.2164	0.00549223	0.119055	0.0867376	0.0604205	0.330323	0.0478618	0.132284	0.0401184	0.133386	0.0724056	0.186336	0.378294	0.0491955	0.212089	0.208047	0.0733454	0.0561189	0.067713	0.146542	0.0423155	0.129085	0.0964994	0.377767	0.0281558	0.0661692	0.363198	0.0682103	0.178198	0.328042	0.327509	0.16625
14690	-2746.73	-2740.11	-6.62327	0.524349	0.289887	0.0547663	0.0771233	0.022357	47.2828	25.8765	45.1468	0.00583359	0.0741833	0.0383136	0.0426556	0.0744175	0.0367859	0.0719981	0.0226833	0.0966391	0.0573914	0.0745828	0.338386	0.0382318	0.04348	0.0420506	0.0380684	0.0495687	0.0979852	0.090429	0.0978678	0.0750853	0.101894	0.3712	0.0307668	0.0698681	0.364105	0.0621667	0.187346	0.319158	0.320042	0.173455
14700	-2760.32	-2740.51	-19.8039	1.02607	0.746578	0.0201947	0.0796881	0.0594933	50.9392	19.5891	38.3672	0.00512309	0.114504	0.106643	0.0451057	0.047493	0.0496181	0.0226724	0.030871	0.0764786	0.0498181	0.108497	0.146366	0.0309223	0.12225	0.326441	0.0203843	0.120685	0.133506	0.12798	0.678098	0.124657	0.066616	0.407843	0.024018	0.0813732	0.380141	0.0400086	0.16411	0.326695	0.335533	0.173662
14710	-2756.56	-2738.31	-18.2462	0.846753	0.372986	0.0316512	0.0504793	0.0188281	63.9484	23.0852	38.8383	0.00544545	0.114141	0.0716654	0.0169354	0.0744504	0.082949	0.0934628	0.0283312	0.0870486	0.0688865	0.152365	0.196906	0.0278249	0.0779326	0.0202561	0.0366253	0.0394432	0.107343	0.241749	0.0356329	0.0811004	0.0737791	0.354131	0.0200714	0.0901231	0.421017	0.0408784	0.193416	0.319871	0.314776	0.171936
14720	-2752.97	-2737.94	-15.0289	0.986773	0.403482	0.0231493	0.0388073	0.015658	50.1434	22.7181	37.9941	0.00559965	0.0730733	0.0293727	0.0362538	0.415672	0.0727688	0.0482485	0.0236566	0.100732	0.0700545	0.098231	0.292588	0.0143847	0.0410861	0.0318811	0.0461518	0.0480836	0.0581081	0.280856	0.0435297	0.0973144	0.0687596	0.370284	0.0634525	0.0945121	0.364895	0.0380973	0.184526	0.351131	0.300309	0.164034
14730	-2751.25	-2738.01	-13.2447	1.15387	0.382582	0.045644	0.0739273	0.0282833	47.2848	20.8092	35.9956	0.00548972	0.124324	0.0589076	0.00966721	0.0767142	0.0337796	0.0959705	0.00848106	0.0930744	0.0543921	0.148276	0.360831	0.0443589	0.0482137	0.0107826	0.0164852	0.109985	0.111912	0.202569	0.00877192	0.082954	0.0356823	0.381802	0.0698018	0.0522859	0.349291	0.111136	0.187633	0.323499	0.308822	0.180046
14740	-2770.17	-2739.98	-30.1946	0.639923	0.454198	0.0648432	0.118804	0.0539604	47.0418	20.1787	37.0156	0.00463866	0.162817	0.179562	0.0337388	0.281625	0.188775	0.235223	0.0501196	0.275476	0.117048	0.140757	0.360765	0.491262	0.146594	0.0687563	0.140578	0.0305395	0.0658977	0.217162	0.0256975	0.169421	0.0468073	0.403279	0.0755461	0.061774	0.33385	0.0787438	0.172082	0.36013	0.30497	0.162818
14750	-2752.77	-2737.42	-15.3503	0.621399	0.644438	0.0484696	0.136318	0.0878487	56.127	21.2311	40.3725	0.00538351	0.114271	0.118181	0.106129	0.107502	0.0477083	0.0673435	0.0878428	0.185866	0.128696	0.107101	0.298319	0.129178	0.0566261	0.153057	0.101828	0.106402	0.0633187	0.16253	0.170054	0.122093	0.0543697	0.331847	0.066586	0.0882963	0.394105	0.0647962	0.172992	0.342982	0.319826	0.164199
14760	-2756.32	-2740.16	-16.1567	0.518595	0.716568	0.0236295	0.0833695	0.0597399	53.0835	20.3435	37.6825	0.00477209	0.141923	0.158518	0.0617621	0.185506	0.0720922	0.0877385	0.0898427	0.109894	0.12299	0.0983955	0.319303	0.0979554	0.0488399	0.208269	0.125532	0.212057	0.0632234	0.179006	0.103485	0.130245	0.0773311	0.346321	0.0378705	0.0819431	0.396401	0.0601339	0.183559	0.331015	0.301523	0.183903
14770	-2767.3	-2743.44	-23.8677	0.723448	0.409351	0.0274187	0.0464214	0.0190027	57.0421	16.2005	39.6778	0.00505599	0.183942	0.0337435	0.0297712	0.29803	0.171609	0.275431	0.0578786	0.186539	0.0689699	0.110367	0.248002	0.111948	0.147433	0.184	0.071015	0.140997	0.129513	0.194169	0.215174	0.148588	0.0328312	0.336491	0.0585428	0.0739063	0.445058	0.0531712	0.177683	0.313725	0.340095	0.168497
14780	-2749.87	-2736.83	-13.0417	0.460566	0.304924	0.0440876	0.0634284	0.0193409	49.6648	19.4609	37.0525	0.00508962	0.111045	0.145142	0.0480975	0.144599	0.0745841	0.0723695	0.0544583	0.0848724	0.0641666	0.106972	0.3093	0.252441	0.163273	0.131729	0.142227	0.0596888	0.194451	0.136037	0.0829084	0.125962	0.0559631	0.380388	0.0547454	0.0743687	0.388711	0.045824	0.182532	0.329872	0.330471	0.157124
14790	-2750.49	-2739.88	-10.6181	0.369709	0.244979	0.0312767	0.0414249	0.0101482	50.5271	20.5648	40.8672	0.00512933	0.118006	0.124856	0.0464159	0.0741593	0.097632	0.106746	0.102972	0.121211	0.0709687	0.127281	0.346032	0.0959967	0.117383	0.0692663	0.102005	0.128097	0.114143	0.200448	0.205891	0.125084	0.0708859	0.402187	0.04967	0.0674741	0.308228	0.101555	0.183301	0.30474	0.331864	0.180095
14800	-2749.97	-2733.79	-16.181	0.388309	0.285456	0.0540953	0.075706	0.0216107	45.8635	20.9703	38.0015	0.00501725	0.168194	0.146965	0.151434	0.291273	0.235169	0.205308	0.132817	0.165894	0.0597252	0.137558	0.356473	0.131728	0.0853151	0.189953	0.1072	0.108289	0.084704	0.165208	0.291426	0.169247	0.0596171	0.374784	0.0417739	0.0719441	0.380029	0.0718523	0.189723	0.336335	0.315045	0.158897
14810	-2763.09	-2744.7	-18.3955	0.772179	0.220387	0.0304925	0.0391124	0.00861987	49.2675	20.4129	35.7766	0.0051243	0.157633	0.0814582	0.107878	0.22703	0.0754173	0.121819	0.164839	0.0768859	0.104626	0.153272	0.337155	0.0943706	0.194994	0.107052	0.0456137	0.0307962	0.139589	0.24874	0.202674	0.139678	0.0635348	0.30709	0.0202205	0.0766719	0.455908	0.076574	0.184438	0.31	0.351691	0.15387
14820	-2753.42	-2739.48	-13.9448	0.823926	0.353557	0.05363	0.0829617	0.0293317	50.3359	18.9959	35.7907	0.00537108	0.111221	0.0394328	0.0894428	0.166828	0.147139	0.10548	0.0463465	0.0676026	0.0551499	0.115311	0.226427	0.0613873	0.066029	0.0452317	0.131803	0.0531705	0.0891979	0.143245	0.331951	0.110065	0.044426	0.406106	0.0427272	0.0717565	0.351189	0.0837955	0.183443	0.349137	0.292159	0.175262
14830	-2759.89	-2743.16	-16.7338	0.449256	0.297165	0.0327452	0.0465902	0.013845	48.453	18.6717	34.0257	0.00558491	0.144107	0.162881	0.0867701	0.181651	0.0584061	0.0383189	0.14086	0.114002	0.080832	0.144285	0.286447	0.137297	0.103712	0.053643	0.224125	0.172016	0.116038	0.120335	0.406259	0.145993	0.0594806	0.378848	0.0258837	0.0733484	0.397938	0.0645009	0.187186	0.328594	0.321653	0.162568
14840	-2749.93	-2741.27	-8.66608	0.537254	0.612964	0.0257123	0.066434	0.0407216	48.8076	23.5896	41.3035	0.00566266	0.0952878	0.0914473	0.105377	0.168981	0.0768756	0.108602	0.0416507	0.129896	0.0560014	0.0695986	0.372806	0.0454665	0.0874108	0.0746445	0.0864988	0.0482326	0.0542512	0.126689	0.0676905	0.100673	0.0559937	0.356639	0.0699406	0.0735395	0.383168	0.0607197	0.169124	0.331607	0.329832	0.169437
14850	-2748.18	-2737.17	-11.0183	0.409603	0.452184	0.019304	0.0352381	0.0159341	51.7419	20.6655	41.8995	0.00547148	0.101128	0.077103	0.102232	0.106458	0.129513	0.0589043	0.0661823	0.113527	0.0830543	0.134157	0.291473	0.0925844	0.107574	0.0306719	0.228888	0.124495	0.111386	0.101258	0.0809635	0.113357	0.0426797	0.379444	0.0529809	0.0771506	0.384044	0.0637012	0.182496	0.336602	0.323411	0.157491
14860	-2755.52	-2737.57	-17.952	0.871118	0.744644	0.0232337	0.0909854	0.0677517	47.1946	19.8741	37.0847	0.00536558	0.16751	0.176326	0.158542	0.123814	0.0654762	0.0497827	0.0698918	0.15527	0.126536	0.180382	0.373004	0.13966	0.253207	0.165436	0.0510812	0.0516687	0.0881381	0.180656	0.0340684	0.135719	0.0666753	0.394465	0.0350728	0.0669019	0.381646	0.0552392	0.164196	0.328524	0.334201	0.173078
