Iteration	Posterior	Likelihood	Prior	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	concentration	n_cats	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
37610	-2787.63	-2742.11	-45.5178	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.323533	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.108864	0.0259233	0.23358	0.0338239	0.00790059	48.9059	20.4685	48.6435	0.00503362	0.753479	2	0.12079	0.0517103	0.383669	0.057796	0.0787582	0.387786	0.0402803	0.18332	0.310822	0.321735	0.184123
37620	-2794.38	-2740.89	-53.4859	0.106028	0.106028	0.612256	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.106028	0.612256	0.0564034	0.0755018	0.0610097	0.00460634	59.5501	17.2897	39.9252	0.0055102	0.753479	2	0.162276	0.0581277	0.382787	0.0629499	0.078577	0.386894	0.0306642	0.173316	0.341621	0.30851	0.176554
37630	-2802.72	-2741.06	-61.6561	0.126061	0.126061	0.331334	0.126061	0.331334	0.331334	0.331334	0.126061	0.126061	0.331334	0.331334	0.0953684	0.226936	0.126061	0.126061	0.0953684	0.0953684	0.331334	0.0298825	0.722067	0.107517	0.0776343	50.2918	17.4496	46.5905	0.0051302	0.753479	4	0.206378	0.0813923	0.388551	0.0619051	0.0800562	0.349776	0.0383191	0.178322	0.337048	0.318853	0.165777
37640	-2803.5	-2750.82	-52.6866	0.144284	0.227735	0.227735	0.227735	0.144284	0.144284	0.144284	0.144284	0.144284	0.227735	0.144284	0.227735	0.144284	0.144284	0.144284	0.144284	0.144284	0.227735	0.0362167	0.148595	0.0425375	0.00632086	50.6318	19.9536	36.6393	0.0055494	0.753479	2	0.172101	0.0890061	0.330449	0.0576236	0.087545	0.393473	0.0419037	0.16817	0.323679	0.351919	0.156231
37650	-2792.25	-2747.18	-45.0714	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.464781	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0947565	0.0400476	0.0975855	0.0443783	0.00433068	49.6059	16.9448	39.3307	0.00518	0.753479	2	0.115313	0.0555418	0.433254	0.0359584	0.05463	0.361818	0.0587977	0.177211	0.346507	0.319002	0.15728
37660	-2789.56	-2743.79	-45.7701	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.521954	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0890796	0.0583833	0.521751	0.122077	0.0636938	44.6674	19.1494	40.6426	0.00518616	0.753479	2	0.113128	0.0702143	0.363146	0.0518339	0.0892032	0.368244	0.0573577	0.172138	0.322763	0.330355	0.174744
37670	-2788.91	-2742.4	-46.5081	0.121514	0.121514	0.121514	0.121514	0.121514	0.121514	0.121514	0.121514	0.121514	0.344652	0.121514	0.376884	0.121514	0.121514	0.121514	0.121514	0.121514	0.121514	0.0316819	0.151545	0.0373407	0.00565878	48.6425	19.105	38.4565	0.00544543	0.753479	3	0.148098	0.0695917	0.357725	0.064681	0.0878715	0.362747	0.0573836	0.190739	0.305409	0.338003	0.165849
37680	-2795.94	-2745.78	-50.1561	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.404106	0.0961091	0.0961091	0.0961091	0.0961091	0.0961091	0.561038	0.0961091	0.0961091	0.0822556	0.528661	0.174515	0.092259	46.5024	16.4205	39.7992	0.00570623	0.753479	3	0.139049	0.0601612	0.388286	0.0589236	0.0634168	0.356293	0.0729193	0.180502	0.336205	0.326811	0.156482
37690	-2795.26	-2747.44	-47.8177	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.334215	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.131531	0.0514973	0.173239	0.0622879	0.0107907	57.3394	17.7801	43.0503	0.00547833	0.753479	2	0.142792	0.0618803	0.399381	0.0320322	0.065229	0.366475	0.075003	0.173215	0.352912	0.292836	0.181038
37700	-2794.73	-2741.79	-52.9453	0.136627	0.136627	0.136627	0.136627	0.136627	0.136627	0.136627	0.136627	0.136627	0.283386	0.136627	0.821484	0.136627	0.136627	0.136627	0.136627	0.136627	0.820886	0.0749146	0.266609	0.102148	0.0272336	45.6141	17.9772	39.1273	0.00495547	0.753479	4	0.220843	0.0608299	0.393735	0.0398692	0.0762431	0.38345	0.045873	0.18271	0.338854	0.307349	0.171088
37710	-2796.18	-2747.31	-48.8709	0.0807278	0.0807278	0.49025	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.308817	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.0807278	0.0349367	0.405135	0.0587305	0.0237938	53.8154	19.0744	42.7174	0.00529796	0.753479	3	0.116151	0.0350639	0.400994	0.0755906	0.0853394	0.356711	0.0463005	0.179835	0.349255	0.302342	0.168568
37720	-2791.36	-2741.08	-50.2884	0.0921437	0.0921437	0.365757	0.0921437	0.0921437	0.0921437	0.0921437	0.0921437	0.0921437	0.365757	0.0921437	0.0921437	0.365757	0.0921437	0.0921437	0.0921437	0.0921437	0.0921437	0.0269379	0.467607	0.0505977	0.0236598	51.6814	17.0614	49.736	0.00506583	0.753479	2	0.137746	0.0491341	0.370876	0.0760837	0.0773847	0.384639	0.0418831	0.18294	0.331878	0.314153	0.17103
37730	-2802.1	-2743.05	-59.0431	0.111312	0.111312	0.152411	0.152411	0.152411	0.111312	0.111312	0.152411	0.111312	0.337934	0.152411	0.111312	0.111312	0.111312	0.111312	0.111312	0.111312	0.111312	0.0125167	0.550919	0.0278719	0.0153552	52.6164	17.549	50.4448	0.00492193	0.753479	3	0.135319	0.088414	0.411976	0.0686806	0.0678671	0.29608	0.0669825	0.165654	0.340381	0.318554	0.175411
37740	-2788.73	-2744.1	-44.6382	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.486476	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.099828	0.0248155	0.34082	0.0376461	0.0128305	46.0316	16.4044	42.3855	0.0055082	0.753479	2	0.121308	0.0663604	0.426349	0.0515491	0.0784835	0.326984	0.0502747	0.182024	0.31892	0.319376	0.17968
37750	-2793.49	-2745.12	-48.3647	0.0872826	0.0872826	0.411862	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.411862	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.0872826	0.0357511	0.0961417	0.0395539	0.00380278	50.7615	18.1169	43.2169	0.00522123	0.753479	2	0.123347	0.0682272	0.372945	0.0529993	0.0806914	0.379564	0.0455728	0.181637	0.325081	0.322241	0.171041
37760	-2796.31	-2747.49	-48.8186	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.213283	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.128334	0.485122	0.0573467	0.242104	0.0756657	0.018319	51.1221	20.0682	36.4169	0.00488831	0.753479	3	0.152875	0.0693276	0.365266	0.067429	0.0721746	0.369435	0.0563675	0.179898	0.334129	0.322312	0.163661
37770	-2791.46	-2743.09	-48.3709	0.132949	0.132949	0.333958	0.132949	0.132949	0.132949	0.132949	0.132949	0.132949	0.333958	0.132949	0.333958	0.132949	0.132949	0.132949	0.132949	0.132949	0.132949	0.0569401	0.421627	0.0984487	0.0415086	45.0801	18.8696	36.867	0.00552152	0.753479	2	0.166451	0.0757006	0.365678	0.0457286	0.0788093	0.403395	0.0306878	0.179434	0.315094	0.329279	0.176193
37780	-2790.94	-2746.38	-44.5587	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.395689	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.0824497	0.052394	0.47085	0.0990154	0.0466214	48.0673	21.2894	41.515	0.0051106	0.753479	2	0.0998519	0.0971099	0.376722	0.0831696	0.0815463	0.299726	0.0617264	0.185818	0.334477	0.32081	0.158895
37790	-2790.97	-2741.56	-49.4058	0.114379	0.114379	0.114379	0.0640805	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.114379	0.782719	0.0280889	0.603866	0.0709075	0.0428186	49.0141	19.2008	38.2919	0.00564563	0.753479	3	0.148714	0.0689302	0.388863	0.0658149	0.0782297	0.341858	0.0563046	0.185726	0.338675	0.315034	0.160565
37800	-2798.41	-2742.12	-56.2874	0.0956318	0.0956318	0.0956318	0.0956318	0.0956318	0.0956318	0.141411	0.141411	0.0956318	0.141411	0.141411	0.0956318	0.0956318	0.0956318	0.0956318	0.0956318	0.0956318	0.76519	0.0457611	0.73606	0.173377	0.127616	51.3676	16.9847	38.7748	0.00551268	0.753479	3	0.143003	0.0592399	0.360625	0.0696788	0.0828226	0.381261	0.0463734	0.173107	0.33195	0.314689	0.180255
37810	-2791.29	-2747.45	-43.8418	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.10612	0.617748	0.0456624	0.516141	0.0943713	0.048709	47.2696	15.9613	34.7192	0.00574719	0.753479	2	0.134544	0.0399944	0.326282	0.0542132	0.0712473	0.42881	0.0794531	0.197527	0.325005	0.316088	0.161379
37820	-2796.43	-2746.45	-49.9859	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.163611	0.66949	0.0722714	0.220095	0.092667	0.0203956	53.7696	18.2344	36.2461	0.00468784	0.753479	2	0.191716	0.0355502	0.323485	0.0634594	0.0853326	0.407244	0.0849286	0.196298	0.324504	0.31412	0.165078
37830	-2791.3	-2744.96	-46.3398	0.105639	0.105639	0.105639	0.105639	0.105639	0.362191	0.105639	0.105639	0.105639	0.362191	0.105639	0.105639	0.105639	0.105639	0.105639	0.105639	0.105639	0.105639	0.057936	0.305326	0.0834003	0.0254643	47.5507	19.5806	42.0058	0.00518066	0.753479	2	0.134145	0.0753094	0.381885	0.0542411	0.0899716	0.32495	0.0736431	0.187369	0.33754	0.288014	0.187077
37840	-2799.19	-2745.04	-54.1514	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.0964045	0.602623	0.0964045	0.0964045	0.0964045	0.620159	0.045334	0.260202	0.0612789	0.0159449	59.925	21.4289	41.4425	0.00571406	0.753479	3	0.153625	0.059213	0.366683	0.0520818	0.08639	0.392903	0.0427296	0.176326	0.324445	0.330806	0.168422
37850	-2797.56	-2750.3	-47.2557	0.1071	0.1071	0.1071	0.1071	0.1071	0.1071	0.1071	0.1071	0.1071	0.547834	0.1071	0.1071	0.1071	0.133331	0.1071	0.1071	0.1071	0.1071	0.0527034	0.232717	0.0686884	0.015985	47.2762	17.0743	41.4441	0.00518021	0.753479	3	0.133043	0.0578836	0.424128	0.0538238	0.0844504	0.326695	0.0530197	0.183634	0.335576	0.325471	0.155319
37860	-2797.41	-2744.85	-52.5619	0.12854	0.12854	0.12854	0.320317	0.320317	0.12854	0.320317	0.12854	0.12854	0.320317	0.12854	0.12854	0.12854	0.320317	0.12854	0.12854	0.12854	0.320317	0.0233191	0.412722	0.039707	0.016388	49.9932	18.5159	41.6035	0.00511529	0.753479	2	0.192466	0.0516711	0.411184	0.0499227	0.0751449	0.361575	0.0505018	0.182598	0.338855	0.294162	0.184385
37870	-2798.23	-2745.25	-52.9791	0.103233	0.103233	0.103233	0.103233	0.103233	0.19831	0.19831	0.103233	0.103233	0.385446	0.103233	0.576039	0.103233	0.103233	0.103233	0.103233	0.103233	0.103233	0.0132654	0.737236	0.0504839	0.0372185	46.4998	19.3116	42.923	0.00510557	0.753479	4	0.155743	0.060957	0.415296	0.0387565	0.0583372	0.336267	0.0903868	0.178426	0.335018	0.29608	0.190475
37880	-2799.85	-2755.76	-44.0891	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.479355	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.100352	0.0258798	0.494704	0.051217	0.0253373	48.5821	20.0379	41.6158	0.00549627	0.753479	2	0.121407	0.0424429	0.369182	0.0920938	0.0628465	0.341611	0.0918233	0.156304	0.328452	0.336379	0.178864
37890	-2801.13	-2756.75	-44.3788	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.151345	0.068038	0.423863	0.118093	0.0500554	55.8953	16.8906	35.5925	0.00560975	0.753479	1	0.151345	0.0439851	0.367832	0.048939	0.107022	0.354024	0.0781985	0.201507	0.318678	0.303343	0.176472
37900	-2798.16	-2747.12	-51.0427	0.101066	0.101066	0.101066	0.101066	0.101066	0.101066	0.223029	0.101066	0.101066	0.457434	0.101066	0.101066	0.101066	0.101066	0.101066	0.101066	0.101066	0.101066	0.0840451	0.343134	0.127949	0.0439034	52.101	19.0238	51.4226	0.00524269	0.753479	3	0.12764	0.0517861	0.336562	0.0730709	0.0979239	0.367275	0.0733828	0.185605	0.309171	0.329831	0.175394
37910	-2791.43	-2743.75	-47.6864	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.0992909	0.620803	0.0387404	0.4475	0.0701184	0.031378	55.2448	16.9924	37.5644	0.00581599	0.753479	2	0.128264	0.041664	0.336753	0.0436176	0.0893056	0.421735	0.0669244	0.193192	0.313499	0.321147	0.172163
37920	-2788.27	-2745.08	-43.1913	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.298607	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.142814	0.0248047	0.6436	0.0695979	0.0447932	47.8448	17.5426	34.2868	0.00569258	0.753479	2	0.151469	0.0653637	0.406325	0.0481066	0.0886769	0.355865	0.0356636	0.17074	0.334217	0.319478	0.175565
37930	-2794.83	-2748.29	-46.5377	0.108395	0.210792	0.108395	0.108395	0.108395	0.108395	0.108395	0.108395	0.108395	0.297889	0.108395	0.108395	0.108395	0.108395	0.108395	0.108395	0.108395	0.108395	0.0422069	0.278821	0.0585249	0.0163179	50.1313	21.2299	36.4606	0.00540586	0.753479	3	0.124611	0.0448786	0.369941	0.0343625	0.0832592	0.425066	0.0424923	0.177734	0.307892	0.339999	0.174375
37940	-2789.34	-2741.3	-48.0366	0.121694	0.121694	0.321925	0.121694	0.121694	0.121694	0.121694	0.121694	0.121694	0.321925	0.121694	0.321925	0.121694	0.121694	0.121694	0.121694	0.121694	0.121694	0.0490817	0.228408	0.063611	0.0145292	48.1396	18.6762	42.3935	0.00546657	0.753479	2	0.155066	0.0661829	0.329685	0.0760985	0.0877119	0.389568	0.0507537	0.182952	0.317974	0.339164	0.15991
37950	-2791.23	-2743.66	-47.5699	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.381677	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0861919	0.0225875	0.497758	0.0449732	0.0223858	53.1832	19.0597	44.4105	0.00584626	0.753479	2	0.102608	0.0603876	0.391245	0.0694349	0.0771673	0.355456	0.0463094	0.163443	0.330025	0.334185	0.172348
37960	-2794.05	-2747.3	-46.7502	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.129557	0.977268	0.0221141	0.380411	0.0356916	0.0135775	51.5243	18.8825	37.9625	0.00551125	0.753479	2	0.176652	0.0723667	0.470602	0.0327362	0.0810286	0.297088	0.0461784	0.18495	0.34096	0.310632	0.163457
37970	-2798.27	-2743.69	-54.5708	0.116128	0.116128	0.116128	0.116128	0.116128	0.116128	0.231924	0.116128	0.116128	0.231924	0.116128	0.116128	0.116128	0.116128	0.116128	0.116128	0.116128	0.116128	0.0309434	0.41952	0.0533066	0.0223632	64.7726	20.0812	35.4267	0.00535747	0.753479	2	0.128994	0.0535337	0.443249	0.0585463	0.0715615	0.329616	0.0434943	0.169501	0.332958	0.327241	0.1703
37980	-2788.73	-2744.42	-44.308	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.365425	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.116857	0.0493708	0.0950884	0.0545587	0.0051879	47.3798	22.5289	45.2463	0.00531949	0.753479	2	0.130666	0.0868527	0.379404	0.0600456	0.0682461	0.350099	0.0553531	0.174655	0.335986	0.313763	0.175596
37990	-2800.52	-2743.27	-57.253	0.146608	0.139783	0.371022	0.146608	0.139783	0.139783	0.139783	0.139783	0.139783	0.371022	0.146608	0.146608	0.139783	0.139783	0.139783	0.146608	0.146608	0.139783	0.0321661	0.374024	0.0513854	0.0192194	45.2429	17.9345	34.9821	0.00507269	0.753479	3	0.167751	0.0785159	0.406613	0.054282	0.0723236	0.342456	0.0458101	0.195827	0.330204	0.301198	0.172771
38000	-2792.57	-2743.64	-48.9358	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.312702	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.141078	0.312702	0.0702081	0.0323634	0.0725563	0.00234817	47.4831	19.1919	36.6995	0.00495576	0.753479	2	0.160147	0.0422535	0.342255	0.0598816	0.0870845	0.397604	0.0709216	0.182504	0.342208	0.325193	0.150094
38010	-2801.91	-2752.6	-49.3104	0.114056	0.114056	0.114056	0.385253	0.114056	0.114056	0.114056	0.114056	0.114056	0.385253	0.542767	0.114056	0.114056	0.114056	0.114056	0.114056	0.114056	0.114056	0.0386372	0.290205	0.0544343	0.0157971	50.8863	18.9693	43.3812	0.0054004	0.753479	3	0.168006	0.0279581	0.377869	0.0396222	0.124288	0.383336	0.0469271	0.176664	0.323589	0.318597	0.18115
38020	-2797.87	-2744.85	-53.0163	0.100541	0.100541	0.274868	0.100541	0.100541	0.100541	0.100541	0.100541	0.100541	0.274868	0.100541	0.100541	0.100541	0.100541	0.100541	0.100541	0.100541	0.453446	0.0632494	0.587257	0.153242	0.0899921	55.3771	17.0617	41.9105	0.00543825	0.753479	3	0.139517	0.0809379	0.384445	0.0304004	0.070536	0.369695	0.0639858	0.187968	0.309188	0.335702	0.167142
38030	-2798.15	-2753.39	-44.7586	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.515687	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.117906	0.0600897	0.229033	0.0779407	0.017851	51.5249	17.0296	40.2607	0.00548362	0.753479	2	0.140005	0.0307495	0.411253	0.0434353	0.0678456	0.388344	0.0583721	0.189266	0.306567	0.325578	0.178589
38040	-2808.77	-2750.49	-58.2796	0.0952004	0.0952004	0.103681	0.0952004	0.0952004	0.0952004	0.0952004	0.0952004	0.0952004	0.471982	0.103681	0.103681	0.0952004	0.103681	0.103681	0.103681	0.0952004	0.0952004	0.0260267	0.503844	0.0524567	0.02643	49.0855	17.5021	46.5473	0.00599337	0.753479	3	0.118959	0.0801397	0.392126	0.0415843	0.0451258	0.373887	0.0671365	0.18718	0.3352	0.321991	0.155629
38050	-2794.43	-2745.66	-48.7762	0.129408	0.129408	0.129408	0.129408	0.345563	0.345563	0.129408	0.129408	0.129408	0.345563	0.129408	0.129408	0.129408	0.345563	0.129408	0.129408	0.129408	0.129408	0.0454827	0.487626	0.0887685	0.0432859	46.7602	18.8036	45.5843	0.00527442	0.753479	2	0.177442	0.0821985	0.400303	0.0649906	0.0462851	0.348923	0.0573003	0.179617	0.332896	0.30898	0.178506
38060	-2795.75	-2744.99	-50.7668	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.408386	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0943297	0.0389993	0.0419924	0.0407087	0.00170946	45.9246	17.5485	41.7764	0.00459609	0.753479	2	0.111777	0.0763962	0.36226	0.060403	0.0791821	0.36088	0.0608787	0.172858	0.334457	0.311459	0.181226
38070	-2786.5	-2740.65	-45.8542	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.121767	0.733621	0.0371499	0.223551	0.0478459	0.010696	53.6662	19.1166	36.5643	0.00531603	0.753479	2	0.155759	0.0719036	0.392322	0.0376908	0.101128	0.339657	0.0572986	0.180474	0.330967	0.313392	0.175167
38080	-2799	-2742.4	-56.5944	0.0999836	0.0999836	0.503211	0.0999836	0.412503	0.0999836	0.0999836	0.0999836	0.103559	0.412503	0.0999836	0.412503	0.0999836	0.0999836	0.0999836	0.0999836	0.0999836	0.0999836	0.0532556	0.660095	0.156678	0.103422	47.1419	20.4639	43.6184	0.00509295	0.753479	4	0.17467	0.0546047	0.369872	0.0453321	0.0542045	0.405443	0.0705441	0.169727	0.331232	0.325211	0.173829
38090	-2808.42	-2745.83	-62.5879	0.117228	0.117228	0.437915	0.100757	0.437915	0.117228	0.117228	0.100757	0.117228	0.381293	0.117228	0.100757	0.117228	0.117228	0.117228	0.100757	0.100757	0.117228	0.0505191	0.114236	0.0570345	0.00651537	47.4771	17.5496	41.9594	0.00475497	0.753479	4	0.162955	0.0483719	0.41133	0.0552583	0.0503447	0.35332	0.081375	0.160524	0.343783	0.322478	0.173215
38100	-2792.93	-2745.89	-47.0473	0.125331	0.125331	0.5115	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.125331	0.631105	0.0409766	0.154481	0.0484633	0.00748665	51.1844	17.1365	34.7509	0.00538737	0.753479	3	0.174883	0.0457639	0.41371	0.0419343	0.0476303	0.383779	0.0671821	0.166625	0.339635	0.322615	0.171125
38110	-2791.1	-2744.35	-46.7563	0.117009	0.117009	0.117009	0.117009	0.117009	0.117009	0.117009	0.117009	0.117009	0.336766	0.117009	0.117009	0.117009	0.117009	0.117009	0.117009	0.233341	0.117009	0.0228778	0.499784	0.0457358	0.022858	47.8024	23.003	36.6945	0.00513376	0.753479	3	0.13568	0.0651881	0.350743	0.0297659	0.0559782	0.395963	0.102362	0.176456	0.330673	0.326454	0.166417
38120	-2810.53	-2763.02	-47.5094	0.103535	0.103535	0.103535	0.103535	0.103535	0.103535	0.103535	0.103535	0.103535	0.611906	0.103535	0.371942	0.103535	0.103535	0.103535	0.103535	0.103535	0.103535	0.0281193	0.319361	0.041313	0.0131938	47.2068	23.798	44.4752	0.00568404	0.753479	3	0.146689	0.0651978	0.380205	0.058499	0.0606804	0.339303	0.096115	0.171181	0.348868	0.306562	0.173389
38130	-2791.16	-2741.98	-49.1861	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	0.249786	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	0.118514	1.08042	0.0359934	0.39421	0.0594157	0.0234223	45.1967	18.8491	39.3529	0.00508031	0.753479	3	0.179246	0.09642	0.368393	0.0549445	0.0675056	0.324908	0.0878295	0.177066	0.325765	0.330781	0.166387
38140	-2803.2	-2749.81	-53.3917	0.124294	0.124294	0.124294	0.124294	0.124294	0.226354	0.226354	0.124294	0.124294	0.124294	0.124294	0.124294	0.124294	0.124294	0.124294	0.124294	0.124294	0.794505	0.0220739	0.825094	0.126204	0.10413	51.2589	17.578	37.1882	0.00470022	0.753479	3	0.172868	0.0837865	0.347756	0.0477454	0.0497834	0.443953	0.0269758	0.192022	0.31993	0.321389	0.16666
38150	-2791.65	-2743.61	-48.033	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.127022	0.479997	0.0274542	0.458897	0.0507374	0.0232832	58.564	18.6902	37.0474	0.00567072	0.753479	2	0.146632	0.0696501	0.370544	0.0396898	0.0997192	0.350264	0.0701334	0.167125	0.336898	0.315012	0.180965
38160	-2790.57	-2742.01	-48.5587	0.133812	0.133812	0.298356	0.133812	0.133812	0.133812	0.298356	0.133812	0.133812	0.383289	0.133812	0.133812	0.133812	0.133812	0.133812	0.133812	0.133812	0.133812	0.0435886	0.222439	0.056058	0.0124695	47.5798	20.0672	38.8648	0.00506232	0.753479	3	0.165954	0.0533501	0.383615	0.0575639	0.0682439	0.383507	0.0537202	0.189349	0.321504	0.3137	0.175447
38170	-2795.17	-2748.03	-47.1414	0.0984852	0.0984852	0.0984852	0.0984852	0.0984852	0.0984852	0.0984852	0.0984852	0.0984852	0.380064	0.0984852	0.0984852	0.0984852	0.0984852	0.56075	0.0984852	0.0984852	0.0984852	0.0290783	0.469998	0.0548644	0.0257862	44.9724	16.0829	42.9721	0.00539024	0.753479	3	0.13981	0.0519192	0.360146	0.0814553	0.0843722	0.355388	0.0667192	0.18125	0.336086	0.299168	0.183496
38180	-2792.31	-2746.66	-45.6532	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.413469	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0866556	0.0381151	0.386965	0.0621744	0.0240593	51.0852	21.5808	50.13	0.00511765	0.753479	2	0.104812	0.0559218	0.293748	0.0708365	0.0755129	0.382786	0.121195	0.182701	0.317995	0.346243	0.153061
38190	-2785.85	-2741.75	-44.1078	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.416743	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.10273	0.0475014	0.546884	0.104833	0.0573314	48.2941	19.0813	46.8775	0.00523082	0.753479	2	0.120175	0.0447501	0.386726	0.0543036	0.0950649	0.330774	0.0883813	0.186611	0.306397	0.323188	0.183804
38200	-2791.48	-2746.48	-44.9969	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.363023	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.0919635	0.02672	0.762562	0.112535	0.0858148	49.1436	20.12	48.7408	0.00567941	0.753479	2	0.107022	0.0368487	0.365107	0.123508	0.0782796	0.32348	0.0727761	0.164165	0.326461	0.345674	0.1637
38210	-2793.47	-2748	-45.4674	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.508122	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.110136	0.0217473	0.631189	0.0589659	0.0372186	47.5323	23.3257	47.211	0.00493686	0.753479	2	0.132247	0.0593096	0.351892	0.093514	0.0717532	0.356823	0.0667085	0.171089	0.358039	0.303836	0.167036
