Iteration	Posterior	Likelihood	Prior	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[12]	br_lens[13]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	shape[0]	shape[1]
10540	-9644.9	-9655.65	10.7429	0.0077242	0.045837	0.0250439	0.0117013	0.0084083	0.0390302	0.0712869	0.0421378	0.0146318	0.74811	0.024665	0.0077242	0.045837	0.0250439	0.0117013	0.0100488	0.0352443	0.0161388	0.0437725	0.0161388	0.0437725	0.0084083	0.0390302	0.0712869	0.0421378	0.0146318	0.024665	0.74811	0.0100488	0.0352443	0.0759849	0.429405	0.0174431	0.0195713	0.410369	0.047227	0.122824	0.236996	0.0855306	0.044629	0.417949	0.0920713	0.259022	0.189904	0.243195	0.307879	0.301644	0.193153	0.224723	0.28048	0.788743	0.935353	1.04745	1.22845	33.173	0.103872	8.82255e-07	0.00139503	0.104312	3.89429	0.103872	33.173
10550	-9648.08	-9660	11.9196	0.00801809	0.0473918	0.019383	0.0142021	0.00849544	0.0315564	0.0700036	0.0508093	0.00605752	0.725737	0.0371216	0.00801809	0.0473918	0.019383	0.0142021	0.0100761	0.0394215	0.0106881	0.0357804	0.0106881	0.0357804	0.00849544	0.0315564	0.0700036	0.0508093	0.00605752	0.0371216	0.725737	0.0100761	0.0394215	0.0788929	0.330171	0.01409	0.0244574	0.521727	0.0306618	0.099368	0.243753	0.0808022	0.0790809	0.407276	0.08972	0.271192	0.195334	0.238341	0.295132	0.30599	0.181527	0.227961	0.284521	0.697652	0.899987	1.06317	1.33919	15.4483	0.1032	8.08898e-07	0.00133587	0.102457	3.89621	0.1032	15.4483
10560	-9639.51	-9651.14	11.6309	0.0106015	0.0507711	0.0321121	0.00625261	0.009419	0.0403873	0.0729222	0.0476264	0.00544629	0.801084	0.0236148	0.0106015	0.0507711	0.0321121	0.00625261	0.0113529	0.0354629	0.0149042	0.0357804	0.0149042	0.0357804	0.009419	0.0403873	0.0729222	0.0476264	0.00544629	0.0236148	0.801084	0.0113529	0.0354629	0.0740936	0.436222	0.0122243	0.0437312	0.407951	0.0257782	0.0985901	0.229184	0.0801697	0.0784618	0.414268	0.0993263	0.281408	0.192596	0.235001	0.290995	0.308269	0.178493	0.235378	0.27786	0.48599	0.794545	1.08388	1.63559	4.63098	0.0939964	2.17415e-07	0.000693159	0.0780717	3.92123	0.0939964	4.63098
10570	-9647.28	-9658.94	11.6587	0.0172102	0.041722	0.0285668	0.0154308	0.0142283	0.0400132	0.0604311	0.0363037	0.0108277	0.790094	0.0220462	0.0172102	0.041722	0.0285668	0.0154308	0.0151909	0.035451	0.0206155	0.0147239	0.0206155	0.0147239	0.0142283	0.0400132	0.0604311	0.0363037	0.0108277	0.0220462	0.790094	0.0151909	0.035451	0.0748911	0.412122	0.0141871	0.0507528	0.41813	0.0299172	0.0955302	0.262394	0.0680734	0.0783735	0.41129	0.0843396	0.271405	0.207266	0.22598	0.295349	0.310467	0.188963	0.204721	0.295849	0.647861	0.878385	1.07026	1.40349	11.0635	0.0824387	2.75495e-08	0.000246994	0.0508833	3.94887	0.0824387	11.0635
10580	-9639.51	-9650.24	10.7341	0.0111413	0.0547227	0.0311011	0.00980886	0.00804331	0.0407135	0.0744287	0.041808	0.00738317	0.863473	0.0260776	0.0111413	0.0547227	0.0311011	0.00980886	0.00986566	0.0408249	0.0230962	0.021044	0.0230962	0.021044	0.00804331	0.0407135	0.0744287	0.041808	0.00738317	0.0260776	0.863473	0.00986566	0.0408249	0.0729488	0.394343	0.0164651	0.0347147	0.453107	0.0284211	0.086105	0.247606	0.0636177	0.0739565	0.433532	0.0951832	0.271359	0.190356	0.233329	0.304955	0.297362	0.17887	0.211735	0.312032	0.620746	0.865873	1.07362	1.43976	9.37872	0.124229	7.8341e-06	0.00414821	0.163596	3.83225	0.124229	9.37872
10590	-9640.78	-9652.07	11.2945	0.00622816	0.0484987	0.0439528	0.00611849	0.0136977	0.044986	0.0690872	0.041808	0.00738317	0.827721	0.0291888	0.00622816	0.0484987	0.0439528	0.00611849	0.0116186	0.0368051	0.0131761	0.0137072	0.0131761	0.0137072	0.0136977	0.044986	0.0690872	0.041808	0.00738317	0.0291888	0.827721	0.0116186	0.0368051	0.0788347	0.441586	0.0145219	0.0375156	0.393065	0.0344762	0.0931596	0.267892	0.0733988	0.0800157	0.387335	0.0981991	0.282033	0.199497	0.205747	0.312724	0.312341	0.186037	0.22544	0.276181	0.594845	0.853393	1.07646	1.4753	8.0805	0.126279	9.38683e-06	0.00453967	0.169781	3.82567	0.126279	8.0805
10600	-9634.64	-9645.42	10.787	0.00892859	0.0509918	0.0378609	0.00714315	0.0116417	0.0313227	0.0648377	0.0362404	0.0104292	0.892162	0.0243621	0.00892859	0.0509918	0.0378609	0.00714315	0.01319	0.0368716	0.0167874	0.0129581	0.0167874	0.0129581	0.0116417	0.0313227	0.0648377	0.0362404	0.0104292	0.0243621	0.892162	0.01319	0.0368716	0.0692616	0.378903	0.0127585	0.0429836	0.465804	0.0302897	0.0987153	0.251592	0.0703587	0.0556535	0.431457	0.092224	0.28295	0.175321	0.227988	0.313741	0.31199	0.184453	0.232059	0.271498	0.630255	0.870323	1.07248	1.42694	9.9267	0.0785984	1.21217e-08	0.000163891	0.0429176	3.95692	0.0785984	9.9267
10610	-9644.54	-9655.33	10.7859	0.0125296	0.0457919	0.0436546	0.0105901	0.00774078	0.0402214	0.0742127	0.0433014	0.00694168	0.895702	0.0292181	0.0125296	0.0457919	0.0436546	0.0105901	0.01319	0.0331912	0.0239498	0.0122827	0.0239498	0.0122827	0.00774078	0.0402214	0.0742127	0.0433014	0.00694168	0.0292181	0.895702	0.01319	0.0331912	0.0813942	0.395426	0.0197847	0.050513	0.413843	0.0390387	0.0703642	0.241612	0.0990909	0.0568192	0.443548	0.0885657	0.289757	0.187491	0.228739	0.294013	0.31536	0.175644	0.234566	0.274431	0.353146	0.704666	1.0794	1.86279	2.57165	0.0983777	4.1903e-07	0.000961913	0.0894279	3.90961	0.0983777	2.57165
10620	-9637.27	-9649.72	12.4431	0.00758575	0.0522311	0.0303546	0.00787606	0.00920689	0.0441547	0.0641596	0.0375678	0.00635997	0.728608	0.0258476	0.00758575	0.0522311	0.0303546	0.00787606	0.0105689	0.0352014	0.0214075	0.0279216	0.0214075	0.0279216	0.00920689	0.0441547	0.0641596	0.0375678	0.00635997	0.0258476	0.728608	0.0105689	0.0352014	0.0684116	0.399696	0.016629	0.042456	0.439996	0.0328119	0.0912035	0.244535	0.0889771	0.0916892	0.40188	0.0817144	0.275599	0.19559	0.221853	0.306957	0.29511	0.203978	0.225713	0.2752	0.543417	0.826961	1.08095	1.54867	6.13775	0.0814043	2.22531e-08	0.000222005	0.0486798	3.9511	0.0814043	6.13775
10630	-9639.98	-9652.2	12.2115	0.0162766	0.0551949	0.0273457	0.00577844	0.0101203	0.0440848	0.0651977	0.0329802	0.0136241	0.731937	0.0221559	0.0162766	0.0551949	0.0273457	0.00577844	0.00994016	0.0487025	0.0210484	0.0236551	0.0210484	0.0236551	0.0101203	0.0440848	0.0651977	0.0329802	0.0136241	0.0221559	0.731937	0.00994016	0.0487025	0.0746006	0.475173	0.0137065	0.0452942	0.364181	0.0270452	0.1018	0.254985	0.0888048	0.0581215	0.399564	0.096725	0.274622	0.188455	0.241162	0.29576	0.30147	0.198929	0.215195	0.284405	0.567037	0.839386	1.07909	1.51449	6.94251	0.110809	2.03227e-06	0.00211583	0.123923	3.87396	0.110809	6.94251
10640	-9638.47	-9649.9	11.4298	0.0112521	0.043632	0.0338079	0.00649064	0.0106274	0.0264366	0.052939	0.0423135	0.0106558	0.875266	0.016096	0.0112521	0.043632	0.0338079	0.00649064	0.00994016	0.0352313	0.0195383	0.0236551	0.0195383	0.0236551	0.0106274	0.0264366	0.052939	0.0423135	0.0106558	0.016096	0.875266	0.00994016	0.0352313	0.057231	0.384329	0.0164939	0.0347482	0.473817	0.0333815	0.118804	0.247774	0.0792937	0.046857	0.411567	0.0957048	0.2671	0.18239	0.231518	0.318991	0.320824	0.174651	0.2152	0.289324	0.486274	0.794713	1.08387	1.63514	4.6372	0.0825764	2.83327e-08	0.000250478	0.0511799	3.94857	0.0825764	4.6372
10650	-9638.06	-9649.14	11.0851	0.0160811	0.0521136	0.0427382	0.00730521	0.00989801	0.0367694	0.0706293	0.0404436	0.0101119	0.864497	0.0305296	0.0160811	0.0521136	0.0427382	0.00730521	0.00835626	0.0433252	0.0169333	0.00865321	0.0169333	0.00865321	0.00989801	0.0367694	0.0706293	0.0404436	0.0101119	0.0305296	0.864497	0.00835626	0.0433252	0.0696698	0.402328	0.0236733	0.0401879	0.425534	0.0386073	0.106335	0.253906	0.0828105	0.0602912	0.378264	0.118392	0.260416	0.199034	0.230683	0.309866	0.287204	0.20348	0.208902	0.300414	0.418366	0.751751	1.0839	1.74599	3.40518	0.108042	1.47577e-06	0.00180352	0.116005	3.88219	0.108042	3.40518
10660	-9642.38	-9654.88	12.5078	0.0113676	0.048202	0.0276735	0.00548828	0.00719216	0.0322664	0.0655526	0.0381821	0.0043621	0.769912	0.021592	0.0113676	0.048202	0.0276735	0.00548828	0.00957788	0.0356515	0.0141016	0.0215959	0.0141016	0.0215959	0.00719216	0.0322664	0.0655526	0.0381821	0.0043621	0.021592	0.769912	0.00957788	0.0356515	0.0562909	0.356606	0.0191273	0.0324705	0.50916	0.0263456	0.0971536	0.242524	0.064381	0.076849	0.406008	0.113085	0.307111	0.185489	0.21157	0.29583	0.298878	0.207712	0.224715	0.268696	0.458527	0.77782	1.08438	1.67927	4.0767	0.115816	3.48733e-06	0.0027702	0.138512	3.85871	0.115816	4.0767
10670	-9636.51	-9647.93	11.4247	0.0102284	0.0486956	0.0273492	0.00905681	0.0142076	0.0367092	0.0594475	0.0342336	0.00797305	0.8241	0.0226134	0.0102284	0.0486956	0.0273492	0.00905681	0.00857874	0.0414545	0.0289728	0.0227086	0.0289728	0.0227086	0.0142076	0.0367092	0.0594475	0.0342336	0.00797305	0.0226134	0.8241	0.00857874	0.0414545	0.0621902	0.407855	0.0211318	0.0358734	0.438573	0.0343763	0.12358	0.228098	0.0670039	0.0410776	0.422549	0.117692	0.276095	0.189553	0.223153	0.3112	0.321044	0.193781	0.221408	0.263767	0.614518	0.86292	1.07434	1.44823	9.04204	0.0895873	1.05285e-07	0.000482551	0.0671837	3.93233	0.0895873	9.04204
10680	-9637.49	-9648.8	11.3091	0.0166835	0.051916	0.0271891	0.00950861	0.0143322	0.0365277	0.065044	0.0342848	0.00854116	0.837963	0.0300663	0.0166835	0.051916	0.0271891	0.00950861	0.0105195	0.0356757	0.0167325	0.0282615	0.0167325	0.0282615	0.0143322	0.0365277	0.065044	0.0342848	0.00854116	0.0300663	0.837963	0.0105195	0.0356757	0.0632379	0.403609	0.0157585	0.0364778	0.445961	0.0349554	0.114346	0.211054	0.0619974	0.0380083	0.465696	0.108898	0.274227	0.185293	0.236383	0.304096	0.317072	0.194956	0.220587	0.267385	0.537902	0.823987	1.08133	1.55678	5.96774	0.0925608	1.73e-07	0.000618398	0.0744633	3.92492	0.0925608	5.96774
10690	-9635.78	-9647.99	12.2122	0.0108763	0.0455176	0.0224196	0.008038	0.00898272	0.0383031	0.0585035	0.0377667	0.00842628	0.75594	0.0218808	0.0108763	0.0455176	0.0224196	0.008038	0.0130372	0.0379064	0.0193224	0.0312658	0.0193224	0.0312658	0.00898272	0.0383031	0.0585035	0.0377667	0.00842628	0.0218808	0.75594	0.0130372	0.0379064	0.0675612	0.360838	0.017729	0.0284997	0.47645	0.0489221	0.122688	0.226792	0.054945	0.058539	0.432578	0.104458	0.271396	0.19811	0.226298	0.304197	0.317908	0.184034	0.208229	0.289829	0.611944	0.861691	1.07463	1.45174	8.90769	0.101256	6.25157e-07	0.0011746	0.0971424	3.90168	0.101256	8.90769
10700	-9641.14	-9653.62	12.4705	0.00656749	0.0494952	0.0361931	0.00762357	0.00857808	0.0369141	0.0664416	0.0373273	0.0069331	0.740974	0.0227247	0.00656749	0.0494952	0.0361931	0.00762357	0.0126811	0.0401898	0.0148722	0.0275997	0.0148722	0.0275997	0.00857808	0.0369141	0.0664416	0.0373273	0.0069331	0.0227247	0.740974	0.0126811	0.0401898	0.0762835	0.384661	0.0225895	0.0303325	0.430895	0.0552381	0.147116	0.250772	0.0750989	0.0545964	0.380528	0.091889	0.281704	0.199448	0.219428	0.299421	0.30928	0.198112	0.20509	0.287518	0.472198	0.786251	1.08421	1.65734	4.34161	0.116342	3.68093e-06	0.0028459	0.140061	3.85709	0.116342	4.34161
10710	-9636.98	-9649.01	12.0272	0.010526	0.0549125	0.0350319	0.00478228	0.00960304	0.0463119	0.0625563	0.0428274	0.00582121	0.741621	0.0267408	0.010526	0.0549125	0.0350319	0.00478228	0.0126811	0.0388367	0.018054	0.0130179	0.018054	0.0130179	0.00960304	0.0463119	0.0625563	0.0428274	0.00582121	0.0267408	0.741621	0.0126811	0.0388367	0.0709326	0.390498	0.0229322	0.0308971	0.437434	0.0473063	0.107285	0.232508	0.0669062	0.064735	0.407813	0.120753	0.299179	0.189731	0.213363	0.297727	0.302718	0.193147	0.223822	0.280313	0.654949	0.881566	1.06932	1.39416	11.572	0.110246	1.90651e-06	0.00204944	0.122301	3.87565	0.110246	11.572
10720	-9632.04	-9644	11.9632	0.0118033	0.0479987	0.0386098	0.00684348	0.00970036	0.0349147	0.064916	0.0421521	0.00996462	0.7664	0.022283	0.0118033	0.0479987	0.0386098	0.00684348	0.0126811	0.0429804	0.0173399	0.0239579	0.0173399	0.0239579	0.00970036	0.0349147	0.064916	0.0421521	0.00996462	0.022283	0.7664	0.0126811	0.0429804	0.0548657	0.353662	0.0168954	0.0338098	0.498652	0.0421154	0.107262	0.23134	0.0630718	0.0605512	0.426632	0.111143	0.279396	0.185731	0.223291	0.311581	0.310769	0.197183	0.220852	0.271196	0.569149	0.840472	1.0789	1.51147	7.02111	0.0979795	3.95728e-07	0.00093482	0.0883755	3.91069	0.0979795	7.02111
10730	-9645.46	-9656.37	10.9076	0.0115335	0.0533857	0.04543	0.0172545	0.00617593	0.0476941	0.0657252	0.0431393	0.00777793	0.874814	0.0261088	0.0115335	0.0533857	0.04543	0.0172545	0.0114696	0.0459827	0.0153061	0.00811414	0.0153061	0.00811414	0.00617593	0.0476941	0.0657252	0.0431393	0.00777793	0.0261088	0.874814	0.0114696	0.0459827	0.0555389	0.360689	0.0205226	0.0342246	0.486393	0.0426322	0.0725005	0.263116	0.0717352	0.0688683	0.423359	0.100421	0.272032	0.197306	0.242095	0.288567	0.300962	0.205689	0.224843	0.268507	0.361076	0.710744	1.08023	1.84795	2.65951	0.0976831	3.7912e-07	0.000915018	0.0875949	3.91149	0.0976831	2.65951
10740	-9644.85	-9655.45	10.6026	0.0115335	0.0422411	0.0508351	0.00572296	0.0125321	0.0421666	0.0696167	0.0313742	0.0112177	0.940857	0.0193075	0.0115335	0.0422411	0.0508351	0.00572296	0.0134624	0.0393326	0.0169439	0.00360042	0.0169439	0.00360042	0.0125321	0.0421666	0.0696167	0.0313742	0.0112177	0.0193075	0.940857	0.0134624	0.0393326	0.0768847	0.431786	0.0149049	0.0248563	0.420605	0.0309625	0.0810058	0.201177	0.0937299	0.0769475	0.434938	0.112202	0.269455	0.191727	0.23525	0.303568	0.29004	0.206798	0.233207	0.269955	0.354698	0.705864	1.07957	1.85987	2.5886	0.102459	7.34083e-07	0.00127268	0.100422	3.8983	0.102459	2.5886
10750	-9647.36	-9659.23	11.8719	0.00624793	0.0520812	0.0357947	0.00613524	0.00606184	0.0379585	0.0666222	0.048129	0.0103097	0.756723	0.028441	0.00624793	0.0520812	0.0357947	0.00613524	0.012814	0.03803	0.0144285	0.0305807	0.0144285	0.0305807	0.00606184	0.0379585	0.0666222	0.048129	0.0103097	0.028441	0.756723	0.012814	0.03803	0.0649749	0.424242	0.0171775	0.0257599	0.446905	0.0209406	0.126219	0.217447	0.0871624	0.0673777	0.404463	0.0973316	0.26993	0.172683	0.252467	0.30492	0.29598	0.180061	0.238491	0.285468	0.61865	0.864882	1.07386	1.44261	9.26353	0.118676	4.6515e-06	0.00319837	0.146973	3.84982	0.118676	9.26353
10760	-9639.7	-9651.87	12.1796	0.0106201	0.04547	0.0156281	0.00374149	0.0138397	0.0372013	0.0608139	0.0410686	0.0100449	0.762709	0.0242742	0.0106201	0.04547	0.0156281	0.00374149	0.00828409	0.0447402	0.020701	0.036026	0.020701	0.036026	0.0138397	0.0372013	0.0608139	0.0410686	0.0100449	0.0242742	0.762709	0.00828409	0.0447402	0.0623246	0.415875	0.0168387	0.0252518	0.438091	0.0416197	0.124759	0.214931	0.0635325	0.0665982	0.428864	0.101316	0.282818	0.173555	0.245328	0.298298	0.319961	0.203382	0.222179	0.254478	0.543747	0.827138	1.08092	1.54819	6.14811	0.118739	4.6804e-06	0.00320827	0.147161	3.84963	0.118739	6.14811
10770	-9638.1	-9649.45	11.349	0.0129894	0.0509628	0.0188389	0.00400309	0.0121944	0.0385046	0.052945	0.0398054	0.0100273	0.874376	0.0242742	0.0129894	0.0509628	0.0188389	0.00400309	0.0106463	0.0394649	0.0158081	0.0261597	0.0158081	0.0261597	0.0121944	0.0385046	0.052945	0.0398054	0.0100273	0.0242742	0.874376	0.0106463	0.0394649	0.0699312	0.437183	0.0177015	0.0265456	0.404886	0.0437522	0.110111	0.247444	0.0670745	0.0703111	0.411155	0.0939046	0.292974	0.182922	0.234236	0.289868	0.304489	0.193714	0.215758	0.286039	0.433577	0.761863	1.08426	1.7203	3.64252	0.069294	1.13681e-09	5.02292e-05	0.0262671	3.97368	0.069294	3.64252
10780	-9633.48	-9645.39	11.9061	0.0143289	0.0488808	0.027212	0.00945713	0.00832294	0.0420219	0.0590276	0.03398	0.0116154	0.805164	0.0222938	0.0143289	0.0488808	0.027212	0.00945713	0.0106463	0.0365957	0.0130896	0.0261597	0.0130896	0.0261597	0.00832294	0.0420219	0.0590276	0.03398	0.0116154	0.0222938	0.805164	0.0106463	0.0365957	0.0540685	0.426257	0.0158613	0.0237861	0.440823	0.0392039	0.107317	0.243461	0.0765641	0.0505917	0.407221	0.114845	0.274099	0.187805	0.240489	0.297607	0.31417	0.193193	0.216757	0.27588	0.498282	0.801763	1.08346	1.6165	4.90967	0.0999824	5.25238e-07	0.00107678	0.0937062	3.90522	0.0999824	4.90967
10790	-9639.89	-9651.72	11.8271	0.00796995	0.0395304	0.0276385	0.0131575	0.0112296	0.0407032	0.0644136	0.0309743	0.00598874	0.765709	0.0297348	0.00796995	0.0395304	0.0276385	0.0131575	0.0106463	0.0426326	0.0137186	0.023866	0.0137186	0.023866	0.0112296	0.0407032	0.0644136	0.0309743	0.00598874	0.0297348	0.765709	0.0106463	0.0426326	0.0853162	0.353557	0.0172854	0.0569165	0.44647	0.0404558	0.104193	0.236373	0.0743352	0.0633775	0.41022	0.111501	0.263418	0.182245	0.233368	0.320969	0.314743	0.179898	0.217152	0.288207	0.690239	0.896879	1.0643	1.34858	14.6566	0.110966	2.06828e-06	0.00213446	0.124373	3.87349	0.110966	14.6566
10800	-9638.92	-9650.61	11.6904	0.00969252	0.0434513	0.0254481	0.00421506	0.00886808	0.034306	0.0660444	0.0319567	0.00836633	0.751243	0.0316912	0.00969252	0.0434513	0.0254481	0.00421506	0.0150931	0.0386744	0.0187004	0.0232848	0.0187004	0.0232848	0.00886808	0.034306	0.0660444	0.0319567	0.00836633	0.0316912	0.751243	0.0150931	0.0386744	0.0614528	0.408338	0.0214309	0.0366247	0.432925	0.0392285	0.098638	0.227327	0.0685741	0.0463307	0.454316	0.104814	0.273389	0.186377	0.238592	0.301643	0.303196	0.183869	0.221947	0.290988	0.736488	0.91569	1.05688	1.29095	20.7686	0.106824	1.27516e-06	0.00167666	0.112558	3.88576	0.106824	20.7686
10810	-9640.29	-9652.65	12.3636	0.0132873	0.0449093	0.0153807	0.0116863	0.0137641	0.0278928	0.061276	0.0315984	0.011959	0.768747	0.0201191	0.0132873	0.0449093	0.0153807	0.0116863	0.0122047	0.0434937	0.0224549	0.0296027	0.0224549	0.0296027	0.0137641	0.0278928	0.061276	0.0315984	0.011959	0.0201191	0.768747	0.0122047	0.0434937	0.0850922	0.340957	0.0224604	0.038898	0.482064	0.0305278	0.121624	0.222376	0.0644697	0.0463435	0.440343	0.104843	0.2667	0.188092	0.240788	0.30442	0.29404	0.190058	0.23627	0.279633	0.445836	0.769798	1.08439	1.69997	3.84841	0.0947255	2.43525e-07	0.000733552	0.0799265	3.91934	0.0947255	3.84841
10820	-9631.92	-9644.27	12.3516	0.0103124	0.0427261	0.0231266	0.00694314	0.0117789	0.036963	0.055557	0.0442997	0.0110423	0.767726	0.0188403	0.0103124	0.0427261	0.0231266	0.00694314	0.00902258	0.0355138	0.0202001	0.0230628	0.0202001	0.0230628	0.0117789	0.036963	0.055557	0.0442997	0.0110423	0.0188403	0.767726	0.00902258	0.0355138	0.0718625	0.427591	0.0189684	0.0372164	0.407115	0.037246	0.0966614	0.253957	0.0697129	0.0733492	0.414091	0.0922287	0.271262	0.182655	0.237407	0.308676	0.299571	0.204119	0.216949	0.279361	0.549643	0.830285	1.08049	1.53958	6.33737	0.099042	4.60517e-07	0.00100835	0.0911917	3.9078	0.099042	6.33737
10830	-9640.37	-9653.31	12.9366	0.0126143	0.0519509	0.0321866	0.00372675	0.0123046	0.036734	0.0647778	0.0336902	0.00834527	0.685042	0.0288958	0.0126143	0.0519509	0.0321866	0.00372675	0.00956096	0.0400401	0.0153266	0.0255209	0.0153266	0.0255209	0.0123046	0.036734	0.0647778	0.0336902	0.00834527	0.0288958	0.685042	0.00956096	0.0400401	0.0810192	0.392511	0.0183564	0.0403232	0.425798	0.0419918	0.137608	0.23651	0.05664	0.0764075	0.403229	0.0896056	0.270873	0.181747	0.240238	0.307142	0.283719	0.214222	0.219488	0.282571	0.535901	0.822902	1.08146	1.55973	5.90759	0.107735	1.42276e-06	0.00177088	0.115133	3.88309	0.107735	5.90759
10840	-9635.86	-9647.43	11.5625	0.00862958	0.0478416	0.0310194	0.00703459	0.00930339	0.0284521	0.0576997	0.0334292	0.0108407	0.82975	0.0213638	0.00862958	0.0478416	0.0310194	0.00703459	0.0131568	0.0360578	0.0144104	0.0255659	0.0144104	0.0255659	0.00930339	0.0284521	0.0576997	0.0334292	0.0108407	0.0213638	0.82975	0.0131568	0.0360578	0.0765762	0.400166	0.0173498	0.038112	0.438425	0.0293709	0.0938452	0.245975	0.0573716	0.0519578	0.444137	0.106714	0.272554	0.185673	0.238933	0.30284	0.321776	0.187715	0.211495	0.279014	0.641597	0.875543	1.07107	1.41179	10.6394	0.0915004	1.45459e-07	0.000567096	0.0718365	3.9276	0.0915004	10.6394
10850	-9649.75	-9661.51	11.7561	0.0122198	0.0619816	0.0273446	0.00665716	0.0126815	0.0466776	0.0689087	0.0409392	0.00572171	0.757399	0.0302901	0.0122198	0.0619816	0.0273446	0.00665716	0.00839291	0.0386483	0.0134117	0.0346332	0.0134117	0.0346332	0.0126815	0.0466776	0.0689087	0.0409392	0.00572171	0.0302901	0.757399	0.00839291	0.0386483	0.063406	0.458746	0.0123055	0.0469975	0.39132	0.0272255	0.119387	0.20607	0.0949577	0.0744142	0.406321	0.0988502	0.295195	0.193732	0.213062	0.298011	0.320077	0.186724	0.221848	0.271352	0.603234	0.857493	1.07558	1.46369	8.47267	0.114427	3.01654e-06	0.00257681	0.134435	3.86299	0.114427	8.47267
10860	-9649.73	-9661.15	11.4217	0.00597508	0.0450731	0.0482653	0.00415468	0.00942142	0.0417866	0.0619509	0.0403091	0.0106511	0.838126	0.0194148	0.00597508	0.0450731	0.0482653	0.00415468	0.0198624	0.0418585	0.0123984	0.00801383	0.0123984	0.00801383	0.00942142	0.0417866	0.0619509	0.0403091	0.0106511	0.0194148	0.838126	0.0198624	0.0418585	0.089865	0.313956	0.0130367	0.0297069	0.524592	0.0288434	0.10654	0.268031	0.0937313	0.0224406	0.411684	0.0975735	0.282622	0.18436	0.2477	0.285318	0.308125	0.191809	0.22789	0.272176	0.566038	0.83887	1.07917	1.51592	6.90571	0.0991715	4.69002e-07	0.00101758	0.0915367	3.90745	0.0991715	6.90571
10870	-9640.3	-9651.71	11.4111	0.0102961	0.0512591	0.0378082	0.0104005	0.00619381	0.0449676	0.0701629	0.0323121	0.0107004	0.825462	0.023631	0.0102961	0.0512591	0.0378082	0.0104005	0.00935175	0.0483632	0.0164078	0.0105002	0.0164078	0.0105002	0.00619381	0.0449676	0.0701629	0.0323121	0.0107004	0.023631	0.825462	0.00935175	0.0483632	0.0684516	0.390531	0.0122129	0.0278297	0.451787	0.049187	0.0867206	0.25511	0.0754902	0.0491115	0.419251	0.114316	0.283457	0.184904	0.245478	0.28616	0.296423	0.199106	0.235828	0.268643	0.568828	0.840307	1.07893	1.51193	7.00908	0.0958801	2.904e-07	0.000800961	0.082893	3.91631	0.0958801	7.00908
10880	-9636.46	-9647.78	11.3228	0.00539638	0.0499278	0.0435109	0.00627188	0.0132257	0.0433863	0.063364	0.035917	0.0102786	0.840664	0.0253984	0.00539638	0.0499278	0.0435109	0.00627188	0.00807706	0.0422044	0.0216766	0.0186929	0.0216766	0.0186929	0.0132257	0.0433863	0.063364	0.035917	0.0102786	0.0253984	0.840664	0.00807706	0.0422044	0.068866	0.392896	0.0122869	0.0353632	0.464776	0.0258119	0.100848	0.240718	0.0860617	0.0537242	0.426773	0.0918748	0.267816	0.195578	0.238904	0.297702	0.307531	0.17268	0.226434	0.293355	0.490345	0.79712	1.08374	1.62879	4.72736	0.109355	1.72117e-06	0.00194745	0.119747	3.8783	0.109355	4.72736
10890	-9640.29	-9652.38	12.0862	0.0109058	0.0476879	0.0356151	0.00280201	0.0138816	0.0311169	0.0720294	0.0379924	0.00999276	0.771167	0.0212722	0.0109058	0.0476879	0.0356151	0.00280201	0.00807706	0.0368598	0.0235527	0.0186929	0.0235527	0.0186929	0.0138816	0.0311169	0.0720294	0.0379924	0.00999276	0.0212722	0.771167	0.00807706	0.0368598	0.0587301	0.460854	0.0212773	0.0301583	0.3895	0.0394808	0.100313	0.23944	0.0799051	0.0661639	0.425323	0.0888551	0.273794	0.199135	0.229774	0.297298	0.310752	0.174488	0.21767	0.29709	0.560916	0.836213	1.0796	1.52327	6.72116	0.117655	4.20369e-06	0.00304085	0.143943	3.85301	0.117655	6.72116
