Iteration	Posterior	Likelihood	Prior	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[12]	br_lens[13]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	shape[0]	shape[1]
10900	-9640.55	-9652.68	12.1301	0.0108041	0.0510094	0.0235428	0.00766189	0.0106186	0.0318393	0.0775866	0.036642	0.00998109	0.728584	0.0302102	0.0108041	0.0510094	0.0235428	0.00766189	0.0120465	0.0351701	0.0173046	0.0294912	0.0173046	0.0294912	0.0106186	0.0318393	0.0775866	0.036642	0.00998109	0.0302102	0.728584	0.0120465	0.0351701	0.0685317	0.419004	0.0236731	0.0323866	0.422344	0.0340608	0.0800923	0.240633	0.0969957	0.101137	0.402876	0.0782662	0.261222	0.194527	0.230493	0.313758	0.301966	0.203264	0.207014	0.287756	0.656468	0.882244	1.06912	1.39217	11.6852	0.106004	1.1535e-06	0.0015948	0.110252	3.88815	0.106004	11.6852
10910	-9639.83	-9651.49	11.6594	0.0120094	0.0404872	0.0153688	0.00558971	0.0131608	0.0348293	0.0641691	0.038656	0.00656655	0.83401	0.0254256	0.0120094	0.0404872	0.0153688	0.00558971	0.0059639	0.0341682	0.0166661	0.0294912	0.0166661	0.0294912	0.0131608	0.0348293	0.0641691	0.038656	0.00656655	0.0254256	0.83401	0.0059639	0.0341682	0.0614633	0.388519	0.0268292	0.0300302	0.473389	0.0197692	0.123427	0.234533	0.0776174	0.0846761	0.397832	0.0819146	0.277048	0.190359	0.225555	0.307037	0.309346	0.187327	0.226518	0.276809	0.599898	0.855869	1.07594	1.4683	8.31369	0.0779253	1.04098e-08	0.000151886	0.0415835	3.95826	0.0779253	8.31369
10920	-9641.59	-9651.57	9.97649	0.012612	0.0410961	0.0353966	0.00565664	0.0139625	0.0399177	0.0625296	0.0413089	0.00812548	0.742346	0.0261819	0.012612	0.0410961	0.0353966	0.00565664	0.0084834	0.0421169	0.0166661	0.0175076	0.0166661	0.0175076	0.0139625	0.0399177	0.0625296	0.0413089	0.00812548	0.0261819	0.742346	0.0084834	0.0421169	0.0611976	0.347201	0.0267132	0.0720659	0.464672	0.0281506	0.122808	0.233357	0.0742414	0.0660992	0.403233	0.100262	0.281938	0.179126	0.238213	0.300722	0.301616	0.187323	0.218723	0.292338	0.833395	0.950916	1.0386	1.17709	54.4586	0.121187	5.92322e-06	0.00360822	0.154463	3.84192	0.121187	54.4586
10930	-9640.75	-9653.34	12.5941	0.0118039	0.0483915	0.0275946	0.00554498	0.0129279	0.0383639	0.0775124	0.0396065	0.00687539	0.666483	0.0245625	0.0118039	0.0483915	0.0275946	0.00554498	0.00717033	0.0481174	0.0214442	0.0173785	0.0214442	0.0173785	0.0129279	0.0383639	0.0775124	0.0396065	0.00687539	0.0245625	0.666483	0.00717033	0.0481174	0.0826038	0.428472	0.0243415	0.0543004	0.376432	0.0338504	0.122219	0.233514	0.0742913	0.0661436	0.403504	0.100329	0.287896	0.187299	0.224342	0.300463	0.290858	0.194011	0.213091	0.30204	0.685219	0.894753	1.06505	1.35498	14.1526	0.100718	5.81131e-07	0.00113254	0.0956865	3.90318	0.100718	14.1526
10940	-9635.75	-9647.3	11.5483	0.00949011	0.0476731	0.0421356	0.0132634	0.0109672	0.03374	0.0589454	0.0396678	0.00433526	0.811531	0.0208635	0.00949011	0.0476731	0.0421356	0.0132634	0.0112392	0.0375199	0.0146334	0.0109087	0.0146334	0.0109087	0.0109672	0.03374	0.0589454	0.0396678	0.00433526	0.0208635	0.811531	0.0112392	0.0375199	0.0719964	0.409198	0.0212158	0.0415742	0.427871	0.0281454	0.119878	0.220407	0.0626367	0.062421	0.42819	0.106467	0.285557	0.180056	0.236365	0.298022	0.307181	0.182351	0.226803	0.283664	0.666288	0.886581	1.06777	1.37936	12.4553	0.0861746	5.70774e-08	0.000355403	0.0591779	3.94047	0.0861746	12.4553
10950	-9640.44	-9650.93	10.4983	0.0131912	0.044071	0.0292938	0.00716634	0.0112023	0.0510884	0.0652562	0.0416137	0.00876429	0.927768	0.0237669	0.0131912	0.044071	0.0292938	0.00716634	0.0112392	0.0394591	0.0134996	0.0326535	0.0134996	0.0326535	0.0112023	0.0510884	0.0652562	0.0416137	0.00876429	0.0237669	0.927768	0.0112392	0.0394591	0.0682858	0.415845	0.0133696	0.0558733	0.419931	0.0266948	0.0888416	0.274433	0.0728704	0.064018	0.407334	0.0925023	0.291065	0.189287	0.215876	0.303771	0.320087	0.198455	0.208456	0.273002	0.37597	0.721881	1.08156	1.82059	2.83366	0.084892	4.47711e-08	0.000314802	0.0562726	3.94341	0.084892	2.83366
10960	-9636.89	-9648.19	11.3047	0.0114676	0.0478442	0.0315288	0.00729956	0.00926024	0.0422879	0.0721828	0.0452335	0.0127778	0.799664	0.0238943	0.0114676	0.0478442	0.0315288	0.00729956	0.0134131	0.0410462	0.0172833	0.0237131	0.0172833	0.0237131	0.00926024	0.0422879	0.0721828	0.0452335	0.0127778	0.0238943	0.799664	0.0134131	0.0410462	0.0672132	0.402914	0.0247826	0.0549957	0.413335	0.036759	0.128158	0.223828	0.0646781	0.0594988	0.441734	0.082103	0.287838	0.187188	0.223312	0.301662	0.311538	0.199029	0.211244	0.278189	0.645508	0.877321	1.07057	1.4066	10.9015	0.116438	3.71726e-06	0.00285988	0.140345	3.85679	0.116438	10.9015
10970	-9643.59	-9655.25	11.6637	0.00563227	0.0502876	0.0372797	0.00970001	0.0138719	0.0413308	0.0603749	0.043639	0.00619595	0.829919	0.0215906	0.00563227	0.0502876	0.0372797	0.00970001	0.0148251	0.0341849	0.0199657	0.00670717	0.0199657	0.00670717	0.0138719	0.0413308	0.0603749	0.043639	0.00619595	0.0215906	0.829919	0.0148251	0.0341849	0.0525563	0.407339	0.0162294	0.043003	0.452129	0.0287431	0.117952	0.287415	0.052834	0.0497395	0.376567	0.115492	0.287547	0.192594	0.224357	0.295502	0.328188	0.190005	0.216231	0.265575	0.4762	0.78868	1.08413	1.65099	4.42319	0.0922289	1.63934e-07	0.000601993	0.0736377	3.92576	0.0922289	4.42319
10980	-9638.82	-9649.38	10.5568	0.0126462	0.0475506	0.0454972	0.00885207	0.00763723	0.0503069	0.068459	0.0477353	0.0088615	0.908643	0.0228252	0.0126462	0.0475506	0.0454972	0.00885207	0.00661994	0.0352373	0.0275837	0.0143205	0.0275837	0.0143205	0.00763723	0.0503069	0.068459	0.0477353	0.0088615	0.0228252	0.908643	0.00661994	0.0352373	0.065052	0.413994	0.0120196	0.0465329	0.429891	0.032511	0.118931	0.267829	0.0547399	0.0540834	0.399581	0.104836	0.272861	0.182758	0.23682	0.307561	0.314043	0.186169	0.20997	0.289818	0.395429	0.735914	1.08289	1.78577	3.08096	0.11854	4.5898e-06	0.00317713	0.14657	3.85025	0.11854	3.08096
10990	-9643.48	-9655.02	11.5366	0.00870934	0.0539134	0.0228572	0.00391825	0.0145007	0.0358954	0.0789894	0.0441475	0.0100263	0.81306	0.0200887	0.00870934	0.0539134	0.0228572	0.00391825	0.0127602	0.0281903	0.022011	0.0310829	0.022011	0.0310829	0.0145007	0.0358954	0.0789894	0.0441475	0.0100263	0.0200887	0.81306	0.0127602	0.0281903	0.0789851	0.40903	0.011212	0.0434064	0.438433	0.0189329	0.11753	0.257436	0.0748584	0.0370645	0.406468	0.106643	0.28485	0.181155	0.246226	0.28777	0.309603	0.185275	0.22512	0.280002	0.539749	0.824986	1.0812	1.55406	6.02396	0.105892	1.13762e-06	0.0015838	0.109936	3.88848	0.105892	6.02396
11000	-9647.98	-9658.33	10.3536	0.0168422	0.050181	0.0169703	0.00863225	0.00661736	0.032207	0.0729046	0.0350227	0.00926201	0.950014	0.0230089	0.0168422	0.050181	0.0169703	0.00863225	0.0116489	0.0369753	0.0158414	0.0345199	0.0158414	0.0345199	0.00661736	0.032207	0.0729046	0.0350227	0.00926201	0.0230089	0.950014	0.0116489	0.0369753	0.0816615	0.362239	0.0115919	0.0448773	0.446833	0.0527977	0.11077	0.207395	0.0705039	0.0345469	0.478914	0.0978695	0.272605	0.178003	0.234818	0.314573	0.315246	0.198559	0.207479	0.278716	0.524214	0.816483	1.08219	1.57711	5.57156	0.118794	4.70592e-06	0.00321699	0.147325	3.84945	0.118794	5.57156
11010	-9639.5	-9651.4	11.8963	0.0109672	0.0513054	0.0361317	0.00863225	0.00944937	0.0319218	0.075295	0.041039	0.0140687	0.77566	0.0251539	0.0109672	0.0513054	0.0361317	0.00863225	0.00968218	0.0462345	0.0222852	0.0172952	0.0222852	0.0172952	0.00944937	0.0319218	0.075295	0.041039	0.0140687	0.0251539	0.77566	0.00968218	0.0462345	0.0537766	0.358591	0.0143687	0.0293237	0.512388	0.0315522	0.120676	0.225943	0.0768091	0.068041	0.401909	0.106622	0.275113	0.19063	0.232984	0.301273	0.329034	0.181319	0.229584	0.260063	0.443676	0.768414	1.08438	1.70353	3.81113	0.129499	1.23274e-05	0.00520041	0.179538	3.81525	0.129499	3.81113
11020	-9643.48	-9654.59	11.1134	0.00767272	0.0408469	0.0181105	0.00806661	0.00936831	0.0428337	0.0693224	0.0413354	0.0110667	0.854371	0.0261622	0.00767272	0.0408469	0.0181105	0.00806661	0.00773063	0.0422159	0.0192837	0.0340111	0.0192837	0.0340111	0.00936831	0.0428337	0.0693224	0.0413354	0.0110667	0.0261622	0.854371	0.00773063	0.0422159	0.0660428	0.353414	0.0148441	0.0378332	0.49527	0.0325961	0.117583	0.22993	0.0748403	0.021668	0.447892	0.108087	0.282857	0.195183	0.234565	0.287396	0.341477	0.169156	0.219469	0.269898	0.593756	0.852857	1.07657	1.47682	8.03138	0.111695	2.24388e-06	0.00222306	0.126481	3.87129	0.111695	8.03138
11030	-9639.53	-9650.26	10.7357	0.0096808	0.0529244	0.0141087	0.0108851	0.00646835	0.0350679	0.0761502	0.0385477	0.0117424	0.902901	0.0234935	0.0096808	0.0529244	0.0141087	0.0108851	0.00963422	0.0464103	0.0160412	0.0358098	0.0160412	0.0358098	0.00646835	0.0350679	0.0761502	0.0385477	0.0117424	0.0234935	0.902901	0.00963422	0.0464103	0.0582628	0.45605	0.0146768	0.0267913	0.415065	0.0291533	0.104734	0.238602	0.0785857	0.074832	0.424079	0.0791679	0.280363	0.182519	0.243365	0.293754	0.314991	0.189556	0.223497	0.271956	0.45996	0.778714	1.08437	1.67695	4.10351	0.100864	5.92844e-07	0.00114388	0.0960821	3.90277	0.100864	4.10351
11040	-9642.45	-9653.02	10.5786	0.0108573	0.0457706	0.0170262	0.00664972	0.0101414	0.0380165	0.0641128	0.0389308	0.0130313	0.935002	0.0273709	0.0108573	0.0457706	0.0170262	0.00664972	0.0116133	0.0406566	0.0164	0.0358098	0.0164	0.0358098	0.0101414	0.0380165	0.0641128	0.0389308	0.0130313	0.0273709	0.935002	0.0116133	0.0406566	0.0601532	0.439616	0.0110297	0.0377033	0.427093	0.0244055	0.152522	0.234551	0.0488116	0.0694113	0.41688	0.0778239	0.268488	0.177275	0.236373	0.317864	0.314483	0.176619	0.208243	0.300655	0.386217	0.729342	1.08232	1.80212	2.96094	0.0810333	2.05851e-08	0.00021353	0.0478996	3.95189	0.0810333	2.96094
11050	-9639.25	-9650.2	10.9481	0.0128148	0.0459217	0.0209884	0.00724406	0.00916904	0.0374045	0.0647164	0.0402795	0.010914	0.907709	0.0206284	0.0128148	0.0459217	0.0209884	0.00724406	0.00923538	0.0411311	0.0174545	0.0254725	0.0174545	0.0254725	0.00916904	0.0374045	0.0647164	0.0402795	0.010914	0.0206284	0.907709	0.00923538	0.0411311	0.0704975	0.37812	0.0129265	0.0574573	0.452396	0.0286024	0.0866062	0.229606	0.0477825	0.0810107	0.462438	0.0925562	0.284945	0.173905	0.228501	0.312649	0.301196	0.174873	0.219556	0.304375	0.43125	0.760335	1.08422	1.72419	3.60496	0.107137	1.32435e-06	0.00170864	0.113442	3.88485	0.107137	3.60496
11060	-9650.85	-9662.69	11.8406	0.0117106	0.0415159	0.0225141	0.00617506	0.00591457	0.034266	0.0667555	0.0369241	0.00953471	0.793656	0.0302361	0.0117106	0.0415159	0.0225141	0.00617506	0.0149955	0.0473443	0.0142911	0.0482473	0.0142911	0.0482473	0.00591457	0.034266	0.0667555	0.0369241	0.00953471	0.0302361	0.793656	0.0149955	0.0473443	0.0731597	0.392399	0.0205882	0.059627	0.421328	0.0328982	0.0992816	0.224731	0.0519298	0.0838649	0.444375	0.0958171	0.278861	0.171691	0.243808	0.30564	0.319106	0.185271	0.232612	0.26301	0.401581	0.740234	1.08322	1.77497	3.16422	0.0985618	4.3019e-07	0.000974622	0.0899155	3.90911	0.0985618	3.16422
11070	-9640.62	-9652.57	11.9509	0.0145089	0.0403688	0.0135658	0.00836967	0.0106179	0.0434717	0.0601839	0.0353234	0.00824955	0.777464	0.0246201	0.0145089	0.0403688	0.0135658	0.00836967	0.0125712	0.031037	0.0161582	0.0280449	0.0161582	0.0280449	0.0106179	0.0434717	0.0601839	0.0353234	0.00824955	0.0246201	0.777464	0.0125712	0.031037	0.0741501	0.397711	0.0208669	0.0457928	0.427032	0.0344476	0.0977312	0.221222	0.0895939	0.054049	0.448128	0.0892755	0.272299	0.179787	0.24413	0.303783	0.303191	0.207524	0.217894	0.271391	0.670978	0.888629	1.06711	1.37328	12.8482	0.113132	2.62633e-06	0.0024047	0.130652	3.86694	0.113132	12.8482
11080	-9633.42	-9645.07	11.6513	0.00954214	0.0451734	0.0226447	0.00730864	0.0115508	0.0406138	0.0646963	0.0351902	0.00939807	0.818759	0.0203382	0.00954214	0.0451734	0.0226447	0.00730864	0.00900665	0.0353668	0.0157883	0.0303711	0.0157883	0.0303711	0.0115508	0.0406138	0.0646963	0.0351902	0.00939807	0.0203382	0.818759	0.00900665	0.0353668	0.0723826	0.355262	0.0173174	0.0380034	0.488447	0.028588	0.110067	0.281488	0.0635654	0.0480693	0.396266	0.100544	0.275847	0.17814	0.238272	0.307741	0.296451	0.201376	0.225201	0.276972	0.606114	0.858888	1.07527	1.45973	8.61328	0.102389	7.27303e-07	0.0012668	0.10023	3.8985	0.102389	8.61328
11090	-9636.05	-9648.3	12.2467	0.00841069	0.0462932	0.0143473	0.00852398	0.0137439	0.0356168	0.0621451	0.0385639	0.00723232	0.78217	0.0230412	0.00841069	0.0462932	0.0143473	0.00852398	0.00610148	0.0380252	0.0224814	0.0347745	0.0224814	0.0347745	0.0137439	0.0356168	0.0621451	0.0385639	0.00723232	0.0230412	0.78217	0.00610148	0.0380252	0.0825276	0.44264	0.0190191	0.045843	0.378574	0.0313972	0.100922	0.2581	0.0818815	0.0809656	0.385358	0.0927741	0.279121	0.180254	0.2411	0.299525	0.304711	0.188335	0.223516	0.283438	0.428701	0.758655	1.08417	1.72847	3.56435	0.0982245	4.09931e-07	0.000951426	0.0890226	3.91003	0.0982245	3.56435
11100	-9642.23	-9653	10.7763	0.0102734	0.0551554	0.0113129	0.00776275	0.00857998	0.0353841	0.0715911	0.0364259	0.0116556	0.780938	0.0247971	0.0102734	0.0551554	0.0113129	0.00776275	0.0125075	0.0394283	0.0224008	0.0453249	0.0224008	0.0453249	0.00857998	0.0353841	0.0715911	0.0364259	0.0116556	0.0247971	0.780938	0.0125075	0.0394283	0.0741292	0.401801	0.0170836	0.0290311	0.427197	0.0507588	0.0888058	0.228659	0.0876454	0.0574305	0.434303	0.103156	0.29932	0.184453	0.224768	0.291459	0.322678	0.185861	0.22058	0.27088	0.765216	0.926701	1.05182	1.25626	26.5493	0.109106	1.67211e-06	0.00191954	0.119035	3.87904	0.109106	26.5493
11110	-9638.42	-9650.19	11.7684	0.00892813	0.050118	0.0144437	0.0052959	0.0135123	0.039048	0.0651679	0.0379164	0.00734493	0.767415	0.0209687	0.00892813	0.050118	0.0144437	0.0052959	0.0112538	0.0334858	0.0170745	0.0325857	0.0170745	0.0325857	0.0135123	0.039048	0.0651679	0.0379164	0.00734493	0.0209687	0.767415	0.0112538	0.0334858	0.0658654	0.351614	0.0153677	0.0447084	0.484735	0.0377094	0.109079	0.266374	0.0771564	0.0605826	0.377991	0.108818	0.282989	0.191769	0.228693	0.296549	0.295733	0.178221	0.221728	0.304318	0.706873	0.903804	1.06173	1.32759	16.5196	0.0913749	1.42468e-07	0.00056124	0.0715279	3.92791	0.0913749	16.5196
11120	-9641.02	-9653.31	12.2909	0.0140139	0.0424318	0.0143086	0.00868847	0.00652301	0.0355323	0.0729886	0.0371021	0.00594035	0.737052	0.0237785	0.0140139	0.0424318	0.0143086	0.00868847	0.0112538	0.0393254	0.0164019	0.031597	0.0164019	0.031597	0.00652301	0.0355323	0.0729886	0.0371021	0.00594035	0.0237785	0.737052	0.0112538	0.0393254	0.0900866	0.325276	0.0161566	0.0470035	0.481832	0.0396453	0.101623	0.217556	0.0783222	0.0724722	0.419565	0.110462	0.295449	0.195171	0.214836	0.294543	0.317918	0.191591	0.219622	0.270869	0.654888	0.881539	1.06933	1.39424	11.5675	0.11718	4.00787e-06	0.00296933	0.142537	3.85449	0.11718	11.5675
11130	-9639.24	-9651.68	12.4386	0.0124894	0.0549929	0.0365955	0.00830907	0.0148054	0.0362167	0.0693087	0.0320379	0.00887652	0.713679	0.0231063	0.0124894	0.0549929	0.0365955	0.00830907	0.0112538	0.0435123	0.0170801	0.0176013	0.0170801	0.0176013	0.0148054	0.0362167	0.0693087	0.0320379	0.00887652	0.0231063	0.713679	0.0112538	0.0435123	0.0940958	0.393755	0.0168756	0.0376321	0.429451	0.0281907	0.101387	0.217051	0.0800816	0.072304	0.41897	0.110206	0.297277	0.189427	0.212501	0.300795	0.295335	0.182011	0.245208	0.277446	0.594193	0.853072	1.07653	1.47621	8.05103	0.0953941	2.698e-07	0.000772065	0.08164	3.91759	0.0953941	8.05103
11140	-9634.26	-9646.66	12.3918	0.0144388	0.0460596	0.0293166	0.00919044	0.0107994	0.0336182	0.0611718	0.0374336	0.00795747	0.76785	0.0238904	0.0144388	0.0460596	0.0293166	0.00919044	0.0112538	0.0350584	0.0139336	0.0199107	0.0139336	0.0199107	0.0107994	0.0336182	0.0611718	0.0374336	0.00795747	0.0238904	0.76785	0.0112538	0.0350584	0.0729304	0.452473	0.0195204	0.0228461	0.409933	0.0222969	0.117553	0.229162	0.088294	0.0661336	0.401146	0.0977112	0.27806	0.181444	0.241754	0.298743	0.302964	0.182366	0.230167	0.284503	0.483226	0.7929	1.08396	1.63992	4.57111	0.107384	1.36424e-06	0.00173414	0.114139	3.88413	0.107384	4.57111
11150	-9640.15	-9651.55	11.4032	0.011764	0.0359633	0.036103	0.00491767	0.0149278	0.0322859	0.0595182	0.0436703	0.00623776	0.765601	0.0190419	0.011764	0.0359633	0.036103	0.00491767	0.0117667	0.0434475	0.022286	0.0150929	0.022286	0.0150929	0.0149278	0.0322859	0.0595182	0.0436703	0.00623776	0.0190419	0.765601	0.0117667	0.0434475	0.0790071	0.320018	0.0125629	0.0271516	0.534761	0.0264989	0.118068	0.230166	0.0664977	0.0697365	0.417393	0.0981391	0.27806	0.181444	0.241754	0.298743	0.302081	0.192461	0.231139	0.27432	0.7548	0.922766	1.05369	1.26874	24.214	0.0891719	9.79695e-08	0.000465501	0.0661887	3.93335	0.0891719	24.214
11160	-9638.66	-9649.37	10.7061	0.00841638	0.0414708	0.0217083	0.00491883	0.0105943	0.0424794	0.0578994	0.044909	0.00892069	0.921796	0.024129	0.00841638	0.0414708	0.0217083	0.00491883	0.0103011	0.0366077	0.0177368	0.0305507	0.0177368	0.0305507	0.0105943	0.0424794	0.0578994	0.044909	0.00892069	0.024129	0.921796	0.0103011	0.0366077	0.0952791	0.401742	0.0132791	0.0251892	0.436501	0.0280095	0.115922	0.241753	0.0643058	0.0684689	0.422906	0.0866438	0.277701	0.181573	0.241442	0.299283	0.288	0.197795	0.228848	0.285356	0.545937	0.828311	1.08077	1.54499	6.21752	0.0650324	3.06646e-10	2.60967e-05	0.020015	3.97996	0.0650324	6.21752
11170	-9645.88	-9657.75	11.8726	0.0078124	0.0490044	0.0243566	0.00753429	0.00809225	0.0362923	0.0588476	0.0406076	0.00928783	0.786663	0.0245079	0.0078124	0.0490044	0.0243566	0.00753429	0.0171595	0.0459548	0.0234715	0.0230011	0.0234715	0.0230011	0.00809225	0.0362923	0.0588476	0.0406076	0.00928783	0.0245079	0.786663	0.0171595	0.0459548	0.0871919	0.455027	0.023955	0.0230512	0.377615	0.0331601	0.103787	0.226506	0.0666792	0.0382215	0.41135	0.153456	0.281542	0.176755	0.244782	0.296921	0.287189	0.200053	0.228204	0.284553	0.563773	0.837698	1.07937	1.51916	6.82328	0.09818	4.07317e-07	0.000948392	0.0889049	3.91015	0.09818	6.82328
11180	-9646.65	-9658.28	11.6319	0.0120073	0.0463035	0.0385615	0.0122592	0.0109103	0.0340466	0.0516789	0.0447245	0.0127077	0.820393	0.0250409	0.0120073	0.0463035	0.0385615	0.0122592	0.0070806	0.0283439	0.0243909	0.0146952	0.0243909	0.0146952	0.0109103	0.0340466	0.0516789	0.0447245	0.0127077	0.0250409	0.820393	0.0070806	0.0283439	0.0874884	0.439538	0.0240365	0.0324581	0.3789	0.0375794	0.0971905	0.274551	0.063557	0.0357922	0.385207	0.143703	0.276857	0.190858	0.218969	0.313316	0.281246	0.204865	0.235508	0.278381	0.582118	0.847063	1.07772	1.4931	7.53084	0.0942186	2.25102e-07	0.000705292	0.0786353	3.92066	0.0942186	7.53084
11190	-9637.19	-9648.25	11.0637	0.0123224	0.0614609	0.0351531	0.00876087	0.0099114	0.037226	0.0618866	0.0402489	0.0104078	0.872424	0.0202718	0.0123224	0.0614609	0.0351531	0.00876087	0.0070806	0.0420336	0.0200465	0.015587	0.0200465	0.015587	0.0099114	0.037226	0.0618866	0.0402489	0.0104078	0.0202718	0.872424	0.0070806	0.0420336	0.0780089	0.374399	0.0189467	0.0254535	0.473722	0.0294696	0.126153	0.240758	0.0596195	0.0367739	0.401895	0.134801	0.292618	0.177837	0.22925	0.300295	0.297795	0.200148	0.230085	0.271972	0.48236	0.792382	1.08398	1.64128	4.55255	0.100331	5.51124e-07	0.00110296	0.0946431	3.90425	0.100331	4.55255
11200	-9644.15	-9656.21	12.0612	0.0121772	0.0401645	0.0262265	0.00704253	0.0130721	0.037226	0.073175	0.031576	0.00971663	0.772721	0.0270756	0.0121772	0.0401645	0.0262265	0.00704253	0.00731139	0.0398262	0.0172958	0.0179067	0.0172958	0.0179067	0.0130721	0.037226	0.073175	0.031576	0.00971663	0.0270756	0.772721	0.00731139	0.0398262	0.082208	0.312046	0.0199666	0.0268236	0.527899	0.0310559	0.10463	0.207031	0.104371	0.048138	0.44522	0.0906093	0.273797	0.178429	0.250921	0.296852	0.311757	0.178962	0.22428	0.285001	0.615141	0.863217	1.07426	1.44738	9.07497	0.0886737	8.97822e-08	0.000445645	0.0650025	3.93455	0.0886737	9.07497
11210	-9637.73	-9649.19	11.4661	0.0125776	0.0500568	0.030313	0.0105859	0.0122826	0.0464346	0.0625711	0.0306268	0.00971663	0.806853	0.0237348	0.0125776	0.0500568	0.030313	0.0105859	0.00772312	0.0352906	0.016825	0.0280254	0.016825	0.0280254	0.0122826	0.0464346	0.0625711	0.0306268	0.00971663	0.0237348	0.806853	0.00772312	0.0352906	0.0711491	0.384419	0.0172806	0.0232152	0.462461	0.0414742	0.114876	0.245089	0.0804867	0.0396283	0.414385	0.105534	0.258701	0.202165	0.220315	0.318819	0.310554	0.197981	0.216434	0.275031	0.643059	0.876209	1.07088	1.40985	10.7364	0.108432	1.54535e-06	0.00184547	0.117114	3.88104	0.108432	10.7364
11220	-9643.06	-9654.58	11.5195	0.0100458	0.0594431	0.0250449	0.0105859	0.0150127	0.0394774	0.0642886	0.0464665	0.0106204	0.813764	0.0267725	0.0100458	0.0594431	0.0250449	0.0105859	0.0130228	0.0401629	0.0156337	0.0248988	0.0156337	0.0248988	0.0150127	0.0394774	0.0642886	0.0464665	0.0106204	0.0267725	0.813764	0.0130228	0.0401629	0.063559	0.451731	0.0203064	0.0272802	0.388387	0.0487364	0.112017	0.238989	0.0784834	0.0550778	0.42649	0.088943	0.252539	0.212365	0.230374	0.304723	0.317821	0.191936	0.221056	0.269187	0.414779	0.749322	1.08378	1.75212	3.35192	0.101274	6.2674e-07	0.00117609	0.0971932	3.90163	0.101274	3.35192
11230	-9640.25	-9651.34	11.0947	0.0115175	0.0462498	0.0343096	0.00608192	0.00734181	0.0254796	0.0696545	0.0347575	0.00913922	0.884123	0.0224973	0.0115175	0.0462498	0.0343096	0.00608192	0.0137765	0.0407183	0.0151075	0.0248988	0.0151075	0.0248988	0.00734181	0.0254796	0.0696545	0.0347575	0.00913922	0.0224973	0.884123	0.0137765	0.0407183	0.0663592	0.417684	0.021201	0.028482	0.440208	0.026066	0.101944	0.292078	0.0670597	0.0501251	0.400755	0.0880379	0.273816	0.200646	0.234716	0.290821	0.310602	0.193967	0.223395	0.272035	0.530598	0.820005	1.08181	1.56759	5.75194	0.114335	2.98735e-06	0.00256434	0.134166	3.86327	0.114335	5.75194
11240	-9641.47	-9653.33	11.8586	0.00890847	0.0422536	0.0521543	0.0080458	0.0100593	0.0427746	0.0763473	0.0347941	0.013434	0.774259	0.0240262	0.00890847	0.0422536	0.0521543	0.0080458	0.00544452	0.0335831	0.0189908	0.00299301	0.0189908	0.00299301	0.0100593	0.0427746	0.0763473	0.0347941	0.013434	0.0240262	0.774259	0.00544452	0.0335831	0.0669868	0.415155	0.0208451	0.0245883	0.441695	0.0307303	0.102012	0.240141	0.07803	0.0444671	0.450576	0.0847739	0.277488	0.198485	0.236338	0.287689	0.31489	0.194207	0.214794	0.27611	0.631736	0.871011	1.0723	1.42495	10.016	0.0888299	9.2282e-08	0.000451801	0.0653735	3.93417	0.0888299	10.016
11250	-9641.29	-9652.07	10.7865	0.00818963	0.0500119	0.0514625	0.00832824	0.0144073	0.0377773	0.0720111	0.0371849	0.00780662	0.871539	0.0337531	0.00818963	0.0500119	0.0514625	0.00832824	0.0133766	0.0412843	0.024989	0.00380315	0.024989	0.00380315	0.0144073	0.0377773	0.0720111	0.0371849	0.00780662	0.0337531	0.871539	0.0133766	0.0412843	0.0732675	0.424884	0.0200905	0.0236982	0.428441	0.0296179	0.087441	0.236787	0.07694	0.0544901	0.423969	0.120373	0.263409	0.188414	0.241875	0.306302	0.287279	0.189748	0.230565	0.292409	0.534693	0.822244	1.08154	1.56152	5.87166	0.104324	9.34636e-07	0.00143579	0.105562	3.893	0.104324	5.87166
