Iteration	Posterior	Likelihood	Prior	sf[0]	sf[1]	sf[2]	sf[3]	er[0]	er[1]	er[2]	er[3]	er[4]	er[5]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	norm_gamma_rates[0]	norm_gamma_rates[1]	norm_gamma_rates[2]	norm_gamma_rates[3]	shape
28710	-9883.78	-9895.05	11.2676	0.282268	0.203771	0.234243	0.279717	0.129212	0.254469	0.0542831	0.0450723	0.437187	0.0797767	0.0396928	0.0126574	0.0239022	0.550297	0.00743889	0.054241	0.0417763	0.0361556	0.0104032	0.0111521	0.0384993	0.0131905	0.0283902	0.0194124	0.00898672	0.00743889	0.054241	0.0417763	0.0361556	0.0104032	0.0111521	0.0384993	0.0131905	0.0283902	0.0194124	0.00898672	0.0396928	0.0126574	0.0239022	0.550297	0.0592306	0.328244	0.895624	2.7169	0.629437
28720	-9888.9	-9900.34	11.4464	0.2745	0.198163	0.244728	0.282608	0.133021	0.253619	0.0541018	0.0440206	0.435727	0.0795102	0.0483573	0.00845409	0.027297	0.510574	0.0065531	0.0626408	0.0522199	0.0396619	0.0102144	0.00864773	0.0326559	0.013464	0.0387079	0.0102133	0.00848513	0.0065531	0.0626408	0.0522199	0.0396619	0.0102144	0.00864773	0.0326559	0.013464	0.0387079	0.0102133	0.00848513	0.0483573	0.00845409	0.027297	0.510574	0.0664323	0.345827	0.910586	2.67715	0.663579
28730	-9888.8	-9900.49	11.686	0.290707	0.180243	0.234684	0.294366	0.126246	0.283844	0.0549192	0.0459767	0.408302	0.0807116	0.0427406	0.0114352	0.0166309	0.537086	0.00584369	0.0638925	0.0351347	0.0270576	0.0130813	0.00646123	0.0341961	0.0115737	0.025794	0.0177533	0.00589915	0.00584369	0.0638925	0.0351347	0.0270576	0.0130813	0.00646123	0.0341961	0.0115737	0.025794	0.0177533	0.00589915	0.0427406	0.0114352	0.0166309	0.537086	0.0501179	0.304077	0.873701	2.7721	0.585432
28740	-9881.58	-9893.11	11.5323	0.289577	0.185979	0.234674	0.28977	0.127247	0.274958	0.0553547	0.0521473	0.41154	0.078753	0.0352613	0.0114352	0.0270018	0.531835	0.00894366	0.0552915	0.035331	0.0357163	0.0122941	0.00667508	0.0365138	0.0174208	0.0295197	0.0196317	0.00659798	0.00894366	0.0552915	0.035331	0.0357163	0.0122941	0.00667508	0.0365138	0.0174208	0.0295197	0.0196317	0.00659798	0.0352613	0.0114352	0.0270018	0.531835	0.0699919	0.354098	0.917354	2.65856	0.680326
28750	-9883.12	-9895.19	12.0704	0.283754	0.189543	0.239171	0.287532	0.122921	0.265714	0.0561647	0.0550764	0.417562	0.0825619	0.0406982	0.0113618	0.0172739	0.467226	0.00725808	0.0581737	0.0442735	0.0484508	0.0103996	0.0107934	0.0321473	0.0142603	0.0341019	0.0114795	0.00788909	0.00725808	0.0581737	0.0442735	0.0484508	0.0103996	0.0107934	0.0321473	0.0142603	0.0341019	0.0114795	0.00788909	0.0406982	0.0113618	0.0172739	0.467226	0.0645384	0.341318	0.906825	2.68732	0.654639
28760	-9891.5	-9902.67	11.1678	0.296122	0.181611	0.2416	0.280666	0.123237	0.245974	0.0633937	0.0488404	0.443227	0.0753269	0.0417256	0.011617	0.0193288	0.52982	0.00769033	0.060594	0.0457506	0.048872	0.0061861	0.0112778	0.0338253	0.0229894	0.0432472	0.0118399	0.0109058	0.00769033	0.060594	0.0457506	0.048872	0.0061861	0.0112778	0.0338253	0.0229894	0.0432472	0.0118399	0.0109058	0.0417256	0.011617	0.0193288	0.52982	0.0807056	0.37756	0.935658	2.60608	0.730473
28770	-9889.06	-9900.33	11.2731	0.282258	0.181809	0.251184	0.284749	0.109027	0.278159	0.049048	0.0467994	0.43806	0.0789066	0.0413549	0.0126287	0.0232473	0.529518	0.00711885	0.0639456	0.0357291	0.036726	0.0106115	0.007147	0.0475893	0.0241499	0.0318764	0.0148425	0.00896867	0.00711885	0.0639456	0.0357291	0.036726	0.0106115	0.007147	0.0475893	0.0241499	0.0318764	0.0148425	0.00896867	0.0413549	0.0126287	0.0232473	0.529518	0.0674751	0.348277	0.912609	2.67164	0.668493
28780	-9887.44	-9898.66	11.2194	0.274829	0.177024	0.244572	0.303575	0.109251	0.269914	0.0496765	0.0607269	0.43262	0.077811	0.0459393	0.00687817	0.0214559	0.548333	0.00749543	0.0639456	0.044749	0.036726	0.0111191	0.0104638	0.0380845	0.0201614	0.0256707	0.0134203	0.00635299	0.00749543	0.0639456	0.044749	0.036726	0.0111191	0.0104638	0.0380845	0.0201614	0.0256707	0.0134203	0.00635299	0.0459393	0.00687817	0.0214559	0.548333	0.0688243	0.351413	0.915176	2.66459	0.67484
28790	-9886.81	-9898.48	11.6716	0.288643	0.193787	0.228077	0.289493	0.129421	0.244817	0.046115	0.0563731	0.451041	0.0722324	0.0347513	0.00955708	0.024431	0.537637	0.00906226	0.0589171	0.0391862	0.0228684	0.0103063	0.0055281	0.0318963	0.0134302	0.0258539	0.0238539	0.00861349	0.00906226	0.0589171	0.0391862	0.0228684	0.0103063	0.0055281	0.0318963	0.0134302	0.0258539	0.0238539	0.00861349	0.0347513	0.00955708	0.024431	0.537637	0.055121	0.317638	0.886203	2.74104	0.60973
28800	-9889.5	-9901.07	11.5755	0.286223	0.1882	0.233516	0.292062	0.126457	0.250508	0.0547858	0.055082	0.432023	0.081144	0.0271108	0.0103481	0.0242622	0.519079	0.0079056	0.0649136	0.0505339	0.0330872	0.0112222	0.00708289	0.0451624	0.00923861	0.0201852	0.0229141	0.0116945	0.0079056	0.0649136	0.0505339	0.0330872	0.0112222	0.00708289	0.0451624	0.00923861	0.0201852	0.0229141	0.0116945	0.0271108	0.0103481	0.0242622	0.519079	0.0874997	0.39147	0.945913	2.57512	0.762227
28810	-9885.34	-9897.61	12.2721	0.282163	0.186962	0.231979	0.298896	0.107426	0.272597	0.0597153	0.0593804	0.405071	0.0958097	0.0419072	0.0104968	0.0190468	0.460625	0.011848	0.059353	0.0432527	0.034236	0.00960951	0.00731406	0.0271238	0.0156355	0.0305531	0.0165092	0.00695955	0.011848	0.059353	0.0432527	0.034236	0.00960951	0.00731406	0.0271238	0.0156355	0.0305531	0.0165092	0.00695955	0.0419072	0.0104968	0.0190468	0.460625	0.113467	0.439215	0.977975	2.46934	0.884954
28820	-9889.85	-9901.71	11.8621	0.284746	0.177171	0.250739	0.287344	0.122142	0.259541	0.0592142	0.0588822	0.406209	0.0940119	0.0410287	0.0112292	0.0164064	0.478313	0.00860781	0.0673504	0.0426966	0.0354981	0.0128389	0.0125067	0.0386608	0.0184157	0.0394631	0.00819394	0.00517957	0.00860781	0.0673504	0.0426966	0.0354981	0.0128389	0.0125067	0.0386608	0.0184157	0.0394631	0.00819394	0.00517957	0.0410287	0.0112292	0.0164064	0.478313	0.0742612	0.363691	0.924995	2.63705	0.700342
28830	-9887.64	-9898.37	10.7354	0.282841	0.177831	0.251672	0.287656	0.115336	0.249529	0.0561214	0.0566109	0.446052	0.0763507	0.0421889	0.0109813	0.0213281	0.571087	0.00815349	0.066163	0.0466173	0.0424654	0.00956533	0.0100818	0.0404923	0.0256848	0.0321723	0.0179261	0.00410482	0.00815349	0.066163	0.0466173	0.0424654	0.00956533	0.0100818	0.0404923	0.0256848	0.0321723	0.0179261	0.00410482	0.0421889	0.0109813	0.0213281	0.571087	0.0765554	0.368709	0.928905	2.62583	0.711076
28840	-9889.59	-9900.49	10.8933	0.273583	0.20203	0.236563	0.287824	0.122977	0.257744	0.050357	0.0349728	0.455084	0.0788645	0.0474358	0.0128929	0.0241796	0.542729	0.0102176	0.0709142	0.0406791	0.0394556	0.0129898	0.0104973	0.0395635	0.0181882	0.0371342	0.0212189	0.00544387	0.0102176	0.0709142	0.0406791	0.0394556	0.0129898	0.0104973	0.0395635	0.0181882	0.0371342	0.0212189	0.00544387	0.0474358	0.0128929	0.0241796	0.542729	0.0627654	0.337024	0.903196	2.69701	0.646247
28850	-9889.99	-9901.57	11.5713	0.279272	0.197237	0.241483	0.282008	0.137472	0.23028	0.0464034	0.0529831	0.454158	0.0787039	0.0336816	0.0103371	0.0160039	0.516072	0.0088451	0.0578763	0.0430396	0.0359124	0.0129898	0.0129229	0.0328429	0.0191612	0.0389437	0.0165898	0.0105947	0.0088451	0.0578763	0.0430396	0.0359124	0.0129898	0.0129229	0.0328429	0.0191612	0.0389437	0.0165898	0.0105947	0.0336816	0.0103371	0.0160039	0.516072	0.0599178	0.329975	0.897133	2.71297	0.632714
28860	-9890.01	-9901.86	11.8498	0.297162	0.174316	0.237959	0.290563	0.139899	0.222001	0.0618874	0.0609498	0.431427	0.0838358	0.0331432	0.0111737	0.0253602	0.472071	0.00854085	0.0623813	0.045544	0.0403465	0.0125943	0.00713591	0.0372336	0.0179325	0.0295754	0.0226746	0.0118971	0.00854085	0.0623813	0.045544	0.0403465	0.0125943	0.00713591	0.0372336	0.0179325	0.0295754	0.0226746	0.0118971	0.0331432	0.0111737	0.0253602	0.472071	0.0748457	0.364978	0.926003	2.63417	0.703077
28870	-9884.56	-9895.69	11.1241	0.288346	0.180721	0.239044	0.291889	0.126716	0.251574	0.0621133	0.0611723	0.429868	0.0685565	0.0364208	0.0111737	0.0227392	0.561356	0.0121687	0.0633668	0.0452295	0.0263987	0.0112419	0.0112395	0.0361964	0.0217084	0.025788	0.0196806	0.00558972	0.0121687	0.0633668	0.0452295	0.0263987	0.0112419	0.0112395	0.0361964	0.0217084	0.025788	0.0196806	0.00558972	0.0364208	0.0111737	0.0227392	0.561356	0.0698311	0.35373	0.917056	2.65938	0.679571
28880	-9883.48	-9894.65	11.1705	0.280339	0.193475	0.239181	0.287005	0.110161	0.264863	0.0503138	0.0576121	0.45745	0.0595996	0.0372818	0.0118384	0.0194344	0.542055	0.00872157	0.0653269	0.0510268	0.0362119	0.0112207	0.0121537	0.0391974	0.0154569	0.0312901	0.0195004	0.00498511	0.00872157	0.0653269	0.0510268	0.0362119	0.0112207	0.0121537	0.0391974	0.0154569	0.0312901	0.0195004	0.00498511	0.0372818	0.0118384	0.0194344	0.542055	0.0678935	0.349253	0.913411	2.66944	0.670462
28890	-9887.5	-9898.91	11.4082	0.289956	0.193442	0.231546	0.285055	0.126999	0.247494	0.0487419	0.0538341	0.427452	0.0954797	0.0339073	0.00957722	0.0255976	0.525247	0.00718749	0.0597985	0.0408122	0.030274	0.0154386	0.0146499	0.0432409	0.0154569	0.0298349	0.0185842	0.0124695	0.00718749	0.0597985	0.0408122	0.030274	0.0154386	0.0146499	0.0432409	0.0154569	0.0298349	0.0185842	0.0124695	0.0339073	0.00957722	0.0255976	0.525247	0.0617445	0.334519	0.901056	2.70268	0.641403
28900	-9883.09	-9895.25	12.1633	0.284349	0.190733	0.227069	0.297849	0.108646	0.273334	0.0509955	0.065704	0.401426	0.0998943	0.0357295	0.00817352	0.0236105	0.46392	0.00804478	0.0574159	0.0392078	0.0369339	0.013099	0.00846893	0.0377856	0.0179363	0.0336896	0.0169795	0.00473127	0.00804478	0.0574159	0.0392078	0.0369339	0.013099	0.00846893	0.0377856	0.0179363	0.0336896	0.0169795	0.00473127	0.0357295	0.00817352	0.0236105	0.46392	0.097416	0.410627	0.959346	2.53261	0.808735
28910	-9891.39	-9903.47	12.0784	0.281007	0.174123	0.240559	0.304311	0.131732	0.240448	0.0499725	0.0715872	0.424515	0.0817455	0.0352586	0.0138794	0.0220231	0.477944	0.00479489	0.0534338	0.039923	0.0436082	0.00698983	0.00884088	0.0367606	0.0134175	0.0282156	0.0244475	0.00514672	0.00479489	0.0534338	0.039923	0.0436082	0.00698983	0.00884088	0.0367606	0.0134175	0.0282156	0.0244475	0.00514672	0.0352586	0.0138794	0.0220231	0.477944	0.0774912	0.37073	0.930462	2.62132	0.715451
28920	-9891.84	-9902.61	10.7712	0.286892	0.177098	0.226855	0.309155	0.12445	0.269811	0.0349532	0.0482431	0.458215	0.0643276	0.0436472	0.0113737	0.0228708	0.57331	0.0136634	0.0542121	0.0447684	0.0407393	0.0093648	0.0126395	0.0366254	0.0169145	0.0291857	0.0281942	0.00875351	0.0136634	0.0542121	0.0447684	0.0407393	0.0093648	0.0126395	0.0366254	0.0169145	0.0291857	0.0281942	0.00875351	0.0436472	0.0113737	0.0228708	0.57331	0.0419316	0.280066	0.850219	2.82778	0.544645
28930	-9888.52	-9899.61	11.0849	0.294265	0.183487	0.221896	0.300353	0.11111	0.267473	0.0352771	0.0618139	0.45534	0.0689865	0.0444306	0.0110853	0.02509	0.552069	0.00853265	0.0604043	0.0388157	0.0316149	0.0125035	0.0142002	0.035616	0.0176379	0.02383	0.0281942	0.0106142	0.00853265	0.0604043	0.0388157	0.0316149	0.0125035	0.0142002	0.035616	0.0176379	0.02383	0.0281942	0.0106142	0.0444306	0.0110853	0.02509	0.552069	0.0522888	0.310054	0.879276	2.75838	0.596023
28940	-9883.87	-9895.02	11.1501	0.294357	0.186813	0.226556	0.292274	0.104532	0.26713	0.0562287	0.0624216	0.437956	0.0717322	0.0379178	0.0127003	0.0154553	0.567965	0.00621728	0.0581667	0.0462639	0.0301473	0.00911304	0.0138992	0.0358641	0.0180227	0.0242331	0.0250473	0.00707356	0.00621728	0.0581667	0.0462639	0.0301473	0.00911304	0.0138992	0.0358641	0.0180227	0.0242331	0.0250473	0.00707356	0.0379178	0.0127003	0.0154553	0.567965	0.0534916	0.313304	0.882264	2.75094	0.601858
28950	-9887.04	-9898.53	11.4859	0.297008	0.197541	0.222611	0.282839	0.0977093	0.257689	0.0479423	0.0754796	0.4354	0.0857796	0.0459756	0.0114359	0.0190774	0.513892	0.00846749	0.0582772	0.0417655	0.0476109	0.00978864	0.00600541	0.0397298	0.0165664	0.0242908	0.025428	0.00606304	0.00846749	0.0582772	0.0417655	0.0476109	0.00978864	0.00600541	0.0397298	0.0165664	0.0242908	0.025428	0.00606304	0.0459756	0.0114359	0.0190774	0.513892	0.058806	0.327169	0.894683	2.71934	0.62741
28960	-9886.51	-9897.27	10.7619	0.302291	0.19159	0.224659	0.28146	0.101619	0.267876	0.047259	0.0433295	0.45536	0.0845571	0.0415727	0.0137876	0.0250522	0.581952	0.00968184	0.0719831	0.041402	0.0380914	0.0120804	0.0070017	0.0336238	0.0169549	0.0263612	0.0185642	0.00840716	0.00968184	0.0719831	0.041402	0.0380914	0.0120804	0.0070017	0.0336238	0.0169549	0.0263612	0.0185642	0.00840716	0.0415727	0.0137876	0.0250522	0.581952	0.0698793	0.35384	0.917146	2.65913	0.679798
28970	-9886.33	-9897.34	11.0068	0.275027	0.199076	0.233438	0.292459	0.104989	0.276892	0.0488497	0.0447879	0.437078	0.0874031	0.0520642	0.00992057	0.023853	0.562485	0.00664179	0.0653126	0.0453783	0.0347179	0.00864712	0.00990868	0.0354718	0.0118644	0.0347536	0.0154681	0.0059727	0.00664179	0.0653126	0.0453783	0.0347179	0.00864712	0.00990868	0.0354718	0.0118644	0.0347536	0.0154681	0.0059727	0.0520642	0.00992057	0.023853	0.562485	0.0517377	0.308551	0.877883	2.76183	0.593341
28980	-9884.62	-9895.59	10.9652	0.276338	0.194984	0.23647	0.292207	0.114569	0.26446	0.0498298	0.0456866	0.436297	0.0891569	0.0327177	0.0108148	0.0239859	0.585878	0.00882669	0.0545715	0.0411282	0.0326433	0.0110783	0.0087669	0.0426868	0.012094	0.0385071	0.0171582	0.00548188	0.00882669	0.0545715	0.0411282	0.0326433	0.0110783	0.0087669	0.0426868	0.012094	0.0385071	0.0171582	0.00548188	0.0327177	0.0108148	0.0239859	0.585878	0.0633706	0.338498	0.904447	2.69369	0.649114
28990	-9885.7	-9896.8	11.1007	0.278364	0.189083	0.238204	0.294349	0.115244	0.266036	0.0501268	0.0516847	0.44088	0.076028	0.0399262	0.0106392	0.0257334	0.533973	0.012177	0.0613472	0.0420366	0.0505891	0.0110783	0.00879623	0.0464815	0.0142852	0.0389957	0.0108849	0.00625732	0.012177	0.0613472	0.0420366	0.0505891	0.0110783	0.00879623	0.0464815	0.0142852	0.0389957	0.0108849	0.00625732	0.0399262	0.0106392	0.0257334	0.533973	0.0462085	0.292919	0.86301	2.79786	0.566141
29000	-9886.31	-9897.38	11.0661	0.281018	0.18344	0.225398	0.310143	0.125431	0.270584	0.0553208	0.0522946	0.419041	0.0773278	0.0369453	0.0106732	0.0165423	0.581062	0.00944663	0.0500319	0.0407893	0.0382113	0.0113137	0.00892181	0.0391425	0.0196092	0.0354235	0.0101333	0.00785485	0.00944663	0.0500319	0.0407893	0.0382113	0.0113137	0.00892181	0.0391425	0.0196092	0.0354235	0.0101333	0.00785485	0.0369453	0.0106732	0.0165423	0.581062	0.0695769	0.353147	0.916584	2.66069	0.678377
29010	-9884.95	-9896.79	11.8392	0.283599	0.187727	0.23668	0.291994	0.127662	0.288799	0.0413034	0.0370367	0.426495	0.0787033	0.0328882	0.0101593	0.0250068	0.505789	0.010038	0.0635241	0.041404	0.0335633	0.00687528	0.00512397	0.0341412	0.0155339	0.0339361	0.0129579	0.00785485	0.010038	0.0635241	0.041404	0.0335633	0.00687528	0.00512397	0.0341412	0.0155339	0.0339361	0.0129579	0.00785485	0.0328882	0.0101593	0.0250068	0.505789	0.0692681	0.352437	0.916008	2.66229	0.676926
29020	-9885.57	-9896.68	11.1072	0.27823	0.18926	0.238132	0.294378	0.121145	0.277655	0.0397097	0.0356076	0.450216	0.0756664	0.0436243	0.0104783	0.0224862	0.554618	0.00623755	0.0671515	0.0510092	0.0358695	0.010663	0.00940234	0.0363672	0.0114455	0.0280127	0.0188813	0.00597535	0.00623755	0.0671515	0.0510092	0.0358695	0.010663	0.00940234	0.0363672	0.0114455	0.0280127	0.0188813	0.00597535	0.0436243	0.0104783	0.0224862	0.554618	0.0599183	0.329977	0.897134	2.71297	0.632716
29030	-9886.9	-9898.75	11.8493	0.279742	0.190288	0.236674	0.293297	0.126706	0.262195	0.0459688	0.0439947	0.443074	0.0780615	0.0270175	0.0115409	0.020191	0.50775	0.0100583	0.0493827	0.043025	0.0364947	0.0114666	0.0128499	0.0352021	0.0181365	0.0305127	0.0192438	0.00549935	0.0100583	0.0493827	0.043025	0.0364947	0.0114666	0.0128499	0.0352021	0.0181365	0.0305127	0.0192438	0.00549935	0.0270175	0.0115409	0.020191	0.50775	0.044955	0.289226	0.859389	2.80643	0.559888
29040	-9895.13	-9905.73	10.5995	0.285726	0.19042	0.235708	0.288147	0.113278	0.246261	0.0573524	0.0600947	0.452054	0.0709606	0.0272925	0.00904583	0.0292743	0.593698	0.00943429	0.0570326	0.0394823	0.0517572	0.0109699	0.0128499	0.0355271	0.0131718	0.0289777	0.0305271	0.0144155	0.00943429	0.0570326	0.0394823	0.0517572	0.0109699	0.0128499	0.0355271	0.0131718	0.0289777	0.0305271	0.0144155	0.0272925	0.00904583	0.0292743	0.593698	0.040948	0.277004	0.847093	2.83495	0.539632
29050	-9889.77	-9901	11.2214	0.288063	0.185796	0.23838	0.287761	0.110285	0.262219	0.0447276	0.0615355	0.449781	0.071452	0.0409596	0.00913493	0.0169438	0.53515	0.0100853	0.0622658	0.0480555	0.0435367	0.00794253	0.0112264	0.035984	0.0258248	0.027401	0.0203511	0.00559014	0.0100853	0.0622658	0.0480555	0.0435367	0.00794253	0.0112264	0.035984	0.0258248	0.027401	0.0203511	0.00559014	0.0409596	0.00913493	0.0169438	0.53515	0.0745347	0.364294	0.925468	2.6357	0.701622
29060	-9885.7	-9897.26	11.5577	0.295054	0.183972	0.236039	0.284936	0.106748	0.242703	0.0511271	0.0634799	0.463993	0.0719486	0.040217	0.0122361	0.0251336	0.518006	0.0108285	0.0565597	0.0381828	0.0433107	0.00897357	0.0138083	0.027792	0.020634	0.0296298	0.015631	0.00651737	0.0108285	0.0565597	0.0381828	0.0433107	0.00897357	0.0138083	0.027792	0.020634	0.0296298	0.015631	0.00651737	0.040217	0.0122361	0.0251336	0.518006	0.047992	0.298075	0.867997	2.78594	0.574979
29070	-9886.53	-9897.91	11.3755	0.287126	0.175572	0.250341	0.28696	0.107101	0.249172	0.0512125	0.063586	0.464769	0.0641594	0.0391272	0.00990884	0.0197882	0.536576	0.00727272	0.0717958	0.0413299	0.0279895	0.00911954	0.0111207	0.0340309	0.0206974	0.025729	0.0219928	0.00878643	0.00727272	0.0717958	0.0413299	0.0279895	0.00911954	0.0111207	0.0340309	0.0206974	0.025729	0.0219928	0.00878643	0.0391272	0.00990884	0.0197882	0.536576	0.0652602	0.343045	0.908272	2.68342	0.658049
29080	-9884.34	-9895.8	11.4581	0.278582	0.189672	0.238048	0.293698	0.117937	0.271937	0.0460023	0.0551268	0.438346	0.0706506	0.0396482	0.00985783	0.025168	0.535472	0.00932911	0.0525689	0.0412787	0.0408158	0.00788312	0.0153703	0.0373351	0.0159607	0.0330676	0.00949493	0.00369336	0.00932911	0.0525689	0.0412787	0.0408158	0.00788312	0.0153703	0.0373351	0.0159607	0.0330676	0.00949493	0.00369336	0.0396482	0.00985783	0.025168	0.535472	0.0676896	0.348778	0.913021	2.67051	0.669502
29090	-9891.15	-9903.17	12.0152	0.279312	0.193789	0.240598	0.2863	0.118321	0.271977	0.0459655	0.0704997	0.407918	0.085319	0.0319167	0.009779	0.0215536	0.481964	0.00790396	0.0657952	0.0415342	0.0249016	0.0114934	0.016211	0.0410434	0.010324	0.0404163	0.0103899	0.0061645	0.00790396	0.0657952	0.0415342	0.0249016	0.0114934	0.016211	0.0410434	0.010324	0.0404163	0.0103899	0.0061645	0.0319167	0.009779	0.0215536	0.481964	0.0612273	0.333241	0.899958	2.70557	0.638946
29100	-9883.37	-9894.8	11.4281	0.291137	0.182996	0.237159	0.288707	0.120237	0.254426	0.0470921	0.0527443	0.426428	0.0990716	0.0423123	0.011281	0.0248208	0.5216	0.00570416	0.0651396	0.0421958	0.0358489	0.00820967	0.0103416	0.0399521	0.0180772	0.0225366	0.0226762	0.00939029	0.00570416	0.0651396	0.0421958	0.0358489	0.00820967	0.0103416	0.0399521	0.0180772	0.0225366	0.0226762	0.00939029	0.0423123	0.011281	0.0248208	0.5216	0.0620125	0.335179	0.901621	2.70119	0.642676
29110	-9886.69	-9898.7	12.0145	0.278303	0.187574	0.243091	0.291031	0.124187	0.280943	0.0484758	0.0378653	0.417571	0.0909583	0.0419332	0.00729996	0.0203635	0.480389	0.00548356	0.0581272	0.0470291	0.0403498	0.00864485	0.00797893	0.0378604	0.0172063	0.0253204	0.0179652	0.00483625	0.00548356	0.0581272	0.0470291	0.0403498	0.00864485	0.00797893	0.0378604	0.0172063	0.0253204	0.0179652	0.00483625	0.0419332	0.00729996	0.0203635	0.480389	0.0899486	0.39632	0.949388	2.56434	0.773687
29120	-9881.99	-9892.5	10.5057	0.274866	0.187673	0.243407	0.294053	0.124929	0.260329	0.0554206	0.045095	0.443064	0.0711622	0.0403603	0.009748	0.0216054	0.62029	0.00830768	0.0606017	0.0394108	0.0379637	0.00958098	0.0103033	0.0357376	0.0192751	0.0311835	0.0204834	0.00781151	0.00830768	0.0606017	0.0394108	0.0379637	0.00958098	0.0103033	0.0357376	0.0192751	0.0311835	0.0204834	0.00781151	0.0403603	0.009748	0.0216054	0.62029	0.0478295	0.29761	0.86755	2.78701	0.574177
29130	-9892.46	-9904.58	12.1214	0.304752	0.177684	0.244432	0.273132	0.10881	0.230881	0.059273	0.0510649	0.473862	0.0761088	0.0392612	0.0109092	0.0214632	0.46657	0.0131143	0.0559954	0.0449296	0.0324074	0.00899297	0.0072351	0.048345	0.0103197	0.0205442	0.0224493	0.00781151	0.0131143	0.0559954	0.0449296	0.0324074	0.00899297	0.0072351	0.048345	0.0103197	0.0205442	0.0224493	0.00781151	0.0392612	0.0109092	0.0214632	0.46657	0.0789621	0.373877	0.932869	2.61429	0.722326
29140	-9896.4	-9907.66	11.2598	0.299392	0.178099	0.247622	0.274886	0.136352	0.224201	0.0481989	0.0478101	0.449826	0.093612	0.036686	0.0114346	0.023226	0.532339	0.0056732	0.0567176	0.0518134	0.0412369	0.0120611	0.00990039	0.0353476	0.0271899	0.0163693	0.0278175	0.00858102	0.0056732	0.0567176	0.0518134	0.0412369	0.0120611	0.00990039	0.0353476	0.0271899	0.0163693	0.0278175	0.00858102	0.036686	0.0114346	0.023226	0.532339	0.0839544	0.384297	0.940679	2.59107	0.745653
29150	-9891.46	-9903.51	12.0464	0.283357	0.182288	0.253441	0.280914	0.144139	0.22757	0.0504288	0.0515095	0.470637	0.055716	0.0370379	0.0122107	0.0214419	0.479023	0.00811165	0.0605207	0.0395532	0.0354438	0.0125297	0.00510382	0.0370019	0.0175567	0.0207203	0.0268448	0.00501852	0.00811165	0.0605207	0.0395532	0.0354438	0.0125297	0.00510382	0.0370019	0.0175567	0.0207203	0.0268448	0.00501852	0.0370379	0.0122107	0.0214419	0.479023	0.0674331	0.348179	0.912528	2.67186	0.668295
29160	-9888.64	-9900.67	12.0363	0.287158	0.18701	0.256841	0.268992	0.116642	0.259925	0.0488745	0.049922	0.443222	0.0814149	0.0414768	0.00964001	0.0214419	0.478247	0.00999107	0.0620606	0.0449335	0.0326103	0.00884866	0.0109623	0.0315342	0.0136888	0.0238504	0.025762	0.00405413	0.00999107	0.0620606	0.0449335	0.0326103	0.00884866	0.0109623	0.0315342	0.0136888	0.0238504	0.025762	0.00405413	0.0414768	0.00964001	0.0214419	0.478247	0.0687816	0.351314	0.915095	2.66481	0.674639
29170	-9883.94	-9895.1	11.162	0.276328	0.185637	0.242664	0.295371	0.142335	0.237074	0.0445778	0.0455332	0.447752	0.0827282	0.0364867	0.0102337	0.0223618	0.566974	0.00975102	0.0592387	0.0401881	0.0318259	0.0080655	0.00644418	0.0402695	0.0170216	0.0257914	0.0234009	0.00879611	0.00975102	0.0592387	0.0401881	0.0318259	0.0080655	0.00644418	0.0402695	0.0170216	0.0257914	0.0234009	0.00879611	0.0364867	0.0102337	0.0223618	0.566974	0.055553	0.318774	0.887227	2.73845	0.611812
29180	-9883.35	-9894.69	11.3365	0.277839	0.193892	0.23229	0.295979	0.120619	0.273459	0.0527351	0.0570682	0.416599	0.0795194	0.0336438	0.00790839	0.0272655	0.525399	0.00996928	0.0663201	0.0422347	0.0445213	0.0108903	0.0073183	0.0336099	0.0227267	0.0245883	0.0274183	0.00543522	0.00996928	0.0663201	0.0422347	0.0445213	0.0108903	0.0073183	0.0336099	0.0227267	0.0245883	0.0274183	0.00543522	0.0336438	0.00790839	0.0272655	0.525399	0.0615844	0.334124	0.900717	2.70357	0.640643
29190	-9887.61	-9898.89	11.2798	0.283381	0.179479	0.234059	0.303081	0.109016	0.27156	0.054436	0.081512	0.400865	0.0826109	0.0470334	0.0089278	0.0250385	0.525388	0.00787957	0.0690271	0.0447444	0.0383297	0.0130656	0.00825866	0.0362386	0.0173542	0.0195167	0.0268089	0.00699215	0.00787957	0.0690271	0.0447444	0.0383297	0.0130656	0.00825866	0.0362386	0.0173542	0.0195167	0.0268089	0.00699215	0.0470334	0.0089278	0.0250385	0.525388	0.0752154	0.36579	0.926637	2.63236	0.704807
