Iteration	Posterior	Likelihood	Prior	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[1]	br_lens[2]	br_lens[14]	br_lens[15]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	sf[4][0]	sf[4][1]	sf[4][2]	sf[4][3]	er[4][0]	er[4][1]	er[4][2]	er[4][3]	er[4][4]	er[4][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[3][0]	sf[3][1]	sf[3][2]	sf[3][3]	er[3][0]	er[3][1]	er[3][2]	er[3][3]	er[3][4]	er[3][5]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	norm_gamma_rates[3][0]	norm_gamma_rates[3][1]	norm_gamma_rates[3][2]	norm_gamma_rates[3][3]	shape[3]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[0]	shape[1]	shape[2]	shape[3]	shape[4]	norm_gamma_rates[4][0]	norm_gamma_rates[4][1]	norm_gamma_rates[4][2]	norm_gamma_rates[4][3]
15910	-9558.65	-9575.28	16.6248	0.0234426	0.0426146	0.0115972	0.790869	0.0436259	0.0680968	0.00836791	0.0352069	0.0161813	0.00596566	0.0365315	0.00968962	0.0229965	0.0472863	0.0150559	0.0115972	0.790869	0.0436259	0.00836791	0.0680968	0.0352069	0.0161813	0.00596566	0.0365315	0.00968962	0.0229965	0.0234426	0.0426146	0.0472863	0.0150559	0.294705	0.222106	0.209517	0.273672	0.235275	0.199996	0.332591	0.232138	0.0759727	0.125697	0.10282	0.0636869	0.507014	0.12481	0.119851	0.207018	0.152928	0.0970203	0.327407	0.0957764	0.297358	0.223043	0.233743	0.245857	0.306625	0.122722	0.122841	0.447812	0.0969052	0.334617	0.0356168	0.0557057	0.378051	0.0991043	0.0787382	0.397868	0.0236606	0.0387524	0.429407	0.031573	0.80333	0.940559	1.04464	1.21147	38.5433	0.112045	2.33254e-06	0.00226647	0.127495	3.87024	0.333212	0.688902	1.07691	1.90097	2.36441	0.112045	2.36441	38.5433	11.21	11.21	0.649948	0.879326	1.06999	1.40074
15920	-9562.51	-9573.83	11.3146	0.0206167	0.0455506	0.0115035	0.68676	0.0491417	0.0770625	0.0086389	0.0324491	0.010433	0.00524948	0.0286323	0.0113631	0.0188784	0.0401169	0.021689	0.0115035	0.68676	0.0491417	0.0086389	0.0770625	0.0324491	0.010433	0.00524948	0.0286323	0.0113631	0.0188784	0.0206167	0.0455506	0.0401169	0.021689	0.29074	0.185659	0.229306	0.294295	0.230169	0.235554	0.323851	0.210426	0.137299	0.111389	0.136808	0.0564371	0.449298	0.10877	0.19171	0.199676	0.0939136	0.141685	0.254365	0.118651	0.29493	0.221222	0.203446	0.280403	0.280154	0.131308	0.164594	0.423943	0.107174	0.344393	0.0362448	0.0257801	0.405806	0.0806026	0.0792018	0.394323	0.0237999	0.0389806	0.431936	0.0317589	0.759834	0.924676	1.05279	1.2627	25.3042	0.124812	8.25278e-06	0.00425733	0.165354	3.83038	0.876182	0.964826	1.02949	1.1295	100.458	0.124812	100.458	25.3042	54.4352	54.4352	0.83336	0.950905	1.03861	1.17713
15930	-9562.72	-9581.17	18.452	0.0200544	0.0460311	0.0163159	0.708898	0.0514014	0.0709108	0.0101782	0.0447337	0.0115564	0.00695361	0.0286323	0.00756736	0.0261268	0.0375049	0.0179966	0.0163159	0.708898	0.0514014	0.0101782	0.0709108	0.0447337	0.0115564	0.00695361	0.0286323	0.00756736	0.0261268	0.0200544	0.0460311	0.0375049	0.0179966	0.301292	0.177346	0.240243	0.281118	0.278463	0.198204	0.346271	0.177061	0.130097	0.132396	0.0980544	0.0506459	0.471004	0.117802	0.12498	0.24031	0.128924	0.100378	0.273322	0.132086	0.258098	0.235062	0.226496	0.280345	0.307429	0.127621	0.152912	0.412038	0.12217	0.290492	0.0413163	0.0359328	0.418208	0.0918808	0.078409	0.328588	0.0235617	0.0385905	0.497619	0.0332315	0.583381	0.847697	1.0776	1.49132	7.58309	0.0966594	3.26264e-07	0.00084892	0.0849151	3.91424	0.692303	0.897748	1.06399	1.34596	14.8713	0.0966594	14.8713	7.58309	7.66783	7.66783	0.585404	0.84871	1.0774	1.48848
15940	-9563.1	-9580.59	17.4912	0.0231903	0.0423688	0.0118398	0.793741	0.0387302	0.0745986	0.00676201	0.0401384	0.00730106	0.0119892	0.024027	0.0114876	0.0261268	0.0324285	0.0189893	0.0118398	0.793741	0.0387302	0.00676201	0.0745986	0.0401384	0.00730106	0.0119892	0.024027	0.0114876	0.0261268	0.0231903	0.0423688	0.0324285	0.0189893	0.293469	0.177696	0.245045	0.28379	0.281913	0.190906	0.326491	0.20069	0.0777858	0.120798	0.0894651	0.0462095	0.517188	0.148553	0.145166	0.230272	0.105563	0.0765954	0.341612	0.100791	0.317863	0.203155	0.219106	0.259877	0.295897	0.126239	0.150518	0.427347	0.0968626	0.34496	0.0360125	0.036847	0.397898	0.0874188	0.10617	0.331927	0.00966042	0.0412829	0.475409	0.0355501	0.504858	0.80556	1.08318	1.6064	5.06752	0.0842439	3.94899e-08	0.000295669	0.0548273	3.94488	0.606083	0.858873	1.07527	1.45977	8.61172	0.0842439	8.61172	5.06752	23.9017	23.9017	0.753298	0.922193	1.05396	1.27055
15950	-9563.28	-9580.77	17.4871	0.0238624	0.0329852	0.00915698	0.810111	0.040816	0.0588218	0.00777558	0.0335919	0.0057607	0.00740788	0.024027	0.0148952	0.0227481	0.0330037	0.0234453	0.00915698	0.810111	0.040816	0.00777558	0.0588218	0.0335919	0.0057607	0.00740788	0.024027	0.0148952	0.0227481	0.0238624	0.0329852	0.0330037	0.0234453	0.299135	0.18999	0.221606	0.289269	0.272297	0.215399	0.293546	0.218758	0.10211	0.180704	0.1061	0.07785	0.408948	0.124289	0.0978255	0.210776	0.203054	0.181546	0.251125	0.0556733	0.280103	0.203929	0.200461	0.315507	0.297721	0.127017	0.131658	0.443604	0.110997	0.352568	0.0233849	0.107558	0.329719	0.0757736	0.0874648	0.332898	0.00795846	0.0340097	0.513235	0.024434	0.727932	0.912313	1.05832	1.30144	19.3952	0.101549	6.50382e-07	0.00119803	0.0979401	3.90086	0.363454	0.712546	1.08046	1.84354	2.68649	0.101549	2.68649	19.3952	18.6245	18.6245	0.722744	0.910243	1.05918	1.30784
15960	-9557.96	-9574.69	16.7375	0.02535	0.0385517	0.0116076	0.838417	0.0508834	0.0629973	0.00876664	0.0278131	0.0146469	0.00980973	0.0280944	0.00858135	0.0278137	0.0404711	0.0155685	0.0116076	0.838417	0.0508834	0.00876664	0.0629973	0.0278131	0.0146469	0.00980973	0.0280944	0.00858135	0.0278137	0.02535	0.0385517	0.0404711	0.0155685	0.293343	0.189706	0.233283	0.283668	0.268277	0.214632	0.292501	0.22459	0.121868	0.197144	0.0974357	0.0419031	0.373102	0.168548	0.0618981	0.265924	0.12848	0.186892	0.28038	0.0764255	0.313992	0.208649	0.235042	0.242317	0.297028	0.124291	0.15926	0.419422	0.143395	0.340172	0.0121806	0.0255881	0.376828	0.101837	0.0666064	0.425761	0.0245141	0.0260259	0.436513	0.0205801	0.540445	0.825362	1.08116	1.55304	6.04535	0.0896535	1.06494e-07	0.000485309	0.0673428	3.93217	0.685832	0.895013	1.06496	1.3542	14.2128	0.0896535	14.2128	6.04535	23.2588	23.2588	0.750114	0.920975	1.05452	1.27439
15970	-9568.06	-9582.58	14.5223	0.02851	0.0371929	0.00959527	0.957587	0.0481402	0.0631636	0.0112241	0.0451927	0.00494202	0.00812382	0.0247296	0.00840065	0.0219005	0.0433478	0.0164121	0.00959527	0.957587	0.0481402	0.0112241	0.0631636	0.0451927	0.00494202	0.00812382	0.0247296	0.00840065	0.0219005	0.02851	0.0371929	0.0433478	0.0164121	0.30312	0.198424	0.205334	0.293122	0.245126	0.197763	0.310064	0.247046	0.14876	0.146956	0.0472941	0.0545076	0.483348	0.119134	0.0591324	0.226086	0.112212	0.290461	0.281895	0.0302124	0.299563	0.202368	0.218353	0.279716	0.291772	0.117639	0.129367	0.461222	0.143138	0.33956	0.0272951	0.0255421	0.396536	0.0679299	0.0564608	0.449198	0.0207801	0.0523423	0.392331	0.0288873	0.723703	0.910627	1.05902	1.30665	18.7637	0.0710767	1.87708e-09	6.45341e-05	0.0291471	3.97079	0.287683	0.649997	1.06879	1.99353	1.95369	0.0710767	1.95369	18.7637	43.3059	43.3059	0.813996	0.94429	1.04253	1.19918
15980	-9551.25	-9568.74	17.4835	0.0231962	0.0413614	0.0135968	0.891498	0.0466047	0.0631066	0.00679844	0.0292839	0.00900817	0.00653161	0.028978	0.0107829	0.0207775	0.043731	0.0203394	0.0135968	0.891498	0.0466047	0.00679844	0.0631066	0.0292839	0.00900817	0.00653161	0.028978	0.0107829	0.0207775	0.0231962	0.0413614	0.043731	0.0203394	0.310108	0.193758	0.217054	0.27908	0.221857	0.241743	0.300157	0.236243	0.04553	0.128798	0.174016	0.0480827	0.495472	0.108102	0.0997819	0.225664	0.150425	0.184712	0.272888	0.0665301	0.278069	0.209743	0.219365	0.292823	0.286871	0.110677	0.162872	0.439579	0.143438	0.302899	0.0243481	0.00666895	0.431961	0.0906857	0.0513887	0.408845	0.0189133	0.0426189	0.441837	0.0363972	0.546448	0.828584	1.08073	1.54424	6.23388	0.0908001	1.29432e-07	0.000534975	0.0701201	3.92934	0.412279	0.747619	1.08368	1.75642	3.31538	0.0908001	3.31538	6.23388	9.80295	9.80295	0.628171	0.869354	1.07274	1.42974
15990	-9569.41	-9587.37	17.9592	0.027323	0.0389396	0.0100864	0.825473	0.0521071	0.0604592	0.0113541	0.0420132	0.0174259	0.0108192	0.028978	0.00575997	0.0207775	0.039394	0.0182562	0.0100864	0.825473	0.0521071	0.0113541	0.0604592	0.0420132	0.0174259	0.0108192	0.028978	0.00575997	0.0207775	0.027323	0.0389396	0.039394	0.0182562	0.297416	0.186314	0.244078	0.272192	0.223689	0.23551	0.31065	0.230152	0.094141	0.189778	0.139079	0.0414133	0.388521	0.147068	0.146027	0.137679	0.116108	0.126804	0.277543	0.195838	0.314576	0.203228	0.212551	0.269645	0.288163	0.111175	0.159104	0.441558	0.184816	0.286492	0.00878956	0.00665943	0.458103	0.0551393	0.0535271	0.33017	0.0197003	0.0423992	0.516291	0.0379117	0.535037	0.822431	1.08152	1.56101	5.88185	0.100581	5.70328e-07	0.00112198	0.0953159	3.90356	0.328454	0.685033	1.07623	1.91028	2.31762	0.100581	2.31762	5.88185	10.9154	10.9154	0.645712	0.877413	1.07054	1.40633
16000	-9554.89	-9571.95	17.0614	0.0258335	0.0360313	0.00753875	0.775969	0.0425364	0.0658257	0.0121026	0.0400601	0.0142129	0.00806223	0.0335874	0.0129724	0.0121487	0.03709	0.020434	0.00753875	0.775969	0.0425364	0.0121026	0.0658257	0.0400601	0.0142129	0.00806223	0.0335874	0.0129724	0.0121487	0.0258335	0.0360313	0.03709	0.020434	0.30637	0.197257	0.229352	0.267022	0.236213	0.209186	0.337217	0.217385	0.0990732	0.116003	0.115377	0.0323066	0.515236	0.122004	0.141512	0.149815	0.114235	0.124759	0.276999	0.19268	0.312279	0.211241	0.208803	0.267677	0.299869	0.114853	0.165568	0.41971	0.128473	0.354497	0.0278595	0.0137021	0.394412	0.0810564	0.0893407	0.394326	0.0188642	0.0286207	0.432545	0.0363027	0.634282	0.872188	1.07199	1.42154	10.172	0.100313	5.49775e-07	0.00110161	0.0945952	3.9043	0.746302	0.919508	1.05519	1.279	22.521	0.100313	22.521	10.172	17.3297	17.3297	0.713303	0.906432	1.06071	1.31955
16010	-9558.09	-9575.7	17.6057	0.0191387	0.0382087	0.00746425	0.699189	0.0371263	0.060334	0.00762527	0.0303134	0.0121438	0.00996178	0.0465687	0.0113471	0.0100436	0.041449	0.0142464	0.00746425	0.699189	0.0371263	0.00762527	0.060334	0.0303134	0.0121438	0.00996178	0.0465687	0.0113471	0.0100436	0.0191387	0.0382087	0.041449	0.0142464	0.300994	0.181985	0.229928	0.287093	0.244791	0.197001	0.349463	0.208745	0.0876018	0.179732	0.102825	0.0695896	0.456719	0.103532	0.0834205	0.209123	0.109702	0.104999	0.311425	0.181331	0.281824	0.220683	0.207197	0.290296	0.314085	0.124571	0.130617	0.430727	0.140363	0.334901	0.0110073	0.0415325	0.361618	0.110578	0.0807915	0.356592	0.0170591	0.0303821	0.482346	0.0328288	0.652566	0.880501	1.06964	1.39729	11.3975	0.0968643	3.36303e-07	0.000861865	0.0854494	3.91369	0.688646	0.896206	1.06454	1.35061	14.494	0.0968643	14.494	11.3975	33.0966	33.0966	0.788511	0.93527	1.04749	1.22872
16020	-9554.67	-9571.88	17.203	0.016676	0.0393674	0.0127426	0.80397	0.0414728	0.0682643	0.00947293	0.03614	0.0113519	0.00987848	0.0465687	0.00953567	0.0143625	0.0406106	0.0178254	0.0127426	0.80397	0.0414728	0.00947293	0.0682643	0.03614	0.0113519	0.00987848	0.0465687	0.00953567	0.0143625	0.016676	0.0393674	0.0406106	0.0178254	0.297594	0.191225	0.22733	0.283851	0.246901	0.180535	0.331166	0.241398	0.0883791	0.124836	0.144405	0.0483346	0.514582	0.079464	0.0651483	0.172611	0.151576	0.146706	0.258708	0.205251	0.285094	0.223243	0.213149	0.278514	0.299724	0.120655	0.123321	0.456299	0.0938854	0.384497	0.0244168	0.0368129	0.365402	0.0949855	0.0747884	0.390613	0.0157915	0.025322	0.446506	0.0469794	0.67847	0.891868	1.06604	1.36362	13.5124	0.0976585	3.77767e-07	0.000913386	0.0875302	3.91156	0.405798	0.743164	1.08342	1.76762	3.22283	0.0976585	3.22283	13.5124	23.6912	23.6912	0.752269	0.9218	1.05414	1.27179
16030	-9569.73	-9580.66	10.9295	0.0307261	0.0377516	0.00988515	0.829094	0.0487404	0.0718747	0.00896402	0.0542115	0.00961149	0.0106152	0.0465687	0.0103155	0.0115599	0.0452214	0.0171107	0.00988515	0.829094	0.0487404	0.00896402	0.0718747	0.0542115	0.00961149	0.0106152	0.0465687	0.0103155	0.0115599	0.0307261	0.0377516	0.0452214	0.0171107	0.295956	0.210862	0.205277	0.287905	0.26759	0.206481	0.300237	0.225693	0.0467155	0.156606	0.132277	0.0919453	0.449055	0.123402	0.107292	0.287553	0.11788	0.173693	0.24253	0.0710511	0.295513	0.208709	0.214932	0.280845	0.300184	0.132335	0.143057	0.424424	0.103739	0.396822	0.0132305	0.0379929	0.350185	0.0980302	0.0791944	0.394553	0.0167218	0.0237646	0.465468	0.0202977	0.861998	0.96032	1.03258	1.14511	80.3803	0.0960573	2.98245e-07	0.000811696	0.0833516	3.91584	0.785037	0.934012	1.04815	1.2328	31.9817	0.0960573	31.9817	80.3803	40.7342	40.7342	0.808461	0.942362	1.04363	1.20555
16040	-9558.96	-9573.79	14.8341	0.0220057	0.0334673	0.0078173	0.873232	0.046949	0.0662869	0.0107373	0.0352236	0.0111959	0.00334113	0.0465687	0.00911246	0.00591484	0.0339715	0.0114392	0.0078173	0.873232	0.046949	0.0107373	0.0662869	0.0352236	0.0111959	0.00334113	0.0465687	0.00911246	0.00591484	0.0220057	0.0334673	0.0339715	0.0114392	0.304377	0.204735	0.209389	0.281499	0.268226	0.201316	0.299415	0.231043	0.0635145	0.145481	0.12288	0.0620364	0.491452	0.114636	0.0887291	0.236849	0.131269	0.188232	0.187545	0.167376	0.302345	0.195808	0.217134	0.284713	0.290457	0.128047	0.138421	0.443074	0.0977676	0.417573	0.0282327	0.0358059	0.332708	0.0879132	0.0699678	0.434552	0.0156819	0.0244189	0.411396	0.043983	0.653684	0.881001	1.06949	1.39582	11.4789	0.0881949	8.24831e-08	0.000427164	0.0638703	3.9357	0.660888	0.884204	1.06852	1.38639	12.0234	0.0881949	12.0234	11.4789	56.5076	56.5076	0.836335	0.951903	1.03799	1.17377
16050	-9559.3	-9577.31	18.0103	0.0233977	0.0454968	0.0106183	0.811608	0.0493325	0.0698523	0.0123376	0.0379722	0.0146863	0.0060839	0.0578695	0.00781206	0.00229466	0.0401223	0.0188942	0.0106183	0.811608	0.0493325	0.0123376	0.0698523	0.0379722	0.0146863	0.0060839	0.0578695	0.00781206	0.00229466	0.0233977	0.0454968	0.0401223	0.0188942	0.278417	0.210689	0.209437	0.301457	0.245923	0.204484	0.335813	0.21378	0.0552819	0.123657	0.235621	0.0338495	0.451814	0.0997769	0.154215	0.207833	0.126266	0.187626	0.238724	0.0853363	0.309996	0.200763	0.222635	0.266606	0.255002	0.134446	0.145338	0.465214	0.111023	0.408142	0.0275951	0.0218323	0.325193	0.106214	0.0680094	0.431591	0.015575	0.0439361	0.397114	0.0437745	0.64559	0.877358	1.07056	1.40649	10.9071	0.0931418	1.89924e-07	0.000647905	0.0759165	3.92344	0.477777	0.789631	1.0841	1.6485	4.45586	0.0931418	4.45586	10.9071	2.89364	2.89364	0.380863	0.725464	1.08194	1.81174
16060	-9565.78	-9581.87	16.088	0.0280817	0.0421773	0.0125478	0.879348	0.0579256	0.0681912	0.00782763	0.0455899	0.0129114	0.00906598	0.0622824	0.013453	0.0015971	0.0372934	0.0182573	0.0125478	0.879348	0.0579256	0.00782763	0.0681912	0.0455899	0.0129114	0.00906598	0.0622824	0.013453	0.0015971	0.0280817	0.0421773	0.0372934	0.0182573	0.290205	0.21961	0.218305	0.27188	0.275957	0.206862	0.280085	0.237096	0.0705931	0.156188	0.129861	0.0789575	0.491421	0.0729798	0.0500866	0.303882	0.127865	0.190002	0.241747	0.086417	0.302644	0.200687	0.217355	0.279315	0.311631	0.137023	0.134182	0.417165	0.0717701	0.398485	0.0360183	0.0654511	0.332131	0.096145	0.0854564	0.463864	0.0136626	0.0304709	0.361075	0.0454706	0.740217	0.917147	1.05624	1.2864	21.4106	0.0995866	4.97107e-07	0.00104759	0.0926453	3.90631	0.393189	0.734327	1.08276	1.78973	3.05126	0.0995866	3.05126	21.4106	14.6007	14.6007	0.689694	0.896649	1.06438	1.34928
16070	-9568.65	-9586.31	17.6522	0.0233742	0.0412699	0.00946615	0.820523	0.0459054	0.064255	0.00642973	0.0524056	0.0105779	0.00878656	0.0526463	0.0078034	0.00257132	0.0333619	0.0151017	0.00946615	0.820523	0.0459054	0.00642973	0.064255	0.0524056	0.0105779	0.00878656	0.0526463	0.0078034	0.00257132	0.0233742	0.0412699	0.0333619	0.0151017	0.290212	0.171013	0.239945	0.29883	0.269249	0.221944	0.308561	0.200247	0.0633891	0.122421	0.116609	0.0708999	0.46593	0.160751	0.0683033	0.216825	0.0956617	0.165889	0.352329	0.100993	0.292159	0.208412	0.209362	0.290067	0.26961	0.149943	0.146834	0.433613	0.0738001	0.379404	0.037037	0.0673024	0.343592	0.0988645	0.0990063	0.437556	0.0158289	0.0353023	0.377281	0.0350251	0.290304	0.652357	1.06936	1.98798	1.97526	0.0882633	8.34926e-08	0.000429768	0.0640316	3.93554	0.269058	0.632749	1.0643	2.03389	1.80672	0.0882633	1.80672	1.97526	24.4225	24.4225	0.755788	0.923142	1.05352	1.26755
16080	-9571.44	-9588.2	16.7537	0.0182335	0.0325623	0.00729939	0.984619	0.0585255	0.059272	0.0127438	0.0363947	0.00790243	0.0084784	0.0526463	0.0105045	0.00227037	0.0468951	0.0167871	0.00729939	0.984619	0.0585255	0.0127438	0.059272	0.0363947	0.00790243	0.0084784	0.0526463	0.0105045	0.00227037	0.0182335	0.0325623	0.0468951	0.0167871	0.282295	0.205112	0.220587	0.292006	0.23746	0.203425	0.325406	0.233708	0.107513	0.118104	0.101397	0.0684	0.449502	0.155084	0.0677241	0.214986	0.102794	0.147237	0.349341	0.117918	0.272654	0.223026	0.239863	0.264457	0.244189	0.135805	0.173357	0.44665	0.155384	0.416417	0.0163819	0.0219006	0.31767	0.0722458	0.0517831	0.477501	0.0124112	0.0276799	0.40017	0.0304542	0.514862	0.811252	1.0827	1.59118	5.32036	0.0895272	1.04199e-07	0.000480057	0.0670395	3.93248	0.542656	0.826553	1.081	1.54979	6.11392	0.0895272	6.11392	5.32036	2.60712	2.60712	0.356383	0.70716	1.07975	1.85671
16090	-9561.13	-9578.99	17.8597	0.0226726	0.0377691	0.0105374	0.865671	0.0424979	0.0734384	0.00791043	0.0323807	0.00663308	0.00792123	0.0569893	0.0105045	0.0118453	0.0341187	0.0168378	0.0105374	0.865671	0.0424979	0.00791043	0.0734384	0.0323807	0.00663308	0.00792123	0.0569893	0.0105045	0.0118453	0.0226726	0.0377691	0.0341187	0.0168378	0.31465	0.198317	0.225386	0.261646	0.235555	0.212614	0.321431	0.230401	0.183814	0.181141	0.0581271	0.0392111	0.394895	0.142812	0.0783529	0.25986	0.12425	0.149424	0.245582	0.142531	0.272899	0.212517	0.219479	0.295106	0.279778	0.125614	0.135462	0.459146	0.114972	0.349984	0.0258219	0.0527478	0.403018	0.0534561	0.0469673	0.404168	0.011257	0.0260132	0.483973	0.027622	0.536827	0.823405	1.0814	1.55837	5.93533	0.0805376	1.85293e-08	0.000202595	0.0468658	3.95293	0.415151	0.749575	1.08379	1.75148	3.3574	0.0805376	3.3574	5.93533	6.11864	6.11864	0.542807	0.826634	1.08099	1.54957
16100	-9561.82	-9579.72	17.9079	0.0220046	0.0328824	0.0063918	0.850137	0.034357	0.0613229	0.00851727	0.0316397	0.00814827	0.00719383	0.0383842	0.00474078	0.0139353	0.0404787	0.0200483	0.0063918	0.850137	0.034357	0.00851727	0.0613229	0.0316397	0.00814827	0.00719383	0.0383842	0.00474078	0.0139353	0.0220046	0.0328824	0.0404787	0.0200483	0.313989	0.201523	0.225076	0.259412	0.234633	0.202785	0.342833	0.219749	0.171822	0.13415	0.0543349	0.036653	0.499838	0.103202	0.159681	0.217858	0.115657	0.181423	0.205888	0.119493	0.30562	0.211999	0.222319	0.260061	0.280771	0.12093	0.13915	0.45915	0.10271	0.381979	0.0218423	0.0371938	0.376757	0.0795168	0.0501244	0.337017	0.0259314	0.0277618	0.529686	0.0294788	0.660391	0.883985	1.06859	1.38704	11.9847	0.0756692	6.12701e-09	0.000116548	0.0372541	3.96263	0.393106	0.734268	1.08275	1.78987	3.05016	0.0756692	3.05016	11.9847	10.9264	10.9264	0.645873	0.877486	1.07052	1.40612
16110	-9559.96	-9575.78	15.8179	0.0173384	0.0413379	0.01284	0.799226	0.0539538	0.0684733	0.0101735	0.0293159	0.0142047	0.0062032	0.033506	0.00794634	0.0172494	0.0414817	0.0245749	0.01284	0.799226	0.0539538	0.0101735	0.0684733	0.0293159	0.0142047	0.0062032	0.033506	0.00794634	0.0172494	0.0173384	0.0413379	0.0414817	0.0245749	0.310407	0.1876	0.225066	0.276926	0.270357	0.208272	0.318835	0.202536	0.101248	0.13766	0.0557567	0.0376121	0.54936	0.118363	0.0667114	0.32406	0.119333	0.122094	0.250323	0.117479	0.309516	0.214701	0.212407	0.263376	0.287749	0.0990821	0.142608	0.470561	0.130318	0.325992	0.0207764	0.0227021	0.425657	0.0745546	0.0728405	0.391873	0.0233706	0.0250203	0.460328	0.0265677	0.813699	0.944187	1.04259	1.19952	43.162	0.0856053	5.1291e-08	0.000336924	0.0578811	3.94178	0.556797	0.83406	1.07994	1.52921	6.57745	0.0856053	6.57745	43.162	18.4828	18.4828	0.721757	0.909847	1.05934	1.30906
16120	-9559.1	-9572.88	13.7816	0.0215403	0.0383546	0.013265	0.775345	0.0426197	0.0578208	0.0106169	0.031216	0.00652686	0.00991039	0.0361339	0.00753335	0.0113668	0.0352106	0.0174202	0.013265	0.775345	0.0426197	0.0106169	0.0578208	0.031216	0.00652686	0.00991039	0.0361339	0.00753335	0.0113668	0.0215403	0.0383546	0.0352106	0.0174202	0.294236	0.194124	0.23239	0.279251	0.263891	0.191815	0.30383	0.240463	0.133748	0.144385	0.0835475	0.0393027	0.496331	0.102686	0.0625132	0.265079	0.111823	0.193283	0.257217	0.110085	0.30204	0.217026	0.214707	0.266227	0.258753	0.140841	0.146551	0.453855	0.138233	0.382006	0.0220382	0.0328346	0.350055	0.0748334	0.0634481	0.365231	0.0173647	0.0447974	0.472853	0.0363064	0.822271	0.947142	1.04087	1.18972	47.6136	0.0929065	1.82907e-07	0.000635838	0.075327	3.92404	0.813719	0.944194	1.04259	1.1995	43.1717	0.0929065	43.1717	47.6136	30.745	30.745	0.780973	0.932531	1.04892	1.23758
16130	-9555.99	-9571.6	15.6097	0.0217909	0.0422966	0.00551149	0.758858	0.0517626	0.0620791	0.00744717	0.0385989	0.0102066	0.00820138	0.0433009	0.00811761	0.0144375	0.0418943	0.0166945	0.00551149	0.758858	0.0517626	0.00744717	0.0620791	0.0385989	0.0102066	0.00820138	0.0433009	0.00811761	0.0144375	0.0217909	0.0422966	0.0418943	0.0166945	0.32662	0.185216	0.221726	0.266437	0.242496	0.227927	0.29669	0.232887	0.0954819	0.190211	0.0866638	0.0718047	0.421982	0.133857	0.103612	0.211346	0.133971	0.141634	0.344263	0.0651741	0.290982	0.203436	0.219063	0.28652	0.291654	0.121308	0.126226	0.460812	0.129544	0.398828	0.022343	0.0185198	0.354897	0.0758685	0.0736395	0.358151	0.016885	0.056231	0.45979	0.0353034	0.787622	0.934949	1.04766	1.22977	32.8061	0.124869	8.29407e-06	0.00426794	0.165523	3.8302	0.504042	0.805091	1.08322	1.60765	5.04758	0.124869	5.04758	32.8061	43.8208	43.8208	0.815047	0.944654	1.04232	1.19798
16140	-9560.21	-9575.81	15.5994	0.0276281	0.0346989	0.0119419	0.810857	0.0386257	0.0710893	0.00774488	0.0320677	0.0102054	0.00487189	0.0354665	0.0161888	0.0144588	0.0479742	0.020993	0.0119419	0.810857	0.0386257	0.00774488	0.0710893	0.0320677	0.0102054	0.00487189	0.0354665	0.0161888	0.0144588	0.0276281	0.0346989	0.0479742	0.020993	0.317951	0.185291	0.23321	0.263548	0.231233	0.21734	0.329358	0.22207	0.0911457	0.151327	0.0817919	0.0206994	0.544896	0.11014	0.0921429	0.270998	0.146292	0.0982458	0.266676	0.125645	0.288069	0.218685	0.209301	0.283945	0.255553	0.112578	0.145568	0.486301	0.120861	0.372097	0.0208455	0.0843014	0.331111	0.0707836	0.0666467	0.345616	0.0152816	0.0508914	0.489613	0.031951	0.609804	0.860666	1.07486	1.45467	8.79807	0.0908101	1.2965e-07	0.000535424	0.0701445	3.92932	0.48902	0.796339	1.08379	1.63086	4.69777	0.0908101	4.69777	8.79807	57.6946	57.6946	0.837968	0.952449	1.03766	1.17193
