Iteration	Posterior	Likelihood	Prior	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	concentration	n_cats	mean_rt	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
2550	-2798.76	-2744.55	-54.2155	0.0648705	0.33328	0.097298	0.0324275	48.8349	17.7716	34.1608	0.00525113	0.324966	0.130388	0.302291	0.302291	0.130388	0.130388	0.302291	0.130388	0.130388	0.324966	0.130388	0.130388	0.324966	0.130388	0.130388	0.130388	0.130388	0.130388	0.422181	3	0.191468	0.166384	0.349174	0.314452	0.169989	0.0461125	0.454284	0.0402503	0.07799	0.337824	0.0435397
2560	-2804.49	-2749.09	-55.4001	0.0524377	0.42926	0.0918768	0.0394391	49.6056	17.3587	46.7982	0.0054489	0.1215	0.121067	0.121067	0.121067	0.121067	0.121067	0.121067	0.121067	0.121067	0.265936	0.1215	0.1215	0.1215	0.121067	0.121067	0.121067	0.121067	0.121067	1.48922	3	0.129211	0.172738	0.296577	0.338587	0.192098	0.0729669	0.393552	0.048415	0.0768732	0.332986	0.0752066
2570	-2787.68	-2741.1	-46.5836	0.0238944	0.283156	0.0333328	0.00943838	51.6368	17.9802	46.5086	0.00498338	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.34274	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.0996074	0.280518	2	0.113115	0.187452	0.311307	0.327883	0.173358	0.0426747	0.396147	0.0503562	0.0799554	0.352644	0.078222
2580	-2791.49	-2744.01	-47.4855	0.0192826	0.501596	0.0386887	0.0194061	50.6727	18.8749	46.3889	0.00513579	0.116256	0.116256	0.116256	0.116256	0.116256	0.37498	0.116256	0.116256	0.116256	0.37498	0.116256	0.116256	0.116256	0.116256	0.116256	0.116256	0.116256	0.116256	0.347026	2	0.145004	0.179821	0.306486	0.324136	0.189556	0.0764625	0.436998	0.0448046	0.0711405	0.336264	0.0343306
2590	-2792.6	-2746.5	-46.1036	0.0415614	0.33642	0.0626321	0.0210707	47.1527	17.8737	44.745	0.00529264	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.420091	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.0921346	0.420091	0.244296	2	0.128574	0.181627	0.334376	0.32892	0.155076	0.0870239	0.365499	0.0602626	0.109345	0.338797	0.0390726
2600	-2791.37	-2745.33	-46.0468	0.036718	0.540199	0.0798561	0.0431381	47.6642	19.5139	44.3168	0.00552368	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.28949	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.102429	0.551508	0.682177	3	0.13777	0.188635	0.312997	0.327432	0.170936	0.0892929	0.284952	0.0322978	0.0986368	0.437804	0.0570169
2610	-2796.99	-2745.27	-51.7161	0.0534732	0.675193	0.164631	0.111157	44.8605	18.0369	37.8804	0.00585514	0.112801	0.419181	0.112801	0.112801	0.112801	0.112801	0.112801	0.112801	0.112801	0.419181	0.112801	0.112801	0.112801	0.428523	0.112801	0.112801	0.112801	0.112801	0.693407	3	0.164383	0.177458	0.331808	0.315229	0.175505	0.0631796	0.309532	0.0763988	0.0803142	0.398342	0.0722337
2620	-2793.79	-2744.35	-49.4377	0.0627556	0.085936	0.0686556	0.00589999	51.8539	20.3668	42.7394	0.00527864	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.291129	0.170258	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.118861	0.439039	3	0.131287	0.183534	0.319626	0.344661	0.152179	0.0604394	0.312687	0.0221856	0.0716671	0.461224	0.0717968
2630	-2809.37	-2747.62	-61.7583	0.0760484	0.507519	0.154419	0.0783704	44.7981	19.234	39.3634	0.00514057	0.118706	0.242352	0.118706	0.118706	0.118706	0.242352	0.242352	0.118706	0.118706	0.242352	1.11067	0.118706	0.118706	0.118706	0.118706	0.118706	0.242352	0.770799	0.934062	4	0.244389	0.18482	0.321325	0.32955	0.164305	0.0381913	0.385699	0.061577	0.0915405	0.340883	0.0821092
2640	-2790.49	-2745.23	-45.2637	0.0352468	0.305456	0.0507481	0.0155013	51.7419	17.5578	37.7706	0.00556768	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.314906	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.118084	0.0895479	2	0.129018	0.191192	0.309642	0.339151	0.160015	0.0398074	0.342214	0.0565571	0.0732981	0.441762	0.0463619
2650	-2790.59	-2745.13	-45.4578	0.0644589	0.372317	0.102693	0.0382345	48.2274	19.2811	41.734	0.00499524	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.398083	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.131191	0.773753	2	0.146019	0.19311	0.312749	0.333804	0.160337	0.0956895	0.307136	0.0635789	0.0976699	0.390455	0.045471
2660	-2797.07	-2749.03	-48.0384	0.0384062	0.224933	0.0495521	0.0111459	48.5744	16.9566	39.2206	0.00523398	0.111436	0.111436	0.428616	0.111436	0.111436	0.111436	0.111436	0.111436	0.111436	0.428616	0.111436	0.428616	0.111436	0.111436	0.111436	0.111436	0.111436	0.111436	0.372579	2	0.1643	0.169718	0.354894	0.330624	0.144763	0.0571969	0.410399	0.053422	0.0820668	0.328078	0.0688374
2670	-2793.15	-2743.65	-49.5033	0.0678149	0.18721	0.0834348	0.0156199	46.9945	20.1402	40.4745	0.0053836	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.346737	0.132786	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.0951655	0.213719	3	0.111232	0.161554	0.337822	0.323834	0.176791	0.0435349	0.439254	0.0401048	0.061609	0.353501	0.0619962
2680	-2790.54	-2742.04	-48.5063	0.047021	0.3147	0.0686137	0.0215928	46.981	17.8507	37.6762	0.00512593	0.128229	0.128229	0.409836	0.128229	0.409836	0.128229	0.128229	0.128229	0.128229	0.405749	0.128229	0.128229	0.128229	0.128229	0.128229	0.128229	0.128229	0.128229	0.889146	3	0.174936	0.191366	0.335672	0.313022	0.15994	0.0704405	0.349125	0.0792745	0.0791839	0.372701	0.0492754
2690	-2791.75	-2748.02	-43.7244	0.0439929	0.349337	0.0676124	0.0236195	46.4879	17.0289	42.5087	0.00511214	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.29202	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.120236	0.664049	2	0.129779	0.178849	0.31832	0.337431	0.1654	0.0690139	0.357764	0.101742	0.0575932	0.374951	0.0389364
2700	-2791.3	-2748.34	-42.9551	0.0359408	0.396021	0.0595067	0.0235659	49.8474	16.4858	34.3109	0.00523048	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.352593	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.11272	0.504952	2	0.126047	0.168879	0.357842	0.315143	0.158135	0.0756172	0.33377	0.0405683	0.0631038	0.409708	0.0772327
2710	-2790.95	-2742.02	-48.9344	0.051556	0.465898	0.0965285	0.0449724	47.662	18.1074	41.8674	0.00506738	0.122017	0.122017	0.122017	0.122017	0.360234	0.122017	0.122017	0.122017	0.122017	0.360234	0.122017	0.122017	0.122017	0.122017	0.122017	0.122017	0.122017	0.122017	1.40432	2	0.148486	0.194061	0.31398	0.322389	0.16957	0.0759533	0.343855	0.0302632	0.0642825	0.406971	0.0786753
2720	-2790.4	-2743.16	-47.246	0.0170643	0.547302	0.0376946	0.0206304	47.5206	18.693	44.4462	0.00490303	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.380583	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.106936	0.0764902	2	0.122139	0.174591	0.309042	0.349171	0.167197	0.0553351	0.380928	0.022048	0.0718962	0.412474	0.0573182
2730	-2797.02	-2747.02	-49.9954	0.0258046	0.599259	0.0643922	0.0385876	48.6159	16.1569	40.9096	0.00563962	0.0876227	0.0876227	0.0876227	0.0876227	0.0876227	0.389934	0.0876227	0.0876227	0.0876227	0.389934	0.0876227	0.0876227	0.0876227	0.389934	0.0876227	0.389934	0.0876227	0.0876227	0.404008	2	0.154803	0.184145	0.331586	0.317402	0.166868	0.0474833	0.412078	0.0659088	0.0474364	0.38156	0.045533
2740	-2791.83	-2744.74	-47.0895	0.0282337	0.549738	0.062705	0.0344713	55.0193	20.6839	51.4255	0.00511412	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.316748	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.102905	0.634438	2	0.114785	0.186354	0.303186	0.349734	0.160726	0.109589	0.355666	0.0618444	0.0467627	0.376142	0.0499961
2750	-2790.6	-2742.65	-47.9469	0.0502369	0.116191	0.0568413	0.00660443	49.0106	17.0035	47.6656	0.00470078	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.441925	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.123065	0.741106	2	0.14078	0.17826	0.330974	0.33176	0.159006	0.0725145	0.378111	0.0513938	0.0824532	0.33607	0.0794575
2760	-2793.3	-2750.15	-43.1563	0.0420109	0.493285	0.0829084	0.0408975	48.5297	18.2321	38.3559	0.00564664	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.416239	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.11257	0.624162	2	0.12944	0.169312	0.33332	0.314311	0.183057	0.112083	0.326482	0.020507	0.0608015	0.432972	0.0471545
2770	-2798.15	-2754.09	-44.0665	0.059027	0.400879	0.0985226	0.0394956	46.7986	19.9873	42.6477	0.00521983	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.432706	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.132381	0.831766	2	0.149065	0.158404	0.319916	0.319686	0.201994	0.0800073	0.401407	0.13141	0.044451	0.309065	0.0336599
2780	-2788.07	-2744.29	-43.7892	0.0258629	0.401755	0.0432313	0.0173684	47.8271	18.0695	41.7348	0.00553115	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.338793	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.111967	0.746843	2	0.124568	0.176699	0.343764	0.30606	0.173477	0.0511338	0.352962	0.140796	0.0623701	0.331139	0.0615984
2790	-2806.82	-2756.11	-50.7157	0.0314337	0.743071	0.122344	0.0909104	53.6046	14.7713	40.8258	0.00566178	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.882438	0.102225	0.102225	0.102225	0.102225	0.102225	0.102225	0.882438	0.581752	2	0.188915	0.197448	0.307709	0.334824	0.160018	0.0396762	0.363525	0.108024	0.0478528	0.38164	0.0592815
2800	-2801.48	-2748	-53.4818	0.044851	0.389932	0.0735181	0.0286671	45.4614	16.9865	37.3711	0.00567935	0.104351	0.104351	0.104351	0.104351	0.105456	0.104351	0.104351	0.104351	0.104351	0.426431	0.104351	0.104351	0.104351	0.105456	0.104351	0.104351	0.105456	0.104351	0.342424	3	0.122429	0.165286	0.351908	0.323791	0.159015	0.0404578	0.422269	0.0656417	0.0642186	0.346963	0.0604493
2810	-2812.14	-2746.43	-65.7056	0.0171915	0.414533	0.0293638	0.0121723	50.0089	17.6682	34.5274	0.00589637	0.0843828	0.0843828	0.132617	0.0843828	0.132617	0.0843828	0.0843828	0.132617	0.132617	0.132617	0.0843828	0.111108	0.132617	0.0843828	0.0843828	0.132617	0.132617	1.00109	1.08727	4	0.158234	0.175893	0.332475	0.308754	0.182878	0.0537325	0.43512	0.0500619	0.069201	0.347085	0.0447998
2820	-2789.62	-2743.76	-45.8634	0.0266488	0.545886	0.0586831	0.0320343	52.0115	19.0905	35.5105	0.00578277	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.11441	0.739336	0.477031	2	0.149128	0.166991	0.343849	0.326615	0.162544	0.0628853	0.372284	0.0437438	0.0779414	0.386124	0.0570216
2830	-2783.08	-2740.29	-42.7916	0.0458467	0.452513	0.0837403	0.0378936	49.3356	17.3219	39.7595	0.00552521	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.289867	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.116497	0.471951	2	0.126129	0.174767	0.339215	0.325169	0.160849	0.0669428	0.350963	0.0273865	0.0829702	0.411037	0.0607007
2840	-2793.17	-2740.14	-53.036	0.0302525	0.447219	0.0547279	0.0244754	59.2802	21.1935	44.5103	0.00471624	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.118714	0.747703	0.675611	2	0.153658	0.174531	0.337892	0.314817	0.17276	0.0487367	0.435754	0.024646	0.0746676	0.361569	0.0546265
2850	-2800.44	-2745.79	-54.6524	0.0320701	0.679057	0.0999247	0.0678546	47.3304	18.2887	46.3137	0.00488967	0.106108	0.106108	0.106108	0.426498	0.569277	0.106108	0.106108	0.106108	0.106108	0.426498	0.106108	0.106108	0.106108	0.106108	0.106108	0.106108	0.106108	0.380693	1.5739	4	0.182693	0.176323	0.341434	0.307073	0.17517	0.0447415	0.390208	0.0927354	0.046202	0.329662	0.0964504
2860	-2795.4	-2748.69	-46.7113	0.086479	0.411537	0.146958	0.0604785	46.3366	24.453	44.2501	0.00510391	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.386381	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.115542	0.323414	2	0.130588	0.178913	0.349985	0.302447	0.168655	0.0464282	0.443178	0.0621382	0.0479437	0.318853	0.0814583
2870	-2787.04	-2743.17	-43.8715	0.0443314	0.424682	0.0770555	0.0327241	48.9473	17.1577	37.0084	0.00506518	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.380631	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.124674	0.837902	2	0.138894	0.184676	0.31129	0.32359	0.180445	0.0539671	0.36627	0.0513549	0.103346	0.346233	0.0788288
2880	-2792.78	-2744.74	-48.0446	0.0443314	0.444684	0.0798309	0.0354995	49.8867	19.7989	37.9411	0.00534589	0.12271	0.12271	0.12271	0.12271	0.12271	0.303227	0.12271	0.12271	0.12271	0.303227	0.12271	0.12271	0.12271	0.12271	0.12271	0.12271	0.12271	0.303227	0.495459	2	0.152796	0.177035	0.342979	0.316247	0.16374	0.0747355	0.362313	0.07724	0.0571616	0.367444	0.0611054
2890	-2792.03	-2743.87	-48.1678	0.0315334	0.615047	0.081915	0.0503816	50.529	20.9008	42.1621	0.00526708	0.106549	0.106549	0.106549	0.195146	0.106549	0.106549	0.106549	0.106549	0.106549	0.333057	0.106549	0.106549	0.106549	0.106549	0.106549	0.106549	0.106549	0.106549	1.19735	3	0.124055	0.185017	0.348254	0.298248	0.168481	0.0868014	0.315985	0.0662517	0.0831627	0.367965	0.079834
2900	-2788.14	-2744.52	-43.6197	0.0334186	0.32426	0.0494547	0.0160362	48.3894	20.8213	42.9029	0.0052834	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.334135	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.0990134	0.351911	2	0.112076	0.165227	0.302749	0.355425	0.1766	0.0894027	0.354218	0.0575829	0.0722811	0.357127	0.069388
2910	-2790.65	-2745.96	-44.6937	0.0612478	0.497675	0.121929	0.0606809	45.723	19.0933	39.9217	0.00534907	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.319347	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.117685	0.829546	2	0.128889	0.15445	0.330492	0.327376	0.187682	0.0722653	0.381252	0.0590415	0.074112	0.342184	0.0711456
2920	-2791.98	-2747.07	-44.9091	0.0504918	0.0841899	0.0551334	0.00464168	44.9164	21.8081	35.4139	0.00565118	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.430018	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.119945	0.435033	2	0.137171	0.172511	0.328975	0.331398	0.167116	0.0628922	0.408428	0.0410693	0.0694528	0.35624	0.0619177
2930	-2797.69	-2741.62	-56.0763	0.0512482	0.561702	0.116926	0.0656773	56.4134	16.2736	37.3257	0.00563879	0.119112	0.119112	0.198171	0.119112	0.119112	0.119112	0.119112	0.119112	0.119112	0.23351	0.119112	0.119112	0.119112	0.198171	0.119112	0.119112	0.119112	0.23351	1.06159	3	0.140607	0.188491	0.329157	0.320472	0.16188	0.0720668	0.343579	0.0256115	0.0795846	0.408208	0.0709502
2940	-2785.33	-2738.85	-46.4812	0.0313617	0.725721	0.114342	0.0829805	48.6342	19.3053	42.7747	0.00510969	0.11616	0.11616	0.11616	0.11616	0.391048	0.11616	0.11616	0.11616	0.11616	0.391048	0.11616	0.11616	0.11616	0.11616	0.11616	0.11616	0.11616	0.11616	0.296038	2	0.146703	0.180023	0.325676	0.323544	0.170757	0.0738274	0.376789	0.0373141	0.0815288	0.359045	0.0714955
2950	-2797.01	-2744.69	-52.3154	0.0378471	0.116029	0.0428149	0.00496779	49.8955	19.5703	43.5034	0.00524384	0.0918453	0.0918453	0.0918453	0.0918453	0.336424	0.0918453	0.336424	0.0918453	0.0918453	0.336424	0.0918453	0.0918453	0.0918453	0.336424	0.336424	0.0918453	0.0918453	0.0918453	0.268739	2	0.159784	0.177651	0.325969	0.327754	0.168626	0.0755536	0.357033	0.0381865	0.083435	0.384281	0.0615104
2960	-2791.25	-2740.97	-50.2807	0.0113475	0.493134	0.0223875	0.01104	54.3867	17.805	36.4782	0.00531765	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.122061	0.647487	1.18925	2	0.151251	0.186257	0.34176	0.305343	0.166639	0.0710639	0.376195	0.0515142	0.0824214	0.361445	0.0573603
2970	-2796.14	-2744.59	-51.5418	0.0310713	0.287472	0.0436071	0.0125358	58.1973	21.2879	44.0541	0.00608155	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.0939423	0.554286	0.240462	2	0.119517	0.19296	0.312834	0.319926	0.17428	0.0476311	0.393241	0.0413378	0.0537079	0.426704	0.0373774
2980	-2796.16	-2742.09	-54.0723	0.029157	0.520807	0.0608459	0.031689	46.8388	21.8765	42.2952	0.00621195	0.0890156	0.0890156	0.0890156	0.0890156	0.0890156	0.0890156	0.0890156	0.0890156	0.0890156	0.261257	0.0890156	0.0890156	0.0890156	0.491765	0.0890156	0.0890156	0.0890156	0.491765	0.260303	3	0.143334	0.168905	0.330502	0.329903	0.17069	0.059945	0.320739	0.0364597	0.0735811	0.453309	0.0559657
2990	-2800.99	-2741.29	-59.7059	0.0516157	0.506362	0.104562	0.0529461	48.8307	18.0041	45.3606	0.0053913	0.088514	0.107483	0.107483	0.191539	0.107483	0.088514	0.107483	0.088514	0.088514	0.318885	0.088514	0.088514	0.088514	0.107483	0.107483	0.088514	0.088514	0.088514	1.17301	4	0.113359	0.187827	0.332494	0.310724	0.168956	0.0577582	0.394429	0.0425522	0.0819707	0.370749	0.052541
3000	-2793.98	-2745	-48.9861	0.0802064	0.398137	0.133264	0.0530571	52.9764	17.0787	49.5142	0.00560853	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.279494	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.0944442	0.672505	2	0.104725	0.1853	0.337639	0.328267	0.148793	0.0598412	0.311778	0.0966082	0.0792338	0.384119	0.0684192
3010	-2787.6	-2743.19	-44.4065	0.0553997	0.3995	0.0922559	0.0368562	50.0799	17.6707	34.169	0.00522543	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.134431	0.641107	0.90023	2	0.16258	0.193887	0.322904	0.319608	0.1636	0.0669089	0.338079	0.0289647	0.090342	0.411248	0.0644573
3020	-2793.34	-2744.26	-49.0799	0.0316429	0.525102	0.0666308	0.0349879	45.1987	18.9078	40.1801	0.00449275	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.382122	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.140133	0.329115	2	0.153577	0.174666	0.330503	0.317624	0.177207	0.028656	0.42097	0.0385198	0.0655922	0.384689	0.0615733
3030	-2796.47	-2748.21	-48.2644	0.0541747	0.270871	0.0743006	0.0201259	46.8678	18.9227	40.3232	0.00532617	0.407735	0.101065	0.407735	0.101065	0.101065	0.101065	0.101065	0.101065	0.101065	0.407735	0.101065	0.101065	0.101065	0.101065	0.101065	0.101065	0.101065	0.101065	0.179804	2	0.152177	0.178422	0.334455	0.318431	0.168693	0.0389599	0.45526	0.0299051	0.0508097	0.330137	0.0949278
3040	-2803.46	-2755.43	-48.0298	0.0618256	0.393192	0.101887	0.040061	45.7301	15.7623	37.6295	0.00495421	0.12201	0.12201	0.12201	0.12201	0.12201	0.12201	0.12201	0.12201	0.12201	0.453425	0.12201	0.12201	0.12201	0.12201	0.368992	0.12201	0.12201	0.12201	0.821223	3	0.154143	0.178655	0.326837	0.333807	0.160701	0.0678054	0.514918	0.0377465	0.0862742	0.238442	0.0548141
3050	-2799.71	-2743.81	-55.9003	0.0430942	0.116529	0.0487783	0.00568409	53.5769	18.8065	35.864	0.00524898	0.131502	0.131502	0.222504	0.131502	0.131502	0.131502	0.131502	0.100442	0.131502	0.222504	0.131502	0.131502	0.131502	0.131502	0.131502	0.131502	0.131502	0.308885	1.23089	4	0.149742	0.171941	0.347559	0.314483	0.166017	0.0567191	0.343981	0.0995818	0.0935588	0.350021	0.0561382
3060	-2790.13	-2742	-48.1341	0.0597852	0.145333	0.0699514	0.0101662	49.2904	17.2248	38.6011	0.0052262	0.125565	0.125565	0.125565	0.125565	0.125565	0.125565	0.125565	0.125565	0.125565	0.375171	0.125565	0.375171	0.375171	0.125565	0.125565	0.125565	0.125565	0.125565	0.351238	2	0.167166	0.170298	0.328705	0.322681	0.178315	0.0594727	0.333898	0.0708462	0.0665612	0.429283	0.0399388
3070	-2791.5	-2747.21	-44.2946	0.0257245	0.499722	0.0514205	0.0256959	49.2805	19.1511	48.2847	0.00530495	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.36088	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.106481	0.753688	2	0.120615	0.165703	0.314684	0.345809	0.173804	0.0785743	0.385737	0.0946905	0.0910895	0.298179	0.0517297
3080	-2793.25	-2749.53	-43.7235	0.0351083	0.535653	0.0756078	0.0404995	51.4839	17.8386	35.3467	0.00531046	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.122039	0.480711	0.34943	2	0.141965	0.189047	0.31554	0.33233	0.163082	0.0826997	0.404073	0.0505045	0.110887	0.313835	0.0380012
3090	-2789.23	-2745.78	-43.4541	0.0386048	0.542457	0.0843741	0.0457693	47.2608	19.753	45.7675	0.00530167	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.372027	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.0952913	0.317755	2	0.110665	0.191845	0.300495	0.321009	0.186651	0.0627671	0.437221	0.0280723	0.0616349	0.344653	0.0656516
3100	-2793.62	-2750.11	-43.5059	0.0331491	0.472587	0.0628523	0.0297032	50.0877	18.7142	45.197	0.00542633	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.469776	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.127174	0.160985	2	0.146207	0.174652	0.326309	0.303573	0.195465	0.0725123	0.349844	0.0324307	0.0712043	0.398164	0.0758446
3110	-2795.69	-2745.44	-50.249	0.0713386	0.339071	0.107937	0.0365983	47.2616	19.5741	34.9235	0.00479937	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.287911	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.122028	0.535777	1.10737	3	0.154229	0.17021	0.323666	0.319462	0.186662	0.0554222	0.420782	0.0378632	0.0525103	0.3804	0.0530229
3120	-2794.8	-2745.19	-49.6072	0.0443791	0.279115	0.061562	0.0171829	46.486	16.9418	44.8818	0.00613781	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.311433	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.096255	0.311433	0.334496	2	0.120164	0.200857	0.330063	0.309072	0.160008	0.0426899	0.425108	0.0613145	0.0693447	0.347975	0.0535681
3130	-2789.63	-2743.93	-45.7072	0.047995	0.258687	0.0647433	0.0167483	44.6471	18.2973	36.6437	0.00559098	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.351204	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	0.0947968	1.04064	2	0.109042	0.183128	0.319407	0.327003	0.170462	0.0611487	0.331377	0.0698492	0.0899924	0.396412	0.0512208
3140	-2791.25	-2747.03	-44.2203	0.0192449	0.483215	0.0372396	0.0179947	48.5685	20.5235	39.9404	0.00522594	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.396758	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.0975728	0.383272	2	0.114194	0.209357	0.304163	0.324152	0.162327	0.0679876	0.328789	0.0963222	0.100057	0.348776	0.0580675
3150	-2791.02	-2747.15	-43.8693	0.0293271	0.768851	0.126875	0.0975481	45.484	18.8584	40.7876	0.00536237	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.504284	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.127263	0.383425	2	0.148208	0.195801	0.336195	0.313304	0.1547	0.0586067	0.397433	0.0798989	0.0862512	0.325503	0.0523073
