Iteration	Posterior	Likelihood	Prior	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	concentration	n_cats	mean_rt	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
560	-2786.05	-2742.49	-43.5571	0.0377406	0.619377	0.0991549	0.0614142	49.8064	17.1906	35.0891	0.00514189	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.140945	0.84219	0.433435	2	0.179903	0.173954	0.344521	0.312961	0.168565	0.0536412	0.399754	0.09233	0.0630189	0.345408	0.0458477
570	-2801.3	-2755.05	-46.2457	0.0445425	0.54581	0.0980702	0.0535276	48.2797	18.28	41.4275	0.00550849	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.257638	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.119593	0.346736	0.719731	3	0.139881	0.151304	0.342993	0.334762	0.170941	0.0429942	0.448185	0.124878	0.0505105	0.276849	0.0565827
580	-2802.91	-2751.81	-51.1064	0.0382753	0.725049	0.139208	0.100933	58.9195	14.4765	38.6416	0.00519041	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.511081	0.148447	0.148447	0.148447	0.148447	0.148447	0.148447	0.542028	0.461573	3	0.190459	0.166999	0.337562	0.334059	0.161379	0.0352381	0.393731	0.0543074	0.0595829	0.372069	0.0850717
590	-2793.25	-2744.98	-48.2695	0.0567287	0.439211	0.101159	0.04443	49.4735	21.8169	42.8773	0.00517622	0.132712	0.132712	0.315818	0.132712	0.132712	0.315818	0.132712	0.132712	0.132712	0.315818	0.132712	0.132712	0.132712	0.132712	0.132712	0.132712	0.132712	0.132712	0.411708	2	0.16323	0.183117	0.32025	0.322356	0.174277	0.0449228	0.359748	0.0536839	0.103401	0.355379	0.0828662
600	-2797.79	-2750.23	-47.5578	0.0580041	0.26604	0.079029	0.0210249	56.2471	19.0043	41.3764	0.00512828	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.149838	0.532483	0.507994	2	0.171096	0.181263	0.312291	0.333346	0.173101	0.0416889	0.321806	0.0498194	0.0515593	0.462127	0.0729991
610	-2796.9	-2747.3	-49.6015	0.0601751	0.328914	0.0896683	0.0294932	49.5042	21.3715	46.505	0.00566045	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.252615	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.115599	0.373299	1.54584	3	0.137528	0.19058	0.30534	0.320697	0.183383	0.0503483	0.427321	0.0506611	0.0687927	0.371235	0.0316415
620	-2796.7	-2746.65	-50.0467	0.0409248	0.64463	0.115161	0.0742364	53.6993	16.7149	38.5776	0.00586041	0.125421	0.125421	0.125421	0.125421	0.430288	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.125421	0.662009	0.660668	3	0.172168	0.191923	0.319322	0.307438	0.181317	0.0721269	0.369924	0.0517827	0.0943695	0.379455	0.0323421
630	-2793.11	-2748.15	-44.9682	0.0539621	0.377175	0.0866408	0.0326788	46.47	18.0926	39.8063	0.00544369	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.298928	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	0.0905619	1.12099	2	0.102138	0.182739	0.330681	0.313939	0.172641	0.0776335	0.363745	0.0579616	0.118103	0.333321	0.0492357
640	-2794.95	-2751.28	-43.6728	0.0356746	0.375146	0.0570928	0.0214181	45.451	15.5156	39.1297	0.00509708	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.550487	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.119873	0.258084	2	0.143796	0.183572	0.330344	0.313619	0.172465	0.0996495	0.396959	0.0617303	0.06189	0.322134	0.0576373
650	-2800.12	-2754.08	-46.0397	0.0297385	0.71404	0.103995	0.0742567	54.8973	17.1199	36.9273	0.00536294	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.479223	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.106312	0.569476	2	0.127029	0.182768	0.328898	0.323232	0.165101	0.0829252	0.330337	0.0992871	0.0670417	0.373777	0.0466326
660	-2793.38	-2747.18	-46.2016	0.0454718	0.411757	0.077301	0.0318292	43.926	17.9395	35.8278	0.0052541	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.379141	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	0.104906	1.06804	2	0.120141	0.164574	0.342766	0.315816	0.176844	0.0565041	0.483025	0.0526847	0.0552492	0.30803	0.0445074
670	-2785.66	-2739.88	-45.7811	0.0287807	0.164197	0.0344348	0.00565408	44.4567	18.5489	44.1595	0.00524351	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.389917	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.102494	0.464016	2	0.118462	0.189888	0.326642	0.309213	0.174257	0.0525371	0.413746	0.0433038	0.0601394	0.393691	0.0365825
680	-2788.31	-2742.91	-45.392	0.0292437	0.656642	0.0851698	0.0559261	47.4513	17.3542	40.8238	0.00532108	0.12195	0.12195	0.244871	0.12195	0.12195	0.12195	0.12195	0.12195	0.12195	0.382307	0.12195	0.12195	0.12195	0.12195	0.12195	0.12195	0.12195	0.12195	0.84938	3	0.143243	0.173902	0.315877	0.338481	0.17174	0.061548	0.356285	0.0388531	0.100084	0.361295	0.0819342
690	-2795	-2744.9	-50.0908	0.0504652	0.540166	0.109747	0.0592813	50.8402	16.0033	47.4624	0.00490283	0.11317	0.11317	0.11317	0.315477	0.11317	0.11317	0.11317	0.11317	0.11317	0.315477	0.315477	0.11317	0.11317	0.11317	0.11317	0.11317	0.11317	0.11317	0.336676	2	0.146887	0.174312	0.316622	0.33667	0.172395	0.0527339	0.362432	0.0332891	0.0895954	0.405267	0.0566829
700	-2798.2	-2742.26	-55.9451	0.0350173	0.379692	0.0564516	0.0214342	49.2811	18.826	39.7463	0.0056988	0.0975782	0.0975782	0.0975782	0.0975782	0.0975782	0.144634	0.0975782	0.0975782	0.0975782	0.332266	0.144634	0.0975782	0.0975782	0.0975782	0.0975782	0.0975782	0.144634	0.144634	1.50888	3	0.121073	0.182347	0.321954	0.328494	0.167204	0.0784465	0.396022	0.0281593	0.075789	0.373635	0.0479482
710	-2782.99	-2740.44	-42.5551	0.0333025	0.62319	0.0883801	0.0550776	47.8191	17.1276	42.3887	0.00542593	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.404923	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.105665	0.371627	2	0.12229	0.176972	0.337589	0.321695	0.163744	0.0816112	0.361325	0.0292953	0.0788465	0.388708	0.0602143
720	-2809.38	-2747.54	-61.8407	0.0250481	0.223662	0.0322645	0.00721634	44.4915	18.5532	39.3032	0.00535782	0.0754353	0.0754353	0.0754353	0.462272	0.751794	0.0754353	0.0754353	0.0754353	0.110342	0.462272	0.0754353	0.0754353	0.0754353	0.0754353	0.0754353	0.462272	0.110342	0.0754353	0.607602	4	0.181362	0.162971	0.346025	0.318293	0.172711	0.0693677	0.394035	0.0201833	0.0690213	0.35726	0.0901326
730	-2792.38	-2745.51	-46.8668	0.0529663	0.361552	0.082961	0.0299947	48.5435	18.0047	42.0792	0.00513496	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.3298	0.3298	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.131408	0.872219	2	0.153451	0.176192	0.334151	0.30737	0.182287	0.0738243	0.387439	0.0168723	0.0576987	0.388819	0.0753468
740	-2786.71	-2741.19	-45.5208	0.026696	0.716169	0.0940561	0.0673601	47.5326	16.7129	42.467	0.00565483	0.12243	0.12243	0.12243	0.12243	0.12243	0.12243	0.310685	0.12243	0.12243	0.310685	0.12243	0.12243	0.12243	0.12243	0.12243	0.12243	0.12243	0.12243	0.17785	2	0.143347	0.182837	0.319161	0.31953	0.178472	0.0657517	0.413423	0.0551319	0.0725162	0.346302	0.0468748
750	-2793.96	-2746.64	-47.3231	0.0336739	0.661057	0.0993498	0.0656759	52.9136	19.0257	42.5008	0.00598879	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.308222	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.097023	0.556271	2	0.108756	0.188465	0.304193	0.312946	0.194396	0.042527	0.361769	0.0817279	0.0711257	0.383334	0.0595174
760	-2793.42	-2748.06	-45.3616	0.0588926	0.415357	0.100733	0.04184	45.6119	18.499	42.6007	0.00536722	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.501733	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.0977888	0.717836	2	0.12023	0.197435	0.311164	0.314184	0.177217	0.069725	0.394855	0.0653522	0.0917203	0.317417	0.0609307
770	-2789.41	-2745.34	-44.0691	0.0372246	0.246969	0.049433	0.0122084	49.1594	17.4103	42.8065	0.0052791	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.321531	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.0992972	0.200715	2	0.111644	0.193962	0.332944	0.300018	0.173076	0.0514838	0.464319	0.0390638	0.0788426	0.304041	0.0622493
780	-2802.77	-2758.64	-44.1291	0.0358881	0.428344	0.0627792	0.0268911	47.1402	17.2698	46.5768	0.00558912	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.581273	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.099761	0.563968	2	0.126512	0.207923	0.302297	0.308434	0.181347	0.067063	0.407922	0.0424153	0.0692274	0.330127	0.0832461
790	-2796.38	-2748.56	-47.8201	0.0383876	0.174563	0.0465057	0.00811816	55.663	17.134	38.7594	0.00490784	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.306665	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.159673	0.667405	2	0.167839	0.194314	0.322635	0.316429	0.166621	0.0654176	0.382862	0.0601755	0.0519111	0.347459	0.0921748
800	-2789.79	-2746.61	-43.1855	0.0272463	0.393866	0.0449509	0.0177046	49.0497	19.5379	37.5498	0.00553761	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.366921	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.130669	0.595213	2	0.143794	0.188602	0.31255	0.328977	0.169871	0.0518972	0.385231	0.0271557	0.060319	0.423718	0.0516791
810	-2795.68	-2746.9	-48.7794	0.0244213	0.584668	0.0587995	0.0343782	48.3179	16.7303	42.7141	0.00550545	0.124464	0.124464	0.32837	0.124464	0.32837	0.124464	0.124464	0.124464	0.124464	0.32837	0.124464	0.124464	0.124464	0.32837	0.124464	0.124464	0.124464	0.124464	0.414517	2	0.169776	0.184403	0.311307	0.3225	0.181789	0.114452	0.394108	0.0206992	0.0593339	0.314568	0.096839
820	-2795.84	-2744.39	-51.4525	0.0486285	0.542391	0.106267	0.0576381	51.437	18.8095	37.4142	0.00556752	0.105123	0.105123	0.293311	0.105123	0.105123	0.105123	0.293311	0.105123	0.105123	0.293311	0.105123	0.105123	0.293311	0.105123	0.105123	0.105123	0.105123	0.293311	0.538457	2	0.157397	0.178639	0.323248	0.328599	0.169514	0.0590198	0.378892	0.0150817	0.0788989	0.409792	0.0583149
830	-2794.94	-2745.31	-49.6255	0.0290455	0.357608	0.0452146	0.0161691	45.7506	18.2525	38.684	0.00504563	0.126544	0.126544	0.433488	0.126544	0.126544	0.505782	0.126544	0.126544	0.126544	0.433488	0.126544	0.126544	0.126544	0.126544	0.126544	0.126544	0.126544	0.126544	0.67857	3	0.181718	0.194896	0.322561	0.306496	0.176046	0.0458075	0.294073	0.0568222	0.091768	0.466269	0.0452604
840	-2788.33	-2744.28	-44.046	0.0275954	0.426753	0.0481388	0.0205434	45.5038	22.346	44.58	0.00544521	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.376366	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.1018	0.268102	2	0.117054	0.186403	0.34236	0.314222	0.157014	0.0442829	0.326834	0.054931	0.0887137	0.392508	0.0927306
850	-2796.73	-2742.06	-54.6676	0.0353632	0.57367	0.082948	0.0475848	65.687	20.0138	45.6424	0.00575902	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.0957662	0.549818	0.600267	2	0.120991	0.169401	0.349763	0.319852	0.160984	0.0549764	0.39645	0.0416144	0.0656776	0.390576	0.0507058
860	-2790.69	-2743.71	-46.9826	0.089471	0.264092	0.121579	0.0321081	44.153	17.73	37.6477	0.00577439	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.330359	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.135141	0.190114	2	0.145986	0.17569	0.334815	0.330077	0.159418	0.0563283	0.416393	0.0416877	0.0657932	0.383604	0.036194
870	-2792.26	-2741.66	-50.6061	0.0160222	0.824498	0.0912934	0.0752713	46.9844	18.7626	42.3665	0.00548098	0.106343	0.106343	0.106343	0.106343	0.106343	0.106343	0.135948	0.106343	0.106343	0.433404	0.106343	0.106343	0.106343	0.135948	0.106343	0.106343	0.106343	0.106343	0.811579	3	0.127802	0.20289	0.315872	0.321721	0.159517	0.0651661	0.392024	0.0429156	0.0677312	0.394903	0.0372602
880	-2791.59	-2742.15	-49.4454	0.030612	0.58112	0.0730805	0.0424685	59.8878	22.0431	43.812	0.00552165	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.103195	0.520076	0.259672	2	0.126355	0.179665	0.331089	0.327075	0.162171	0.0754618	0.348889	0.0496959	0.078432	0.3766	0.0709213
890	-2791.46	-2747.26	-44.1954	0.0448258	0.275096	0.0618369	0.0170111	51.3306	17.9026	35.3132	0.0053135	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.146372	0.584635	0.869691	2	0.170719	0.189118	0.317676	0.332829	0.160376	0.0719979	0.30527	0.051158	0.0728996	0.457909	0.0407647
900	-2791.81	-2747.67	-44.1412	0.0427015	0.598872	0.106454	0.0637522	48.1172	20.1701	37.3684	0.00561846	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.318714	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.0950077	0.241963	2	0.107436	0.186547	0.343644	0.309288	0.16052	0.0818062	0.382785	0.064148	0.0914103	0.318276	0.0615747
910	-2800.46	-2743.03	-57.4273	0.0139019	0.257341	0.0187191	0.00481719	57.8761	20.4644	40.1142	0.005687	0.121325	0.121325	1.0888	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.121325	0.466316	0.245942	3	0.194239	0.174554	0.350294	0.308132	0.16702	0.0654673	0.428332	0.0513359	0.0662496	0.339339	0.0492766
920	-2788.79	-2740.35	-48.4435	0.0281534	0.338587	0.0425655	0.0144121	47.1618	18.9335	44.1154	0.00532869	0.108663	0.108663	0.108663	0.108663	0.397285	0.397285	0.108663	0.108663	0.108663	0.397285	0.108663	0.108663	0.108663	0.108663	0.108663	0.108663	0.108663	0.108663	0.663914	2	0.156767	0.180961	0.342253	0.318272	0.158514	0.0686585	0.334931	0.0645262	0.0741293	0.39915	0.0586041
930	-2795.05	-2744.12	-50.9257	0.0865406	0.202412	0.108503	0.0219622	47.1607	19.7047	44.0881	0.00513335	0.0954078	0.0954078	0.0954078	0.332695	0.332695	0.0954078	0.0954078	0.0954078	0.0954078	0.332695	0.0954078	0.0954078	0.0954078	0.0954078	0.0954078	0.0954078	0.0954078	0.0954078	0.408862	2	0.134956	0.179096	0.346583	0.313801	0.16052	0.0458872	0.355408	0.0845006	0.0541315	0.401172	0.0589009
940	-2803.47	-2744.72	-58.7522	0.025416	0.511223	0.0519991	0.0265832	46.3541	18.0364	41.7406	0.00536112	0.100643	0.100643	0.222194	0.100643	0.364628	0.180246	0.100643	0.100643	0.100643	0.364652	0.100643	0.364628	0.364628	0.100643	0.100643	0.100643	0.100643	0.560833	1.77867	6	0.196049	0.159276	0.320462	0.341709	0.178554	0.0931588	0.361376	0.0263269	0.0778782	0.365685	0.0755751
950	-2789.15	-2744.09	-45.063	0.0602338	0.373269	0.096108	0.0358742	45.0183	19.4085	39.1793	0.00501132	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.37013	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.128847	0.602165	2	0.142252	0.154726	0.34419	0.335543	0.165541	0.0627075	0.368411	0.0694266	0.0793944	0.372805	0.0472552
960	-2789.65	-2743.91	-45.7367	0.0404443	0.514342	0.0832773	0.042833	44.8462	20.1618	40.422	0.00526887	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.365566	0.365566	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.12955	0.327382	2	0.155774	0.183446	0.333749	0.327688	0.155118	0.0496465	0.429178	0.0549662	0.0662649	0.329652	0.070292
970	-2797.99	-2748.33	-49.6629	0.06923	0.509089	0.141024	0.0717935	56.8646	17.9961	47.3547	0.00527735	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.410343	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.108162	0.464081	2	0.12495	0.18026	0.296313	0.336802	0.186625	0.0537693	0.369671	0.0798328	0.0717677	0.34883	0.0761293
980	-2805.83	-2747.21	-58.6212	0.0971053	0.232432	0.12651	0.0294051	46.6089	21.7293	39.5056	0.00546731	0.178905	0.104624	0.104624	0.104624	0.104624	0.104624	0.178905	0.104624	0.104624	0.300641	0.178905	0.104624	0.104624	0.104624	0.104624	0.104624	0.178905	0.300641	0.809755	3	0.14291	0.196948	0.3273	0.30343	0.172322	0.0745822	0.390009	0.061064	0.0465078	0.327541	0.100296
990	-2793.82	-2743.96	-49.8558	0.0417483	0.686296	0.133082	0.0913337	59.558	17.6282	34.2322	0.00533367	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.120078	0.350528	1.04106	2	0.132881	0.179807	0.33561	0.321625	0.162958	0.0925968	0.366025	0.0492228	0.0657831	0.385076	0.0412964
1000	-2790.46	-2745.43	-45.0319	0.0520609	0.235968	0.0681397	0.0160788	45.9582	20.0917	38.9736	0.00509773	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.344537	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	0.123392	1.00779	2	0.135678	0.165856	0.329364	0.330871	0.173909	0.0953924	0.352796	0.0295474	0.0683737	0.415287	0.0386035
1010	-2792.21	-2745.33	-46.8811	0.0426964	0.571279	0.0995903	0.0568939	49.0534	16.3497	46.3938	0.00524676	0.10231	0.10231	0.406231	0.10231	0.10231	0.10231	0.10231	0.10231	0.10231	0.406231	0.10231	0.10231	0.10231	0.10231	0.10231	0.10231	0.10231	0.10231	0.820464	2	0.136079	0.157866	0.344177	0.313511	0.184445	0.0834858	0.415027	0.0258594	0.084954	0.344307	0.0463671
1020	-2792.68	-2741.07	-51.6115	0.0341167	0.584777	0.0821648	0.048048	53.5097	17.8404	50.7409	0.00505971	0.0892989	0.0892989	0.0892989	0.0892989	0.0892989	0.0892989	0.338764	0.0892989	0.0892989	0.338764	0.0892989	0.0892989	0.0892989	0.316464	0.0892989	0.0892989	0.0892989	0.0892989	0.549867	3	0.129638	0.194156	0.3125	0.321073	0.172271	0.0740627	0.351776	0.0279418	0.100519	0.370384	0.0753163
1030	-2802.01	-2744.98	-57.0309	0.0329913	0.685935	0.105046	0.0720547	45.1391	17.5957	37.7673	0.00564968	0.134882	0.0854898	0.134882	0.134882	0.134882	0.134882	0.134882	0.0854898	0.134882	0.438436	0.0854898	0.134882	0.134882	0.0854898	0.134882	0.0854898	0.134882	0.0854898	0.683683	3	0.135282	0.196434	0.314267	0.328019	0.161281	0.0519005	0.319516	0.0622441	0.0595361	0.432385	0.0744187
1040	-2793.44	-2744.95	-48.4948	0.0155725	0.659813	0.0457763	0.0302038	47.1948	19.6835	42.2187	0.00491012	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.348973	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.125288	0.291575	0.627182	3	0.146953	0.190653	0.323699	0.319592	0.166056	0.0516084	0.452015	0.0224806	0.0498438	0.361994	0.0620578
1050	-2784.32	-2740.51	-43.8139	0.0242518	0.694391	0.0793557	0.0551038	48.4872	20.3676	46.4695	0.00511333	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.423693	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.118104	0.287277	2	0.135082	0.192886	0.33385	0.317247	0.156018	0.040592	0.365768	0.052172	0.0828207	0.413955	0.0446926
1060	-2801.97	-2746.5	-55.4667	0.0677837	0.538119	0.146756	0.0789719	59.2487	15.7141	42.1717	0.00502408	0.11359	0.11359	0.11359	0.11359	0.11359	0.11359	0.11359	0.11359	0.11359	0.280873	0.11359	0.11359	0.11359	0.11359	0.11359	0.280873	0.11359	0.11359	0.130783	2	0.132177	0.17348	0.347028	0.313142	0.16635	0.0842539	0.322462	0.0510497	0.0810391	0.417464	0.0437312
1070	-2795.77	-2744.28	-51.4939	0.056219	0.386896	0.0916957	0.0354767	58.7297	21.1829	35.4418	0.00546173	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.120705	0.306056	0.442691	0.651297	3	0.148891	0.17191	0.320596	0.341635	0.165859	0.0486794	0.422544	0.0460064	0.0768242	0.352452	0.0534934
1080	-2792.68	-2743.75	-48.9365	0.0755873	0.36117	0.118322	0.0427342	45.0342	18.9937	44.4314	0.00557666	0.106572	0.106572	0.106572	0.106572	0.432858	0.106572	0.106572	0.106572	0.106572	0.432858	0.106572	0.106572	0.106572	0.106572	0.106572	0.106572	0.106572	0.106572	0.750746	2	0.142826	0.185795	0.324731	0.310613	0.178861	0.0451337	0.372472	0.0525006	0.0712286	0.409068	0.0495972
1090	-2798.1	-2750.77	-47.3298	0.0200335	0.299605	0.0286032	0.00856967	51.2099	22.4425	43.7963	0.00536494	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.230935	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0936081	0.0962919	2	0.101237	0.174551	0.340079	0.319425	0.165945	0.0586888	0.369663	0.0568981	0.0898386	0.333277	0.091635
1100	-2790.86	-2746.56	-44.305	0.0181223	0.542063	0.0395737	0.0214515	46.8142	19.9957	38.5427	0.00515724	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.32213	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.119015	0.199476	2	0.130299	0.190317	0.343315	0.310847	0.155521	0.0534672	0.368598	0.0460099	0.0686149	0.345693	0.117617
1110	-2790.9	-2743.27	-47.6353	0.0158492	0.621646	0.0418897	0.0260406	47.5885	19.9029	46.5596	0.00478647	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.354048	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.114387	0.948131	2	0.127701	0.200895	0.31061	0.328527	0.159969	0.0572453	0.34946	0.0495588	0.0734634	0.392071	0.0782019
1120	-2805.48	-2746.3	-59.1812	0.0382984	0.113773	0.0432151	0.00491669	56.3455	18.0138	36.0682	0.00529059	0.12348	0.148848	0.12348	0.148848	0.148848	0.148848	0.12348	0.12348	0.148848	0.236053	0.148848	0.12348	0.148848	0.148848	0.148848	0.12348	0.148848	0.148848	0.726212	3	0.145237	0.184411	0.297163	0.352368	0.166058	0.0573466	0.36646	0.0690368	0.0735934	0.379598	0.053965
1130	-2795.08	-2744.21	-50.8656	0.0333953	0.390378	0.0547803	0.021385	49.0586	17.7946	44.086	0.00554867	0.110431	0.110431	0.110431	0.110431	0.291274	0.110431	0.327086	0.110431	0.110431	0.366953	0.110431	0.327086	0.110431	0.110431	0.110431	0.110431	0.110431	0.110431	0.764485	4	0.158802	0.171209	0.339083	0.321553	0.168154	0.0813304	0.349529	0.0623529	0.0523047	0.411245	0.0432385
1140	-2796.98	-2744.91	-52.0687	0.018576	0.0691086	0.0199551	0.00137907	48.0147	19.2244	40.3628	0.00543267	0.107952	0.107952	0.72079	0.107952	0.107952	0.107952	0.107952	0.107952	0.107952	0.319335	0.107952	0.107952	0.107952	0.107952	0.107952	0.107952	0.107952	0.107952	1.21063	3	0.153742	0.180341	0.34501	0.303863	0.170786	0.0432935	0.471158	0.0482226	0.0696931	0.330486	0.0371469
1150	-2788.52	-2744.47	-44.0496	0.0117677	0.814042	0.0632813	0.0515136	47.1283	18.3495	43.6778	0.005257	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.345228	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.124242	0.801657	2	0.136519	0.174736	0.335639	0.299907	0.189719	0.0804622	0.40512	0.0888659	0.0927856	0.284165	0.0486006
1160	-2793.07	-2746.81	-46.2587	0.0388277	0.151566	0.045764	0.00693628	46.8841	19.0719	40.3333	0.00531364	0.102693	0.102693	0.316851	0.102693	0.102693	0.102693	0.102693	0.102693	0.102693	0.316851	0.102693	0.102693	0.102693	0.102693	0.102693	0.102693	0.102693	0.102693	0.438148	2	0.126488	0.190749	0.318131	0.337037	0.154082	0.0554223	0.392769	0.103247	0.102055	0.299388	0.0471188
