Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	base_rate	tmrca_UrsidaePinn	clock_rate	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
21560	-2798.81	-2754.6	-44.2072	0.167713	0.36412	0.301055	0.167112	0.0617799	0.16425	0.0739216	0.0121416	60.6033	16.3005	0.00545177	37.3624	0.171641	0.056393	0.370795	0.0487669	0.0681402	0.370276	0.0856286
21570	-2791.84	-2749.18	-42.6561	0.187689	0.325559	0.316771	0.169981	0.0350061	0.585527	0.0844594	0.0494532	60.273	16.1847	0.0055097	35.0601	0.159221	0.0450524	0.349389	0.0264714	0.083898	0.425427	0.0697621
21580	-2794.53	-2752.58	-41.9573	0.192257	0.307513	0.315269	0.18496	0.0615527	0.228407	0.0797735	0.0182209	57.513	17.3268	0.00538715	34.5657	0.154455	0.0718182	0.355574	0.087192	0.0853831	0.329036	0.070997
21590	-2797.87	-2758.16	-39.7103	0.178928	0.356229	0.295872	0.16897	0.00901082	0.819346	0.0498788	0.040868	52.8429	18.3161	0.00535266	36.3653	0.181031	0.0517203	0.412309	0.0627918	0.0614892	0.354908	0.0567816
21600	-2799.18	-2756.15	-43.0306	0.165591	0.329675	0.334308	0.170426	0.0378217	0.599081	0.0943374	0.0565157	60.0869	18.1286	0.00578186	35.6138	0.160508	0.0411468	0.368491	0.0205603	0.0516179	0.451264	0.0669198
21610	-2795.7	-2758.38	-37.3177	0.188615	0.326433	0.318332	0.166619	0.0487688	0.43797	0.0867726	0.0380038	49.5929	15.3382	0.00506041	34.8502	0.188872	0.0395951	0.354595	0.0271097	0.0716478	0.438893	0.0681591
21620	-2796.63	-2753.83	-42.7917	0.178376	0.323273	0.31525	0.183101	0.0280874	0.602172	0.0706017	0.0425143	61.0898	18.1792	0.00527502	36.2049	0.183333	0.0338121	0.380564	0.0291684	0.0770888	0.403769	0.0755979
21630	-2799.17	-2758.14	-41.0219	0.175245	0.336332	0.311702	0.17672	0.0255691	0.528042	0.0541766	0.0286075	56.6273	16.4932	0.00556376	39.7621	0.140065	0.0860938	0.438417	0.0580186	0.0625382	0.294512	0.0604198
21640	-2796.63	-2753.43	-43.1943	0.181069	0.329622	0.320987	0.168321	0.0572739	0.358822	0.0893261	0.0320521	59.6293	17.8145	0.00521742	33.9413	0.15055	0.0795315	0.413719	0.0795183	0.0592093	0.310818	0.0572037
21650	-2794.99	-2748.24	-46.7547	0.186844	0.319612	0.317473	0.17607	0.0460052	0.414616	0.0785898	0.0325846	65.4052	19.4927	0.00505577	33.9354	0.167728	0.0840762	0.351838	0.0840621	0.0958622	0.328579	0.0555828
21660	-2793.01	-2751.34	-41.6695	0.1856	0.317484	0.309206	0.18771	0.0345908	0.554533	0.0776505	0.0430598	59.5567	16.1774	0.00523404	34.2281	0.161597	0.0477693	0.403938	0.0700681	0.0871896	0.344705	0.0463298
21670	-2793.77	-2749.41	-44.359	0.169696	0.334959	0.320343	0.175001	0.0220122	0.843788	0.140913	0.1189	62.5844	17.3827	0.00540156	35.5206	0.152851	0.0679248	0.315078	0.0341245	0.0656566	0.445581	0.0716355
21680	-2796.12	-2750.19	-45.9238	0.167424	0.322401	0.347022	0.163154	0.0541028	0.457643	0.099755	0.0456522	63.9368	16.2427	0.00522111	34.005	0.153783	0.0967738	0.348309	0.0306909	0.0590504	0.400748	0.0644277
21690	-2793.06	-2748.3	-44.7656	0.196294	0.311138	0.323495	0.169074	0.017593	0.227687	0.0227796	0.00518662	59.3943	17.445	0.00533422	34.8233	0.153334	0.0709272	0.370137	0.0333751	0.0719872	0.393159	0.0604149
21700	-2795.99	-2752.32	-43.6696	0.198062	0.312271	0.306143	0.183524	0.0288883	0.450409	0.0525632	0.0236749	62.051	16.5644	0.00531772	34.905	0.186586	0.0674672	0.407436	0.0270834	0.0694952	0.3586	0.069918
21710	-2797.92	-2753.1	-44.8256	0.167281	0.322367	0.345769	0.164583	0.0679004	0.561703	0.154919	0.0870183	59.5767	17.8954	0.00550859	41.039	0.14119	0.0685344	0.401242	0.0400497	0.0705944	0.364273	0.055307
21720	-2798.97	-2755.21	-43.7548	0.194958	0.3083	0.342858	0.153883	0.0762999	0.230934	0.0992111	0.0229112	57.4965	17.4839	0.00510095	36.3989	0.15068	0.0724234	0.349729	0.0872501	0.0746003	0.357552	0.0584454
21730	-2797.75	-2747.53	-50.2276	0.179037	0.320199	0.304603	0.196162	0.0494093	0.542135	0.107912	0.058503	70.2576	18.8963	0.00517629	37.5474	0.142967	0.052774	0.384107	0.0758258	0.0757385	0.337868	0.0736874
21740	-2796.51	-2752.4	-44.11	0.18802	0.318814	0.311159	0.182006	0.0246496	0.737496	0.0939016	0.069252	59.898	15.5472	0.00485489	35.4415	0.198331	0.0492474	0.33082	0.0970695	0.0772987	0.376801	0.0687633
21750	-2799.12	-2755.16	-43.9591	0.192098	0.311363	0.311088	0.185451	0.0371863	0.649894	0.106214	0.0690281	59.9037	16.4973	0.00500416	37.076	0.166617	0.0851752	0.325145	0.0271644	0.106848	0.388083	0.0675836
21760	-2792.66	-2753.26	-39.3947	0.19725	0.320317	0.319431	0.163003	0.0299085	0.382109	0.0484042	0.0184957	55.0295	18.6613	0.00541352	35.2283	0.183759	0.0437796	0.423432	0.0263683	0.0597268	0.376709	0.0699838
21770	-2793.13	-2744.41	-48.7223	0.176886	0.315372	0.335774	0.171968	0.0206435	0.643503	0.0579064	0.0372629	69.3309	19.1957	0.00518072	38.466	0.151792	0.0660792	0.368091	0.0354172	0.0806125	0.412778	0.0370218
21780	-2792.6	-2749.17	-43.4342	0.175689	0.325594	0.321616	0.177101	0.0383747	0.805097	0.196891	0.158517	59.9825	17.7604	0.00556	34.9195	0.163707	0.0586073	0.392226	0.0868865	0.0823749	0.347069	0.0328356
21790	-2790.42	-2747.42	-42.9956	0.174647	0.328645	0.326076	0.170632	0.0528761	0.520121	0.110186	0.0573101	59.4509	17.3788	0.00506198	34.2525	0.17544	0.103969	0.377153	0.0632756	0.0792093	0.315095	0.061298
21800	-2794.44	-2751.76	-42.687	0.178126	0.325482	0.309828	0.186564	0.0698083	0.277656	0.0966414	0.0268331	58.1628	16.0633	0.00514138	34.2628	0.161366	0.0845067	0.355953	0.051431	0.064382	0.370151	0.0735765
21810	-2792.79	-2749.36	-43.434	0.186631	0.328232	0.302994	0.182144	0.0273048	0.327888	0.0406255	0.0133206	60.9092	16.8819	0.0054216	35.4272	0.179864	0.079343	0.406619	0.0319049	0.0683935	0.361297	0.052443
21820	-2800.65	-2756.67	-43.9797	0.18044	0.31897	0.321839	0.17875	0.0781268	0.358575	0.121802	0.0436751	58.0631	18.0972	0.00552889	37.7725	0.130375	0.0644016	0.478725	0.0164866	0.0837627	0.314057	0.0425672
21830	-2792.14	-2755.07	-37.0717	0.181678	0.307477	0.32658	0.184264	0.0266315	0.706509	0.0907407	0.0641092	51.2316	15.6253	0.00553452	34.5934	0.185548	0.0891795	0.332303	0.0514831	0.0863236	0.383191	0.0575198
21840	-2803.26	-2754.5	-48.7603	0.178126	0.321018	0.320195	0.180662	0.0213722	0.538654	0.0463257	0.0249535	67.722	19.9196	0.00563339	37.5814	0.130362	0.0404158	0.421748	0.0437933	0.0575602	0.387554	0.0489284
21850	-2795.46	-2751.78	-43.679	0.188519	0.339747	0.30849	0.163243	0.0264195	0.649842	0.0754502	0.0490307	61.5529	16.2783	0.00551194	36.2187	0.147698	0.0401505	0.418979	0.0390434	0.0708618	0.357619	0.073346
21860	-2794.18	-2752.3	-41.8817	0.204613	0.312474	0.315226	0.167688	0.0315122	0.708086	0.10795	0.076438	58.3238	18.412	0.00503955	34.7243	0.171884	0.0678636	0.360282	0.0262704	0.112688	0.377961	0.0549351
21870	-2792.44	-2750.92	-41.5241	0.175523	0.335922	0.319243	0.169313	0.0570856	0.1093	0.0640907	0.00700511	56.415	17.7703	0.00545207	34.4432	0.164789	0.0801129	0.348641	0.0457366	0.10083	0.359727	0.0649526
21880	-2806.8	-2754.22	-52.5808	0.180854	0.325027	0.314396	0.179723	0.0519996	0.0617325	0.0554208	0.00342127	70.2399	15.7275	0.00581425	40.1258	0.135072	0.077462	0.355158	0.0496601	0.113598	0.39154	0.0125815
21890	-2796.77	-2750.01	-46.7629	0.162642	0.333036	0.339726	0.164596	0.025628	0.765782	0.109419	0.0837914	66.6039	17.3168	0.00522926	34.3371	0.14182	0.0788961	0.386887	0.0308503	0.0468959	0.398789	0.0576816
21900	-2796.76	-2753.96	-42.7998	0.191743	0.339044	0.315984	0.15323	0.00778757	0.888413	0.0697895	0.062002	59.0076	14.6938	0.00550162	34.4578	0.180002	0.0626471	0.34016	0.0542134	0.0834225	0.40892	0.0506363
21910	-2797.21	-2748.09	-49.1156	0.193394	0.320594	0.310652	0.175359	0.0381748	0.65537	0.11077	0.0725957	67.7934	17.252	0.00491218	35.2468	0.162223	0.0614282	0.299661	0.0419651	0.0817993	0.470443	0.044704
21920	-2791.85	-2748.2	-43.6539	0.176544	0.33333	0.309588	0.180538	0.0337141	0.815031	0.182269	0.148555	60.4968	17.1898	0.00519762	35.4028	0.179967	0.0889431	0.329063	0.048163	0.0938805	0.382643	0.0573073
21930	-2797.69	-2751.21	-46.4798	0.17281	0.343788	0.326681	0.156721	0.0868748	0.432281	0.153024	0.0661494	58.3468	17.1382	0.00596696	34.2497	0.169932	0.0887828	0.343533	0.0215239	0.0869634	0.399469	0.0597279
21940	-2800.78	-2755.4	-45.3864	0.19275	0.340119	0.318219	0.148912	0.0561842	0.350497	0.0865033	0.0303191	59.6692	16.8429	0.00605309	35.8216	0.160676	0.0525861	0.371155	0.101343	0.0515086	0.38803	0.0353769
21950	-2794.4	-2749.83	-44.5681	0.17719	0.327206	0.336183	0.159422	0.0524185	0.266529	0.0714663	0.0190478	62.271	18.3408	0.00551225	35.9986	0.140532	0.0525861	0.371155	0.101343	0.0515086	0.38803	0.0353769
21960	-2792.36	-2752.72	-39.6397	0.184646	0.312826	0.343519	0.15901	0.0306267	0.346878	0.0468928	0.0162661	55.7253	16.1972	0.00540477	33.9124	0.189618	0.0520638	0.319439	0.124098	0.0630741	0.398005	0.0433203
21970	-2805.24	-2758.99	-46.2496	0.178308	0.338906	0.32838	0.154407	0.0370592	0.475127	0.070606	0.0335468	64.7816	19.6775	0.0050645	36.9737	0.151318	0.034893	0.43691	0.0298168	0.142258	0.305984	0.0501373
21980	-2796	-2757.28	-38.7204	0.202462	0.321056	0.306241	0.170241	0.0194815	0.693572	0.0635761	0.0440946	53.7436	17.4627	0.00545209	34.1961	0.178433	0.0456649	0.42444	0.0289658	0.138198	0.314025	0.0487063
21990	-2795.17	-2749.82	-45.3454	0.176164	0.337163	0.31112	0.175553	0.0456894	0.430238	0.0801904	0.034501	64.1167	18.0875	0.00549658	34.8341	0.177665	0.0406363	0.377701	0.082222	0.0873598	0.368739	0.0433427
22000	-2797.79	-2752.55	-45.2359	0.174757	0.337836	0.319081	0.168325	0.0547224	0.40607	0.0921361	0.0374137	62.3079	15.869	0.00564032	35.0907	0.151179	0.0291991	0.427975	0.0845637	0.0627723	0.356611	0.0388791
22010	-2798.73	-2756.79	-41.9436	0.191883	0.303661	0.342149	0.162308	0.0518046	0.512353	0.106234	0.0544292	57.5377	16.7991	0.00506239	38.8579	0.168872	0.0648828	0.345622	0.0515244	0.106134	0.381223	0.0506128
22020	-2790.27	-2749.23	-41.0379	0.196751	0.319223	0.310485	0.173542	0.0354484	0.339113	0.0536376	0.0181892	57.6657	18.6078	0.00532682	34.7495	0.164107	0.0556652	0.406002	0.0442046	0.0894898	0.361216	0.0434225
22030	-2797.05	-2758.43	-38.6121	0.186586	0.32172	0.317717	0.173977	0.049352	0.120948	0.0561424	0.00679033	51.9713	19.6742	0.0054708	34.2714	0.172932	0.0640412	0.381808	0.0393065	0.0540842	0.405365	0.0553949
22040	-2790.55	-2750.07	-40.4871	0.175157	0.316852	0.328247	0.179743	0.0547494	0.541247	0.119344	0.0645945	56.1384	17.3864	0.00519836	34.5354	0.173162	0.0511693	0.350044	0.0403375	0.113813	0.383053	0.0615833
22050	-2791.73	-2748.57	-43.165	0.187934	0.323276	0.317847	0.170944	0.0485717	0.616327	0.126596	0.0780247	60.0242	16.9355	0.00561738	38.2981	0.156021	0.0922398	0.348081	0.029545	0.0919132	0.360558	0.0776625
22060	-2792.67	-2749.09	-43.5876	0.177853	0.347916	0.322289	0.151943	0.0460921	0.631233	0.12499	0.0788975	60.8221	16.6534	0.00560058	34.675	0.165803	0.0825377	0.347215	0.0815389	0.0703826	0.364174	0.0541522
22070	-2791.62	-2747.47	-44.1509	0.184427	0.319325	0.313279	0.182969	0.0318305	0.561194	0.0725389	0.0407084	58.4979	18.0026	0.00609118	35.7057	0.147539	0.0555788	0.410857	0.0327583	0.0685559	0.379503	0.0527468
22080	-2793.38	-2752.49	-40.888	0.176149	0.328663	0.322439	0.172748	0.0468234	0.475188	0.0892195	0.0423961	56.9751	16.3982	0.00524395	34.7409	0.162504	0.0975347	0.320844	0.0357088	0.0747306	0.413684	0.0574976
22090	-2794.42	-2752.17	-42.2489	0.175069	0.336072	0.317171	0.171688	0.0385806	0.570911	0.0899128	0.0513321	56.6339	16.3835	0.00599101	34.4419	0.168928	0.0475028	0.353142	0.0394644	0.0909845	0.355214	0.113693
22100	-2793.65	-2746.51	-47.1357	0.19281	0.324294	0.322372	0.160524	0.0300818	0.414911	0.0514142	0.0213323	66.3317	18.5037	0.00569902	34.341	0.139128	0.0600988	0.372278	0.0201516	0.0714963	0.419996	0.0559798
22110	-2793.64	-2749.44	-44.1951	0.18412	0.313987	0.325386	0.176507	0.045451	0.362872	0.0713373	0.0258863	61.8594	18.986	0.00570004	35.565	0.168359	0.0536604	0.413629	0.0680783	0.0928023	0.299168	0.0726619
22120	-2801.47	-2760.9	-40.5707	0.175248	0.319254	0.32811	0.177387	0.0928997	0.106193	0.103937	0.0110374	50.463	16.8363	0.00520658	36.5395	0.164469	0.0599453	0.410972	0.0413381	0.0596601	0.381372	0.0467124
22130	-2798.56	-2759.19	-39.3682	0.20195	0.31997	0.304988	0.173091	0.0339783	0.497927	0.0676761	0.0336978	54.9916	14.541	0.0055816	34.0313	0.169676	0.0589617	0.404228	0.0540667	0.0586811	0.378117	0.0459458
22140	-2793.97	-2756.59	-37.3822	0.201887	0.309887	0.320578	0.167648	0.0323986	0.537616	0.0700687	0.0376701	51.8584	16.6251	0.00533657	34.7152	0.17582	0.0570259	0.416475	0.0530281	0.057554	0.370854	0.0450633
22150	-2793.79	-2754.27	-39.5203	0.200349	0.320276	0.318135	0.16124	0.0634405	0.17901	0.0772731	0.0138326	53.483	17.6445	0.00516073	34.7557	0.204949	0.0715075	0.393548	0.0664945	0.0721696	0.339774	0.056507
22160	-2794.9	-2747.71	-47.1945	0.166596	0.33534	0.330945	0.167118	0.0314263	0.593942	0.0773937	0.0459674	67.2203	18.1547	0.0056037	34.4448	0.153401	0.105843	0.337218	0.056977	0.0618398	0.389702	0.048419
22170	-2796.27	-2751.99	-44.2747	0.17673	0.347341	0.309627	0.166303	0.0445328	0.583266	0.106861	0.0623285	61.92	16.7471	0.00520048	34.2965	0.162714	0.0963636	0.315185	0.0763632	0.0601167	0.382454	0.0695178
22180	-2794.4	-2750.63	-43.7725	0.174794	0.327632	0.331806	0.165768	0.0201371	0.614251	0.0522025	0.0320654	58.9257	19.1762	0.00489942	35.715	0.1685	0.0706122	0.336898	0.0768872	0.0605292	0.385078	0.0699948
22190	-2796.96	-2751.51	-45.4449	0.159661	0.349062	0.338426	0.152851	0.0214506	0.599363	0.0535413	0.0320907	63.1311	18.8016	0.00576895	34.2812	0.144215	0.0617837	0.419805	0.0672741	0.0529613	0.336933	0.0612435
22200	-2793.89	-2747.12	-46.7646	0.190372	0.318244	0.319759	0.171625	0.0461878	0.368485	0.0731381	0.0269503	66.2522	18.1511	0.00534554	34.6809	0.150426	0.0672942	0.336516	0.0732743	0.0576849	0.366984	0.0982474
22210	-2799.95	-2755.66	-44.2887	0.185123	0.321277	0.322254	0.171346	0.0436506	0.466611	0.0818362	0.0381857	61.6955	18.1364	0.0052028	34.3784	0.135142	0.117505	0.330658	0.058431	0.098454	0.316607	0.0783452
22220	-2797.58	-2747.1	-50.483	0.180527	0.334846	0.314865	0.169762	0.00954659	0.564844	0.0219383	0.0123917	66.2448	17.7064	0.00577269	34.0304	0.149705	0.0824122	0.351423	0.0488214	0.0690508	0.393622	0.0546706
22230	-2794.08	-2752.16	-41.9216	0.19328	0.335564	0.311305	0.159851	0.0675892	0.315724	0.0987747	0.0311855	56.6428	18.1637	0.00553099	34.4348	0.161442	0.071016	0.37276	0.0479108	0.0595023	0.392952	0.0558587
22240	-2796.36	-2746.37	-49.9933	0.194046	0.330426	0.300287	0.175241	0.066472	0.3255	0.09855	0.032078	68.5151	18.5309	0.00526518	34.8891	0.163635	0.0733122	0.390752	0.0273989	0.0924917	0.347429	0.0686154
22250	-2795.02	-2749.11	-45.9077	0.180316	0.325883	0.311656	0.182146	0.0494644	0.712194	0.171867	0.122402	62.391	17.712	0.00503063	35.2407	0.169865	0.0508675	0.363555	0.0295528	0.0997625	0.368612	0.0876505
22260	-2792.76	-2752	-40.7544	0.183005	0.322242	0.328429	0.166324	0.0181232	0.618608	0.0475186	0.0293954	57.1785	15.9745	0.00529871	33.9782	0.160005	0.0575726	0.416011	0.0253989	0.0729359	0.383632	0.0444497
22270	-2794.28	-2748.44	-45.8374	0.190175	0.319432	0.317553	0.17284	0.0350193	0.459591	0.0648015	0.0297822	64.4133	18.5793	0.00552971	35.2907	0.144617	0.0560512	0.394491	0.0302764	0.0710086	0.382923	0.0652496
22280	-2796.92	-2750.91	-46.0156	0.189705	0.346117	0.300578	0.1636	0.0590096	0.150517	0.0694653	0.0104557	61.863	18.8847	0.00499574	35.4561	0.15774	0.0452072	0.347154	0.0615344	0.109375	0.384103	0.052626
22290	-2796.59	-2754.61	-41.9804	0.18448	0.312162	0.338245	0.165112	0.0260177	0.477916	0.0498344	0.0238167	59.0302	17.8142	0.00521447	34.3971	0.148999	0.0437982	0.349458	0.0702194	0.105966	0.372131	0.0584272
22300	-2797.11	-2751.66	-45.4506	0.203449	0.315211	0.301437	0.179903	0.035631	0.442346	0.0638944	0.0282635	64.1336	18.3723	0.0055665	33.9057	0.149174	0.0540434	0.388794	0.0211231	0.0971859	0.383758	0.0550952
22310	-2793.62	-2748.75	-44.8656	0.185795	0.334094	0.319494	0.160617	0.0261508	0.650815	0.0748912	0.0487403	63.6262	19.0793	0.00534266	36.3065	0.158281	0.0613572	0.410296	0.025829	0.0862784	0.364491	0.0517488
22320	-2794.3	-2748.92	-45.3881	0.184103	0.309789	0.318258	0.18785	0.0144424	0.767922	0.0622311	0.0477886	63.404	16.9106	0.00507818	34.6125	0.189152	0.0601571	0.375514	0.070115	0.0845908	0.380383	0.0292394
22330	-2798.26	-2760.87	-37.3961	0.171022	0.337347	0.321816	0.169815	0.053465	0.186348	0.06571	0.0122449	50.081	15.4005	0.00527761	35.8267	0.170996	0.0620391	0.372736	0.0695962	0.0839649	0.377569	0.0340952
22340	-2803.14	-2753.98	-49.1574	0.175074	0.315201	0.33146	0.178265	0.0347907	0.291245	0.0490871	0.0142964	65.7343	20.3645	0.00600834	34.4153	0.146379	0.0583093	0.33763	0.0516503	0.0789168	0.416567	0.0569266
22350	-2793.57	-2753	-40.5662	0.192538	0.312855	0.314387	0.18022	0.0206088	0.486782	0.0401559	0.0195472	55.6864	19.9034	0.00518398	34.1294	0.195501	0.051581	0.383384	0.0456904	0.0698107	0.399176	0.0503579
22360	-2794.55	-2747.38	-47.1678	0.185622	0.337536	0.303095	0.173747	0.0299082	0.828626	0.174521	0.144612	63.6339	18.0596	0.00494959	33.9893	0.178408	0.0544034	0.393989	0.0481905	0.0666477	0.398648	0.0381217
22370	-2792.65	-2751.56	-41.0941	0.176019	0.328028	0.321804	0.17415	0.038925	0.380945	0.0628782	0.0239531	57.6308	18.5844	0.00512161	33.9569	0.176101	0.0529013	0.418272	0.0468599	0.0648075	0.380091	0.0370691
22380	-2797.09	-2754.09	-43.0059	0.181666	0.3257	0.32452	0.168115	0.0601785	0.466754	0.112853	0.0526747	58.3032	16.9302	0.00525203	33.9569	0.161408	0.045207	0.428758	0.0401766	0.0622088	0.344721	0.0789284
22390	-2794.59	-2748.82	-45.7682	0.178356	0.337657	0.320777	0.163211	0.0304482	0.626584	0.0815397	0.0510915	65.3603	19.5098	0.00543073	34.3094	0.134426	0.0502383	0.399405	0.100025	0.0765809	0.344108	0.0296429
22400	-2798.12	-2756.96	-41.1578	0.179792	0.325119	0.316422	0.178667	0.0248664	0.397083	0.0412435	0.0163771	57.3184	19.3977	0.00552823	34.9813	0.16986	0.0579421	0.295706	0.060697	0.0883241	0.396874	0.100456
22410	-2794.07	-2752.36	-41.7149	0.171747	0.345819	0.30504	0.177394	0.046001	0.472148	0.0871475	0.0411465	58.7443	16.3657	0.00569186	34.0477	0.15442	0.0455501	0.37925	0.111815	0.0694344	0.309284	0.0846667
22420	-2795.51	-2757.94	-37.5672	0.180781	0.313071	0.346432	0.159715	0.0359256	0.594256	0.0885426	0.052617	51.8951	14.7669	0.00517381	35.3846	0.184687	0.0516094	0.403283	0.0577146	0.0657017	0.374797	0.0468941
22430	-2794.03	-2752.69	-41.337	0.179634	0.341582	0.317197	0.161587	0.0260758	0.412123	0.0443559	0.0182801	57.6026	19.3097	0.00556195	34.5243	0.185215	0.0537198	0.381458	0.0155791	0.0683883	0.407342	0.0735126
22440	-2791.86	-2749.03	-42.8316	0.181982	0.323058	0.327042	0.167918	0.0372652	0.495874	0.0739205	0.0366553	60.2077	16.6101	0.00509965	34.5653	0.177787	0.0870029	0.368041	0.0150312	0.0659829	0.393015	0.0709269
22450	-2790.51	-2743.85	-46.6575	0.181982	0.323058	0.327042	0.167918	0.0358895	0.6162	0.0935108	0.0576214	66.8026	18.3566	0.00537512	35.4596	0.164916	0.0606908	0.413428	0.0387508	0.0819291	0.368537	0.0366642
22460	-2793.44	-2752.2	-41.2388	0.176876	0.325721	0.340068	0.157334	0.0215012	0.773608	0.0949736	0.0734724	58.5445	18.5436	0.00557148	34.8216	0.178234	0.059424	0.326603	0.0944325	0.0662972	0.391393	0.0618505
22470	-2793.27	-2749.91	-43.365	0.189737	0.31779	0.300254	0.192219	0.0338879	0.434763	0.0599535	0.0260656	61.1986	17.273	0.0051506	34.3387	0.16181	0.0511357	0.37435	0.0415577	0.0759894	0.373601	0.0833662
22480	-2792.51	-2752.83	-39.6813	0.170645	0.330307	0.320427	0.178622	0.0324356	0.571111	0.0756269	0.0431914	55.965	15.9774	0.00516206	36.3047	0.157957	0.0524295	0.33859	0.0426093	0.0779121	0.412118	0.0763412
22490	-2794.23	-2756.53	-37.7048	0.192539	0.317958	0.312082	0.177422	0.0365804	0.355214	0.0567327	0.0201522	52.1656	15.6363	0.00537938	34.1197	0.193013	0.0424911	0.401949	0.0237451	0.0831846	0.37949	0.0691406
22500	-2796.46	-2749.83	-46.6335	0.183537	0.31179	0.336773	0.167899	0.0296927	0.417716	0.0509936	0.0213008	66.3579	15.9651	0.00528898	36.0971	0.138585	0.0471189	0.342684	0.043984	0.0690898	0.447968	0.0491548
22510	-2793.07	-2750	-43.0708	0.194204	0.338195	0.310978	0.156623	0.0618279	0.141582	0.0720253	0.0101975	58.5728	17.4165	0.00558537	34.1823	0.159517	0.0550098	0.396248	0.0471809	0.0741115	0.374722	0.0527276
22520	-2800.29	-2754.86	-45.4237	0.191302	0.322552	0.301894	0.184252	0.095142	0.261933	0.128907	0.033765	57.0809	18.3347	0.00496292	34.7166	0.172615	0.0613056	0.347376	0.0484782	0.136042	0.328232	0.0785656
22530	-2790.39	-2747.3	-43.0961	0.195739	0.326189	0.321374	0.156698	0.0277123	0.678041	0.086074	0.0583617	60.8406	17.8756	0.00556399	34.0658	0.158509	0.0470384	0.382271	0.0371963	0.0918156	0.381397	0.0602817
22540	-2794.39	-2752.27	-42.1219	0.189916	0.316486	0.323269	0.170329	0.0286074	0.771186	0.125025	0.0964172	55.2937	17.8039	0.00476278	34.3649	0.216988	0.0520318	0.344552	0.109104	0.0598824	0.374186	0.0602426
22550	-2796.4	-2757.28	-39.1207	0.182244	0.321247	0.334061	0.162449	0.0502314	0.215232	0.0640081	0.0137766	53.2398	17.8736	0.00563837	35.5743	0.157643	0.0492371	0.411031	0.0921185	0.0918857	0.296275	0.0594518
22560	-2795.5	-2753.22	-42.2786	0.181883	0.331382	0.326794	0.159941	0.020073	0.882211	0.170415	0.150342	57.6468	16.4802	0.00568571	34.6154	0.155208	0.045809	0.439988	0.0833031	0.0897851	0.283022	0.0580927
22570	-2796.37	-2755.81	-40.5551	0.164253	0.329672	0.346406	0.159669	0.0570119	0.501138	0.114284	0.057272	55.3306	17.5315	0.00544163	33.9975	0.18183	0.0449232	0.348053	0.0717774	0.079774	0.405417	0.0500551
22580	-2795.59	-2757.03	-38.5625	0.184188	0.327057	0.300853	0.187902	0.0353484	0.583654	0.0849015	0.049553	53.8127	16.154	0.00527365	33.9604	0.172067	0.0440909	0.392612	0.0747216	0.0830462	0.353121	0.052408
22590	-2795.06	-2749.88	-45.1785	0.185237	0.323234	0.310404	0.181125	0.0780958	0.254359	0.104736	0.0266407	60.5184	16.928	0.00553909	34.4653	0.172039	0.0437977	0.423354	0.0923938	0.0824939	0.305901	0.0520594
22600	-2801.44	-2755.15	-46.2871	0.179397	0.337013	0.32372	0.159871	0.0263528	0.68781	0.0844128	0.05806	65.133	17.3553	0.00530923	36.6983	0.172968	0.0671804	0.380869	0.0633601	0.0565711	0.348015	0.084005
22610	-2792.87	-2754.29	-38.5809	0.194346	0.325723	0.321678	0.158252	0.0484226	0.546603	0.1068	0.0583771	52.1126	18.1368	0.00506447	34.2117	0.177262	0.0722907	0.313844	0.0624538	0.0885639	0.393626	0.069222
22620	-2797.26	-2755.5	-41.764	0.178506	0.317944	0.345725	0.157825	0.0611573	0.0812274	0.0665642	0.00540683	56.8014	15.9936	0.00529338	34.4955	0.149345	0.0723388	0.381573	0.0438372	0.0621643	0.338011	0.102076
22630	-2796.42	-2752.97	-43.4474	0.165956	0.340041	0.328284	0.16572	0.0134933	0.561597	0.0307782	0.017285	58.551	18.0848	0.00554229	34.4128	0.17591	0.0765792	0.443713	0.0460927	0.0598184	0.312692	0.0611049
22640	-2793.2	-2748.26	-44.9392	0.185171	0.331927	0.30969	0.173211	0.0527151	0.20898	0.0666419	0.0139269	59.4846	17.3173	0.00600605	34.2005	0.142218	0.0941243	0.34753	0.0507354	0.0551426	0.396139	0.0563285
22650	-2799.37	-2754.27	-45.1074	0.1762	0.337015	0.322607	0.164179	0.0501617	0.499905	0.100304	0.0501427	60.1896	19.9846	0.00488362	35.3717	0.17179	0.089846	0.46495	0.0232809	0.0733491	0.302091	0.0464829
22660	-2794.41	-2747.68	-46.7271	0.183611	0.313894	0.341324	0.161171	0.09652	0.435643	0.171026	0.0745064	59.9921	15.7812	0.0054317	34.3881	0.162227	0.052188	0.370903	0.0588103	0.088334	0.363807	0.0659582
22670	-2795.56	-2751.45	-44.1131	0.191503	0.329133	0.318099	0.161265	0.0772934	0.13931	0.089804	0.0125106	57.9432	17.1039	0.00511503	35.7164	0.16296	0.0698097	0.355965	0.0652063	0.0726598	0.374898	0.0614613
22680	-2795.6	-2756.74	-38.8606	0.182686	0.334591	0.316137	0.166587	0.0460272	0.393206	0.0758531	0.0298259	53.347	17.5263	0.00561917	34.137	0.169761	0.0551531	0.468821	0.0623435	0.0781028	0.277456	0.0581234
