Iteration	Posterior	Likelihood	Prior	ucln_sigma	tmrca_UrsidaePinn	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	ucln_mean	base_rate	root_time	diversification	turnover	death_rate	birth_rate	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	tmrca_Ursidae
1790	-2751.84	-2738.97	-12.8778	0.572493	37.1272	0.0691371	0.0713191	0.258252	0.0972514	0.126422	0.0663611	0.193741	0.0907154	0.112926	0.328018	0.0349911	0.0475544	0.158152	0.20934	0.0708396	0.0840331	0.132245	0.0808699	0.171001	0.312929	0.339527	0.176543	0.11305	0.00537789	48.9549	0.0623677	0.422495	0.0456274	0.107995	0.124009	0.0943137	0.385063	0.0622132	0.0720485	0.328562	0.0577997	18.2994
1800	-2757.64	-2744.28	-13.36	0.539376	41.5434	0.0431253	0.159434	0.101419	0.131779	0.140913	0.139467	0.0823179	0.101453	0.0817801	0.289254	0.0672868	0.0746172	0.0806846	0.109432	0.0676843	0.113397	0.0769619	0.152346	0.163008	0.345048	0.323655	0.16829	0.112328	0.00616948	46.6822	0.076285	0.0761652	0.00628928	0.0825743	0.111853	0.0610913	0.428691	0.0619302	0.0608381	0.332087	0.0553621	18.8292
1810	-2760.06	-2740.4	-19.6622	0.618104	42.9969	0.102188	0.0825353	0.257224	0.0407451	0.299793	0.0557446	0.133789	0.0852147	0.0957832	0.323968	0.0476404	0.0929339	0.200758	0.0454116	0.0492371	0.131141	0.0985209	0.122675	0.163457	0.343241	0.324548	0.168754	0.100908	0.00531908	52.7188	0.0116797	0.445429	0.00938107	0.0210607	0.12585	0.0496127	0.379673	0.0456806	0.0749255	0.399091	0.0510172	20.0742
1820	-2761.21	-2743.23	-17.9789	0.754112	41.0664	0.0529918	0.345806	0.0874728	0.0666099	0.0650006	0.0676441	0.0478729	0.104136	0.109728	0.312346	0.0599093	0.0120222	0.0472773	0.0938379	0.1265	0.0350368	0.124025	0.434729	0.177142	0.320266	0.332289	0.170303	0.130562	0.00545481	46.784	0.0399656	0.109133	0.00489589	0.0448615	0.12183	0.0471969	0.376487	0.0434562	0.0892562	0.395071	0.048533	21.6106
1830	-2760.08	-2745.93	-14.1565	0.641446	34.8077	0.0929575	0.074307	0.0430644	0.0874568	0.0697158	0.0794611	0.300473	0.120496	0.144341	0.370301	0.0633669	0.115576	0.128961	0.119392	0.163587	0.120488	0.135952	0.126194	0.18934	0.31756	0.307294	0.185805	0.160076	0.00533067	45.0701	0.0564767	0.263914	0.0202489	0.0767256	0.130894	0.0729884	0.377684	0.0375223	0.0770684	0.350301	0.084436	17.623
1840	-2747.69	-2739.63	-8.05649	0.56607	42.8485	0.0930417	0.0853704	0.119432	0.033737	0.0766397	0.0850327	0.176894	0.042025	0.130337	0.321646	0.0766733	0.0511125	0.038315	0.115397	0.0596316	0.067378	0.113709	0.0519731	0.180955	0.313352	0.332667	0.173026	0.0991505	0.00552884	46.2171	0.0170119	0.770241	0.0570304	0.0740423	0.0965747	0.054946	0.361512	0.087766	0.0765441	0.371411	0.0478207	21.3802
1850	-2759.59	-2742.14	-17.4587	0.536503	38.3478	0.082022	0.185431	0.113037	0.058278	0.0901458	0.170938	0.197208	0.160015	0.166426	0.360117	0.136672	0.0848853	0.123529	0.0650525	0.174207	0.0575417	0.154547	0.0843768	0.184892	0.315774	0.339905	0.159429	0.207608	0.00520308	46.4325	0.0448946	0.52363	0.0493485	0.0942431	0.136913	0.0550725	0.362344	0.0472997	0.0767203	0.388593	0.0699695	20.1307
1860	-2759.88	-2749.02	-10.8621	0.513051	42.0753	0.0953597	0.0483677	0.184784	0.0560873	0.0368047	0.076719	0.0476409	0.090146	0.127174	0.286306	0.0301838	0.0670893	0.0494783	0.0836956	0.101131	0.105792	0.0851483	0.0631243	0.201353	0.320862	0.320576	0.157209	0.089986	0.00523702	58.3094	0.0241005	0.700889	0.0564732	0.0805737	0.0908351	0.0473941	0.369787	0.0581882	0.0660237	0.400647	0.0579601	16.4127
1870	-2765.76	-2746.9	-18.8644	0.564417	40.4619	0.110848	0.0763102	0.0738769	0.0688178	0.273618	0.134048	0.127706	0.060123	0.127738	0.369836	0.230613	0.0770435	0.106444	0.273687	0.0324488	0.0611029	0.0873362	0.235202	0.184605	0.325992	0.329681	0.159722	0.15329	0.00549361	49.0657	0.0168727	0.435339	0.0130084	0.0298812	0.140378	0.0483799	0.401087	0.0400799	0.0601481	0.349303	0.101002	22.6071
1880	-2758.04	-2744.35	-13.6877	0.586197	35.8922	0.124683	0.0727254	0.202794	0.179769	0.119969	0.086521	0.206405	0.0730705	0.137884	0.33381	0.108352	0.0712479	0.0493392	0.169438	0.191726	0.039306	0.115754	0.108591	0.159762	0.335816	0.316474	0.187948	0.125385	0.00537782	47.1534	0.0235823	0.863914	0.149707	0.173289	0.132855	0.0531121	0.451794	0.035713	0.0690984	0.32753	0.0627518	22.6269
1890	-2761.23	-2749.57	-11.6681	0.590938	39.6938	0.071479	0.129183	0.138674	0.159432	0.153343	0.15768	0.251163	0.0795079	0.124147	0.240111	0.0528105	0.129701	0.138378	0.0778248	0.130677	0.0713268	0.173041	0.141901	0.200151	0.316188	0.306698	0.176962	0.165679	0.00546982	47.8445	0.0286124	0.508056	0.0295495	0.0581619	0.134466	0.0747912	0.403294	0.0461845	0.12012	0.310542	0.045068	19.6337
1900	-2754.61	-2744.06	-10.5446	0.274024	33.9436	0.113887	0.191226	0.224973	0.082382	0.119846	0.163005	0.137044	0.0864832	0.137326	0.278999	0.202271	0.0762666	0.146163	0.136101	0.123015	0.081435	0.156186	0.109033	0.174444	0.319114	0.344683	0.161759	0.158114	0.00549859	48.6967	0.0653496	0.39938	0.0434539	0.108803	0.142536	0.0607966	0.32871	0.039213	0.0722167	0.418706	0.0803576	18.7948
1910	-2763.93	-2747.03	-16.8941	0.389544	37.883	0.0810454	0.126518	0.310026	0.15974	0.241591	0.247194	0.0991993	0.0804958	0.135088	0.324336	0.197298	0.180017	0.0883818	0.135499	0.148458	0.0896324	0.210292	0.172419	0.188439	0.334674	0.302158	0.17473	0.166755	0.00508102	48.9827	0.0611024	0.603865	0.093144	0.154246	0.16818	0.0786446	0.364549	0.0433925	0.0799139	0.344577	0.0889226	21.6614
1920	-2760.42	-2748.34	-12.0827	0.371129	40.9916	0.126117	0.130551	0.202202	0.126383	0.276899	0.103131	0.128923	0.0905254	0.149087	0.243736	0.183361	0.213861	0.131311	0.122958	0.140316	0.203293	0.128549	0.312383	0.17909	0.340774	0.312759	0.167377	0.195435	0.00508131	50.162	0.0421309	0.363823	0.0240942	0.0662251	0.167421	0.116309	0.398603	0.03836	0.0686248	0.304614	0.0734899	18.6112
1930	-2766.61	-2746.53	-20.0766	0.692367	39.9933	0.23937	0.0884857	0.1021	0.114048	0.533853	0.167351	0.158143	0.0953527	0.108386	0.395818	0.0659467	0.135882	0.188169	0.204017	0.063574	0.187472	0.110498	0.137723	0.183614	0.344947	0.320659	0.150779	0.191304	0.00569738	45.2334	0.0204616	0.675621	0.0426178	0.0630794	0.17201	0.073864	0.297123	0.0676151	0.0517111	0.437526	0.0721603	16.3767
1940	-2758.18	-2746.76	-11.427	0.539395	36.0737	0.0867487	0.131066	0.0979788	0.0851112	0.278841	0.111161	0.186572	0.135581	0.170111	0.2222	0.140846	0.0950225	0.198549	0.238551	0.0530347	0.0816878	0.140481	0.125573	0.177448	0.340973	0.302093	0.179486	0.13989	0.00547841	48.0731	0.0385183	0.42453	0.0284154	0.0669337	0.143284	0.0573543	0.382443	0.0525021	0.0939612	0.350944	0.0627961	18.9428
1950	-2748.65	-2738.89	-9.76159	0.521179	43.4984	0.0766457	0.125545	0.201227	0.104943	0.0855903	0.0727296	0.19153	0.0590816	0.135742	0.316314	0.111094	0.0911951	0.0815861	0.0651767	0.0892666	0.0551691	0.117237	0.0579171	0.176671	0.339655	0.303837	0.179837	0.109484	0.00562241	49.7496	0.0661798	0.183633	0.0148864	0.0810662	0.113222	0.0508373	0.460537	0.0386136	0.0832847	0.311067	0.0556607	21.1665
1960	-2760.57	-2742.84	-17.7329	0.787846	43.4935	0.115638	0.0490109	0.146372	0.0786739	0.115584	0.399579	0.181963	0.0850458	0.121356	0.269275	0.026768	0.0269999	0.0380786	0.063533	0.120846	0.0400201	0.174894	0.171589	0.186873	0.337019	0.307764	0.168344	0.159022	0.0051869	47.9471	0.0567943	0.515744	0.0604872	0.117281	0.123624	0.0595052	0.41581	0.0381685	0.0842767	0.348045	0.0541942	20.7778
1970	-2761.98	-2743.06	-18.9246	0.716192	37.3432	0.0775071	0.0978722	0.3361	0.145884	0.229931	0.0736953	0.129189	0.0632714	0.0977849	0.400802	0.0990004	0.0221373	0.16272	0.132662	0.0965508	0.132801	0.189158	0.0355278	0.193019	0.324152	0.324895	0.157934	0.132851	0.00513651	51.9338	0.0391502	0.476254	0.0356002	0.0747504	0.140144	0.0311927	0.369767	0.041883	0.0795698	0.422145	0.0554424	22.6154
1980	-2759.11	-2741.11	-17.9934	0.506421	40.7157	0.141492	0.0390938	0.2171	0.12833	0.131736	0.12879	0.145887	0.0836972	0.121841	0.345228	0.204373	0.118288	0.241014	0.0704442	0.0973573	0.0791704	0.225451	0.222407	0.182375	0.331728	0.336672	0.149225	0.187128	0.00495708	49.5	0.0466625	0.568008	0.0613546	0.108017	0.152317	0.0575538	0.391323	0.0381491	0.0570951	0.377721	0.078158	25.1115
1990	-2756.5	-2744.08	-12.4255	0.46767	37.5489	0.17222	0.0839849	0.184822	0.241201	0.215046	0.0810674	0.106034	0.0874643	0.153452	0.237027	0.112641	0.107831	0.145458	0.083007	0.152835	0.111207	0.107464	0.0735343	0.193098	0.327096	0.318777	0.16103	0.154118	0.00592014	53.7625	0.0289183	0.668911	0.0584247	0.087343	0.136461	0.0546866	0.371828	0.0443539	0.0542507	0.400617	0.0742643	18.6631
2000	-2755.19	-2745.68	-9.51323	0.477422	41.9854	0.085539	0.0490347	0.106062	0.126451	0.0976643	0.0935618	0.138441	0.147379	0.0947514	0.256287	0.0941623	0.0865538	0.140447	0.0622871	0.0855006	0.107515	0.187312	0.111319	0.174858	0.331697	0.33015	0.163295	0.126979	0.00520728	50.2908	0.0828683	0.387351	0.0523939	0.135262	0.115015	0.0495934	0.358708	0.0736911	0.0582798	0.374598	0.08513	18.477
2010	-2761.97	-2744.21	-17.7635	0.486139	33.9532	0.134719	0.0417125	0.124711	0.178058	0.128867	0.133464	0.127259	0.106741	0.199002	0.280482	0.133574	0.211733	0.0409699	0.161338	0.148944	0.113195	0.186775	0.0552607	0.169784	0.341663	0.319984	0.168569	0.136089	0.00493617	55.6581	0.0449747	0.227054	0.0132114	0.0581861	0.139267	0.086107	0.331208	0.0548632	0.0604149	0.399145	0.0682624	16.8921
2020	-2753.47	-2741.53	-11.9395	0.584788	38.9454	0.0538676	0.0368929	0.111195	0.085565	0.0951901	0.144261	0.134631	0.0806473	0.0950272	0.344082	0.0254577	0.133705	0.107002	0.0300847	0.0739268	0.118258	0.19092	0.0674809	0.172211	0.346498	0.317178	0.164113	0.100803	0.00562909	47.2075	0.0231546	0.729344	0.0623952	0.0855498	0.107122	0.0506896	0.347112	0.0462891	0.0975648	0.40075	0.0575942	17.399
2030	-2751.21	-2740.88	-10.3327	0.660463	41.3942	0.0323598	0.0351229	0.0652755	0.0542937	0.0735165	0.0404321	0.0690815	0.0549598	0.122914	0.422714	0.0772025	0.082251	0.0480402	0.0229874	0.0682755	0.0926442	0.223948	0.0368637	0.172313	0.347325	0.31615	0.164211	0.0855068	0.00519467	45.6282	0.0334843	0.109241	0.00410647	0.0375908	0.0901601	0.0619843	0.389791	0.0542397	0.0952161	0.354296	0.0444731	26.811
2040	-2763.75	-2744.72	-19.0307	0.773392	41.8868	0.141092	0.0706139	0.0760093	0.163481	0.140813	0.0405404	0.112176	0.0346211	0.0894804	0.377338	0.0488986	0.0992272	0.0289685	0.120515	0.0244829	0.100322	0.113692	0.0086198	0.179071	0.328015	0.326883	0.166032	0.07655	0.00582557	46.4371	0.0862801	0.200337	0.0216155	0.107896	0.0994939	0.0631289	0.4275	0.0796046	0.080622	0.299303	0.0498408	20.9727
2050	-2760.51	-2743.9	-16.613	0.665426	34.6292	0.038151	0.0609661	0.202148	0.0582341	0.0573479	0.0661654	0.105624	0.0825667	0.145409	0.387757	0.219537	0.109986	0.1818	0.0343995	0.106837	0.0628405	0.308614	0.0776023	0.161558	0.325042	0.340468	0.172932	0.16195	0.00526131	47.1793	0.0330856	0.596932	0.0489987	0.0820843	0.12811	0.0851052	0.415926	0.0307559	0.0898206	0.331637	0.0467555	23.0458
2060	-2760.21	-2749.19	-11.021	0.50996	37.1348	0.287485	0.0867007	0.0971842	0.0697668	0.126627	0.0753062	0.132973	0.0645622	0.145358	0.259953	0.135153	0.069469	0.196558	0.135577	0.131733	0.0828171	0.0833078	0.0627807	0.182447	0.299332	0.322928	0.195292	0.121781	0.00549472	52.9485	0.0190561	0.771926	0.0644961	0.0835521	0.124628	0.0854728	0.373079	0.0660444	0.0803814	0.336435	0.0585877	18.3288
2070	-2757.43	-2742.75	-14.6763	0.423177	40.8455	0.161434	0.158334	0.086718	0.0652115	0.236882	0.248155	0.160863	0.114075	0.137425	0.3262	0.165	0.0750784	0.230259	0.21346	0.114771	0.0943005	0.133688	0.102996	0.191375	0.296883	0.342238	0.169504	0.173026	0.00521108	51.7207	0.0525618	0.223588	0.0151366	0.0676984	0.156936	0.0664788	0.34089	0.0513678	0.0757282	0.419967	0.0455682	19.266
2080	-2759.87	-2744.41	-15.4586	0.456767	35.1014	0.127788	0.107899	0.191788	0.215097	0.10448	0.167001	0.125872	0.0904673	0.181605	0.228189	0.20015	0.135985	0.089503	0.123369	0.130476	0.175516	0.191043	0.43007	0.182813	0.316607	0.318124	0.182456	0.152973	0.00566811	49.1847	0.0792024	0.118802	0.0106779	0.0898803	0.167572	0.0631459	0.371009	0.0597005	0.0805531	0.383608	0.0419831	19.7379
2090	-2757.15	-2745.04	-12.1072	0.353048	33.9606	0.142493	0.103381	0.128411	0.0914613	0.17834	0.110324	0.1473	0.0955071	0.171977	0.234947	0.253335	0.211003	0.213002	0.0605791	0.0876621	0.0846086	0.267171	0.140173	0.181235	0.341678	0.315379	0.161708	0.146205	0.00549729	47.9592	0.0383747	0.70763	0.0928792	0.131254	0.151204	0.0500622	0.382816	0.0616003	0.073658	0.395815	0.036048	19.553
2100	-2756.65	-2742.68	-13.9781	0.375322	34.0997	0.135564	0.0794281	0.292305	0.137005	0.14872	0.150297	0.193213	0.1089	0.150658	0.258588	0.169711	0.0869996	0.246526	0.20462	0.110403	0.119738	0.20476	0.216048	0.197865	0.307616	0.321234	0.173285	0.167228	0.00500685	53.6555	0.0329695	0.729125	0.0887453	0.121715	0.167416	0.0485496	0.423036	0.0492862	0.0661615	0.344349	0.0686178	20.4963
2110	-2762.26	-2749.1	-13.1603	0.339786	33.91	0.177302	0.218218	0.141948	0.0967544	0.209139	0.143849	0.218664	0.105954	0.186435	0.290218	0.195257	0.158209	0.0898631	0.0799047	0.216323	0.109604	0.164665	0.266227	0.182868	0.330002	0.321099	0.166031	0.197171	0.00525333	46.9782	0.0421115	0.572824	0.0564696	0.0985811	0.170474	0.0781252	0.28381	0.0489659	0.0616121	0.435975	0.0915126	21.3081
2120	-2752.73	-2744.86	-7.86914	0.328187	40.9901	0.235706	0.126604	0.186785	0.0744288	0.097038	0.232172	0.14723	0.0970554	0.122564	0.237629	0.117863	0.123608	0.118317	0.118266	0.14903	0.112867	0.0965665	0.16017	0.189684	0.321585	0.316511	0.17222	0.13359	0.00570746	50.6434	0.0675674	0.327925	0.0329681	0.100535	0.141883	0.0474159	0.350215	0.0316238	0.102725	0.408918	0.0591018	16.7608
2130	-2751.45	-2743.34	-8.11504	0.290945	35.857	0.134486	0.0780246	0.162413	0.10196	0.137006	0.120392	0.178481	0.113524	0.116778	0.20172	0.187712	0.127282	0.136422	0.194332	0.163521	0.130629	0.173858	0.2103	0.183994	0.331919	0.318226	0.165861	0.158382	0.00582048	54.1097	0.0354798	0.821478	0.163262	0.198741	0.148269	0.0389032	0.427846	0.0312707	0.104378	0.333526	0.0640765	18.738
2140	-2766.78	-2743.71	-23.0641	0.527521	38.4155	0.0520282	0.0257944	0.2762	0.191124	0.125843	0.14322	0.168461	0.107197	0.0860017	0.154863	0.115976	0.0594541	0.117486	0.141701	0.0369119	0.0551124	0.297277	0.297017	0.187649	0.309163	0.324547	0.178641	0.124198	0.00552254	58.9771	0.0255532	0.564196	0.0330814	0.0586346	0.136204	0.0539607	0.429223	0.036771	0.0728825	0.36792	0.0392426	21.5362
2150	-2749.79	-2738.69	-11.1042	0.597898	47.0704	0.085906	0.0654727	0.11607	0.0539592	0.076271	0.0471071	0.177642	0.0850797	0.102042	0.384978	0.0447476	0.062131	0.0781421	0.120768	0.209576	0.0574216	0.122725	0.0822166	0.169287	0.334027	0.330122	0.166563	0.105057	0.00571091	47.9468	0.0125004	0.842962	0.0671006	0.079601	0.10957	0.080484	0.364295	0.0421021	0.06011	0.391151	0.0618577	19.2824
2160	-2755.75	-2738.92	-16.8268	0.745365	38.5184	0.0980498	0.0574613	0.273065	0.0638674	0.153135	0.100437	0.249507	0.0878212	0.107711	0.346533	0.100061	0.123224	0.0399759	0.0394259	0.136621	0.05046	0.229916	0.190188	0.187136	0.308071	0.328529	0.176264	0.154786	0.00561089	46.3129	0.0322812	0.424909	0.0238511	0.0561324	0.13597	0.0983286	0.352558	0.0419727	0.0915241	0.358865	0.0567518	20.6382
2170	-2754.51	-2742.63	-11.8829	0.562507	42.5338	0.06464	0.11675	0.0995127	0.105438	0.18101	0.0737538	0.109156	0.0938186	0.0971381	0.328462	0.0657973	0.110028	0.118402	0.0892991	0.184439	0.0964768	0.120738	0.122127	0.185017	0.337119	0.306176	0.171688	0.132729	0.00507195	49.1901	0.017644	0.887307	0.138923	0.156567	0.120944	0.084025	0.425696	0.035867	0.0782103	0.323897	0.0523046	19.958
2180	-2755.27	-2742.59	-12.6818	0.579742	44.8836	0.152241	0.0714566	0.145582	0.142904	0.0758361	0.115267	0.0805006	0.0480374	0.13589	0.355972	0.0846338	0.0573959	0.0599963	0.180994	0.0976484	0.0672256	0.169707	0.113905	0.188258	0.332267	0.303638	0.175837	0.133987	0.00534194	45.9259	0.0710168	0.340509	0.0366675	0.107684	0.119733	0.0734574	0.373357	0.0313561	0.0694943	0.394855	0.05748	21.941
2190	-2753.58	-2739.13	-14.4475	0.72267	39.6192	0.1229	0.0430534	0.2216	0.0691661	0.0759553	0.0573849	0.206593	0.0674842	0.134128	0.379429	0.0314528	0.0839798	0.155002	0.101192	0.100006	0.0570012	0.191287	0.0963922	0.194778	0.306785	0.336814	0.161623	0.135187	0.00524686	45.1888	0.0352398	0.371234	0.0208061	0.0560459	0.121889	0.078498	0.380659	0.0527978	0.0755104	0.369925	0.0426094	22.0005
2200	-2753.98	-2746.37	-7.6069	0.448631	33.9908	0.0828312	0.101213	0.0520952	0.0582805	0.0934576	0.0823506	0.0984208	0.0764481	0.106376	0.305446	0.0614771	0.0761337	0.142483	0.0851961	0.111587	0.130043	0.142014	0.129038	0.181505	0.322016	0.337467	0.159012	0.130649	0.00556053	45.3899	0.0400038	0.169585	0.00816948	0.0481732	0.107494	0.0651377	0.390458	0.0319828	0.0554662	0.405379	0.0515761	20.0603
2210	-2758.81	-2744.17	-14.6447	0.52441	43.9695	0.0261778	0.118787	0.0404631	0.0464973	0.0791489	0.0981204	0.11975	0.0955634	0.117614	0.259114	0.124103	0.039978	0.0786286	0.0680532	0.0422823	0.080003	0.116791	0.0222663	0.182017	0.323481	0.336837	0.157665	0.0819457	0.00535809	58.6783	0.0384494	0.793359	0.14762	0.186069	0.0874079	0.0874114	0.349738	0.0689107	0.076492	0.350296	0.0671524	18.5511
2220	-2760.94	-2749.95	-10.9937	0.497496	40.8009	0.102179	0.104945	0.244459	0.167751	0.0634126	0.0982879	0.127668	0.082584	0.145087	0.355426	0.112815	0.082923	0.0645252	0.117575	0.105372	0.141862	0.130252	0.0906046	0.163867	0.362366	0.297149	0.176618	0.127017	0.0052915	50.3721	0.0565012	0.148524	0.00985561	0.0663568	0.129874	0.0827443	0.409309	0.0615862	0.0525508	0.331593	0.0622173	19.5477
2230	-2762.52	-2743.89	-18.6287	0.726817	33.9184	0.0853404	0.114659	0.28502	0.032222	0.06755	0.214199	0.0770236	0.061098	0.201777	0.252998	0.0635829	0.0423017	0.0946034	0.145879	0.0609861	0.0304284	0.211333	0.249058	0.163497	0.34734	0.333134	0.156029	0.136237	0.0053987	54.6272	0.0488735	0.1884	0.0113452	0.0602187	0.127226	0.0671101	0.409384	0.0565905	0.085235	0.317661	0.0640189	20.7393
2240	-2764.44	-2750.72	-13.7152	0.443621	37.5239	0.0536388	0.10934	0.176613	0.238961	0.165251	0.0833721	0.171833	0.138673	0.16787	0.222293	0.118188	0.141352	0.0991342	0.0674774	0.0817512	0.0924393	0.0923289	0.252532	0.172545	0.332028	0.330762	0.164664	0.127725	0.00585317	50.7271	0.0555572	0.526539	0.0617855	0.117343	0.137392	0.0497857	0.436055	0.0602773	0.0907879	0.294905	0.0681897	18.7449
2250	-2759.2	-2744.59	-14.6032	0.5991	34.0439	0.101568	0.082372	0.0564656	0.0557074	0.121512	0.112724	0.0869226	0.0860779	0.164298	0.427382	0.0390984	0.091581	0.117581	0.0387068	0.120712	0.0692801	0.255823	0.0275788	0.183422	0.329097	0.327842	0.159639	0.125352	0.00514264	47.1863	0.0667677	0.340017	0.034398	0.101166	0.114188	0.0738336	0.420779	0.0588949	0.0887057	0.278991	0.0787958	22.2026
2260	-2749.49	-2745.73	-3.76519	0.405358	36.1382	0.0673855	0.0500177	0.0985113	0.099519	0.133588	0.0774463	0.0777852	0.0822006	0.0732582	0.27278	0.0766271	0.0670371	0.0424633	0.0811863	0.07084	0.100618	0.115838	0.101247	0.165008	0.359094	0.315635	0.160263	0.088949	0.00588638	48.2744	0.0155177	0.837255	0.0798323	0.0953501	0.0937971	0.0508228	0.38125	0.0439944	0.0711839	0.379863	0.0728865	18.1573
2270	-2761.33	-2743.87	-17.4542	0.513695	45.3913	0.072142	0.0675085	0.150358	0.128573	0.114564	0.208149	0.121203	0.083091	0.107849	0.336556	0.0896667	0.108524	0.227211	0.128183	0.121711	0.267646	0.163962	0.220718	0.184179	0.338599	0.30556	0.171662	0.174432	0.0049658	49.6638	0.0821459	0.282957	0.0324161	0.114562	0.150979	0.0447903	0.390167	0.0992446	0.0795079	0.334774	0.0515163	18.3843
2280	-2755.19	-2740.05	-15.1391	0.558224	34.3458	0.113908	0.0364836	0.0682687	0.0729551	0.0915011	0.0416192	0.163126	0.084559	0.121171	0.234549	0.0678232	0.0958659	0.0365462	0.052631	0.0240333	0.0795457	0.199505	0.0624216	0.189916	0.322136	0.331696	0.156252	0.11145	0.00576445	58.6188	0.015853	0.621388	0.0260184	0.0418715	0.0914729	0.0384588	0.33135	0.0852156	0.0682689	0.423421	0.0532857	19.2311
2290	-2762.3	-2741.09	-21.2074	0.862761	35.9948	0.0816102	0.042089	0.269342	0.0775097	0.0600221	0.118646	0.199143	0.0611272	0.147412	0.17887	0.115914	0.279035	0.0665597	0.319005	0.0999052	0.0521708	0.154299	0.47317	0.177835	0.339574	0.317881	0.16471	0.206374	0.00545669	51.1268	0.0572822	0.36991	0.0336289	0.0909111	0.155324	0.0414762	0.383235	0.116023	0.073625	0.328175	0.0574663	22.4385
2300	-2757.16	-2742.37	-14.7936	0.6375	37.2265	0.0298318	0.0491027	0.0773255	0.134318	0.172339	0.127447	0.140687	0.105608	0.110259	0.335438	0.0443917	0.0551375	0.0347159	0.0173795	0.0578522	0.0645178	0.166558	0.0903654	0.180272	0.319674	0.322237	0.177816	0.0810785	0.00537783	46.3259	0.0584717	0.774781	0.20115	0.259622	0.100737	0.070051	0.308256	0.0608926	0.0714747	0.443821	0.045505	19.193
2310	-2761.28	-2742.21	-19.0702	0.760706	35.5827	0.132436	0.0937428	0.178023	0.0938181	0.0804989	0.126589	0.281597	0.10101	0.171888	0.416914	0.0297041	0.273359	0.147571	0.120923	0.172676	0.0943138	0.189033	0.112685	0.183667	0.32771	0.310157	0.178467	0.198758	0.00534127	48.7609	0.0348483	0.240914	0.0110599	0.0459082	0.156488	0.0804196	0.375271	0.0205721	0.0647513	0.406746	0.0522405	20.0952
2320	-2751.92	-2742.9	-9.02033	0.345491	35.2636	0.198253	0.102064	0.12464	0.137086	0.0710039	0.160033	0.172039	0.0779201	0.173246	0.248231	0.151751	0.176157	0.106072	0.108627	0.0569001	0.123003	0.162193	0.163347	0.185296	0.310654	0.334871	0.169178	0.120637	0.00551916	49.0754	0.0269938	0.647157	0.0495099	0.0765037	0.139587	0.0781009	0.397457	0.0435325	0.080643	0.357377	0.0428898	17.645
2330	-2750.28	-2739.09	-11.1901	0.405863	37.3883	0.115287	0.0742704	0.114922	0.191123	0.1531	0.111968	0.117926	0.101998	0.144894	0.242295	0.0811247	0.099836	0.100242	0.105867	0.0594574	0.161327	0.156477	0.350178	0.178887	0.328574	0.327752	0.164787	0.128568	0.00556916	53.2714	0.0294248	0.600558	0.04424	0.0736649	0.137905	0.0747186	0.340743	0.0392464	0.0728709	0.433754	0.0386669	20.2273
2340	-2754.25	-2742.29	-11.967	0.437896	42.7665	0.226202	0.0709165	0.206388	0.0760117	0.105934	0.127388	0.141509	0.0716304	0.116318	0.271406	0.145138	0.0675022	0.0976508	0.0570991	0.0712414	0.0908113	0.14446	0.0881114	0.175246	0.316742	0.332184	0.175829	0.122515	0.00554388	56.018	0.0164876	0.727406	0.0439966	0.0604842	0.120873	0.0543359	0.359637	0.0713548	0.0529923	0.374487	0.0871937	20.5212
