Iteration	Posterior	Likelihood	Prior	ucln_sigma	tmrca_UrsidaePinn	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	ucln_mean	base_rate	root_time	diversification	turnover	death_rate	birth_rate	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	tmrca_Ursidae
2550	-2757.32	-2746.1	-11.2238	0.30217	36.5908	0.112484	0.167333	0.160579	0.0604244	0.139375	0.215677	0.195173	0.0662872	0.139227	0.242378	0.102731	0.115641	0.225085	0.0870532	0.0984719	0.104598	0.12903	0.171482	0.164728	0.324593	0.335606	0.175073	0.147317	0.00521963	51.2171	0.044441	0.28504	0.0177177	0.0621587	0.140724	0.0915505	0.305297	0.0506867	0.105483	0.404005	0.0429778	18.434
2560	-2758.96	-2743.14	-15.8167	0.541341	34.6904	0.122152	0.0521804	0.33197	0.297245	0.115023	0.0608895	0.109545	0.0903291	0.129929	0.345944	0.12972	0.0360097	0.0691187	0.124629	0.0479176	0.0776196	0.166668	0.0991679	0.185357	0.334578	0.316944	0.163121	0.114669	0.00520389	48.6674	0.0153706	0.746291	0.0452129	0.0605835	0.13367	0.0748426	0.391051	0.0570388	0.0687739	0.309201	0.0990927	17.2146
2570	-2755.01	-2744.15	-10.8605	0.448171	41.4006	0.146866	0.054386	0.0495314	0.0850585	0.110314	0.119623	0.242093	0.126733	0.121883	0.284351	0.116683	0.138054	0.0431887	0.0949311	0.0996689	0.0885585	0.10719	0.157901	0.180481	0.328024	0.326913	0.164582	0.139738	0.00563768	48.608	0.0231691	0.666008	0.0462012	0.0693703	0.121501	0.0881299	0.372088	0.0670677	0.0753748	0.321337	0.076003	16.6183
2580	-2756.85	-2742.46	-14.3923	0.369813	46.1272	0.120897	0.185566	0.217598	0.100985	0.206525	0.238621	0.131684	0.101334	0.106272	0.38803	0.154829	0.0663611	0.150641	0.129271	0.0937426	0.114222	0.0862008	0.161014	0.174901	0.311144	0.323796	0.190159	0.144666	0.00525089	51.711	0.0159398	0.466592	0.0139431	0.0298829	0.152989	0.0891497	0.377737	0.0754379	0.0847818	0.315896	0.0569981	19.2115
2590	-2770.2	-2754.15	-16.0521	0.604088	38.92	0.204711	0.130084	0.109156	0.273358	0.173773	0.150251	0.0799253	0.0778811	0.0963927	0.317467	0.142562	0.0544297	0.0623013	0.0392517	0.190839	0.184657	0.181606	0.12469	0.158348	0.360678	0.299188	0.181786	0.15722	0.00549475	50.9994	0.0278704	0.534798	0.0320398	0.0599102	0.144074	0.0879723	0.376467	0.0618473	0.0698686	0.372262	0.0315822	20.6203
2600	-2753.43	-2738.35	-15.0814	0.581488	35.8818	0.0258775	0.0599375	0.0638856	0.108531	0.0770966	0.0528848	0.116874	0.0958069	0.179094	0.282043	0.0611193	0.0380421	0.033477	0.0147179	0.0846841	0.145691	0.174078	0.104746	0.16973	0.328531	0.324046	0.177693	0.0799962	0.00508314	53.9024	0.0282052	0.310399	0.0126956	0.0409008	0.0954769	0.0559429	0.37647	0.068778	0.069869	0.372265	0.0566761	17.8667
2610	-2761.63	-2744.77	-16.8612	0.891749	41.3426	0.0823975	0.0173845	0.0181298	0.0574361	0.0705947	0.0789924	0.130453	0.0856669	0.110889	0.317283	0.0393535	0.0313934	0.0761291	0.0559729	0.114651	0.135262	0.130095	0.144845	0.171411	0.331785	0.31735	0.179454	0.0931675	0.00481249	51.9986	0.0531937	0.354495	0.0292126	0.0824063	0.0942738	0.0673512	0.336377	0.0528032	0.0882907	0.324152	0.131026	20.0028
2620	-2754.01	-2745.22	-8.79007	0.349965	39.5014	0.0832717	0.0568737	0.148748	0.0742407	0.12465	0.104382	0.149222	0.12785	0.111527	0.267494	0.0572046	0.12582	0.2473	0.11179	0.0638455	0.0754451	0.146224	0.121386	0.170227	0.336774	0.315158	0.177841	0.114877	0.00550951	49.2131	0.0468379	0.516269	0.0499883	0.0968262	0.122071	0.103623	0.438917	0.0377222	0.0630743	0.293138	0.0635247	18.7839
2630	-2763.99	-2748.62	-15.3782	0.545441	40.0525	0.0520798	0.213118	0.290036	0.0936423	0.102861	0.113698	0.13062	0.0923307	0.145672	0.247933	0.156539	0.108316	0.102658	0.0878107	0.118611	0.192986	0.147917	0.3163	0.168475	0.34726	0.316747	0.167518	0.182309	0.00539498	48.8545	0.0137016	0.805256	0.0566551	0.0703567	0.150729	0.0603291	0.413739	0.0295122	0.0498262	0.396894	0.0496989	17.91
2640	-2767.28	-2745.42	-21.8535	0.567185	38.3847	0.121423	0.116336	0.186535	0.448738	0.292356	0.0872173	0.203447	0.115732	0.107613	0.205787	0.135611	0.05684	0.283181	0.180313	0.168734	0.054535	0.235253	0.27791	0.18859	0.326405	0.319311	0.165694	0.176739	0.00579336	53.573	0.0477465	0.508123	0.0493234	0.0970699	0.182087	0.0520957	0.319903	0.0185781	0.0770953	0.423643	0.108685	20.0282
2650	-2751.76	-2742.62	-9.14815	0.339241	38.726	0.121746	0.184297	0.111054	0.099203	0.131321	0.138269	0.137798	0.0718505	0.125954	0.358911	0.128966	0.194856	0.107859	0.144537	0.104608	0.0854847	0.174335	0.243036	0.178229	0.338201	0.312214	0.171356	0.150898	0.00541598	48.0877	0.0376269	0.575705	0.0510541	0.088681	0.148005	0.0636152	0.40616	0.0678306	0.0613702	0.307576	0.093448	18.9341
2660	-2759.84	-2741.75	-18.0936	0.905114	38.7644	0.073425	0.0302623	0.0287043	0.0983247	0.282313	0.0524789	0.146716	0.0868365	0.155021	0.299293	0.0283051	0.0800014	0.0517221	0.0631494	0.102826	0.175063	0.134438	0.114568	0.177871	0.337521	0.311784	0.172825	0.186947	0.00529034	53.5176	0.0349716	0.490606	0.0336817	0.0686533	0.111303	0.0471061	0.376362	0.0953176	0.0645686	0.352155	0.0644906	18.3743
2670	-2763.98	-2744.07	-19.9103	0.536645	42.6455	0.0431058	0.123374	0.168386	0.282259	0.10268	0.217966	0.223351	0.050463	0.143315	0.371479	0.0894069	0.045472	0.334629	0.05494	0.137935	0.0783076	0.0911369	0.0919653	0.188893	0.329225	0.326129	0.155752	0.139551	0.00499917	49.4391	0.0113466	0.882861	0.0855174	0.096864	0.147232	0.0444775	0.348228	0.0425249	0.0541949	0.432265	0.0783096	20.7837
2680	-2763.44	-2744.76	-18.6741	0.680824	38.9083	0.0845956	0.048796	0.214106	0.199801	0.103456	0.183515	0.100431	0.0797169	0.164558	0.294689	0.134982	0.0389957	0.105836	0.0697581	0.298137	0.114461	0.168426	0.188048	0.184329	0.321879	0.338704	0.155087	0.147199	0.00521927	51.9927	0.0321788	0.753445	0.0983348	0.130514	0.144017	0.0459093	0.40132	0.0455457	0.10085	0.359182	0.047193	19.583
2690	-2755.54	-2746.46	-9.08341	0.492125	41.8476	0.0948524	0.050575	0.183365	0.0688087	0.111175	0.124685	0.150798	0.0722651	0.0993916	0.402562	0.124158	0.0874964	0.107276	0.0698493	0.119226	0.119543	0.0997294	0.0710616	0.183768	0.3114	0.31692	0.187912	0.119969	0.00556477	49.253	0.0605544	0.246086	0.0197656	0.08032	0.119823	0.0735078	0.431907	0.0516955	0.0560504	0.334907	0.0519326	18.6063
2700	-2755.58	-2740.98	-14.5968	0.525603	49.1508	0.130618	0.206527	0.359633	0.0739099	0.130389	0.108472	0.172465	0.111907	0.0841331	0.312402	0.21796	0.147047	0.0783412	0.0925159	0.0674636	0.0708524	0.108371	0.0592998	0.171794	0.314703	0.336282	0.17722	0.159717	0.00559127	50.0723	0.0216463	0.796981	0.0849755	0.106622	0.140684	0.0692038	0.394251	0.0366526	0.0578091	0.405263	0.0368207	19.5893
2710	-2764.27	-2747.39	-16.8862	0.610185	36.1782	0.107447	0.210798	0.280668	0.103982	0.173006	0.0736235	0.131367	0.0941877	0.203157	0.396685	0.216832	0.258785	0.0896571	0.106692	0.111544	0.0682677	0.0896106	0.0873187	0.166205	0.329585	0.325342	0.178867	0.123011	0.0053182	48.4837	0.0476076	0.593686	0.0695619	0.117169	0.155757	0.061923	0.409228	0.0435016	0.0945628	0.343971	0.0468145	20.406
2720	-2749.63	-2743.03	-6.60205	0.330822	34.5758	0.0582392	0.105438	0.0817848	0.138858	0.120965	0.0854447	0.220748	0.0921402	0.149834	0.303697	0.0598398	0.112623	0.101639	0.0874804	0.102809	0.0935575	0.140929	0.0972899	0.202052	0.336009	0.296633	0.165306	0.116514	0.00525267	48.893	0.0221951	0.592692	0.0322971	0.0544922	0.119629	0.0475466	0.374755	0.0213316	0.0694431	0.422233	0.0646907	18.7875
2730	-2754.02	-2742.36	-11.6611	0.64524	38.5041	0.116742	0.0308359	0.171647	0.11763	0.104922	0.120621	0.141407	0.07953	0.0910951	0.301382	0.0319739	0.115445	0.0437109	0.0934105	0.0984427	0.0929753	0.15585	0.0843854	0.173878	0.322873	0.348322	0.154927	0.120813	0.00541414	46.3004	0.025732	0.352705	0.0140211	0.0397531	0.110667	0.0430171	0.355135	0.0723237	0.0628277	0.403056	0.0636406	20.5374
2740	-2761.35	-2746.42	-14.9293	0.552135	40.5044	0.0702663	0.146602	0.0568542	0.027322	0.0719225	0.0720117	0.30331	0.0927314	0.113976	0.294713	0.0832413	0.0956172	0.0693987	0.0202906	0.125621	0.0767295	0.185125	0.133084	0.183437	0.321261	0.354016	0.141287	0.0901237	0.0055496	49.3346	0.0390588	0.519016	0.0421473	0.0812061	0.113268	0.0572004	0.379453	0.0263303	0.0894356	0.390452	0.0571296	19.5591
2750	-2762.68	-2746.4	-16.2726	0.741168	34.5545	0.0653023	0.0394212	0.0909598	0.114903	0.0555138	0.0817829	0.109995	0.0473757	0.205451	0.325503	0.0491074	0.146306	0.0552324	0.495031	0.0807247	0.137628	0.185614	0.0596061	0.183202	0.352176	0.287165	0.177456	0.125808	0.00569687	48.8383	0.0391406	0.310636	0.0176372	0.0567778	0.130303	0.0732551	0.408382	0.0262655	0.10702	0.337019	0.0480581	19.9166
2760	-2757.78	-2747.41	-10.3787	0.635657	45.0906	0.0812026	0.0923814	0.129119	0.0747693	0.0532688	0.091058	0.0757237	0.102834	0.140682	0.391541	0.0408892	0.134373	0.0442902	0.159834	0.0796369	0.0996651	0.0734164	0.0527796	0.178796	0.302911	0.346056	0.172237	0.0961915	0.00554078	48.5552	0.047679	0.189867	0.0111743	0.0588532	0.106526	0.0583411	0.280129	0.0915625	0.0909461	0.404541	0.0744807	20.98
2770	-2766.18	-2747.62	-18.5603	0.415875	41.8771	0.123535	0.0639054	0.348604	0.202222	0.0529014	0.130353	0.265893	0.136194	0.160677	0.370016	0.13845	0.084659	0.060984	0.107168	0.115532	0.0468425	0.119933	0.0948781	0.193527	0.32369	0.310912	0.171871	0.13062	0.00519085	45.9419	0.037884	0.686536	0.082972	0.120856	0.145708	0.0673074	0.304532	0.0598031	0.0988688	0.430595	0.0388937	20.317
2780	-2765.28	-2752.14	-13.1395	0.503848	34.1283	0.0623682	0.114234	0.112652	0.122171	0.173284	0.141279	0.0860627	0.0782059	0.141506	0.416393	0.0562429	0.224049	0.0780239	0.129421	0.0913261	0.155074	0.0884285	0.178803	0.186448	0.301272	0.328848	0.183432	0.137399	0.00542603	46.0494	0.070511	0.553988	0.0875811	0.158092	0.136085	0.0762282	0.403832	0.045096	0.0984277	0.3247	0.0517163	15.5253
2790	-2750.35	-2742.88	-7.47455	0.381542	49.2157	0.073943	0.106565	0.0818528	0.0909004	0.112789	0.0814693	0.110746	0.134603	0.11973	0.274699	0.0768862	0.154673	0.108953	0.0892939	0.0791709	0.191718	0.0898993	0.184298	0.176447	0.33875	0.31121	0.173593	0.107486	0.00546333	53.1137	0.0379485	0.551356	0.0466363	0.0845848	0.120122	0.083497	0.366379	0.0342207	0.0833706	0.368501	0.0640311	17.8364
2800	-2759.66	-2746.82	-12.8451	0.560745	42.8116	0.0851746	0.0638396	0.174623	0.0981621	0.277314	0.048029	0.0620542	0.0790089	0.0971216	0.29601	0.0550451	0.044735	0.0937395	0.0968547	0.0685234	0.0672671	0.107926	0.247611	0.188419	0.333349	0.332325	0.145907	0.138507	0.0057109	48.6288	0.0393572	0.478339	0.0360888	0.0754461	0.114613	0.0752675	0.294569	0.103819	0.0906971	0.361019	0.074628	21.0763
2810	-2756.81	-2744.72	-12.0884	0.307765	34.0344	0.221284	0.156987	0.268761	0.0803177	0.171912	0.105769	0.145726	0.0942344	0.13865	0.224409	0.095625	0.109112	0.116378	0.0985737	0.0814011	0.12415	0.189406	0.194341	0.194184	0.313688	0.347882	0.144246	0.156272	0.00554495	55.382	0.0245163	0.473684	0.0220647	0.046581	0.145391	0.0505296	0.350929	0.0819335	0.0723518	0.386242	0.0580139	18.6165
2820	-2760.3	-2741.24	-19.0546	0.791307	36.2918	0.140834	0.053163	0.311184	0.158722	0.126454	0.212256	0.0628874	0.0794528	0.104745	0.344911	0.0576261	0.10742	0.0699652	0.0488151	0.0240953	0.0906689	0.204516	0.0837947	0.182355	0.301672	0.336686	0.179287	0.143328	0.00534496	52.5278	0.0671825	0.127438	0.00981202	0.0769945	0.126751	0.0729184	0.354383	0.0510059	0.073064	0.390043	0.0585849	23.0298
2830	-2751.2	-2740.28	-10.9246	0.451528	41.1632	0.118132	0.21671	0.148947	0.152961	0.206505	0.104674	0.273025	0.0771483	0.157281	0.31579	0.105839	0.134695	0.139212	0.115497	0.175122	0.0771382	0.137776	0.183551	0.175321	0.333575	0.323699	0.167404	0.17469	0.00531361	48.5452	0.0421148	0.548002	0.05106	0.0931748	0.157778	0.0784514	0.389672	0.0563897	0.0602721	0.327686	0.0875283	18.7104
2840	-2760.49	-2742.24	-18.2473	0.712289	43.805	0.0708561	0.206849	0.229252	0.108978	0.0557853	0.0632446	0.303131	0.111439	0.0982479	0.2873	0.102879	0.0544891	0.077203	0.0982002	0.0805792	0.0550576	0.104549	0.550239	0.173549	0.330204	0.320428	0.175819	0.147299	0.00533972	48.9207	0.0180176	0.847123	0.0998392	0.117857	0.147682	0.0489806	0.406285	0.0971959	0.0869647	0.329228	0.0313457	18.6295
2850	-2756.52	-2743.43	-13.0881	0.513804	35.117	0.0936635	0.0847572	0.260436	0.140588	0.0876279	0.0867494	0.102256	0.0668947	0.106256	0.293394	0.0326207	0.127661	0.0796135	0.0567779	0.0813084	0.081467	0.278292	0.124558	0.181842	0.336161	0.323402	0.158596	0.141982	0.00523552	51.322	0.0301555	0.557568	0.038003	0.0681585	0.121385	0.0811547	0.36798	0.103423	0.0925367	0.321551	0.033354	24.0868
2860	-2758.37	-2747.51	-10.855	0.3269	34.2212	0.0931664	0.157398	0.144153	0.114303	0.166064	0.197487	0.165623	0.132459	0.177254	0.30521	0.121972	0.218595	0.106009	0.14475	0.0990888	0.154732	0.152269	0.282284	0.156236	0.348017	0.331556	0.16419	0.172522	0.00555197	44.4395	0.0779335	0.16152	0.0150127	0.0929462	0.162934	0.0716616	0.352491	0.104862	0.0673267	0.33739	0.0662681	17.9845
2870	-2758.31	-2745.6	-12.7164	0.445958	43.835	0.102197	0.100686	0.182611	0.129073	0.13061	0.144863	0.137452	0.125256	0.129844	0.281027	0.109556	0.23018	0.12323	0.179108	0.0716424	0.196847	0.120438	0.288067	0.196788	0.320605	0.297241	0.185366	0.163442	0.00519936	53.3532	0.0337884	0.604888	0.0517275	0.0855159	0.154594	0.0932964	0.369719	0.0249066	0.0917985	0.359628	0.0606515	20.9711
2880	-2756.31	-2745.22	-11.0916	0.280633	35.3444	0.187459	0.0822816	0.235906	0.19322	0.161494	0.180374	0.227729	0.0952248	0.127282	0.282224	0.176554	0.209185	0.201105	0.109455	0.108449	0.0883914	0.136035	0.12771	0.176202	0.347072	0.314311	0.162414	0.158309	0.00571918	48.5176	0.0340753	0.543395	0.0405522	0.0746275	0.162782	0.0880456	0.354443	0.0449996	0.0592756	0.365898	0.0873379	17.7159
2890	-2760.97	-2749.5	-11.4708	0.578847	36.6629	0.0971859	0.129604	0.0995942	0.166564	0.0487567	0.0828581	0.124136	0.0894244	0.135292	0.339951	0.0774843	0.178697	0.0406294	0.123297	0.0863574	0.178846	0.122113	0.069935	0.180512	0.351019	0.317886	0.150583	0.134045	0.00554701	48.7939	0.0301657	0.630267	0.0514221	0.0815878	0.121707	0.0640286	0.376095	0.0512287	0.0504449	0.393484	0.0647187	18.7585
2900	-2758.06	-2747.22	-10.8358	0.668032	38.1732	0.0892274	0.0725036	0.0676909	0.0651502	0.0655898	0.122328	0.103746	0.11371	0.109895	0.27245	0.104615	0.0751111	0.0603099	0.201611	0.0317489	0.0858535	0.0924592	0.0699354	0.168893	0.31874	0.338071	0.174296	0.132966	0.00555205	51.4311	0.0248247	0.707694	0.0601022	0.0849268	0.100219	0.0477511	0.370587	0.0278896	0.105095	0.39916	0.0495169	23.3593
2910	-2763.77	-2745.27	-18.4997	0.566689	36.1273	0.0891555	0.109123	0.387569	0.243622	0.128971	0.126096	0.100164	0.092274	0.183876	0.299325	0.117756	0.140775	0.21968	0.0617856	0.0930675	0.35575	0.123054	0.191213	0.186039	0.333012	0.33268	0.148268	0.144289	0.00509379	48.7671	0.024593	0.516301	0.0262506	0.0508435	0.170181	0.0762737	0.358821	0.0842152	0.0557046	0.379251	0.045735	18.8982
2920	-2758.56	-2743.89	-14.6726	0.708404	46.1351	0.0698449	0.0292027	0.095578	0.0382431	0.123952	0.0304787	0.087411	0.0741676	0.0759704	0.351112	0.309875	0.0680058	0.0478878	0.0234968	0.100407	0.107314	0.108687	0.0832683	0.187163	0.328149	0.327822	0.156867	0.118115	0.00602545	48.4731	0.0348958	0.267864	0.0127672	0.047663	0.101383	0.0809904	0.34321	0.0785688	0.0532812	0.362625	0.0813241	17.615
2930	-2767.04	-2749.79	-17.2434	0.482605	50.9963	0.0569721	0.144988	0.174869	0.141844	0.0633575	0.125617	0.103724	0.0719638	0.0746025	0.191085	0.0761393	0.0750927	0.118052	0.0914634	0.0644137	0.0601685	0.129244	0.381673	0.200018	0.301732	0.329663	0.168586	0.115089	0.00558334	61.5153	0.018707	0.750621	0.0563076	0.0750147	0.119182	0.0289166	0.427327	0.0941406	0.0892639	0.318003	0.0423484	24.6398
2940	-2754.68	-2747.07	-7.6171	0.290736	34.7152	0.119665	0.0647614	0.104537	0.129698	0.0900933	0.148319	0.213939	0.0949743	0.132092	0.287791	0.0527019	0.117373	0.113645	0.115734	0.120435	0.122499	0.15221	0.120692	0.177998	0.355862	0.298582	0.167558	0.116421	0.00536219	46.8438	0.0296932	0.787071	0.109758	0.139451	0.127842	0.0987284	0.407574	0.068455	0.0753089	0.268288	0.0816455	16.6722
2950	-2763.02	-2742.55	-20.4661	0.644366	34.3597	0.0867211	0.064868	0.217518	0.0655384	0.144934	0.101443	0.0669682	0.0420224	0.123492	0.233715	0.0909134	0.106117	0.163491	0.252615	0.0563762	0.103302	0.155537	0.302947	0.187265	0.308528	0.322009	0.182198	0.147918	0.00597491	53.5664	0.0682382	0.0433621	0.00309307	0.0713313	0.13214	0.0844604	0.356202	0.0608817	0.0669774	0.361609	0.0698692	21.4197
2960	-2748.39	-2739.89	-8.5056	0.369633	38.4714	0.0947077	0.0889173	0.114945	0.126768	0.132412	0.10531	0.15998	0.0826027	0.130214	0.356024	0.080446	0.0870398	0.152247	0.201984	0.137758	0.0783037	0.112997	0.0643706	0.167082	0.328973	0.327986	0.175958	0.121078	0.00547181	45.4018	0.0639021	0.106294	0.00760029	0.0715024	0.128168	0.0738697	0.340492	0.0579177	0.0637166	0.400854	0.0631496	18.2665
2970	-2761.82	-2745.44	-16.3779	0.432789	40.1259	0.0758529	0.0935897	0.375327	0.126228	0.17042	0.126718	0.107451	0.0589783	0.119703	0.345887	0.095426	0.130218	0.0445383	0.0488971	0.127033	0.181376	0.0907754	0.115954	0.178421	0.335643	0.334787	0.151149	0.133272	0.00590906	48.4394	0.0479286	0.540242	0.0563189	0.104247	0.135243	0.0989727	0.350684	0.0352827	0.0619465	0.405679	0.0474349	17.4916
2980	-2767.87	-2749.6	-18.2674	0.485995	36.7332	0.169632	0.0426115	0.144183	0.362395	0.201034	0.180017	0.127028	0.0895364	0.0904993	0.339665	0.0593197	0.12535	0.246975	0.0673679	0.0718695	0.0728033	0.106334	0.101606	0.190912	0.305337	0.328824	0.174927	0.136534	0.00550575	45.1742	0.0875639	0.507193	0.09012	0.177684	0.144346	0.0922935	0.316443	0.0715322	0.056715	0.405854	0.057163	16.8028
2990	-2757.45	-2741.46	-15.9878	0.454605	39.9805	0.0809685	0.178197	0.180409	0.238935	0.204773	0.181053	0.190154	0.123184	0.11	0.244968	0.269846	0.174062	0.253758	0.0967527	0.182816	0.0847509	0.105582	0.27182	0.186636	0.313064	0.329291	0.17101	0.157312	0.00546815	54.1908	0.0374053	0.597255	0.0554705	0.0928757	0.176224	0.0509489	0.379829	0.0695888	0.0551742	0.394828	0.0496318	17.9287
3000	-2770.34	-2746.79	-23.5564	0.774394	36.5825	0.190545	0.217878	0.101528	0.365896	0.232132	0.291555	0.29001	0.0759353	0.176574	0.288162	0.0577583	0.0556386	0.0936901	0.182433	0.209662	0.0190745	0.240056	0.111233	0.179604	0.318658	0.333359	0.168379	0.21353	0.00531687	50.5833	0.0456233	0.608686	0.0709666	0.11659	0.177764	0.0760863	0.404709	0.050215	0.0706156	0.298839	0.0995355	18.5772
3010	-2767.91	-2745.08	-22.8252	0.731447	37.4475	0.044854	0.0650442	0.110456	0.399468	0.113272	0.391892	0.160853	0.0734472	0.125224	0.237703	0.0757114	0.283236	0.313777	0.0363864	0.114422	0.0897495	0.21871	0.343011	0.182023	0.322951	0.337849	0.157177	0.209231	0.00549649	48.7815	0.0547267	0.439976	0.0429954	0.0977221	0.177623	0.0702758	0.30919	0.0221408	0.0652229	0.441236	0.0919343	22.4548
3020	-2758.91	-2745.91	-13.0024	0.315049	42.796	0.10368	0.130459	0.231239	0.117624	0.14676	0.165264	0.163747	0.0940272	0.166695	0.279887	0.117256	0.0656974	0.0934372	0.202265	0.119594	0.173725	0.158065	0.129236	0.167165	0.331557	0.325229	0.176049	0.156895	0.00475884	52.7109	0.0421378	0.193023	0.010079	0.0522168	0.147703	0.0842875	0.354635	0.104419	0.0766376	0.329462	0.0505592	16.8785
3030	-2762.59	-2748.44	-14.1509	0.853115	46.0347	0.0438975	0.0281759	0.0659101	0.101085	0.0566523	0.0601137	0.135203	0.10294	0.0952019	0.264331	0.0476631	0.0644672	0.0235892	0.0974945	0.0687187	0.154745	0.140123	0.245839	0.173941	0.35404	0.313907	0.158112	0.0959662	0.00523938	50.73	0.0358131	0.482538	0.0333961	0.0692091	0.0997862	0.0748192	0.424144	0.0903098	0.0733946	0.292453	0.0448797	21.253
3040	-2756.66	-2743.25	-13.4084	0.724406	51.7681	0.0743567	0.0386413	0.0899173	0.0251723	0.0405199	0.0469692	0.0874808	0.0910336	0.0760777	0.408951	0.0891013	0.0589546	0.0350856	0.321193	0.0435261	0.076318	0.0748256	0.0828692	0.175235	0.347263	0.310582	0.16692	0.10255	0.00536597	52.4405	0.0377248	0.646246	0.0689165	0.106641	0.097833	0.0532172	0.381732	0.0642353	0.0522039	0.366151	0.0824606	21.9654
3050	-2757.95	-2750.67	-7.27833	0.505454	45.095	0.0470953	0.141728	0.0843984	0.063759	0.0508665	0.113358	0.0743242	0.0786392	0.104795	0.285496	0.0723321	0.0824473	0.0722623	0.127362	0.131621	0.101216	0.106388	0.191231	0.19033	0.339471	0.299449	0.17075	0.104225	0.00551125	50.4949	0.0483585	0.274642	0.01831	0.0666685	0.107184	0.0334719	0.313242	0.0741661	0.0836034	0.379218	0.116299	18.9415
3060	-2752.82	-2743.29	-9.53279	0.478566	37.2465	0.0980319	0.0555977	0.0700795	0.177574	0.122385	0.173923	0.0831136	0.0663981	0.125621	0.27925	0.0713444	0.132107	0.101625	0.157581	0.0488235	0.0690044	0.111207	0.0904394	0.196888	0.3141	0.330624	0.158387	0.110089	0.00559404	52.0191	0.0489758	0.621149	0.0802986	0.129274	0.113006	0.0533065	0.327459	0.0277934	0.0741269	0.441004	0.0763102	22.0823
3070	-2766.09	-2747.14	-18.9416	0.545694	48.3974	0.152463	0.300023	0.338846	0.150451	0.0528384	0.179167	0.12414	0.0795891	0.133317	0.369525	0.334584	0.0617866	0.0553893	0.0754922	0.0674231	0.10848	0.0599304	0.097852	0.171957	0.319472	0.324185	0.184385	0.14301	0.00521131	50.4759	0.0390785	0.293425	0.0162285	0.055307	0.152294	0.049457	0.335232	0.0570977	0.0706035	0.409157	0.0784518	23.3462
3080	-2764.62	-2743.85	-20.7631	0.818937	35.3639	0.168894	0.0508649	0.277081	0.118002	0.0489678	0.0678553	0.171876	0.0783074	0.113862	0.352095	0.171411	0.130723	0.179568	0.0835529	0.0793036	0.149616	0.251064	0.108921	0.177139	0.326005	0.322319	0.174537	0.232216	0.00498208	47.6408	0.0293617	0.331653	0.0145701	0.0439318	0.144554	0.0529395	0.378603	0.0658321	0.0635728	0.368413	0.0706396	21.8038
3090	-2760.75	-2747.34	-13.4157	0.663497	35.4707	0.106616	0.0750724	0.115759	0.0784741	0.0659265	0.124525	0.0810622	0.0706474	0.220485	0.284749	0.286219	0.0765757	0.19136	0.102564	0.0787236	0.0793193	0.133143	0.209405	0.183403	0.324313	0.330864	0.161421	0.147435	0.00559298	47.4889	0.0502597	0.564246	0.0650801	0.11534	0.132257	0.0607674	0.459593	0.0423706	0.0528078	0.331632	0.0528284	17.956
3100	-2761.02	-2743.77	-17.2479	0.719639	40.4664	0.0414881	0.100454	0.326862	0.0999998	0.246721	0.147676	0.129695	0.0668723	0.14647	0.355062	0.0755265	0.0565223	0.129847	0.085365	0.0929158	0.179533	0.164329	0.048335	0.18025	0.318738	0.325177	0.175835	0.152655	0.00555799	45.0629	0.0554531	0.447188	0.0448579	0.100311	0.138537	0.083949	0.348769	0.0722456	0.115488	0.346507	0.0330416	19.4626
3110	-2761.11	-2744.69	-16.42	0.497155	36.488	0.0868694	0.169196	0.202552	0.174848	0.115164	0.257552	0.270412	0.0981099	0.146359	0.314818	0.14554	0.109489	0.118816	0.124343	0.101311	0.097203	0.163873	0.212561	0.186988	0.339312	0.296246	0.177454	0.191944	0.0061924	48.0173	0.0582297	0.344661	0.0306246	0.0888543	0.161612	0.066466	0.420596	0.0366285	0.096255	0.306872	0.0731829	19.9145
3120	-2760.95	-2747.21	-13.739	0.370995	35.6579	0.173613	0.089995	0.272025	0.208857	0.230444	0.131961	0.19689	0.078379	0.156055	0.234982	0.117995	0.12128	0.182507	0.0768954	0.108899	0.140333	0.173727	0.192478	0.177768	0.330599	0.325712	0.165921	0.137269	0.00488663	49.2036	0.0618362	0.398366	0.0409441	0.10278	0.160406	0.0590025	0.371143	0.0356635	0.12511	0.356303	0.0527782	19.1461
3130	-2752.64	-2741.77	-10.8728	0.353756	34.492	0.0930009	0.100148	0.166947	0.111302	0.0909028	0.135516	0.119585	0.131404	0.144225	0.405946	0.136119	0.184065	0.159181	0.112276	0.0789961	0.110055	0.189715	0.101297	0.1899	0.298078	0.341635	0.170387	0.166077	0.00542238	44.7768	0.0225147	0.685335	0.0490366	0.0715513	0.142816	0.0453828	0.353331	0.0518763	0.0962303	0.412854	0.0403255	20.8458
