Iteration	Posterior	Likelihood	Prior	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	clock_rate	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
4460	-2796.04	-2751.26	-44.774	0.403487	0.0619823	0.103908	0.0419254	60.805	18.6226	35.8699	0.00565309	0.154352	0.186893	0.34786	0.309023	0.156224	0.0553271	0.430377	0.0401807	0.0581557	0.371695	0.0442653
4470	-2800.03	-2751.51	-48.5175	0.218299	0.0593432	0.0759154	0.0165722	66.4559	17.6512	41.2115	0.00554469	0.139823	0.177733	0.307742	0.340377	0.174149	0.0710718	0.351413	0.0299442	0.0599167	0.448015	0.0396393
4480	-2793.59	-2753.7	-39.8985	0.615415	0.0125205	0.032556	0.0200354	52.8637	16.5817	34.4805	0.00533984	0.188025	0.167758	0.347347	0.329322	0.155573	0.0629833	0.348398	0.0482486	0.094495	0.39002	0.0558554
4490	-2802.01	-2750.67	-51.3413	0.549888	0.0267065	0.059333	0.0326265	73.7247	17.8594	33.9422	0.00539376	0.150939	0.155872	0.314773	0.346713	0.182642	0.0477606	0.385474	0.076831	0.0856753	0.353617	0.0506421
4500	-2799.71	-2757.56	-42.1516	0.531599	0.0191477	0.040879	0.0217312	56.7992	16.9766	34.6519	0.00575403	0.14874	0.21011	0.295079	0.334145	0.160666	0.0404844	0.326748	0.065126	0.0948615	0.428925	0.0438553
4510	-2796.77	-2751.42	-45.3482	0.940185	0.0116459	0.194701	0.183055	59.8609	16.8806	33.9428	0.00495559	0.179358	0.193999	0.298771	0.351262	0.155969	0.0579101	0.362472	0.0648394	0.0845079	0.391259	0.0390124
4520	-2791.69	-2746.27	-45.4225	0.74765	0.0361526	0.143264	0.107111	63.3091	18.2526	34.1884	0.00507855	0.169594	0.180264	0.316698	0.338076	0.164961	0.0926648	0.382304	0.0393006	0.0668862	0.355305	0.0635395
4530	-2793.96	-2750.11	-43.8437	0.15107	0.0339202	0.0399564	0.0060362	60.7298	16.4126	35.7439	0.00521254	0.169941	0.164759	0.33263	0.328197	0.174414	0.0479659	0.37823	0.0221608	0.0736567	0.379336	0.098651
4540	-2798.73	-2749.73	-48.997	0.605678	0.0449169	0.113909	0.0689922	69.2997	19.4967	34.6482	0.00555644	0.144365	0.179191	0.321761	0.319125	0.179923	0.0357958	0.354359	0.0429998	0.0914299	0.412865	0.0625511
4550	-2795.03	-2754.54	-40.4875	0.647835	0.0159186	0.0452021	0.0292835	55.1325	18.2873	34.2503	0.00523647	0.178954	0.186982	0.330109	0.333001	0.149908	0.0723961	0.363312	0.0963638	0.0638399	0.350922	0.0531664
4560	-2795.88	-2752.95	-42.9324	0.190958	0.0403717	0.0499007	0.00952894	58.8854	18.742	35.4042	0.00508143	0.154406	0.193029	0.317047	0.328147	0.161777	0.0847105	0.347374	0.0390834	0.0762315	0.419652	0.0329488
4570	-2794.43	-2747.1	-47.3338	0.321495	0.0381918	0.0562882	0.0180964	66.9152	18.1435	34.5093	0.00532326	0.154011	0.178106	0.3256	0.310758	0.185536	0.0730837	0.417875	0.0489527	0.0612643	0.334662	0.0641626
4580	-2794.98	-2750.91	-44.0667	0.406285	0.027418	0.0461804	0.0187624	61.517	15.8042	39.0656	0.00516468	0.16873	0.18505	0.318766	0.32727	0.168914	0.0602045	0.350783	0.0528278	0.0862046	0.362663	0.0873166
4590	-2795	-2752.66	-42.3476	0.586911	0.0360175	0.0871906	0.0511731	59.0276	17.2059	36.9854	0.00508005	0.141209	0.185253	0.344823	0.308668	0.161256	0.0595768	0.391584	0.0367983	0.0656287	0.386665	0.0597474
4600	-2793.53	-2751.91	-41.6262	0.127879	0.0582348	0.0667737	0.00853893	54.9144	15.9652	34.2231	0.00492225	0.168824	0.178916	0.328935	0.317512	0.174636	0.0886655	0.330902	0.0322791	0.0929766	0.404688	0.0504886
4610	-2799.47	-2755.74	-43.7272	0.735709	0.0230481	0.0872072	0.0641591	61.8738	16.2741	34.6777	0.00544855	0.176505	0.191808	0.327851	0.315887	0.164455	0.0661579	0.304448	0.0638482	0.0725663	0.458422	0.0345576
4620	-2796.38	-2754.77	-41.6161	0.344498	0.0389569	0.0594307	0.0204738	57.0293	16.3832	34.4919	0.0049717	0.199601	0.188967	0.321406	0.325582	0.164045	0.0544846	0.38868	0.0567301	0.0907091	0.363047	0.0463495
4630	-2794.43	-2753.88	-40.5534	0.169141	0.0351127	0.0422607	0.00714803	55.2537	16.6625	34.486	0.00565092	0.200595	0.183418	0.320399	0.336236	0.159947	0.0570485	0.341802	0.0339228	0.0901707	0.388346	0.0887104
4640	-2789.89	-2750.02	-39.871	0.362	0.0444185	0.0696215	0.025203	56.4077	17.7166	34.169	0.0054249	0.179812	0.189799	0.325893	0.314614	0.169694	0.102298	0.365933	0.028832	0.0766387	0.350901	0.0753975
4650	-2792.41	-2750.78	-41.6302	0.470328	0.0581651	0.109813	0.0516483	57.0948	18.0296	34.2288	0.00565556	0.174093	0.172555	0.321843	0.337075	0.168527	0.0996249	0.389306	0.0629355	0.0705843	0.308108	0.0694412
4660	-2791.1	-2751.61	-39.4832	0.676247	0.0230602	0.0712276	0.0481674	54.7747	17.7777	34.2708	0.00559124	0.163348	0.186712	0.342439	0.313351	0.157497	0.0768592	0.397561	0.0425965	0.0622921	0.367462	0.0532298
4670	-2793.33	-2753.02	-40.3139	0.586712	0.0441794	0.106897	0.062718	54.3369	16.9063	34.4447	0.00585745	0.142652	0.191183	0.308728	0.335169	0.16492	0.0693626	0.391817	0.062814	0.0613922	0.362153	0.0524608
4680	-2795.15	-2753.73	-41.4194	0.834856	0.0313504	0.189837	0.158486	56.3526	17.7363	34.6876	0.00561626	0.161757	0.186753	0.329085	0.303402	0.18076	0.0590047	0.387326	0.0253918	0.054206	0.399991	0.0740805
4690	-2796.05	-2755.21	-40.8452	0.508245	0.0192333	0.0391115	0.0198783	56.1662	20.9809	35.3118	0.00544945	0.164699	0.182785	0.322093	0.337522	0.1576	0.0470557	0.363823	0.0601021	0.0647675	0.391705	0.072546
4700	-2799.21	-2757.29	-41.9133	0.0718293	0.0638816	0.0688253	0.00494368	56.4866	17.898	35.8503	0.00545019	0.143617	0.196463	0.321208	0.318404	0.163925	0.0706503	0.337232	0.0965526	0.087654	0.342601	0.0653099
4710	-2796.6	-2756.22	-40.377	0.548637	0.043923	0.097312	0.053389	57.0985	17.8871	34.6156	0.00550268	0.176664	0.189418	0.338249	0.314286	0.158047	0.0257544	0.355616	0.0662427	0.0600082	0.371372	0.121007
4720	-2797.44	-2748.57	-48.8691	0.462827	0.0152187	0.0283311	0.0131124	62.8577	16.875	35.0002	0.00475984	0.194091	0.175575	0.341788	0.314793	0.167844	0.0353395	0.348845	0.0285865	0.0793041	0.413145	0.0947795
4730	-2801.38	-2762.92	-38.467	0.676651	0.0329187	0.101805	0.0688867	52.1782	16.8186	36.1603	0.00506199	0.164404	0.170901	0.329234	0.336488	0.163377	0.0715688	0.40521	0.0943696	0.0577731	0.2835	0.0875787
4740	-2796.63	-2746.81	-49.8191	0.702578	0.0216703	0.0728606	0.0511902	70.9416	17.1829	36.8342	0.00518614	0.154271	0.171071	0.323705	0.313127	0.192096	0.107546	0.359046	0.025262	0.0767719	0.388946	0.0424272
4750	-2799.54	-2758.19	-41.3498	0.0760949	0.0819263	0.088674	0.00674764	53.0076	16.9007	34.2562	0.00561818	0.148566	0.173641	0.315059	0.32753	0.18377	0.0849035	0.385948	0.101366	0.0606083	0.333679	0.0334945
4760	-2791.67	-2751.68	-39.9888	0.566556	0.0341187	0.0787154	0.0445967	56.6157	16.9948	34.8362	0.00555949	0.159812	0.183621	0.329556	0.315423	0.171399	0.0510863	0.312955	0.114921	0.0687128	0.378666	0.0736594
4770	-2796.23	-2750.53	-45.6978	0.73837	0.0440496	0.168366	0.124316	62.3905	16.7684	34.1363	0.00553867	0.145438	0.170775	0.333755	0.321026	0.174444	0.119533	0.347287	0.0360655	0.068114	0.385001	0.0439993
4780	-2792.52	-2751.31	-41.2073	0.321749	0.0343987	0.0507167	0.016318	56.1663	17.3844	34.0436	0.00582152	0.163187	0.187239	0.336971	0.315835	0.159956	0.0341478	0.391193	0.0763993	0.0939445	0.358153	0.0461619
4790	-2794.07	-2748.58	-45.4925	0.667061	0.0191963	0.057657	0.0384608	62.3004	18.6275	36.8035	0.00498668	0.183354	0.169344	0.325448	0.331511	0.173697	0.0620105	0.369608	0.0523694	0.0755975	0.380645	0.0597697
4800	-2801.99	-2754.5	-47.4904	0.641851	0.0291507	0.0813925	0.0522419	66.8528	20.5491	34.6801	0.00525254	0.148103	0.158498	0.330295	0.319541	0.191667	0.0604564	0.395226	0.113822	0.061516	0.309742	0.0592377
4810	-2794.53	-2752.4	-42.1331	0.165145	0.0435611	0.052178	0.00861696	58.1337	17.7846	38.2833	0.00555244	0.153712	0.181158	0.329733	0.333339	0.15577	0.0539014	0.396258	0.0721966	0.0548461	0.356886	0.0659124
4820	-2792.69	-2748.61	-44.0786	0.269944	0.0446767	0.0611963	0.0165196	62.0153	16.5314	36.5483	0.00529013	0.149668	0.173596	0.330041	0.330109	0.166253	0.0832237	0.337369	0.0578696	0.0801154	0.383425	0.0579967
4830	-2797.48	-2753.34	-44.1366	0.151687	0.0737994	0.0869954	0.013196	58.9931	16.0533	39.5016	0.0055228	0.15526	0.179579	0.316731	0.331706	0.171984	0.0793488	0.345773	0.0532459	0.0656708	0.403255	0.0527069
4840	-2795.31	-2754.04	-41.2719	0.342924	0.0188399	0.0286724	0.00983246	55.0734	16.2357	34.615	0.0052255	0.171452	0.177025	0.324221	0.322781	0.175974	0.040678	0.429529	0.0203774	0.0877162	0.37465	0.0470497
4850	-2793	-2752.7	-40.3057	0.778794	0.0439658	0.198755	0.154789	54.1648	16.3651	33.9583	0.00548376	0.159206	0.17968	0.320843	0.310882	0.188595	0.0628651	0.436116	0.0639884	0.0726919	0.314544	0.0497951
4860	-2796.07	-2758.22	-37.8503	0.641557	0.0347693	0.0970008	0.0622315	51.7152	17.3565	34.8004	0.00569232	0.18002	0.183811	0.336141	0.296444	0.183604	0.0700869	0.387083	0.0898739	0.0810426	0.337029	0.034884
4870	-2796.91	-2758.04	-38.8702	0.164561	0.048327	0.0578463	0.00951922	52.8861	18.496	37.675	0.00532877	0.154105	0.175771	0.327275	0.321381	0.175572	0.0587648	0.419188	0.0268301	0.0795585	0.366014	0.0496441
4880	-2797.9	-2755.05	-42.8414	0.802226	0.0117266	0.0592928	0.0475662	57.5853	19.5985	35.5467	0.00503044	0.172805	0.188975	0.341581	0.312099	0.157345	0.0328985	0.430404	0.027548	0.0816871	0.375807	0.0516558
4890	-2798.35	-2752.43	-45.9153	0.126475	0.0305731	0.0349997	0.00442658	58.6346	17.4016	33.973	0.00608445	0.138016	0.188466	0.326691	0.329184	0.155659	0.106953	0.32318	0.0250893	0.0728806	0.42581	0.0460869
4900	-2804.85	-2760.39	-44.4621	0.223105	0.0265767	0.0342088	0.00763217	60.8846	17.3081	38.0003	0.00556763	0.144933	0.164826	0.316251	0.339225	0.179697	0.0738961	0.355935	0.135527	0.0582608	0.340393	0.035988
4910	-2800.97	-2758.61	-42.3624	0.311879	0.0738	0.107248	0.0334485	56.7081	15.7654	36.149	0.00554031	0.153662	0.179037	0.333092	0.308037	0.179834	0.0712649	0.395119	0.129034	0.0554696	0.277946	0.0711667
4920	-2801.32	-2762.35	-38.9709	0.571668	0.023447	0.0547402	0.0312932	53.5894	16.4256	35.6436	0.00557982	0.141679	0.167054	0.312744	0.330147	0.190054	0.083027	0.308915	0.12828	0.0688888	0.340138	0.0707509
4930	-2795.4	-2752.44	-42.9512	0.655263	0.0306213	0.088825	0.0582037	59.0417	15.1419	34.6971	0.00489279	0.179618	0.160996	0.331547	0.330748	0.17671	0.0518428	0.450255	0.0662784	0.0723761	0.310903	0.0483448
4940	-2792.7	-2750.02	-42.6816	0.37999	0.0527216	0.0850335	0.0323119	59.2351	19.8725	34.9407	0.005408	0.153322	0.176095	0.333153	0.31986	0.170892	0.0627205	0.393424	0.0652333	0.057216	0.366049	0.0553578
4950	-2793.47	-2753.53	-39.9406	0.660264	0.0233434	0.0687105	0.0453671	55.5483	16.7141	34.2131	0.00524142	0.148205	0.180508	0.320292	0.33186	0.16734	0.0494125	0.346884	0.0639885	0.101695	0.364013	0.0740065
4960	-2799.01	-2752.05	-46.9576	0.366836	0.0354875	0.0560479	0.0205604	66.1764	17.471	36.7267	0.00557217	0.127515	0.163928	0.343142	0.327892	0.165038	0.0371722	0.348954	0.0535624	0.0719413	0.451716	0.036654
4970	-2798.1	-2755.46	-42.6383	0.47064	0.0457213	0.0863709	0.0406496	58.692	17.9635	34.49	0.00581566	0.179079	0.156855	0.344434	0.316333	0.182378	0.0539222	0.42421	0.0727368	0.0991257	0.317371	0.032634
4980	-2793.88	-2750.84	-43.0428	0.736949	0.0226097	0.0859516	0.0633419	61.5066	16.7206	34.9297	0.00537752	0.172097	0.177478	0.344171	0.314898	0.163453	0.027942	0.351713	0.0787832	0.0916205	0.368782	0.0811593
4990	-2793.36	-2748.96	-44.4033	0.8986	0.00891668	0.087936	0.0790193	61.0177	17.5528	34.2227	0.00510497	0.181241	0.173659	0.314076	0.337224	0.175042	0.0659618	0.340128	0.0596555	0.0520302	0.420826	0.0613991
5000	-2796.92	-2752.09	-44.8351	0.360678	0.0123232	0.0192753	0.0069522	57.9585	17.3314	35.6976	0.00527065	0.147042	0.184193	0.343517	0.304965	0.167326	0.0554066	0.369177	0.0658821	0.0574608	0.385652	0.0664219
