Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	death_rate	root_time	tmrca_Ursidae	birth_rate	tmrca_UrsidaePinn	base_rate	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	turnover	root_rate	nu	diversification
2400	-2741.48	-2745.2	3.72148	0.16105	0.331266	0.330649	0.177034	0.0761873	0.375222	0.0262668	0.0780917	0.365084	0.0791482	0.0996056	0.000508928	0.000324379	0.000337127	0.000344986	0.000341304	0.000442853	0.000751905	0.000481305	0.000827627	0.00134836	0.000386696	0.000410007	0.000389633	0.000440565	0.000512807	0.000615534	0.000662348	0.000997322	0.030592	51.4642	22.6044	0.0599	39.0306	0.0054572	0.103468	0.0544987	0.0591704	0.0565634	0.0552142	0.090451	0.170675	0.0556957	0.18127	0.250699	0.0698699	0.0718495	0.0643827	0.0784134	0.0830487	0.104889	0.120697	0.122046	0.510719	0.243461	1.72978	0.029308
2410	-2742.38	-2746.64	4.26127	0.189089	0.32601	0.306752	0.17815	0.0774804	0.292674	0.0348967	0.0794352	0.400127	0.115387	0.0905866	0.000311789	0.000222997	0.000221856	0.000377551	0.000408675	0.000499301	0.000412045	0.000510555	0.000641144	0.00140983	0.000377679	0.00036361	0.000288164	0.000353017	0.000367938	0.000437194	0.000668194	0.000937888	0.0251263	54.0132	21.6511	0.0860793	50.4021	0.005367	0.0506064	0.0416858	0.0412607	0.0694809	0.0810792	0.116535	0.0820172	0.0988685	0.081309	0.333479	0.0712128	0.0695286	0.0414136	0.0659699	0.065581	0.0715304	0.0913889	0.157612	0.291897	0.19189	2.58846	0.0609531
2420	-2740.74	-2744.88	4.13509	0.183669	0.322349	0.340551	0.153431	0.0856502	0.320443	0.0677182	0.0854503	0.388646	0.0520923	0.0898223	0.000331074	0.000297295	0.00034264	0.000252804	0.000327115	0.000301589	0.000533001	0.000610507	0.00108319	0.00133082	0.000263755	0.000271855	0.000289815	0.000329842	0.000428999	0.000561857	0.000775607	0.00128065	0.0242644	47.698	17.2729	0.0769674	34.1326	0.00550335	0.0528395	0.0551102	0.0715892	0.0424245	0.0694303	0.0631979	0.105273	0.106107	0.227542	0.18434	0.0494483	0.0464041	0.0529311	0.052392	0.0674776	0.0884269	0.11576	0.166107	0.315256	0.299299	2.4423	0.052703
2430	-2743	-2746.35	3.35054	0.190949	0.298502	0.348048	0.1625	0.0781534	0.39476	0.0610087	0.0829951	0.33555	0.0475327	0.10382	0.00036885	0.000216543	0.000277333	0.00030985	0.000292852	0.000352005	0.000430106	0.000495333	0.000861348	0.00255784	0.000315492	0.00032909	0.000290154	0.000328095	0.000347737	0.000423551	0.000803788	0.00139521	0.00927495	44.703	21.917	0.0586427	40.4233	0.00558155	0.0728545	0.0318748	0.0536572	0.0576478	0.051557	0.0664621	0.0888275	0.0910104	0.107104	0.618135	0.0533788	0.0596694	0.0457176	0.0582512	0.059313	0.0652894	0.0864789	0.201537	0.15816	0.298398	1.87498	0.0493678
2440	-2729.96	-2740.43	10.4756	0.192967	0.325705	0.308074	0.173254	0.0687228	0.38745	0.0404474	0.0729803	0.372252	0.058147	0.0820719	0.000278793	0.000309772	0.000334819	0.000366075	0.000342514	0.000343434	0.000544662	0.000387526	0.000842428	0.00145795	0.000364101	0.000330223	0.00030733	0.000294029	0.000358694	0.000467917	0.000615503	0.00100738	0.0324502	51.239	17.3319	0.053847	36.1619	0.00591233	0.0448259	0.0508059	0.0592785	0.0623947	0.0544247	0.0544484	0.112392	0.0446601	0.163194	0.274194	0.0614395	0.0617269	0.0539826	0.0499797	0.0494832	0.0718543	0.0864306	0.121779	0.602636	0.218994	1.07338	0.0213969
2450	-2734.08	-2741.37	7.29069	0.184235	0.339215	0.311974	0.164576	0.0502196	0.403756	0.0733427	0.0666807	0.344048	0.0619536	0.104513	0.000260191	0.000444774	0.00046795	0.000352215	0.000382996	0.000363318	0.000506227	0.000507665	0.000960996	0.00146315	0.000364208	0.000372768	0.000421215	0.000354579	0.000399466	0.000524669	0.000808729	0.00106651	0.0452016	46.8148	19.5352	0.0923667	37.9857	0.0052457	0.0354883	0.0804572	0.0892935	0.0660756	0.0778116	0.0678722	0.104418	0.0821062	0.169503	0.348116	0.0682115	0.0706484	0.0891195	0.0714751	0.0637135	0.0885891	0.111449	0.196891	0.489372	0.209732	1.21667	0.047165
2460	-2730.01	-2739.99	9.97992	0.182929	0.343901	0.309762	0.163409	0.0521049	0.418913	0.0493541	0.082911	0.333897	0.0628197	0.112778	0.000460835	0.000467817	0.000476822	0.000475707	0.000447854	0.000481403	0.000571492	0.000382345	0.000941852	0.00185036	0.000483986	0.000500502	0.000490752	0.000475538	0.000507157	0.00054278	0.000656995	0.00113542	0.0571722	46.4642	19.7266	0.0834383	35.2671	0.00550136	0.0839466	0.0809539	0.0842275	0.0896542	0.0795282	0.0823484	0.106977	0.0424611	0.200098	0.402225	0.0832875	0.0926639	0.0891195	0.0892919	0.0835885	0.100787	0.096539	0.142309	0.685204	0.270468	1.07978	0.026266
2470	-2737.87	-2738.01	0.143576	0.165832	0.327426	0.326322	0.18042	0.0604419	0.392437	0.0500738	0.0776709	0.360527	0.0588494	0.117604	0.000599974	0.00039183	0.000444155	0.000387429	0.000432146	0.00040682	0.000783171	0.000607296	0.000706043	0.00181721	0.000460016	0.000501586	0.000482323	0.000526697	0.000606154	0.000634286	0.000822088	0.00110565	0.086413	48.0061	20.519	0.109742	38.9527	0.00549888	0.121817	0.0622527	0.0812837	0.0608656	0.0771296	0.0606985	0.160782	0.114249	0.0644243	0.451173	0.0800462	0.0872663	0.08026	0.0951658	0.0963993	0.124065	0.106631	0.192371	0.787421	0.209765	1.32509	0.0233288
2480	-2744.36	-2740.17	-4.1881	0.176415	0.340316	0.308942	0.174327	0.0742823	0.393419	0.050199	0.0778652	0.345238	0.0589966	0.102874	0.000573659	0.000358642	0.000370898	0.000366035	0.00040096	0.000365281	0.00105957	0.000360458	0.000861192	0.00141705	0.000412461	0.000425653	0.000424748	0.000447309	0.000557519	0.00056182	0.000626711	0.00155767	0.0289877	46.7295	17.8283	0.0450446	34.6074	0.0051525	0.132676	0.0579719	0.062729	0.0635695	0.0771261	0.0601975	0.284874	0.0482497	0.182683	0.0970142	0.0785111	0.0815901	0.081239	0.0836316	0.0899965	0.12641	0.0916662	0.151598	0.643533	0.453028	3.61654	0.0160569
2490	-2736.18	-2742.62	6.4381	0.180734	0.337189	0.327307	0.154769	0.0770998	0.377472	0.0603418	0.0901018	0.343498	0.0514867	0.120138	0.000411671	0.000444949	0.000451833	0.000356243	0.000403567	0.000451246	0.000560898	0.000539455	0.000681603	0.00192258	0.000395014	0.000419591	0.000424453	0.000431507	0.000464965	0.000573032	0.00080247	0.00101491	0.02832	50.5408	18.9014	0.0512722	38.7945	0.00508589	0.0761458	0.0920058	0.0947129	0.0658093	0.0844192	0.0963942	0.123467	0.0838992	0.0807083	0.544264	0.0742811	0.0810558	0.0829678	0.0839461	0.0857416	0.0971035	0.128238	0.187328	0.552347	0.211781	1.09116	0.0229522
2500	-2740.93	-2743.64	2.71224	0.178788	0.334963	0.309202	0.177046	0.111761	0.375682	0.0481943	0.0719633	0.351277	0.0411219	0.121811	0.000443099	0.00038004	0.00034743	0.000410627	0.000386874	0.000408406	0.000612336	0.000574275	0.000805203	0.00180545	0.000402027	0.000406136	0.000386941	0.000462626	0.000494559	0.00045311	0.000670544	0.000988098	0.0374104	48.1921	17.1304	0.084828	42.5619	0.00497627	0.0731933	0.0782677	0.0651615	0.0856442	0.0760976	0.0819539	0.152227	0.142573	0.142353	0.509765	0.0793901	0.0821878	0.0744733	0.0810415	0.104892	0.0938757	0.0882327	0.181264	0.441015	0.21586	1.02687	0.0474176
2510	-2738.43	-2743.5	5.07297	0.163306	0.334172	0.32586	0.176662	0.0488406	0.452066	0.0249562	0.0802529	0.296996	0.0968883	0.118623	0.000404904	0.000532924	0.000547468	0.000493728	0.000425096	0.000440872	0.000775258	0.000586879	0.000560476	0.00164878	0.000451179	0.000456037	0.000499974	0.000445687	0.000482658	0.000597476	0.000686433	0.00093565	0.00686061	50.4812	19.4116	0.0529446	40.6127	0.00522043	0.0728359	0.101084	0.106656	0.102553	0.0762598	0.0826505	0.194385	0.0985647	0.0780191	0.409914	0.0865989	0.0862523	0.103085	0.0884601	0.0822871	0.102624	0.126275	0.136705	0.129581	0.221752	1.45134	0.046084
2520	-2751.73	-2746.57	-5.15979	0.191377	0.322961	0.314928	0.170734	0.0906633	0.383206	0.0213442	0.0686376	0.360744	0.0754049	0.125581	0.000580172	0.000517184	0.000498538	0.000368553	0.000376178	0.000636803	0.000747762	0.000925085	0.000782752	0.00190143	0.000433197	0.000536236	0.000574091	0.000606491	0.000649569	0.000761494	0.000843757	0.00129476	0.0264293	45.1073	17.1499	0.106226	37.7949	0.00556281	0.0971803	0.086183	0.079479	0.0629088	0.0656504	0.1428	0.146713	0.180947	0.129717	0.369824	0.0695973	0.0861504	0.0997606	0.106643	0.111409	0.122131	0.15165	0.151707	0.248803	0.313799	2.79398	0.0797965
2530	-2736.31	-2744.27	7.95697	0.186659	0.317662	0.31129	0.184389	0.0501858	0.324146	0.0573296	0.0916925	0.436034	0.0406116	0.117781	0.000507024	0.000492945	0.000544744	0.000516039	0.000519133	0.000558415	0.000624639	0.00062003	0.000946948	0.00158941	0.000517923	0.00050692	0.000520216	0.000500468	0.000567791	0.000621503	0.00086688	0.0015606	0.0479757	46.7238	19.0686	0.0882364	34.1734	0.00532683	0.0975259	0.084825	0.104273	0.0945556	0.0957172	0.114399	0.114185	0.119788	0.143069	0.223286	0.0991953	0.0952629	0.100255	0.0950644	0.0928404	0.120341	0.113007	0.21247	0.543718	0.373469	1.5385	0.0402607
2540	-2726.38	-2741.06	14.6814	0.186256	0.327198	0.304925	0.181622	0.0549587	0.354974	0.0252161	0.0935915	0.405031	0.0662289	0.131543	0.000512149	0.000533824	0.000481922	0.00049122	0.000501955	0.000480601	0.000536246	0.000619156	0.000908232	0.00165116	0.000483903	0.000489962	0.000501404	0.000508698	0.000514818	0.000570485	0.000806534	0.00107641	0.0326328	49.4791	19.2347	0.0624282	35.1685	0.00497737	0.102999	0.11464	0.0937846	0.0982031	0.102516	0.0978513	0.111402	0.123628	0.166024	0.429865	0.0991784	0.0952629	0.0998607	0.101613	0.102792	0.104072	0.12516	0.19892	0.522725	0.2336	0.416098	0.0297954
2550	-2734.71	-2747.29	12.5802	0.153088	0.341705	0.315532	0.189674	0.0532764	0.359146	0.0537402	0.0770037	0.392633	0.0642016	0.119089	0.000528332	0.000447401	0.000417446	0.000471579	0.00049202	0.000537028	0.000408925	0.000573858	0.000724469	0.00169181	0.000491303	0.000504822	0.0004784	0.000522715	0.000495542	0.000517415	0.000657235	0.000822613	0.0387459	47.6158	17.2206	0.0911224	38.6466	0.00525049	0.0991719	0.0852241	0.0738138	0.0877495	0.0955359	0.1093	0.0690847	0.108182	0.136021	0.471035	0.0918826	0.0952629	0.0851983	0.097032	0.102079	0.0866816	0.11041	0.139942	0.425207	0.173405	0.862523	0.0523765
2560	-2735.64	-2745.03	9.39403	0.196302	0.290443	0.323056	0.190199	0.0742004	0.331992	0.0512298	0.0838937	0.397859	0.0608248	0.112206	0.000423358	0.000430243	0.00046906	0.000476209	0.000469379	0.000473205	0.000583123	0.00046837	0.000816658	0.00169969	0.000469348	0.000453971	0.000456354	0.000454977	0.000572926	0.000605233	0.00075923	0.00128042	0.0316437	46.7081	16.7436	0.0777968	34.5042	0.00523639	0.075563	0.077667	0.0924929	0.0883716	0.0857631	0.0949861	0.0900304	0.0804151	0.12041	0.351643	0.0935128	0.0857512	0.0866612	0.0876397	0.0861355	0.132689	0.0984753	0.191507	0.406747	0.29754	2.0143	0.0461532
2570	-2729.44	-2743.24	13.7993	0.168761	0.341212	0.32244	0.167587	0.075845	0.391285	0.0523652	0.0761745	0.342158	0.0621729	0.117139	0.000463093	0.000459425	0.000488576	0.00046024	0.000471192	0.000474879	0.000499959	0.000534846	0.000702997	0.00163289	0.0004631	0.000462976	0.000472479	0.000463952	0.000507435	0.000545607	0.000684681	0.00108186	0.0276596	47.8593	16.1044	0.0864538	38.8443	0.00500986	0.092562	0.0876936	0.0993313	0.0907791	0.0951515	0.0976571	0.0893264	0.105968	0.114861	0.385764	0.0929547	0.0919209	0.0957147	0.092905	0.0923106	0.110264	0.10755	0.165784	0.319935	0.266108	0.951241	0.0587942
2580	-2729.17	-2739.75	10.5797	0.173275	0.333131	0.319622	0.173972	0.0676134	0.388861	0.0224447	0.0887291	0.381833	0.0505191	0.107503	0.000537765	0.000492448	0.000510023	0.000557946	0.000619314	0.00055869	0.000541823	0.000563261	0.000705836	0.00145396	0.000585538	0.000573177	0.000530497	0.000557652	0.000565785	0.000545409	0.00070449	0.000980667	0.00533943	53.3147	22.3333	0.0505738	41.0672	0.00594394	0.0885612	0.0824499	0.0883636	0.0883245	0.108973	0.0903783	0.0843215	0.103996	0.0859816	0.310767	0.0994118	0.0976083	0.0832476	0.0952526	0.0923845	0.0979894	0.0855284	0.151516	0.105577	0.178456	0.788982	0.0452343
2590	-2740.61	-2742.39	1.78286	0.191409	0.321621	0.315585	0.171385	0.070557	0.397577	0.0766156	0.092592	0.30994	0.0527185	0.117398	0.000425578	0.000400682	0.000434394	0.000569863	0.00058129	0.000508307	0.000590833	0.000552316	0.000801537	0.00137254	0.000518483	0.000494902	0.000472664	0.000527193	0.000551784	0.000583557	0.000675763	0.00106402	0.0253533	52.3029	17.1059	0.0887219	35.6933	0.0050198	0.0611006	0.0729068	0.0863384	0.116064	0.120617	0.106927	0.124018	0.0989367	0.17123	0.271043	0.110982	0.0955938	0.0867337	0.101586	0.108459	0.111384	0.121118	0.14812	0.285762	0.275808	0.94735	0.0633685
2600	-2740.52	-2740.41	-0.111473	0.195502	0.317036	0.305405	0.182058	0.048352	0.379077	0.039616	0.0843069	0.365847	0.0828013	0.128437	0.000427698	0.000528768	0.000544358	0.000476105	0.000586637	0.000437269	0.000555522	0.000644747	0.000728683	0.00163177	0.000505412	0.000481316	0.000477923	0.000462421	0.000492213	0.000617852	0.000804846	0.000986595	0.00628198	48.0087	17.8946	0.0635472	35.8753	0.00498498	0.0808745	0.115205	0.121459	0.0865429	0.130889	0.0771336	0.11612	0.117549	0.11057	0.440626	0.104473	0.0983009	0.0969396	0.0948053	0.0907201	0.106758	0.141127	0.181781	0.0988555	0.214046	1.03987	0.0572652
2610	-2724.84	-2740.99	16.1473	0.19069	0.322329	0.309404	0.177577	0.0647236	0.408377	0.0435296	0.0691645	0.376294	0.0379104	0.115354	0.000508153	0.000520991	0.000492411	0.000459867	0.00045861	0.000461969	0.000628068	0.000715587	0.000911352	0.00137754	0.000468913	0.000497088	0.000504508	0.000522029	0.000588196	0.000719261	0.000817673	0.00110958	0.0424941	50.0478	18.1454	0.100369	34.1844	0.00542805	0.0910758	0.102262	0.0917315	0.0836335	0.0831705	0.0832486	0.110848	0.119215	0.178965	0.255558	0.0858073	0.0869667	0.0897006	0.0961885	0.0961565	0.120568	0.144448	0.156829	0.423377	0.252005	0.669953	0.0578753
2620	-2734.74	-2738.97	4.22953	0.175817	0.333772	0.326684	0.163727	0.0589638	0.372036	0.0601315	0.0643317	0.395521	0.0490164	0.104487	0.000450114	0.000574578	0.000562681	0.000452003	0.000560109	0.000423081	0.000517652	0.000471644	0.000687589	0.00180245	0.000491445	0.000485511	0.000555565	0.000480646	0.000495318	0.000518721	0.000697645	0.00131845	0.0503354	49.091	16.4773	0.0720688	41.7226	0.00565108	0.07743	0.0949646	0.0907542	0.0696345	0.107895	0.0661407	0.0897766	0.0767669	0.086596	0.328046	0.0903359	0.0835938	0.108387	0.0882356	0.0818721	0.0934281	0.0901547	0.156752	0.698436	0.309867	2.07125	0.0217334
2630	-2746.91	-2744.9	-2.01089	0.177251	0.328337	0.329349	0.165062	0.0899178	0.309168	0.0625252	0.0668925	0.420528	0.0509676	0.0969317	0.000396935	0.000553165	0.000571472	0.000325205	0.00035398	0.000528382	0.000400291	0.000512462	0.000546234	0.00149913	0.000413879	0.000457691	0.000488316	0.000480529	0.000479443	0.000503352	0.00072578	0.00127374	0.00784841	47.0786	21.8881	0.0638622	34.9506	0.00531441	0.0524373	0.108302	0.115191	0.0549773	0.0658064	0.1105	0.0671554	0.0869164	0.0383715	0.252018	0.0674086	0.0883484	0.0998737	0.0838969	0.0969431	0.0834882	0.105941	0.167196	0.122896	0.312156	3.23016	0.0560138
2640	-2741.43	-2742.92	1.48732	0.190928	0.315199	0.341301	0.152572	0.0435842	0.380503	0.0519324	0.0555599	0.410907	0.0575135	0.109503	0.000533025	0.000599148	0.000619315	0.000456207	0.000501956	0.000485497	0.000725373	0.000485911	0.000614758	0.00160234	0.000527746	0.000540324	0.000596981	0.000570064	0.00060551	0.000628073	0.000834007	0.00112142	0.00742162	51.499	20.234	0.0489189	41.4653	0.00580462	0.0839713	0.0974798	0.104428	0.0647884	0.0805512	0.0778425	0.140984	0.0599636	0.0319155	0.345604	0.0923993	0.0894372	0.108959	0.0967333	0.0996842	0.108946	0.107459	0.179901	0.151713	0.206488	2.4344	0.0414973
2650	-2735.79	-2743.15	7.36115	0.190928	0.315199	0.341301	0.152572	0.0710391	0.318903	0.0287858	0.0914371	0.423844	0.0659911	0.110673	0.000482855	0.000453627	0.000439615	0.000492312	0.000526143	0.000492887	0.000731527	0.000502993	0.0009702	0.00147086	0.000499123	0.000510345	0.000495127	0.000500655	0.000549592	0.000595527	0.000792411	0.000986443	0.0993334	48.8849	20.0283	0.115231	34.139	0.00586688	0.0800516	0.0719725	0.067196	0.0855334	0.097066	0.0801682	0.146573	0.0712574	0.160819	0.335056	0.0822942	0.0878552	0.0826674	0.0861197	0.084552	0.102802	0.100211	0.169919	0.862038	0.166356	0.84789	0.0158974
2660	-2740.48	-2740.68	0.198705	0.194705	0.330759	0.320218	0.154318	0.0533182	0.404164	0.0252958	0.0867754	0.372457	0.0579902	0.108533	0.000340504	0.000348932	0.000377844	0.000592524	0.000534308	0.000477219	0.000525065	0.000583153	0.000636505	0.00164304	0.000487215	0.000415789	0.000368416	0.00036976	0.000397906	0.000556814	0.000727361	0.00110884	0.00564997	47.2277	17.859	0.073113	36.8146	0.00521026	0.0617509	0.0655018	0.0766001	0.127047	0.1047	0.0965611	0.117765	0.0938955	0.0950767	0.354308	0.100398	0.0866231	0.0684385	0.0729808	0.0689545	0.083785	0.129953	0.149251	0.0772772	0.276386	3.29203	0.0674631
2670	-2735.2	-2740.69	5.48926	0.179001	0.337213	0.31259	0.171195	0.0429633	0.437003	0.0444234	0.0699227	0.358959	0.0467279	0.100992	0.000415733	0.000354421	0.000332412	0.000452406	0.000388274	0.000412098	0.000563439	0.000459524	0.000727926	0.00162139	0.000399513	0.000395863	0.000378086	0.000406607	0.000404927	0.00045907	0.000600262	0.00109334	0.0110273	48.7194	17.3641	0.0329313	41.0442	0.00527686	0.0800653	0.0676372	0.0592956	0.093478	0.0691712	0.0827598	0.137581	0.0761418	0.14641	0.329623	0.0779898	0.0734308	0.0666931	0.0766066	0.0775029	0.0759697	0.098024	0.129483	0.334858	0.284905	1.84719	0.021904
2680	-2745.86	-2746.3	0.441718	0.186909	0.307931	0.326401	0.178759	0.0401948	0.464234	0.0471916	0.0671022	0.331637	0.0496397	0.104753	0.000385101	0.000347637	0.00032312	0.000535126	0.00048162	0.000545377	0.000485257	0.000634255	0.00069206	0.00199103	0.00050636	0.000470548	0.000401677	0.00045722	0.000488425	0.000522916	0.000831238	0.00152989	0.0353697	50.6887	20.0047	0.0648379	38.776	0.00552672	0.0494809	0.0560233	0.0471512	0.105112	0.0857489	0.102659	0.0887325	0.127163	0.0519948	0.365326	0.088539	0.0947019	0.0697791	0.0755792	0.0898789	0.0868717	0.10236	0.198447	0.545509	0.355187	2.72451	0.0294682
2690	-2748.13	-2744.84	-3.29315	0.172994	0.318338	0.339306	0.169362	0.105883	0.328666	0.0502729	0.066604	0.360758	0.0878162	0.081789	0.000395264	0.000268523	0.000328358	0.000311892	0.000369636	0.000381435	0.000543351	0.000412452	0.000665377	0.00143248	0.000291255	0.000309973	0.000310982	0.000380903	0.00048163	0.000609421	0.000894439	0.00165949	0.0122862	50.5225	15.9558	0.0588875	38.8045	0.00526554	0.0687348	0.0471533	0.0698804	0.0622945	0.0842274	0.0904236	0.104841	0.026725	0.0429317	0.123574	0.0561708	0.0544561	0.0548394	0.0632803	0.0813974	0.101539	0.129936	0.209797	0.208639	0.420522	3.91169	0.0466013
2700	-2747.15	-2744.15	-2.99037	0.19867	0.321318	0.327304	0.152708	0.0832994	0.288846	0.0336179	0.0663831	0.47886	0.0489939	0.109669	0.000401193	0.000253649	0.000288164	0.000499644	0.000521305	0.000422291	0.000497819	0.000607803	0.000616502	0.00185353	0.00042129	0.000385611	0.000305046	0.000382061	0.000431965	0.000543558	0.000826906	0.00110828	0.00484753	46.6032	21.0328	0.0431962	39.2429	0.00526253	0.0734162	0.0466122	0.0597293	0.110183	0.118415	0.080085	0.104083	0.109527	0.041503	0.476025	0.0797047	0.0804047	0.0497861	0.0661452	0.0790555	0.0851109	0.121466	0.192796	0.112221	0.2284	4.14055	0.0383486
2710	-2751.81	-2741.8	-10.0056	0.177679	0.31715	0.33383	0.171341	0.0734085	0.320509	0.0773721	0.063029	0.413167	0.0525145	0.11012	0.00025169	0.000478796	0.000450375	0.000627344	0.00048032	0.000658113	0.000501977	0.000460109	0.000635631	0.001781	0.000494903	0.000475062	0.000494742	0.000401887	0.00046665	0.000559915	0.000658922	0.00124158	0.0129256	48.9845	19.4201	0.0461769	41.4767	0.00523069	0.0288112	0.0801434	0.0692763	0.146044	0.0898278	0.156232	0.080932	0.0728416	0.0941796	0.355109	0.0938268	0.0954037	0.102928	0.0862405	0.0674245	0.111003	0.103085	0.14886	0.279916	0.32587	5.41311	0.0332512
2720	-2737.6	-2741.81	4.21244	0.184324	0.32901	0.307077	0.179589	0.0613252	0.409127	0.0445859	0.101289	0.325817	0.0578561	0.130154	0.00055746	0.000449129	0.000451246	0.000515293	0.000550438	0.000553231	0.000621558	0.000555104	0.000744934	0.00186263	0.000513478	0.000497326	0.000476098	0.000525454	0.000662912	0.000710125	0.000832382	0.00109507	0.0201426	44.7	16.8742	0.0691188	34.3929	0.00514009	0.107321	0.0843739	0.0851977	0.0993474	0.113022	0.11662	0.093495	0.0880339	0.0939299	0.494579	0.101152	0.0986411	0.0903813	0.0948675	0.109586	0.148352	0.127956	0.195923	0.29142	0.230168	1.86769	0.0489762
2730	-2740.9	-2750.89	9.9947	0.178395	0.323281	0.33406	0.164264	0.0725108	0.261231	0.0568056	0.0972201	0.453787	0.0584461	0.125804	0.000405636	0.000541504	0.000515236	0.000504469	0.000478346	0.0004723	0.00057802	0.000543411	0.000722659	0.00210987	0.000479013	0.000475721	0.000491816	0.000465698	0.000484673	0.000553796	0.000667418	0.0009925	0.0448629	49.0983	20.863	0.0915196	35.1427	0.00528903	0.0665287	0.10803	0.098097	0.100275	0.0903968	0.0879473	0.122157	0.0924888	0.133886	0.561903	0.0904856	0.090649	0.0967351	0.0892409	0.0868588	0.0964159	0.112997	0.139381	0.4902	0.235924	0.953894	0.0466567
2740	-2740.76	-2742.14	1.38483	0.17881	0.324034	0.332509	0.164647	0.0391883	0.416111	0.0507552	0.0761996	0.377069	0.0406771	0.116973	0.000387665	0.00046747	0.000494455	0.000515179	0.000580962	0.000433064	0.000511479	0.000748819	0.000768655	0.00153868	0.000503714	0.000469407	0.000464816	0.000415079	0.000480842	0.000629972	0.000805331	0.000952225	0.0253334	49.194	19.6275	0.0408857	40.2966	0.00541595	0.0758198	0.0869235	0.0968884	0.091633	0.115926	0.0725224	0.0786503	0.154116	0.108864	0.391552	0.0986119	0.0873992	0.0857037	0.0859434	0.0673368	0.110228	0.122408	0.174985	0.619614	0.176652	0.849573	0.0155524
2750	-2737.59	-2741.21	3.62439	0.181663	0.33821	0.308079	0.172049	0.0559545	0.439318	0.0224095	0.0725477	0.365824	0.043946	0.127662	0.000627606	0.000546732	0.00061897	0.000536586	0.000610433	0.000542607	0.000578144	0.000498891	0.000663898	0.00186755	0.000566361	0.00053513	0.000562054	0.000556295	0.000583238	0.000572673	0.000807924	0.00112805	0.031257	46.9224	20.2595	0.0415116	38.8491	0.00536935	0.126554	0.0942848	0.121193	0.0882449	0.115752	0.102777	0.105322	0.0825454	0.0496362	0.473108	0.111625	0.0993356	0.109364	0.099992	0.107219	0.110028	0.103284	0.197655	0.752971	0.222525	1.40036	0.0102546
2760	-2745.12	-2741.22	-3.89965	0.18259	0.33503	0.326143	0.156237	0.0496249	0.389622	0.0664051	0.0992223	0.353066	0.0420596	0.107579	0.000412649	0.000426467	0.000543	0.000340047	0.00038468	0.00032175	0.000436837	0.000422148	0.00075632	0.00174435	0.000341813	0.000403317	0.000433482	0.000462023	0.00046584	0.000516571	0.000784648	0.00114354	0.0225848	46.0794	17.5514	0.0841496	37.0531	0.00514889	0.0663892	0.0828426	0.128108	0.070408	0.0877449	0.0538844	0.0826321	0.0503733	0.1026	0.424554	0.0616776	0.0710941	0.0828113	0.0855678	0.0938975	0.0870502	0.113603	0.19118	0.268388	0.25301	3.31703	0.0615648
2770	-2736.84	-2740.77	3.93041	0.183415	0.335645	0.323997	0.156943	0.0411436	0.445604	0.0550559	0.0874888	0.321549	0.0491585	0.0832467	0.000293567	0.000187866	0.000196104	0.000252467	0.000293398	0.000348351	0.000421726	0.000691073	0.000732157	0.00162447	0.000298473	0.000290035	0.00023119	0.000275003	0.000334988	0.000524572	0.000942777	0.0015972	0.0641624	49.7563	18.3144	0.0928822	36.2406	0.00528941	0.0600308	0.0366299	0.039745	0.0392593	0.0547357	0.0750617	0.0837676	0.138649	0.0430168	0.244133	0.056202	0.0566547	0.0344047	0.0530114	0.0509709	0.0756926	0.122655	0.233822	0.690793	0.370101	2.19808	0.0287198
2780	-2737.19	-2738.95	1.76427	0.188237	0.322393	0.315717	0.173653	0.0678094	0.379563	0.0479364	0.0761752	0.39123	0.0372869	0.0685511	0.000233401	0.000301549	0.000309582	0.000294341	0.000246951	0.000304526	0.000491333	0.000426192	0.000788138	0.00144199	0.000282015	0.000320263	0.000345212	0.000312413	0.000376553	0.000451574	0.000789043	0.00179654	0.0164544	51.6424	22.7694	0.056363	38.3232	0.00562485	0.0313198	0.0438887	0.0467452	0.0588437	0.0419935	0.0538181	0.0924814	0.0731948	0.0780226	0.0761464	0.0458138	0.0544608	0.0633316	0.0594138	0.0516696	0.0822196	0.0783445	0.202212	0.291936	0.436574	3.61207	0.0399086
