Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	death_rate	root_time	tmrca_Ursidae	birth_rate	tmrca_UrsidaePinn	base_rate	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	turnover	root_rate	nu	diversification
2790	-2743.6	-2738.22	-5.37772	0.190936	0.324922	0.32278	0.161361	0.0840097	0.398709	0.0556706	0.0599925	0.35343	0.0481883	0.0818491	0.000255219	0.00031647	0.000347513	0.000362218	0.000409648	0.000464769	0.000668146	0.000419307	0.000765573	0.00144398	0.00044672	0.000446351	0.00039721	0.000365474	0.00036458	0.000516521	0.00100438	0.00193552	0.049441	46.6739	20.9157	0.107062	34.1267	0.00548135	0.0384162	0.0491855	0.0605124	0.0533837	0.0706898	0.0853655	0.16547	0.0428484	0.0230126	0.0769751	0.07878	0.0842165	0.0662862	0.0786452	0.0547067	0.078319	0.110146	0.256325	0.461795	0.449895	3.04116	0.0576215
2800	-2740.97	-2740.12	-0.846199	0.183616	0.32241	0.314128	0.179845	0.0675663	0.364492	0.0447741	0.0682062	0.385559	0.0694029	0.116884	0.000471976	0.000244024	0.00029002	0.000350241	0.000319953	0.000306103	0.000685975	0.000633219	0.000584607	0.00220625	0.000352342	0.000339215	0.000304605	0.000349727	0.000538066	0.000606978	0.000683006	0.000883175	0.0527677	49.5532	17.1975	0.102879	48.4206	0.00521525	0.110231	0.0401176	0.0577569	0.0659299	0.0543147	0.0506517	0.127489	0.145639	0.0594594	0.67212	0.0683842	0.0667358	0.0534633	0.06335	0.0707672	0.135576	0.0971945	0.164732	0.512913	0.173957	3.49488	0.0501108
2810	-2733.2	-2738.83	5.62782	0.186697	0.334356	0.318742	0.160205	0.0694718	0.344704	0.047901	0.0701298	0.396433	0.0713602	0.106629	0.000420656	0.000365845	0.000401878	0.000398812	0.000441438	0.000361109	0.000610652	0.000685165	0.000849934	0.00180663	0.0004283	0.000413129	0.000418321	0.000442469	0.000518588	0.000651543	0.000770575	0.00107994	0.0130764	47.1524	17.5193	0.0622479	35.2177	0.00568491	0.0682758	0.0574885	0.0701652	0.0590184	0.0740147	0.0576489	0.112103	0.114557	0.154409	0.400262	0.0812872	0.0693924	0.071219	0.0759498	0.0797148	0.102729	0.12649	0.144606	0.210069	0.235327	2.13753	0.0491715
2820	-2737.99	-2744.91	6.91964	0.166746	0.34071	0.33283	0.159714	0.0739251	0.342944	0.082982	0.0932015	0.332822	0.0741256	0.112843	0.000454856	0.000396442	0.000487703	0.000415334	0.000366308	0.000455526	0.000440063	0.000529641	0.000808735	0.00178653	0.000424236	0.000419427	0.000424595	0.000417406	0.000443206	0.000499373	0.000688299	0.000981356	0.0122503	48.5963	25.234	0.0515795	42.6846	0.00527158	0.0917266	0.0668376	0.101461	0.0782317	0.0596318	0.0912143	0.0796497	0.0987903	0.147844	0.464461	0.079343	0.081609	0.0835698	0.0775186	0.0808424	0.0873069	0.102152	0.158984	0.237503	0.213336	0.672609	0.0393292
2830	-2739.33	-2744.02	4.69727	0.182681	0.310083	0.33642	0.170817	0.0450901	0.341784	0.0561527	0.0630681	0.452173	0.0417315	0.101248	0.000494717	0.000414811	0.000424041	0.000422718	0.000479123	0.00044748	0.00064107	0.000324856	0.000790865	0.00149042	0.000447178	0.000430551	0.000410872	0.00046406	0.0005681	0.000488917	0.000668012	0.00121542	0.0653627	45.2519	17.8037	0.111291	34.4081	0.00545959	0.0853496	0.0755623	0.0789435	0.0746429	0.0953055	0.0803209	0.12261	0.0521319	0.111876	0.278576	0.0802105	0.0836033	0.0763946	0.0741193	0.0958788	0.112232	0.0668718	0.177839	0.587315	0.267404	1.74622	0.0459279
2840	-2746.29	-2745.82	-0.471067	0.178237	0.33868	0.324956	0.158127	0.0660064	0.283015	0.0729174	0.0856314	0.41857	0.0738595	0.116926	0.000501204	0.000401717	0.000360235	0.000522421	0.00058661	0.00048662	0.000772514	0.000587718	0.00108521	0.00137451	0.000524911	0.000554175	0.000488738	0.000570407	0.000633574	0.000711754	0.000848935	0.00125611	0.00402625	52.8614	19.6007	0.0477073	34.075	0.00546956	0.0829839	0.0764684	0.0612999	0.0934404	0.116912	0.0835865	0.151091	0.0860314	0.215269	0.224842	0.097588	0.0943509	0.0704235	0.108289	0.100286	0.131386	0.128874	0.181548	0.084395	0.27776	1.01397	0.043681
2850	-2742.87	-2742.45	-0.422581	0.201561	0.301616	0.334977	0.161845	0.0535797	0.351509	0.0463494	0.06951	0.428421	0.0506305	0.108369	0.000503451	0.000554223	0.000502917	0.000459592	0.00052531	0.000528489	0.00051643	0.000613903	0.000807685	0.00167615	0.000532028	0.000520309	0.000506776	0.000509429	0.000437511	0.000452772	0.000845321	0.0012863	0.0216734	50.3298	18.4451	0.0698985	38.6835	0.00584742	0.0833131	0.101586	0.0840381	0.0678284	0.0903062	0.0881557	0.115876	0.115871	0.0812298	0.328366	0.0893664	0.0926041	0.0879754	0.0853578	0.088883	0.0607596	0.0941026	0.195024	0.31007	0.244932	0.906855	0.048225
2860	-2735.15	-2743.36	8.21201	0.190963	0.313352	0.34235	0.153335	0.0554244	0.363611	0.0648633	0.0965978	0.36713	0.0523736	0.103907	0.00041859	0.000422112	0.00039828	0.000419232	0.000393424	0.000462529	0.000670772	0.00047441	0.000810478	0.00141856	0.000431301	0.000451663	0.000442277	0.000476009	0.00057902	0.000591803	0.00065698	0.0010347	0.0145745	54.3253	17.7508	0.0387083	36.5836	0.00541296	0.0641426	0.0779069	0.0691014	0.077065	0.0675297	0.0893727	0.12442	0.0800441	0.151958	0.289332	0.0778343	0.0815243	0.0780565	0.0853578	0.0905197	0.123419	0.0952427	0.147501	0.376521	0.234802	0.993027	0.0241338
2870	-2735.57	-2741.53	5.96235	0.172807	0.331815	0.318299	0.177079	0.060278	0.404207	0.0643169	0.0852448	0.323982	0.0619714	0.105074	0.000390639	0.000444713	0.000410845	0.000318456	0.000357229	0.000360083	0.000384747	0.000523588	0.000830354	0.00154707	0.000341527	0.000354939	0.000382762	0.000381242	0.000428134	0.000516632	0.000801842	0.00124622	0.0290542	51.7733	20.7189	0.0684886	43.2248	0.0049242	0.0794422	0.100787	0.0870315	0.059165	0.0749128	0.077715	0.0615966	0.0974961	0.126743	0.332702	0.0701782	0.0685354	0.0798361	0.0756254	0.0792184	0.0946711	0.115163	0.210511	0.42422	0.29565	2.08173	0.0394343
2880	-2746.99	-2744.98	-2.00907	0.187457	0.320431	0.321995	0.170117	0.0632739	0.313642	0.0568026	0.0752854	0.393338	0.0976585	0.0974733	0.000249991	0.000474289	0.000401361	0.000454037	0.0004177	0.000426814	0.000347962	0.000289078	0.000795643	0.00183249	0.000425327	0.00042372	0.000432677	0.000370814	0.000402559	0.000376137	0.000522666	0.00115421	0.0120768	52.3464	18.1666	0.0529737	42.668	0.00535169	0.0325193	0.0932235	0.0659694	0.091407	0.0778273	0.0788286	0.0405022	0.0570008	0.153047	0.397777	0.0782729	0.0806775	0.0840248	0.0776724	0.0609058	0.0895361	0.0510316	0.144296	0.227977	0.287049	3.56639	0.0408969
2890	-2729.28	-2743.9	14.6202	0.190847	0.333505	0.315141	0.160507	0.0420551	0.394055	0.0494662	0.101877	0.364449	0.0480977	0.0930449	0.000340506	0.000327997	0.000303979	0.000349727	0.00034007	0.00037438	0.000415943	0.000607179	0.00105778	0.00149835	0.000359889	0.000368304	0.000350674	0.000372865	0.000428529	0.000570148	0.000758206	0.00101485	0.061766	45.0682	18.2682	0.102668	34.589	0.00581496	0.0519742	0.0553044	0.0470439	0.0600755	0.0567543	0.0651937	0.0608105	0.0949854	0.216885	0.313225	0.0602096	0.0635707	0.0575068	0.063104	0.0651394	0.0822489	0.113848	0.14693	0.60161	0.20212	1.10105	0.0409018
2900	-2737.25	-2744.18	6.92523	0.189996	0.319757	0.324813	0.165434	0.0292292	0.379311	0.0785651	0.11685	0.340408	0.0556366	0.0961359	0.000307334	0.000330791	0.000294203	0.000342653	0.000323461	0.000396706	0.000646503	0.00045828	0.000636205	0.00159726	0.000350343	0.000362322	0.00033814	0.000372415	0.00049088	0.000617972	0.000696212	0.000779755	0.0311302	49.727	22.2729	0.0749018	41.2585	0.00554231	0.0434799	0.064313	0.0511099	0.0610074	0.0540819	0.0793732	0.123583	0.052088	0.0916334	0.432955	0.0626425	0.0637824	0.0550563	0.0669652	0.0674249	0.109714	0.113287	0.137948	0.415613	0.143435	2.14499	0.0437716
2910	-2741.55	-2744.35	2.79892	0.186065	0.333833	0.318092	0.16201	0.0670583	0.416338	0.0448321	0.0893418	0.352566	0.0298636	0.0789188	0.000310663	0.000363016	0.000377064	0.000324553	0.00028357	0.000364401	0.000441949	0.000523089	0.000987956	0.00103237	0.000318486	0.000351856	0.000380002	0.000395724	0.000407373	0.000468201	0.000840863	0.00138454	0.0234936	57.4123	22.4608	0.0590075	39.0574	0.00568983	0.0368056	0.0607344	0.0656721	0.0591067	0.0447007	0.0711145	0.0845472	0.0900932	0.145479	0.0780035	0.0549752	0.0569741	0.0668674	0.066705	0.0723937	0.0707998	0.0937749	0.201792	0.398145	0.28488	2.28329	0.0355139
2920	-2737.43	-2743.41	5.98235	0.183325	0.327542	0.322719	0.166414	0.0882603	0.354403	0.0373219	0.104819	0.354761	0.0604351	0.104621	0.000441803	0.000266854	0.000276881	0.000342385	0.000308996	0.000299443	0.000605592	0.000476784	0.000802713	0.0018326	0.000311179	0.000312714	0.000304476	0.000369712	0.000483035	0.000547456	0.000628227	0.000912992	0.0297597	50.7118	22.1435	0.0685352	42.5582	0.00524964	0.0866668	0.0448688	0.0486888	0.0718241	0.0591037	0.0541457	0.128342	0.0754508	0.172669	0.4835	0.0586171	0.0599356	0.0567969	0.0592019	0.0816507	0.102375	0.106194	0.133148	0.434225	0.214683	1.74831	0.0387755
2930	-2745.81	-2744.36	-1.45163	0.199508	0.325863	0.31315	0.16148	0.0220312	0.410542	0.0839653	0.0723426	0.368235	0.0428833	0.0925358	0.000287555	0.000288653	0.000341651	0.000321922	0.000268976	0.000273836	0.000487496	0.000428918	0.000625722	0.00159928	0.000270111	0.000296534	0.000311065	0.000270238	0.000308835	0.000460048	0.000709805	0.000996642	0.0610971	47.0546	20.5905	0.0822971	39.5705	0.00508013	0.0658247	0.0501839	0.0710487	0.0781332	0.0572886	0.0500711	0.11772	0.0619468	0.0738115	0.409782	0.0486047	0.0577357	0.0634563	0.0590071	0.047383	0.0742025	0.106914	0.17253	0.742397	0.219839	2.10569	0.0212
2940	-2734.27	-2743.46	9.18644	0.192577	0.311994	0.310874	0.184555	0.0873553	0.320883	0.115318	0.0887968	0.342877	0.0447701	0.0822609	0.000315869	0.000296653	0.000282941	0.000322534	0.000346834	0.000292011	0.000625405	0.000531733	0.000678803	0.00149903	0.000318594	0.000324675	0.000306432	0.000343112	0.000483291	0.000577388	0.000799793	0.00152237	0.0414002	47.6383	18.1875	0.0613873	39.2669	0.00547553	0.0488772	0.0552562	0.0502478	0.0612026	0.0700782	0.046897	0.118406	0.0933539	0.0566745	0.182743	0.0566067	0.0597633	0.0530997	0.0588279	0.0664976	0.11003	0.100867	0.191266	0.674409	0.364796	2.1112	0.0199871
2950	-2744.35	-2748.06	3.70935	0.198231	0.297103	0.33587	0.168796	0.0897957	0.366892	0.053558	0.0912775	0.352456	0.0460208	0.0789862	0.000360397	0.000329274	0.000312755	0.000441115	0.000496624	0.000471092	0.000465733	0.000637283	0.000637481	0.00119088	0.000416077	0.000356854	0.000350748	0.000335418	0.000400427	0.00050676	0.00081836	0.00133426	0.0298054	49.9152	23.4394	0.0632949	39.6017	0.00606432	0.0636388	0.0483184	0.0428707	0.0705464	0.0888532	0.0930759	0.076757	0.119887	0.0306343	0.132321	0.0749323	0.062289	0.0602753	0.0554005	0.0552195	0.0768406	0.0902879	0.179605	0.470897	0.26043	1.92742	0.0334895
2960	-2740.67	-2739.62	-1.05646	0.200311	0.328087	0.313298	0.158304	0.0767542	0.340258	0.0457795	0.0780207	0.419851	0.0393369	0.0915419	0.000177096	0.000212097	0.000274509	0.00027475	0.000403303	0.00029409	0.000637217	0.000457081	0.000782443	0.0017273	0.000271433	0.00025846	0.00025908	0.000245977	0.000399254	0.000597675	0.000861382	0.00130446	0.0392355	45.7033	18.2689	0.0920911	36.6939	0.00525375	0.0210005	0.029337	0.0530962	0.0524308	0.101368	0.0607863	0.137004	0.0520504	0.0919011	0.366923	0.0521612	0.0511681	0.0514042	0.0472224	0.0464163	0.105572	0.121951	0.20596	0.426051	0.290624	3.537	0.0528556
2970	-2733.99	-2741.71	7.71894	0.199885	0.309276	0.319699	0.17114	0.0645962	0.344483	0.0461075	0.0785798	0.412173	0.0540611	0.0774982	0.000308094	0.000287235	0.000349752	0.000286127	0.000301351	0.000328354	0.000386997	0.000470468	0.000767391	0.00135795	0.000322325	0.000359293	0.000341269	0.000377701	0.000423712	0.00051912	0.000863856	0.0012937	0.0244243	48.0471	23.6578	0.0481804	37.4671	0.00574339	0.0400877	0.0455107	0.0672807	0.0481834	0.053485	0.0535529	0.0544136	0.0634067	0.0668308	0.22277	0.0514535	0.0607887	0.0545122	0.0643267	0.0671988	0.0803489	0.100423	0.200395	0.506933	0.250105	2.35419	0.0237562
2980	-2735.61	-2742.71	7.10341	0.176184	0.30715	0.349128	0.167539	0.0495884	0.406593	0.0520794	0.0635618	0.361141	0.0670368	0.0875099	0.000417887	0.000307558	0.000304652	0.000247825	0.000242014	0.000319992	0.000538365	0.000634791	0.000969497	0.0012752	0.000279676	0.000336583	0.000334562	0.00036189	0.000412499	0.000548079	0.000821582	0.00133922	0.00868817	55.8312	20.3412	0.0220239	34.3219	0.00549215	0.0860383	0.0558129	0.0547548	0.0453231	0.0432068	0.0596055	0.111973	0.115653	0.169374	0.160361	0.044924	0.0569217	0.056186	0.0656469	0.0661376	0.0840763	0.11551	0.183674	0.394489	0.304009	1.64806	0.0133357
2990	-2731.13	-2744.91	13.7809	0.196396	0.325699	0.308562	0.169343	0.0586804	0.423071	0.0534129	0.0825717	0.294707	0.0875564	0.0833158	0.000312928	0.000299355	0.000285986	0.000332399	0.000315654	0.000361389	0.00051319	0.000354153	0.000608217	0.00159909	0.000345045	0.000354897	0.000328455	0.000353327	0.000381181	0.00039955	0.000520544	0.000775605	0.0138011	49.8278	18.9398	0.0873962	38.8325	0.00586043	0.047196	0.0510522	0.0464896	0.055818	0.0501032	0.0631984	0.104649	0.0549962	0.0957868	0.392815	0.0576206	0.0601335	0.0511094	0.060983	0.0595977	0.0704887	0.0658664	0.111781	0.157914	0.152911	0.774588	0.0735952
3000	-2727.84	-2740.69	12.8554	0.183713	0.312882	0.330641	0.172764	0.046554	0.429983	0.0679433	0.0655081	0.300242	0.0897696	0.0888961	0.000332116	0.000322157	0.000320994	0.000354126	0.000357334	0.000352621	0.000491479	0.000557223	0.000682855	0.00150167	0.000335537	0.000333678	0.00032105	0.000323555	0.000404349	0.000580162	0.000745087	0.00105505	0.0283729	54.8312	19.0768	0.0489215	41.0829	0.00558831	0.0622365	0.0595687	0.0591528	0.0668999	0.0680481	0.0659519	0.0878075	0.0798781	0.0972739	0.306955	0.0598379	0.0602475	0.0557279	0.0591725	0.0566245	0.0880878	0.119546	0.147113	0.579968	0.230477	0.661019	0.0205486
3010	-2744.8	-2746.31	1.51342	0.185971	0.309271	0.334704	0.170055	0.0501479	0.408085	0.0364359	0.0472396	0.393356	0.0647352	0.092211	0.000433373	0.000278775	0.000258441	0.000293549	0.000354996	0.000307822	0.000641998	0.000706657	0.000725828	0.00126259	0.000340191	0.000356521	0.00032288	0.000361477	0.000497211	0.000617603	0.000840433	0.00140036	0.0753551	50.8494	16.6544	0.115374	37.28	0.00515844	0.0986929	0.0537179	0.0458339	0.0493265	0.0731501	0.0519367	0.125468	0.157971	0.0715755	0.156421	0.0644866	0.0674102	0.0543671	0.0708178	0.0693319	0.123444	0.116009	0.209838	0.653138	0.333102	3.33079	0.0400189
3020	-2738.39	-2739.08	0.693085	0.169681	0.332475	0.330118	0.167725	0.06177	0.370959	0.0617962	0.0619594	0.388498	0.0550177	0.098367	0.000325151	0.000345079	0.000354535	0.000316176	0.00040064	0.000380568	0.000540311	0.00062193	0.000679108	0.00183636	0.000342252	0.000334506	0.000375174	0.000353442	0.00044984	0.000571976	0.000649033	0.00105919	0.048848	49.4819	19.5535	0.0616288	36.2508	0.0054945	0.0503253	0.0496687	0.0531107	0.0516451	0.0823901	0.07739	0.100962	0.113895	0.123435	0.406651	0.0634431	0.061137	0.0759402	0.0606234	0.0680298	0.095712	0.112487	0.123761	0.792615	0.261785	2.68288	0.0127809
3030	-2737.6	-2742.16	4.55851	0.172108	0.33723	0.320538	0.170124	0.114508	0.36378	0.0593889	0.0711494	0.347639	0.0435345	0.0889123	0.000238217	0.000481266	0.000512626	0.000243579	0.000250493	0.000332719	0.000448896	0.00042704	0.000802592	0.00156382	0.000271515	0.000279695	0.000388999	0.000271291	0.000288482	0.000397724	0.000745555	0.00145118	0.0121349	50.6361	18.8088	0.0331511	36.9053	0.00514056	0.0414584	0.0902239	0.102425	0.0436235	0.0463135	0.0749559	0.113634	0.0724201	0.115916	0.240166	0.0511438	0.0544926	0.0970187	0.0543262	0.051223	0.0610146	0.0937249	0.196342	0.366048	0.368258	2.43045	0.0210162
3040	-2734.27	-2742.34	8.06943	0.190953	0.31573	0.337693	0.155624	0.0668934	0.414332	0.0466443	0.0690821	0.340314	0.062734	0.0943682	0.000307159	0.000330036	0.000307454	0.00038285	0.000359966	0.00032706	0.000579779	0.000462527	0.000997895	0.00188353	0.000352062	0.000335513	0.00032076	0.000329176	0.000373463	0.000506385	0.00106263	0.00181753	0.0187402	47.5779	19.4599	0.0598822	39.7071	0.00554729	0.0510894	0.0623713	0.0542299	0.0730375	0.0647872	0.0559796	0.134037	0.0591818	0.0842364	0.299336	0.0649939	0.0619375	0.0566187	0.0590272	0.0596527	0.0749945	0.107576	0.275541	0.312952	0.379746	1.29186	0.041142
3050	-2734.96	-2738.81	3.84593	0.191908	0.314417	0.333033	0.160642	0.0585063	0.324331	0.0407961	0.0768933	0.444605	0.0548685	0.0804622	0.000292535	0.000235465	0.000213613	0.000282572	0.000253385	0.000330676	0.000566425	0.000481888	0.000834636	0.00115849	0.00029549	0.000305907	0.000262101	0.000297024	0.00037287	0.000593417	0.00088123	0.00134416	0.0214788	54.3253	17.0008	0.0531452	34.5487	0.00514233	0.0578317	0.0492183	0.0407196	0.0543743	0.0430225	0.0692111	0.131223	0.0456997	0.123599	0.128802	0.0555261	0.0593985	0.0423608	0.0595777	0.0559437	0.0890764	0.141721	0.201015	0.404153	0.321768	1.6335	0.0316664
3060	-2732.65	-2738.52	5.86698	0.181384	0.328957	0.318157	0.171502	0.0552138	0.386694	0.0529261	0.0685479	0.395442	0.0411755	0.0997053	0.000262399	0.000419032	0.000456686	0.000359966	0.000385247	0.000323746	0.00054071	0.000628083	0.000779451	0.00171049	0.000371801	0.000390616	0.00041536	0.000356644	0.000396263	0.000541155	0.0007512	0.0010281	0.00848693	48.9483	19.2716	0.0428635	37.3893	0.00569061	0.0399155	0.0743291	0.0875627	0.0600864	0.0689717	0.0495365	0.103073	0.117514	0.113158	0.400612	0.066426	0.0642459	0.0729423	0.0730385	0.0523062	0.086963	0.103229	0.160785	0.197999	0.200549	1.5258	0.0343765
3070	-2734.74	-2739.79	5.04562	0.175678	0.317553	0.340604	0.166166	0.0535545	0.380012	0.0494142	0.0897083	0.383085	0.0442253	0.0924773	0.000329484	0.000274635	0.000257515	0.000340433	0.000315599	0.00028592	0.000620728	0.000632843	0.000803068	0.00184874	0.000316312	0.000313543	0.000310936	0.000349177	0.000417644	0.000529831	0.000768626	0.0015007	0.0279694	45.9194	20.1016	0.0802226	35.2317	0.00546099	0.0556597	0.0495769	0.0433069	0.0607925	0.0516972	0.0527553	0.139385	0.125673	0.118709	0.302863	0.0638857	0.0519585	0.0510037	0.0628718	0.0650088	0.0879469	0.106095	0.175402	0.348648	0.374207	1.60972	0.0522532
3080	-2739.79	-2741.7	1.91305	0.182345	0.32035	0.31866	0.178645	0.0817308	0.368748	0.0445216	0.0820025	0.346712	0.0762851	0.0757985	0.00025456	0.000204993	0.000225727	0.000234736	0.000212514	0.000186786	0.000399013	0.000645743	0.000626173	0.00163275	0.000231904	0.000267668	0.000267831	0.000303838	0.000449444	0.000620547	0.000811258	0.00130766	0.0541175	52.6055	22.7425	0.0718499	36.4193	0.00544458	0.036013	0.0310318	0.0386482	0.04525	0.0370872	0.0244035	0.0389715	0.116857	0.0523604	0.297076	0.0409774	0.04421	0.0442699	0.0541146	0.0574967	0.107601	0.120349	0.177657	0.753202	0.302695	2.38239	0.0177324
3090	-2736.54	-2741.86	5.31922	0.173808	0.326676	0.323587	0.175929	0.0867829	0.359902	0.0434536	0.093537	0.387628	0.0286965	0.0721245	0.000267594	0.000280024	0.000326516	0.000244437	0.000298281	0.000187956	0.000299436	0.000567837	0.000893376	0.00151536	0.000254771	0.000236822	0.000263293	0.00025356	0.000298646	0.000369966	0.000831789	0.00151769	0.0183378	49.1961	19.8901	0.0468977	36.3652	0.00589338	0.0449308	0.045846	0.0616235	0.0366937	0.0549664	0.0235848	0.0461491	0.122618	0.0909851	0.211403	0.0462594	0.0402007	0.049184	0.040168	0.045881	0.0554685	0.0700846	0.212194	0.391017	0.302855	1.40981	0.0285599
3100	-2748.91	-2743.2	-5.70909	0.172071	0.323409	0.309915	0.194606	0.0486754	0.407817	0.0742179	0.0658745	0.375556	0.0278593	0.0798854	0.000259922	0.000191332	0.000173305	0.000240538	0.000175595	0.00017346	0.000723136	0.000728013	0.000670624	0.0015114	0.000183383	0.000183164	0.000174594	0.000180958	0.000334305	0.000655799	0.00101483	0.00157884	0.130666	50.3141	20.2463	0.210971	37.0134	0.00526733	0.0643444	0.0407173	0.0338727	0.0568868	0.032228	0.0306773	0.181986	0.120007	0.0257246	0.203305	0.0344452	0.0351851	0.0319311	0.0343619	0.0343478	0.0925874	0.156419	0.22891	0.619354	0.370572	3.65228	0.0803053
3110	-2734.75	-2742.35	7.59647	0.178933	0.340056	0.313276	0.167735	0.0693889	0.397954	0.0323211	0.0611813	0.41328	0.0258745	0.0823641	0.000322274	0.000216545	0.000220446	0.000154005	0.000152101	0.000175584	0.000356015	0.000436011	0.000629103	0.00196784	0.000178248	0.000214517	0.000231881	0.000254765	0.000341204	0.000422118	0.000727377	0.00110383	0.0201723	46.8744	21.2915	0.0364275	45.5891	0.00532212	0.0672657	0.0361333	0.0375993	0.0296063	0.0288909	0.027266	0.0594076	0.0796004	0.0473181	0.51378	0.0282672	0.0387167	0.0452422	0.0418966	0.0538419	0.0743795	0.0842483	0.189093	0.553765	0.225715	1.59565	0.0162552
3120	-2742.67	-2750.63	7.95975	0.18171	0.319858	0.323611	0.174821	0.0514944	0.376251	0.0926284	0.0578446	0.39074	0.0310415	0.0844137	0.000350507	0.000304543	0.000283202	0.000240553	0.000233507	0.00021973	0.000474864	0.000452339	0.00102452	0.00138488	0.000240816	0.00025345	0.000280665	0.000307775	0.000424174	0.000491764	0.000802199	0.00124649	0.0171498	44.5929	20.8961	0.0372787	36.2635	0.00546736	0.0655146	0.0586175	0.0508106	0.0427347	0.0401573	0.0375478	0.0812464	0.0780404	0.168756	0.256643	0.0452613	0.0428311	0.0527866	0.0498828	0.0627034	0.0924625	0.0874285	0.206022	0.460043	0.249954	2.07624	0.0201289
3130	-2751.53	-2746.84	-4.69616	0.188132	0.330187	0.311927	0.169754	0.0650344	0.278455	0.0561105	0.077376	0.409182	0.113842	0.0895427	0.000274716	0.000146001	0.00014816	0.000227845	0.000237041	0.000296088	0.000532225	0.000410244	0.000879379	0.00198904	0.000222436	0.000225142	0.000181546	0.000210793	0.000237758	0.000369862	0.000793536	0.00141407	0.002182	49.0254	22.2753	0.0154724	36.7703	0.00522109	0.0645413	0.0264392	0.027266	0.04826	0.0517825	0.067232	0.153491	0.0658532	0.124179	0.432925	0.0390187	0.0461881	0.0294883	0.0400552	0.0406918	0.0503844	0.0912957	0.212678	0.141026	0.328999	2.117	0.0132904
3140	-2733.11	-2741.4	8.29051	0.189771	0.32952	0.311297	0.169412	0.0698962	0.379757	0.0767471	0.0890733	0.329947	0.0545793	0.0567766	0.000163286	0.00012642	0.000145012	0.000113435	0.000122165	0.000132746	0.000356311	0.000496662	0.000966548	0.00156961	0.000146017	0.000170295	0.000162112	0.000179505	0.000276361	0.000527007	0.000760539	0.00157341	0.0310499	51.3488	20.319	0.0727501	38.3357	0.00584437	0.0244045	0.0177411	0.0241036	0.0171718	0.0201591	0.0171052	0.0588329	0.0527159	0.187745	0.141719	0.0216468	0.0283216	0.025521	0.0299551	0.0314733	0.0631001	0.117247	0.143017	0.426803	0.395417	3.78564	0.0417001
