Iteration	Posterior	Likelihood	Prior	n_cats	base_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	birth_rate	diversification	turnover	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	concentration	death_rate	root_time	tmrca_UrsidaePinn	tmrca_Ursidae
1840	-2835.22	-2773.95	-61.2708	3	0.00553562	0.122682	0.161566	0.0188974	0.0188974	0.0188974	0.414592	0.414592	0.0188974	0.0188974	0.0188974	0.414592	0.0188974	0.0188974	0.0188974	0.0188974	0.414592	0.0188974	0.161566	0.0188974	0.170137	0.336621	0.329397	0.163845	0.0884915	0.0677876	0.233965	0.0446352	0.348614	0.103139	0.085469	0.362356	0.0557871	0.753479	0.0207039	47.1235	41.0538	18.9477
1850	-2834.32	-2769.84	-64.4761	4	0.00526998	0.089598	0.169951	0.016187	0.016187	0.016187	0.237062	0.169951	0.016187	0.016187	0.016187	0.280518	0.016187	0.016187	0.016187	0.016187	0.016187	0.016187	0.280518	0.280518	0.176784	0.334357	0.318365	0.170494	0.0663576	0.0373818	0.436662	0.0420204	0.292758	0.104667	0.0804621	0.427574	0.052519	0.753479	0.0289758	47.429	37.9806	24.6963
1860	-2845.51	-2776.99	-68.5139	5	0.00525542	0.112182	0.175143	0.0105972	0.175143	0.0105972	0.548692	0.167977	0.0105972	0.0105972	0.0105972	0.499792	0.0105972	0.0105972	0.0105972	0.0105972	0.0105972	0.0105972	0.167977	0.167977	0.179867	0.346884	0.317331	0.155918	0.0760551	0.0525597	0.308926	0.0667028	0.321955	0.0939979	0.0499847	0.38399	0.0833692	0.753479	0.0234954	45.1359	41.6056	20.9964
1870	-2837.83	-2775.44	-62.3967	5	0.005084	0.123828	0.191936	0.0360447	0.0360447	0.0360447	0.60733	0.238187	0.0360447	0.0360447	0.0360447	0.328784	0.0360447	0.0360447	0.0360447	0.0360447	0.0360447	0.0360447	0.238187	0.191936	0.195365	0.340537	0.296343	0.167756	0.0343978	0.0220071	0.360219	0.0543958	0.34882	0.0766548	0.0913758	0.361105	0.067649	0.753479	0.0123907	49.8214	38.883	21.5253
1880	-2841.67	-2776.45	-65.2221	3	0.0051263	0.110525	0.263306	0.0274638	0.0274638	0.0274638	0.263306	0.263306	0.0274638	0.0274638	0.0274638	0.263306	0.0274638	0.0274638	0.0274638	0.0274638	0.0274638	0.0274638	0.30333	0.30333	0.160716	0.311271	0.346848	0.181165	0.0378474	0.00646023	0.829308	0.0674361	0.371415	0.0695799	0.0690147	0.37221	0.0503447	0.753479	0.0313871	54.4701	34.7102	18.8717
1890	-2836.49	-2773.18	-63.3124	3	0.00502642	0.0902642	0.183896	0.0165052	0.0165052	0.0165052	0.183896	0.183896	0.0165052	0.0165052	0.0165052	0.339824	0.0165052	0.0165052	0.183896	0.0165052	0.0165052	0.0165052	0.183896	0.183896	0.176025	0.326417	0.339674	0.157885	0.0389608	0.0242328	0.378021	0.0579605	0.3962	0.0685227	0.060703	0.392102	0.0245117	0.753479	0.014728	51.7196	36.0373	22.7898
1900	-2829.87	-2769.03	-60.8363	3	0.00544972	0.0952056	0.19064	0.0212536	0.0212536	0.0212536	0.19064	0.19064	0.0212536	0.0212536	0.0212536	0.336072	0.0212536	0.0212536	0.19064	0.0212536	0.0212536	0.0212536	0.19064	0.19064	0.176313	0.317518	0.339497	0.166672	0.037971	0.0253882	0.331379	0.0605176	0.357054	0.0843201	0.0719411	0.378281	0.0478865	0.753479	0.0125828	46.355	38.6569	19.9444
1910	-2828.91	-2767.6	-61.3119	3	0.00546262	0.100427	0.152404	0.0159957	0.0159957	0.0159957	0.292667	0.292667	0.0159957	0.0159957	0.0159957	0.292667	0.0159957	0.0159957	0.0159957	0.0159957	0.0159957	0.0159957	0.292667	0.292667	0.189989	0.32578	0.313222	0.171008	0.0793669	0.0269	0.661068	0.0896931	0.337815	0.078561	0.0927163	0.350296	0.0509186	0.753479	0.0524669	47.9442	34.7791	18.827
1920	-2838.31	-2770.69	-67.6166	3	0.00477993	0.105816	0.220759	0.0179335	0.220759	0.0179335	0.220759	0.220759	0.0179335	0.0179335	0.0179335	0.274794	0.0179335	0.0179335	0.0179335	0.0179335	0.0179335	0.0179335	0.274794	0.274794	0.191525	0.298156	0.328186	0.182133	0.0405164	0.0338476	0.164596	0.0561494	0.383832	0.053391	0.058042	0.391335	0.0572511	0.753479	0.00666882	53.0526	35.1326	20.6868
1930	-2837.13	-2776.46	-60.6641	2	0.00527694	0.0990945	0.247268	0.0250078	0.0250078	0.0250078	0.247268	0.247268	0.0250078	0.0250078	0.0250078	0.247268	0.0250078	0.0250078	0.0250078	0.0250078	0.0250078	0.0250078	0.247268	0.247268	0.182262	0.306151	0.362543	0.149043	0.082708	0.0566034	0.315623	0.0813906	0.35726	0.0828472	0.0566825	0.382169	0.0396506	0.753479	0.0261046	53.7168	35.4777	21.3969
1940	-2839.52	-2778.18	-61.3383	3	0.00535834	0.11016	0.236195	0.0217515	0.0217515	0.0217515	0.297135	0.297135	0.0217515	0.0217515	0.0217515	0.297135	0.0217515	0.0217515	0.0217515	0.0217515	0.0217515	0.0217515	0.297135	0.297135	0.178247	0.308365	0.362889	0.150498	0.116082	0.046855	0.596364	0.0605121	0.296475	0.0540986	0.0470384	0.491819	0.0500568	0.753479	0.0692274	47.6474	35.2863	21.8553
1950	-2842.29	-2777.43	-64.8659	4	0.0060805	0.112653	0.165162	0.0279194	0.165162	0.0279194	0.165162	0.165162	0.0279194	0.0279194	0.0279194	0.165162	0.0279194	0.249762	0.165162	0.0279194	0.0279194	0.0279194	0.165162	0.370576	0.170612	0.346658	0.304548	0.178181	0.0579522	0.0358303	0.381727	0.0656479	0.398155	0.100345	0.0536204	0.312575	0.0696562	0.753479	0.0221219	48.8897	34.8357	17.9445
1960	-2838.73	-2775.03	-63.702	4	0.00517735	0.120091	0.208804	0.0233987	0.0233987	0.0233987	0.405964	0.325655	0.0233987	0.0233987	0.0233987	0.208804	0.0233987	0.0233987	0.0233987	0.0233987	0.0233987	0.0233987	0.325655	0.405964	0.162402	0.315119	0.338914	0.183565	0.0424754	0.0205948	0.515136	0.0592956	0.428614	0.0971655	0.0510459	0.297567	0.0663117	0.753479	0.0218806	52.3355	36.1731	20.5979
1970	-2838.44	-2779.53	-58.9186	3	0.00523575	0.107426	0.23618	0.0236508	0.0236508	0.0236508	0.468962	0.23618	0.0236508	0.0236508	0.0236508	0.23618	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508	0.23618	0.23618	0.164269	0.340309	0.318885	0.176536	0.0539674	0.0356132	0.340098	0.0205415	0.348335	0.0945314	0.0721781	0.417792	0.0466218	0.753479	0.0183542	47.9929	34.0294	19.742
1980	-2837.93	-2775.91	-62.0216	4	0.00518574	0.153774	0.241373	0.031772	0.031772	0.031772	0.241373	0.241373	0.031772	0.241373	0.031772	0.241373	0.031772	0.241373	0.031772	0.031772	0.031772	0.32928	0.241373	0.463098	0.177691	0.319997	0.321113	0.181199	0.0502798	0.0471287	0.0626719	0.0863332	0.383243	0.0653517	0.0550819	0.354953	0.0550366	0.753479	0.00315113	48.589	34.4481	17.9534
1990	-2836.53	-2776.48	-60.0477	2	0.00543267	0.0965374	0.220489	0.0176591	0.0176591	0.0176591	0.220489	0.220489	0.0176591	0.0176591	0.0176591	0.220489	0.0176591	0.0176591	0.0176591	0.0176591	0.220489	0.0176591	0.220489	0.220489	0.180448	0.324962	0.30004	0.194549	0.0463253	0.0419171	0.0951578	0.0716975	0.437249	0.0546629	0.0698084	0.337325	0.0292572	0.753479	0.00440822	51.2307	36.2333	19.7507
2000	-2833.47	-2773.05	-60.4217	2	0.00525355	0.0866197	0.205564	0.0271475	0.0271475	0.0271475	0.205564	0.205564	0.0271475	0.0271475	0.0271475	0.205564	0.0271475	0.0271475	0.0271475	0.0271475	0.0271475	0.0271475	0.205564	0.205564	0.176056	0.336565	0.320434	0.166944	0.0607135	0.0568867	0.0630307	0.0667143	0.388735	0.0508636	0.0649565	0.367101	0.0616296	0.753479	0.00382682	53.1938	36.3431	22.527
2010	-2836.07	-2775.44	-60.6242	3	0.00529597	0.108168	0.19643	0.0379027	0.0379027	0.0379027	0.19643	0.19643	0.0379027	0.0379027	0.0379027	0.19643	0.0379027	0.0379027	0.0379027	0.0379027	0.0379027	0.0379027	0.19643	0.510047	0.178334	0.32096	0.337511	0.163195	0.113028	0.073022	0.35395	0.0491696	0.378739	0.0783606	0.0761329	0.350898	0.0667008	0.753479	0.0400064	50.0952	37.6196	16.4642
2020	-2833.07	-2768.59	-64.4758	5	0.00551121	0.117888	0.175291	0.0209124	0.0209124	0.0209124	0.250892	0.250892	0.0209124	0.0209124	0.0209124	0.250892	0.0209124	0.0209124	0.24133	0.0209124	0.0209124	0.0209124	0.250892	0.471755	0.180635	0.333416	0.320998	0.164951	0.0586638	0.0210278	0.641554	0.0669301	0.408659	0.0667241	0.0774779	0.31948	0.0607288	0.753479	0.037636	49.9819	36.1471	20.2578
2030	-2835.24	-2769.03	-66.2038	3	0.00507641	0.0846973	0.203619	0.0131007	0.0131007	0.0131007	0.203619	0.203619	0.0131007	0.0131007	0.0131007	0.276433	0.0131007	0.0131007	0.0131007	0.0131007	0.0131007	0.0131007	0.276433	0.203619	0.176726	0.335739	0.326237	0.161298	0.0297698	0.0288637	0.0304373	0.0626579	0.395046	0.0505883	0.0747681	0.370896	0.0460428	0.753479	0.000906113	51.1376	40.6252	21.1982
2040	-2835.54	-2774.28	-61.2683	3	0.00517343	0.0886306	0.163712	0.0162044	0.0162044	0.0162044	0.446778	0.163712	0.0162044	0.0162044	0.0162044	0.446778	0.0162044	0.0162044	0.0162044	0.0162044	0.0162044	0.0162044	0.163712	0.0162044	0.182212	0.333771	0.343582	0.140435	0.0551911	0.0505334	0.0843908	0.0442446	0.343982	0.0968083	0.0757081	0.370019	0.0692372	0.753479	0.00465762	45.9066	36.6916	20.0529
2050	-2839.49	-2773.22	-66.2671	4	0.00518562	0.0978931	0.176398	0.0187029	0.0187029	0.0187029	0.176398	0.176398	0.0187029	0.0187029	0.0187029	0.48948	0.0187029	0.0187029	0.0187029	0.184875	0.0187029	0.0187029	0.176398	0.176398	0.188605	0.343206	0.303471	0.164718	0.0932548	0.0210994	0.773745	0.0528986	0.320663	0.103132	0.0708089	0.406708	0.04579	0.753479	0.0721554	45.6524	34.9111	17.708
2060	-2839.3	-2777.39	-61.9087	4	0.00484432	0.142831	0.213191	0.0497699	0.0497699	0.0497699	0.213191	0.446066	0.0497699	0.0497699	0.446066	0.442006	0.0497699	0.0497699	0.0497699	0.0497699	0.0497699	0.0497699	0.213191	0.0497699	0.194496	0.305577	0.329825	0.170101	0.0391661	0.0371689	0.0509926	0.0502873	0.304834	0.09095	0.074812	0.434989	0.0441277	0.753479	0.00199718	47.0676	34.3103	19.2369
2070	-2836.87	-2768.18	-68.6815	4	0.0050151	0.100273	0.163067	0.0202381	0.0202381	0.0202381	0.221781	0.163067	0.0202381	0.0202381	0.0202381	0.221781	0.0202381	0.0202381	0.295411	0.0202381	0.0202381	0.0202381	0.221781	0.295411	0.188956	0.330416	0.329379	0.15125	0.0478749	0.0307276	0.358168	0.0395541	0.34533	0.0512665	0.0782682	0.439414	0.0461663	0.753479	0.0171473	54.4819	34.4599	19.0503
2080	-2831.17	-2769.79	-61.3779	3	0.00512959	0.0826604	0.198055	0.0132839	0.0132839	0.0132839	0.198055	0.198055	0.0132839	0.0132839	0.0132839	0.338207	0.0132839	0.0132839	0.0132839	0.0132839	0.0132839	0.0132839	0.198055	0.198055	0.196368	0.329664	0.315462	0.158505	0.0463546	0.0320438	0.308724	0.0532524	0.372465	0.0617847	0.0700196	0.401178	0.0413009	0.753479	0.0143108	46.7843	35.1817	20.3707
2090	-2835.44	-2774.61	-60.8266	3	0.00537325	0.129149	0.220164	0.0231079	0.0231079	0.0231079	0.220164	0.220164	0.0231079	0.0231079	0.0231079	0.220164	0.0231079	0.0231079	0.220164	0.0231079	0.220164	0.0231079	0.220164	0.552451	0.187014	0.33353	0.328501	0.150955	0.0353279	0.0231932	0.343489	0.038979	0.38694	0.0600934	0.0749428	0.382386	0.0566587	0.753479	0.0121347	45.9267	34.4407	16.798
2100	-2834.64	-2770.92	-63.723	3	0.00574275	0.0777861	0.146144	0.0183471	0.146144	0.0183471	0.146144	0.146144	0.0183471	0.0183471	0.0183471	0.321466	0.0183471	0.0183471	0.0183471	0.0183471	0.0183471	0.0183471	0.146144	0.146144	0.174884	0.330011	0.314772	0.180333	0.0488827	0.0410352	0.160539	0.0392292	0.363264	0.0766738	0.0754238	0.403195	0.0422139	0.753479	0.00784756	43.7016	39.489	17.3796
2110	-2838.9	-2774.86	-64.044	4	0.00522359	0.154925	0.220837	0.0211229	0.0211229	0.0211229	0.721884	0.220837	0.0211229	0.0211229	0.0211229	0.220837	0.0211229	0.220837	0.0211229	0.0211229	0.0211229	0.0211229	0.220837	0.73023	0.167989	0.346748	0.308318	0.176945	0.0308137	0.0242021	0.214565	0.0628965	0.395393	0.0695139	0.0683806	0.365544	0.0382719	0.753479	0.00661154	45.8888	37.0073	24.5732
2120	-2829.9	-2770.7	-59.2059	3	0.00532733	0.0956581	0.201315	0.0271802	0.0271802	0.0271802	0.201315	0.201315	0.0271802	0.0271802	0.0271802	0.382279	0.0271802	0.0271802	0.0271802	0.0271802	0.0271802	0.0271802	0.382279	0.0271802	0.178547	0.324443	0.32554	0.17147	0.0431102	0.0298478	0.307639	0.0615658	0.387028	0.0680432	0.0669339	0.389231	0.0271985	0.753479	0.0132624	47.0427	33.9872	24.7047
2130	-2836.63	-2773.38	-63.2508	3	0.00538279	0.105522	0.15176	0.0246741	0.15176	0.0246741	0.434592	0.15176	0.0246741	0.0246741	0.0246741	0.434592	0.0246741	0.0246741	0.0246741	0.15176	0.0246741	0.0246741	0.15176	0.0246741	0.182737	0.307922	0.333178	0.176163	0.100191	0.0761466	0.239982	0.0346885	0.325743	0.0854398	0.0956132	0.364591	0.0939251	0.753479	0.024044	46.8547	36.7344	17.2038
2140	-2836.33	-2772.47	-63.8636	3	0.00496691	0.0905899	0.157883	0.0222476	0.0222476	0.0222476	0.366058	0.157883	0.0222476	0.0222476	0.0222476	0.366058	0.0222476	0.0222476	0.0222476	0.0222476	0.0222476	0.0222476	0.157883	0.157883	0.175754	0.321345	0.306884	0.196017	0.0556572	0.0516823	0.0714167	0.0957077	0.352548	0.0395786	0.0982986	0.37483	0.0390371	0.753479	0.00397485	48.9401	39.5222	21.285
2150	-2834.84	-2771.74	-63.1031	3	0.00575794	0.0825366	0.145407	0.0171777	0.0171777	0.0171777	0.226824	0.226824	0.0171777	0.0171777	0.0171777	0.226824	0.0171777	0.0171777	0.0171777	0.0171777	0.0171777	0.0171777	0.226824	0.226824	0.16729	0.314625	0.337264	0.180821	0.0721161	0.0335101	0.535331	0.0626789	0.442689	0.0795843	0.0719525	0.274368	0.068727	0.753479	0.038606	50.249	34.6505	19.9563
2160	-2837.91	-2777.58	-60.3266	3	0.00513557	0.114757	0.193173	0.0425505	0.0425505	0.0425505	0.325165	0.193173	0.0425505	0.0425505	0.0425505	0.325165	0.0425505	0.325165	0.0425505	0.0425505	0.0425505	0.0425505	0.193173	0.0425505	0.19834	0.340934	0.306812	0.153915	0.030189	0.0152975	0.493276	0.0592546	0.378155	0.10995	0.0741256	0.324189	0.0543267	0.753479	0.0148915	47.0018	35.3158	16.6464
2170	-2840.84	-2774.21	-66.6322	3	0.00541765	0.1037	0.115137	0.0144662	0.115137	0.0144662	0.314972	0.314972	0.115137	0.0144662	0.115137	0.314972	0.0144662	0.0144662	0.0144662	0.115137	0.0144662	0.0144662	0.115137	0.115137	0.177649	0.332064	0.321067	0.16922	0.0701078	0.0556004	0.20693	0.0433825	0.3137	0.0804984	0.0739556	0.448689	0.0397746	0.753479	0.0145074	51.5163	39.3844	16.7743
2180	-2841.92	-2776.74	-65.1817	4	0.00532888	0.14508	0.173249	0.0230556	0.0230556	0.0230556	0.173249	0.258519	0.0230556	0.258519	0.591591	0.258519	0.0230556	0.0230556	0.0230556	0.0230556	0.0230556	0.258519	0.258519	0.173249	0.191893	0.32765	0.313486	0.166971	0.0684286	0.0369648	0.459805	0.0815351	0.370986	0.0729566	0.0670268	0.34238	0.0651155	0.753479	0.0314638	47.2225	36.4979	15.6944
2190	-2832.78	-2770.01	-62.7668	3	0.00477778	0.100522	0.201351	0.0225244	0.0225244	0.0225244	0.201351	0.45626	0.0225244	0.0225244	0.0225244	0.45626	0.0225244	0.0225244	0.0225244	0.0225244	0.0225244	0.0225244	0.201351	0.0225244	0.174769	0.322182	0.338098	0.164952	0.0755991	0.059023	0.219263	0.0674011	0.306798	0.0902803	0.0770731	0.401449	0.0569981	0.753479	0.0165761	45.6329	39.5959	21.1154
2200	-2839.44	-2774.75	-64.69	3	0.00504002	0.128892	0.248416	0.0197895	0.0197895	0.0197895	0.321109	0.321109	0.0197895	0.0197895	0.0197895	0.321109	0.321109	0.248416	0.0197895	0.0197895	0.0197895	0.0197895	0.321109	0.0197895	0.179876	0.333197	0.317155	0.169772	0.0936982	0.0692165	0.261282	0.0598826	0.393619	0.0601624	0.0809341	0.367621	0.0377808	0.753479	0.0244816	49.2527	36.3923	26.4692
2210	-2834.31	-2774.16	-60.159	4	0.00570777	0.107139	0.19684	0.0273884	0.0273884	0.0273884	0.330924	0.330924	0.0273884	0.0273884	0.0273884	0.330924	0.0273884	0.0273884	0.0273884	0.0273884	0.0273884	0.0273884	0.382842	0.0273884	0.186912	0.332326	0.311433	0.169329	0.0451361	0.0400135	0.113492	0.0475803	0.383479	0.0478026	0.0996494	0.357045	0.0644437	0.753479	0.00512259	50.6955	35.2071	24.9103
2220	-2839.67	-2773.31	-66.355	4	0.00510034	0.154968	0.1591	0.0298165	0.0298165	0.0298165	0.80427	0.178236	0.0298165	0.0298165	0.178236	0.178236	0.0298165	0.0298165	0.0298165	0.0298165	0.0298165	0.0298165	0.1591	0.80427	0.193936	0.328879	0.302568	0.174617	0.0419503	0.0146397	0.651022	0.0378799	0.384849	0.0732265	0.0891161	0.351488	0.0634407	0.753479	0.0273106	49.6339	40.7225	20.3632
2230	-2840.91	-2775.54	-65.3699	3	0.00481349	0.117893	0.297158	0.0144537	0.0144537	0.0144537	0.297158	0.379998	0.0144537	0.0144537	0.0144537	0.379998	0.0144537	0.0144537	0.0144537	0.0144537	0.0144537	0.0144537	0.297158	0.297158	0.179417	0.330117	0.321103	0.169364	0.028198	0.0150785	0.465264	0.0356702	0.437551	0.071172	0.0839175	0.310241	0.0614488	0.753479	0.0131195	46.0154	35.3368	20.5236
2240	-2837.81	-2770.85	-66.9545	3	0.00571305	0.104098	0.161473	0.0111359	0.161473	0.0111359	0.161473	0.27913	0.0111359	0.0111359	0.0111359	0.27913	0.27913	0.0111359	0.0111359	0.0111359	0.0111359	0.0111359	0.161473	0.27913	0.181469	0.331124	0.316105	0.171301	0.0400763	0.021576	0.461626	0.0338415	0.39697	0.0435209	0.0713439	0.414442	0.0398818	0.753479	0.0185003	48.2059	40.7484	21.4578
2250	-2830.34	-2771.42	-58.9197	2	0.00529161	0.0919529	0.232995	0.0214318	0.0214318	0.0214318	0.232995	0.232995	0.0214318	0.0214318	0.0214318	0.232995	0.0214318	0.0214318	0.0214318	0.0214318	0.0214318	0.0214318	0.232995	0.232995	0.187173	0.327657	0.319434	0.165736	0.0606393	0.0462318	0.237594	0.0705254	0.361217	0.114027	0.0619948	0.360133	0.0321031	0.753479	0.0144076	51.6173	35.1119	19.6203
2260	-2843.35	-2781.89	-61.4688	3	0.00510937	0.110369	0.32221	0.0204318	0.0204318	0.0204318	0.32221	0.32221	0.0204318	0.0204318	0.0204318	0.32221	0.0204318	0.0204318	0.0204318	0.0204318	0.0204318	0.0204318	0.130406	0.32221	0.181356	0.322247	0.330476	0.165921	0.0434207	0.0287769	0.337253	0.0636411	0.325957	0.0923938	0.0666381	0.422401	0.0289694	0.753479	0.0146438	50.1523	41.4839	20.3171
2270	-2832.94	-2772.38	-60.5576	2	0.00531711	0.0873227	0.199721	0.0311234	0.0311234	0.0311234	0.199721	0.199721	0.0311234	0.0311234	0.0311234	0.199721	0.0311234	0.0311234	0.0311234	0.0311234	0.0311234	0.0311234	0.199721	0.199721	0.171443	0.315228	0.34339	0.169939	0.0656785	0.0542074	0.174654	0.047434	0.401904	0.0505649	0.0896645	0.362083	0.0483498	0.753479	0.011471	55.1502	35.9338	19.9947
2280	-2837.03	-2776.16	-60.8649	3	0.00512886	0.09035	0.154409	0.0270133	0.0270133	0.0270133	0.154409	0.40595	0.0270133	0.0270133	0.0270133	0.40595	0.0270133	0.0270133	0.0270133	0.0270133	0.0270133	0.0270133	0.154409	0.0270133	0.15262	0.355365	0.331017	0.160997	0.0889725	0.0717747	0.193294	0.0448484	0.442762	0.0882583	0.084777	0.29364	0.0457143	0.753479	0.0171978	49.5078	37.7769	18.4538
2290	-2839.6	-2773.74	-65.8669	4	0.0049018	0.120795	0.213986	0.0240606	0.0240606	0.0240606	0.213986	0.437696	0.0240606	0.0240606	0.213986	0.213986	0.0240606	0.0240606	0.0240606	0.213986	0.0240606	0.0240606	0.212092	0.213986	0.178037	0.339544	0.31628	0.166139	0.0782902	0.0672445	0.141087	0.0887349	0.323102	0.0853395	0.0854958	0.354414	0.0629146	0.753479	0.0110457	53.1374	34.8042	19.9353
2300	-2836.19	-2774.81	-61.3834	4	0.00545161	0.11442	0.225674	0.0222275	0.0222275	0.0222275	0.270492	0.270492	0.0222275	0.0222275	0.0222275	0.270492	0.0222275	0.0222275	0.0222275	0.0222275	0.0222275	0.0222275	0.270492	0.485183	0.175728	0.348108	0.312179	0.163985	0.0325716	0.0306598	0.0586961	0.0972418	0.375513	0.075045	0.0468979	0.344865	0.0604373	0.753479	0.00191183	46.9971	35.2918	18.8143
2310	-2842.15	-2781.01	-61.1388	3	0.00548959	0.112284	0.280159	0.0214765	0.0214765	0.0214765	0.321376	0.321376	0.0214765	0.0214765	0.0214765	0.280159	0.0214765	0.0214765	0.0214765	0.0214765	0.0214765	0.0214765	0.280159	0.280159	0.188689	0.337859	0.307833	0.165619	0.0338801	0.0259626	0.233692	0.0985592	0.329669	0.0276531	0.0475333	0.447405	0.0491798	0.753479	0.00791751	50.3585	34.5987	19.9767
2320	-2844.87	-2781.9	-62.9688	3	0.00577112	0.111575	0.197878	0.0283838	0.0283838	0.0283838	0.301539	0.197878	0.0283838	0.0283838	0.0283838	0.301539	0.0283838	0.0283838	0.0283838	0.0283838	0.197878	0.197878	0.301539	0.0283838	0.164386	0.34265	0.326285	0.166679	0.0549209	0.0366869	0.332004	0.0914853	0.28551	0.110378	0.0440133	0.419162	0.049451	0.753479	0.0182339	50.9043	35.3689	16.4496
2330	-2834.95	-2776.09	-58.865	3	0.00501386	0.107691	0.282335	0.0316025	0.0316025	0.0316025	0.282335	0.282335	0.0316025	0.0316025	0.0316025	0.398264	0.0316025	0.0316025	0.0316025	0.0316025	0.0316025	0.0316025	0.282335	0.0316025	0.178951	0.325628	0.334704	0.160717	0.0696501	0.0397693	0.429013	0.0628534	0.352756	0.0986887	0.0433108	0.39373	0.0486618	0.753479	0.0298808	51.7373	34.679	19.4175
2340	-2833.36	-2770.3	-63.0636	4	0.00557063	0.0883212	0.174118	0.0206629	0.0206629	0.0206629	0.174118	0.174118	0.0206629	0.0206629	0.0206629	0.254836	0.0206629	0.0206629	0.0206629	0.0206629	0.0206629	0.0206629	0.282318	0.282318	0.177738	0.352995	0.317034	0.152233	0.0657759	0.0497797	0.243193	0.0679087	0.300595	0.103209	0.0607952	0.420093	0.0473989	0.753479	0.0159963	49.0022	34.5817	21.6341
2350	-2836.83	-2771	-65.8288	3	0.00515896	0.102563	0.139229	0.0146612	0.0146612	0.0146612	0.139229	0.316793	0.0146612	0.0146612	0.0146612	0.316793	0.0146612	0.0146612	0.0146612	0.316793	0.0146612	0.0146612	0.316793	0.139229	0.200374	0.306802	0.327385	0.165438	0.0787688	0.0572082	0.27372	0.048961	0.357307	0.0937632	0.0911177	0.371424	0.0374265	0.753479	0.0215606	46.8719	34.8945	21.8796
2360	-2838.46	-2775.93	-62.5269	5	0.00530594	0.12475	0.196956	0.0251904	0.0251904	0.196956	0.519725	0.196956	0.0251904	0.0251904	0.0251904	0.322222	0.0251904	0.0251904	0.338638	0.0251904	0.0251904	0.0251904	0.196956	0.0251904	0.166787	0.345257	0.317796	0.17016	0.0712561	0.048873	0.314121	0.0451791	0.395858	0.0865206	0.0840795	0.342734	0.0456284	0.753479	0.0223831	46.3612	40.3624	18.2324
2370	-2829.31	-2769.15	-60.162	3	0.00529226	0.117319	0.225435	0.0251378	0.0251378	0.0251378	0.225435	0.225435	0.0251378	0.0251378	0.0251378	0.225435	0.0251378	0.0251378	0.0251378	0.0251378	0.0251378	0.0251378	0.225435	0.682909	0.178305	0.316679	0.321785	0.183231	0.0730718	0.0634945	0.131068	0.0857044	0.382922	0.081893	0.079993	0.326077	0.0434107	0.753479	0.00957735	46.8299	34.3777	18.5954
2380	-2835.95	-2771.35	-64.6038	3	0.00529895	0.098903	0.147485	0.147485	0.147485	0.0205912	0.281268	0.147485	0.0205912	0.0205912	0.0205912	0.281268	0.0205912	0.0205912	0.147485	0.0205912	0.0205912	0.0205912	0.147485	0.147485	0.170554	0.312236	0.327226	0.189984	0.0457265	0.0393573	0.139291	0.0852296	0.386341	0.0814393	0.0795499	0.32427	0.0431702	0.753479	0.00636929	51.6033	40.3113	20.3445
2390	-2836.15	-2772.91	-63.239	4	0.00572378	0.105972	0.14667	0.0227447	0.398417	0.0227447	0.14667	0.14667	0.0227447	0.0227447	0.0227447	0.398417	0.0227447	0.0227447	0.0227447	0.0227447	0.0227447	0.0227447	0.397716	0.0227447	0.173293	0.339171	0.308121	0.179416	0.034546	0.0294443	0.147677	0.0362105	0.413901	0.087249	0.0836693	0.339584	0.0393856	0.753479	0.00510167	46.7452	34.0746	24.4728
2400	-2830.06	-2766.77	-63.2968	4	0.00556645	0.106247	0.146205	0.0187142	0.0187142	0.0187142	0.612116	0.232387	0.0187142	0.0187142	0.0187142	0.232387	0.0187142	0.0187142	0.0187142	0.0187142	0.0187142	0.0187142	0.232387	0.232387	0.180565	0.338778	0.311536	0.169121	0.0500221	0.0365292	0.269739	0.0468279	0.408143	0.0818216	0.0825053	0.341864	0.0388377	0.753479	0.0134929	51.993	36.222	19.5838
