Iteration	Posterior	Likelihood	Prior	n_cats	base_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	birth_rate	diversification	turnover	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	concentration	death_rate	root_time	tmrca_UrsidaePinn	tmrca_Ursidae
2460	-2840.54	-2772.46	-68.0809	5	0.0048515	0.124721	0.173827	0.0187227	0.264518	0.0187227	0.419748	0.232152	0.0187227	0.0187227	0.0187227	0.419748	0.0187227	0.264518	0.0187227	0.0187227	0.0187227	0.0187227	0.264518	0.0187227	0.183192	0.345226	0.299302	0.17228	0.0934256	0.0536753	0.425476	0.0803846	0.451033	0.064635	0.0635517	0.3004	0.0399956	0.753479	0.0397503	49.7857	37.2392	19.2594
2470	-2832.36	-2774.52	-57.8452	3	0.00504075	0.0937349	0.216758	0.0341627	0.0341627	0.0341627	0.216758	0.216758	0.0341627	0.0341627	0.0341627	0.376081	0.0341627	0.0341627	0.0341627	0.0341627	0.0341627	0.0341627	0.216758	0.0341627	0.172957	0.325513	0.345945	0.155585	0.0469508	0.0406903	0.133342	0.0579736	0.40239	0.102078	0.058435	0.339484	0.0396392	0.753479	0.00626053	48.1928	36.1753	20.7456
2480	-2836.96	-2775.73	-61.2287	3	0.00538421	0.131813	0.171958	0.0256517	0.171958	0.0256517	0.171958	0.171958	0.0256517	0.0256517	0.171958	0.171958	0.0256517	0.0256517	0.171958	0.0256517	0.0256517	0.0256517	0.171958	0.766105	0.192859	0.320329	0.307776	0.179037	0.0549593	0.027628	0.497301	0.058087	0.293596	0.116393	0.0678605	0.394242	0.069821	0.753479	0.0273313	47.5691	35.8562	17.5274
2490	-2832.33	-2770.96	-61.3729	3	0.00565995	0.111038	0.179592	0.0289227	0.0289227	0.0289227	0.466622	0.179592	0.0289227	0.0289227	0.0289227	0.179592	0.0289227	0.0289227	0.0289227	0.0289227	0.0289227	0.0289227	0.179592	0.466622	0.187047	0.318072	0.333472	0.161409	0.0499413	0.0370549	0.25803	0.0645752	0.32296	0.0644642	0.0703078	0.427293	0.0503996	0.753479	0.0128864	53.4684	34.8035	15.8387
2500	-2831.65	-2769.9	-61.7548	2	0.00552032	0.0965304	0.196053	0.0169122	0.196053	0.0169122	0.196053	0.196053	0.0169122	0.0169122	0.0169122	0.196053	0.196053	0.0169122	0.0169122	0.0169122	0.0169122	0.0169122	0.196053	0.196053	0.180869	0.333394	0.325372	0.160365	0.0559327	0.0383288	0.314734	0.0391236	0.387379	0.0703149	0.0766889	0.395654	0.0308396	0.753479	0.0176039	55.1098	34.3699	18.0178
2510	-2832.35	-2769.07	-63.2791	3	0.00511452	0.108163	0.151869	0.0270608	0.0270608	0.0270608	0.151869	0.38256	0.0270608	0.0270608	0.0270608	0.38256	0.151869	0.0270608	0.0270608	0.0270608	0.0270608	0.151869	0.151869	0.151869	0.174926	0.335885	0.311422	0.177767	0.0507144	0.0307895	0.392884	0.0469534	0.349297	0.0843869	0.092326	0.392387	0.0346491	0.753479	0.0199249	46.6496	43.3312	19.4517
2520	-2838.15	-2778.37	-59.7867	4	0.00512853	0.103482	0.227559	0.0232216	0.0232216	0.0232216	0.227559	0.296337	0.0232216	0.0232216	0.0232216	0.296337	0.0232216	0.0232216	0.0232216	0.0232216	0.0232216	0.0232216	0.513003	0.0232216	0.168081	0.342277	0.328786	0.160857	0.0444445	0.0345294	0.22309	0.0563044	0.413989	0.102722	0.0579336	0.343443	0.0256085	0.753479	0.00991511	49.3873	34.2252	23.6259
2530	-2832.43	-2770.64	-61.7853	4	0.00519884	0.111575	0.186738	0.025149	0.025149	0.025149	0.636555	0.186738	0.025149	0.025149	0.025149	0.323056	0.025149	0.025149	0.025149	0.025149	0.025149	0.025149	0.186738	0.186738	0.176868	0.333944	0.321279	0.167908	0.0330729	0.0276798	0.163066	0.0387734	0.314059	0.0887568	0.0845177	0.451766	0.022127	0.753479	0.00539305	50.7456	36.8953	17.9353
2540	-2832.81	-2773.61	-59.2068	3	0.00533538	0.100449	0.188918	0.0276082	0.0276082	0.0276082	0.188918	0.188918	0.0276082	0.0276082	0.0276082	0.370895	0.0276082	0.188918	0.0276082	0.0276082	0.0276082	0.0276082	0.188918	0.188918	0.174453	0.336912	0.319235	0.1694	0.0603287	0.033955	0.437167	0.0954531	0.31177	0.0563492	0.0841896	0.41525	0.0369878	0.753479	0.0263737	47.7037	35.2799	17.6425
2550	-2828.01	-2768.74	-59.2697	3	0.00534654	0.0723431	0.167564	0.0214255	0.0214255	0.0214255	0.167564	0.167564	0.0214255	0.0214255	0.0214255	0.35339	0.0214255	0.0214255	0.0214255	0.0214255	0.0214255	0.0214255	0.167564	0.0214255	0.196099	0.300837	0.334376	0.168688	0.0517534	0.0481021	0.0705526	0.0744387	0.322687	0.083138	0.0841326	0.406759	0.0288448	0.753479	0.00365134	48.2753	34.6442	18.801
2560	-2837.25	-2774.18	-63.0667	5	0.00553753	0.109958	0.160928	0.0170657	0.0170657	0.0170657	0.160928	0.418215	0.160928	0.0170657	0.0170657	0.354945	0.374652	0.0170657	0.0170657	0.0170657	0.0170657	0.0170657	0.160928	0.0170657	0.177864	0.315172	0.330552	0.176412	0.0496662	0.0380515	0.233855	0.0703803	0.313787	0.0750195	0.0795457	0.384583	0.0766849	0.753479	0.0116147	46.9153	39.1059	24.1667
2570	-2840.38	-2775.5	-64.8817	3	0.00483917	0.118139	0.168266	0.0391019	0.0391019	0.0391019	0.168266	0.427522	0.168266	0.0391019	0.0391019	0.427522	0.0391019	0.0391019	0.0391019	0.0391019	0.0391019	0.168266	0.168266	0.0391019	0.175536	0.335908	0.319846	0.16871	0.0431293	0.0187574	0.565088	0.0558438	0.389716	0.083195	0.0631161	0.347283	0.0608462	0.753479	0.0243718	54.5665	38.4441	18.2685
2580	-2837.52	-2774.66	-62.8629	4	0.00519149	0.101491	0.173861	0.025628	0.025628	0.025628	0.254324	0.173861	0.025628	0.025628	0.025628	0.408611	0.025628	0.025628	0.025628	0.025628	0.025628	0.254324	0.254324	0.025628	0.188329	0.334949	0.317398	0.159324	0.0532784	0.046098	0.134771	0.0512642	0.386462	0.0250846	0.0526875	0.433709	0.0507926	0.753479	0.0071804	49.4315	36.2902	21.7435
2590	-2835.19	-2772.57	-62.6211	3	0.00536311	0.107778	0.167652	0.0170753	0.167652	0.0170753	0.167652	0.167652	0.0170753	0.0170753	0.0170753	0.167652	0.0170753	0.167652	0.0170753	0.0170753	0.0170753	0.167652	0.167652	0.445109	0.167523	0.338691	0.321703	0.172082	0.0504075	0.0373059	0.259913	0.0535868	0.412873	0.0346204	0.0577624	0.400522	0.0406352	0.753479	0.0131016	52.6048	35.4005	18.5667
2600	-2838.03	-2782.56	-55.4744	2	0.00548218	0.103127	0.26298	0.0416458	0.0416458	0.0416458	0.26298	0.26298	0.0416458	0.0416458	0.0416458	0.26298	0.0416458	0.0416458	0.0416458	0.0416458	0.0416458	0.0416458	0.26298	0.0416458	0.182197	0.315659	0.322145	0.179998	0.031205	0.0234519	0.248457	0.0841306	0.372227	0.0315409	0.0821874	0.392893	0.0370207	0.753479	0.0077531	49.3042	34.7356	19.2978
2610	-2836.99	-2772.76	-64.2262	4	0.00522822	0.152117	0.225711	0.017469	0.017469	0.017469	0.225711	0.225711	0.017469	0.017469	0.017469	0.225711	0.017469	0.225711	0.017469	0.017469	0.017469	0.225711	0.499556	0.709596	0.180665	0.324047	0.342243	0.153045	0.0452135	0.0317928	0.296829	0.0573457	0.353993	0.0669599	0.0692002	0.42133	0.0311707	0.753479	0.0134207	45.5066	34.1272	23.72
2620	-2842.4	-2777.72	-64.6827	3	0.00523181	0.0834528	0.148537	0.0125257	0.0125257	0.0125257	0.302077	0.148537	0.0125257	0.0125257	0.0125257	0.302077	0.0125257	0.0125257	0.0125257	0.0125257	0.0125257	0.302077	0.148537	0.0125257	0.160567	0.336498	0.32525	0.177685	0.062017	0.0530414	0.144729	0.0407888	0.376321	0.0476272	0.0822198	0.40433	0.048714	0.753479	0.00897563	49.1312	34.7149	21.7501
2630	-2834.91	-2772.6	-62.3103	3	0.00538793	0.148175	0.20531	0.0282164	0.0282164	0.0282164	0.20531	0.20531	0.0282164	0.0282164	0.0282164	0.20531	0.665111	0.0282164	0.0282164	0.0282164	0.0282164	0.0282164	0.20531	0.665111	0.191847	0.317837	0.300977	0.189339	0.0714394	0.0582896	0.184069	0.0939304	0.390445	0.039539	0.0725323	0.354436	0.0491173	0.753479	0.0131498	46.9515	34.5669	18.3047
2640	-2829.67	-2769.25	-60.4218	3	0.00566551	0.0819606	0.16976	0.0219707	0.0219707	0.0219707	0.16976	0.16976	0.0219707	0.0219707	0.0219707	0.36284	0.0219707	0.0219707	0.0219707	0.0219707	0.0219707	0.0219707	0.16976	0.16976	0.179081	0.318641	0.327343	0.174936	0.0454187	0.0322164	0.290679	0.0560146	0.385711	0.0344676	0.0771597	0.410639	0.0360085	0.753479	0.0132023	46.2715	42.7781	19.2938
2650	-2843.72	-2791.41	-52.3158	2	0.00532912	0.105413	0.0504532	0.0504532	0.0504532	0.0504532	0.0504532	0.380212	0.0504532	0.0504532	0.0504532	0.380212	0.0504532	0.0504532	0.0504532	0.0504532	0.0504532	0.0504532	0.380212	0.0504532	0.184558	0.328387	0.309174	0.177881	0.0638156	0.051808	0.188161	0.0595428	0.35591	0.0456524	0.0820198	0.381626	0.0752486	0.753479	0.0120076	46.5932	35.3512	23.4956
2660	-2836.44	-2775.23	-61.2046	4	0.00531672	0.125049	0.188202	0.0288991	0.0288991	0.0288991	0.188202	0.445082	0.0288991	0.0288991	0.0288991	0.188202	0.188202	0.0288991	0.0288991	0.0288991	0.0288991	0.0288991	0.188202	0.546908	0.186664	0.329394	0.304031	0.17991	0.0472787	0.0374514	0.207858	0.0805273	0.326876	0.0280406	0.0786287	0.457346	0.0285809	0.753479	0.00982723	50.2737	36.6637	19.2207
2670	-2840.77	-2775.96	-64.818	3	0.00549689	0.174053	0.149801	0.410151	0.149801	0.0247384	0.410151	0.410151	0.0247384	0.0247384	0.0247384	0.410151	0.0247384	0.410151	0.0247384	0.0247384	0.0247384	0.149801	0.410151	0.0247384	0.187437	0.328215	0.308713	0.175636	0.0895301	0.0454925	0.491875	0.0538192	0.384228	0.0327705	0.0706777	0.411099	0.0474052	0.753479	0.0440376	44.2761	34.2232	22.0404
2680	-2836.97	-2771.85	-65.1213	3	0.00448414	0.0998288	0.227595	0.033306	0.033306	0.033306	0.227595	0.227595	0.033306	0.033306	0.033306	0.45356	0.033306	0.033306	0.033306	0.033306	0.033306	0.033306	0.227595	0.033306	0.18493	0.308273	0.333328	0.173468	0.0550032	0.0505639	0.0807099	0.0617395	0.421141	0.064174	0.0719936	0.32657	0.0543816	0.753479	0.0044393	45.0341	35.6771	20.3495
2690	-2833.69	-2770.26	-63.4311	3	0.00528022	0.0923944	0.149066	0.0180289	0.0180289	0.0180289	0.149066	0.425245	0.0180289	0.0180289	0.149066	0.425245	0.0180289	0.0180289	0.0180289	0.0180289	0.0180289	0.0180289	0.149066	0.0180289	0.182301	0.326197	0.322307	0.169196	0.105347	0.0267935	0.745665	0.0855884	0.317152	0.134041	0.058098	0.372164	0.0329574	0.753479	0.0785538	46.9613	41.0473	18.4922
2700	-2835.69	-2772.76	-62.9288	3	0.00545644	0.0954425	0.182317	0.0186599	0.0186599	0.0186599	0.182317	0.182317	0.0186599	0.0186599	0.0186599	0.182317	0.0186599	0.0186599	0.0186599	0.0186599	0.0186599	0.182317	0.182317	0.418808	0.176741	0.3127	0.337354	0.173204	0.0859629	0.0240185	0.720595	0.0573255	0.451213	0.0520143	0.0691086	0.313071	0.0572675	0.753479	0.0619444	48.8811	34.752	19.8869
2710	-2831.9	-2770.53	-61.3662	3	0.00530576	0.100538	0.162018	0.0294435	0.0294435	0.0294435	0.323433	0.323433	0.0294435	0.0294435	0.162018	0.323433	0.0294435	0.0294435	0.0294435	0.0294435	0.0294435	0.0294435	0.162018	0.0294435	0.185589	0.31617	0.323511	0.17473	0.0529504	0.0379723	0.28287	0.055373	0.373378	0.085193	0.0673748	0.364581	0.0541005	0.753479	0.0149781	53.3007	36.1634	17.0448
2720	-2833.17	-2766.94	-66.2282	3	0.00496449	0.114921	0.182561	0.182561	0.406016	0.0109356	0.182561	0.182561	0.0109356	0.0109356	0.0109356	0.406016	0.0109356	0.0109356	0.0109356	0.0109356	0.0109356	0.0109356	0.406016	0.0109356	0.191387	0.327354	0.318106	0.163153	0.0371519	0.0267434	0.280162	0.0324433	0.370003	0.0610118	0.0743728	0.402449	0.0597198	0.753479	0.0104086	46.1191	33.9605	21.5422
2730	-2839.01	-2779.75	-59.2607	4	0.00513245	0.102819	0.142725	0.028652	0.028652	0.028652	0.378289	0.436243	0.028652	0.028652	0.028652	0.378289	0.028652	0.028652	0.028652	0.028652	0.028652	0.028652	0.142725	0.028652	0.179007	0.330777	0.316558	0.173658	0.0633577	0.0274719	0.566399	0.0216929	0.491256	0.0977866	0.0915402	0.259254	0.0384709	0.753479	0.0358857	46.6876	43.3204	19.2491
2740	-2834.75	-2775.17	-59.5765	3	0.00523838	0.132186	0.277549	0.0291491	0.0291491	0.0291491	0.277549	0.398972	0.0291491	0.0291491	0.398972	0.398972	0.0291491	0.0291491	0.0291491	0.0291491	0.0291491	0.0291491	0.277549	0.0291491	0.168522	0.328839	0.326645	0.175993	0.0721123	0.0527476	0.268535	0.0615729	0.395904	0.0789893	0.0739436	0.351259	0.0383318	0.753479	0.0193647	49.3301	34.295	19.5
2750	-2838.55	-2773.11	-65.4421	3	0.00509442	0.202209	0.154228	0.0209623	0.0209623	0.0209623	0.703306	0.703306	0.0209623	0.0209623	0.154228	0.154228	0.0209623	0.0209623	0.0209623	0.0209623	0.0209623	0.703306	0.154228	0.703306	0.181959	0.312493	0.336007	0.169541	0.062169	0.051892	0.165308	0.0388218	0.419957	0.0625546	0.0908047	0.350234	0.0376277	0.753479	0.010277	49.2892	36.6767	20.3264
2760	-2842.12	-2776.33	-65.7869	3	0.00515622	0.163695	0.158517	0.158517	0.158517	0.158517	0.711988	0.158517	0.0136969	0.0136969	0.158517	0.158517	0.0136969	0.0136969	0.158517	0.0136969	0.0136969	0.0136969	0.158517	0.711988	0.176484	0.333921	0.319097	0.170497	0.0524938	0.027499	0.476148	0.075088	0.403433	0.036109	0.0661046	0.370877	0.0483879	0.753479	0.0249948	50.1527	39.0252	20.6857
2770	-2830.37	-2767.84	-62.5252	4	0.00516766	0.085454	0.142917	0.0204181	0.0204181	0.0204181	0.17899	0.142917	0.0204181	0.0204181	0.0204181	0.403957	0.0204181	0.0204181	0.0204181	0.0204181	0.0204181	0.0204181	0.403957	0.0204181	0.170439	0.340355	0.318136	0.17107	0.0527709	0.0325991	0.382252	0.0685143	0.315101	0.0646346	0.0886503	0.388926	0.0741739	0.753479	0.0201718	47.4316	35.3082	23.7736
2780	-2832.49	-2773.06	-59.4259	4	0.00524605	0.0943363	0.175521	0.0243214	0.0243214	0.0243214	0.289272	0.338538	0.0243214	0.0243214	0.0243214	0.289272	0.0243214	0.0243214	0.0243214	0.0243214	0.0243214	0.0243214	0.289272	0.0243214	0.185891	0.316861	0.314653	0.182595	0.0568908	0.0398938	0.298764	0.0610558	0.3914	0.0618599	0.0848447	0.372231	0.028609	0.753479	0.0169969	50.1775	34.996	21.5178
2790	-2832.14	-2771.91	-60.2366	3	0.00510183	0.0846798	0.185918	0.0213236	0.0213236	0.0213236	0.185918	0.344638	0.0213236	0.0213236	0.0213236	0.344638	0.0213236	0.0213236	0.0213236	0.0213236	0.0213236	0.0213236	0.185918	0.0213236	0.156973	0.360573	0.314311	0.168143	0.0698842	0.0549278	0.214017	0.0542377	0.383536	0.0839846	0.0858612	0.329538	0.0628432	0.753479	0.0149564	48.6614	34.2753	18.2028
2800	-2848.63	-2790.93	-57.6982	3	0.00561887	0.098943	0.0364247	0.0364247	0.0364247	0.0364247	0.29666	0.29666	0.0364247	0.0364247	0.0364247	0.381048	0.0364247	0.0364247	0.0364247	0.0364247	0.0364247	0.0364247	0.29666	0.0364247	0.181677	0.325991	0.308697	0.183635	0.0563054	0.00990633	0.824061	0.0843069	0.41491	0.0650945	0.0665489	0.309456	0.0596837	0.753479	0.0463991	50.9657	41.518	25.0519
2810	-2829.65	-2769.52	-60.1241	3	0.005263	0.0850543	0.174693	0.0217227	0.0217227	0.0217227	0.174693	0.174693	0.0217227	0.0217227	0.0217227	0.396842	0.0217227	0.0217227	0.0217227	0.174693	0.0217227	0.0217227	0.174693	0.0217227	0.158612	0.317413	0.348932	0.175043	0.0353238	0.0279822	0.207837	0.05805	0.346522	0.0776964	0.0757198	0.396156	0.0458555	0.753479	0.0073416	46.5445	42.025	19.8157
2820	-2835.39	-2773.2	-62.1946	3	0.00518392	0.102522	0.211627	0.0190817	0.0190817	0.0190817	0.211627	0.211627	0.0190817	0.0190817	0.0190817	0.211627	0.0190817	0.0190817	0.0190817	0.0190817	0.0190817	0.0190817	0.211627	0.558285	0.185025	0.33467	0.304688	0.175618	0.0540775	0.0494475	0.0856186	0.108505	0.372673	0.0510167	0.0641465	0.342025	0.0616343	0.753479	0.00463004	51.4834	35.6643	23.489
2830	-2844.76	-2777	-67.7607	4	0.00497234	0.116	0.215917	0.0207177	0.0207177	0.0207177	0.215917	0.285362	0.0207177	0.0207177	0.0207177	0.285847	0.0207177	0.0207177	0.0207177	0.285362	0.0207177	0.0207177	0.285847	0.285847	0.172142	0.317546	0.336849	0.173463	0.111463	0.0273953	0.754221	0.131156	0.293114	0.0687959	0.0496985	0.397565	0.05967	0.753479	0.0840676	49.1698	34.5183	19.3014
2840	-2836.01	-2776.1	-59.9131	3	0.00524587	0.0784703	0.163266	0.0220082	0.0220082	0.0220082	0.163266	0.163266	0.0220082	0.0220082	0.0220082	0.473294	0.0220082	0.0220082	0.0220082	0.0220082	0.0220082	0.0220082	0.163266	0.0220082	0.174838	0.329126	0.325135	0.170901	0.0299188	0.0220612	0.26263	0.0918813	0.415684	0.0660749	0.0348163	0.34101	0.0505341	0.753479	0.00785756	49.8168	35.4664	19.2371
2850	-2839.03	-2771.91	-67.1197	4	0.00504004	0.122557	0.232129	0.023312	0.023312	0.023312	0.166434	0.166434	0.023312	0.023312	0.023312	0.166434	0.023312	0.166434	0.023312	0.023312	0.166434	0.023312	0.232129	0.676473	0.183275	0.330974	0.32696	0.158791	0.0430218	0.0317567	0.261847	0.0746143	0.337565	0.0536576	0.10588	0.391746	0.0365374	0.753479	0.0112651	51.9052	37.7339	20.0344
2860	-2828.86	-2768.81	-60.0579	4	0.00530443	0.119168	0.149436	0.0360069	0.0360069	0.0360069	0.295004	0.295004	0.0360069	0.0360069	0.0360069	0.295004	0.0360069	0.0360069	0.0360069	0.0360069	0.0360069	0.0360069	0.295004	0.38348	0.193178	0.323922	0.31649	0.166411	0.0797629	0.0397573	0.501557	0.0496277	0.348241	0.0723585	0.0647594	0.415742	0.0492716	0.753479	0.0400057	47.114	34.6848	17.6025
2870	-2827.34	-2768.36	-58.9828	3	0.0054348	0.0978408	0.205203	0.022424	0.022424	0.022424	0.205203	0.205203	0.022424	0.022424	0.022424	0.205203	0.022424	0.022424	0.022424	0.022424	0.022424	0.022424	0.205203	0.466034	0.181183	0.342602	0.320921	0.155294	0.0547226	0.030474	0.443117	0.0762525	0.361726	0.0741385	0.0663524	0.371047	0.0504836	0.753479	0.0242485	48.5146	35.2752	20.0606
2880	-2828.98	-2768.12	-60.8592	3	0.0054371	0.0798031	0.18591	0.0213048	0.0213048	0.0213048	0.18591	0.18591	0.0213048	0.0213048	0.0213048	0.415852	0.0213048	0.0213048	0.0213048	0.0213048	0.0213048	0.0213048	0.18591	0.0213048	0.180843	0.317608	0.329204	0.172345	0.0349463	0.0303285	0.132138	0.0843668	0.400219	0.0820279	0.0734133	0.317574	0.0423994	0.753479	0.00461774	44.3094	39.5364	21.0415
2890	-2840.73	-2774.37	-66.3679	3	0.00466127	0.127668	0.288607	0.0177524	0.0177524	0.0177524	0.305105	0.305105	0.0177524	0.0177524	0.0177524	0.305105	0.0177524	0.0177524	0.0177524	0.305105	0.0177524	0.0177524	0.288607	0.305105	0.174599	0.33409	0.307919	0.183393	0.0753487	0.0552203	0.267137	0.0902595	0.345979	0.0603585	0.0785409	0.355614	0.0692477	0.753479	0.0201284	49.3039	36.3435	22.5388
2900	-2832.27	-2772.77	-59.5055	3	0.00527054	0.0875354	0.155183	0.0330478	0.155183	0.0330478	0.155183	0.155183	0.0330478	0.0330478	0.0330478	0.403151	0.0330478	0.0330478	0.0330478	0.0330478	0.0330478	0.0330478	0.155183	0.0330478	0.186465	0.303604	0.338192	0.171739	0.0408881	0.0201164	0.508013	0.0528079	0.392856	0.0449023	0.0639993	0.399842	0.0455934	0.753479	0.0207717	45.3315	41.6615	19.1049
2910	-2828.13	-2766.88	-61.2456	3	0.00528189	0.0941243	0.151667	0.02034	0.02034	0.02034	0.259698	0.259698	0.02034	0.02034	0.02034	0.259698	0.02034	0.02034	0.02034	0.02034	0.02034	0.02034	0.259698	0.259698	0.184707	0.32674	0.318912	0.16964	0.0336987	0.0284418	0.155998	0.0480288	0.347389	0.0412821	0.100273	0.421109	0.0419175	0.753479	0.00525695	51.3424	35.4143	17.3165
2920	-2826.77	-2769.64	-57.1274	3	0.00557282	0.109036	0.19228	0.0287039	0.0287039	0.0287039	0.349305	0.349305	0.0287039	0.0287039	0.0287039	0.349305	0.0287039	0.0287039	0.0287039	0.0287039	0.0287039	0.0287039	0.349305	0.0287039	0.18489	0.327065	0.319229	0.168816	0.0844513	0.0552634	0.345618	0.075654	0.33412	0.0716473	0.0797545	0.400639	0.0381859	0.753479	0.0291879	47.6338	33.9126	19.9841
2930	-2845.22	-2778.29	-66.9289	4	0.00517168	0.0896683	0.207353	0.0192096	0.21779	0.0192096	0.21779	0.207353	0.0192096	0.0192096	0.0192096	0.325874	0.0192096	0.0192096	0.0192096	0.0192096	0.0192096	0.0192096	0.207353	0.0192096	0.188996	0.320714	0.297576	0.192715	0.0992727	0.0520408	0.475779	0.0955333	0.409605	0.0702451	0.102034	0.296026	0.0265572	0.753479	0.0472318	54.7719	38.1018	23.1281
2940	-2829.86	-2767.96	-61.9034	3	0.00549499	0.0793415	0.155584	0.0220488	0.0220488	0.0220488	0.155584	0.155584	0.0220488	0.0220488	0.0220488	0.270613	0.0220488	0.0220488	0.0220488	0.0220488	0.0220488	0.0220488	0.270613	0.155584	0.191067	0.324228	0.329034	0.155672	0.0374444	0.0295016	0.212124	0.058261	0.379165	0.0601042	0.0873035	0.357089	0.0580778	0.753479	0.00794284	49.5618	36.8505	21.4144
2950	-2839.64	-2776.23	-63.4109	3	0.00496641	0.0823263	0.135063	0.0222101	0.0222101	0.0222101	0.135063	0.135063	0.0222101	0.0222101	0.135063	0.427182	0.0222101	0.0222101	0.135063	0.0222101	0.0222101	0.0222101	0.135063	0.0222101	0.180373	0.323678	0.328083	0.167865	0.0709399	0.0532612	0.249206	0.0485029	0.41141	0.0745034	0.0657542	0.327838	0.0719915	0.753479	0.0176786	47.5766	43.0632	23.0193
2960	-2831.94	-2768.12	-63.8201	4	0.00543916	0.105997	0.16889	0.0136508	0.0136508	0.0136508	0.418367	0.329327	0.0136508	0.0136508	0.0136508	0.329327	0.0136508	0.0136508	0.0136508	0.0136508	0.16889	0.0136508	0.329327	0.0136508	0.187367	0.307324	0.333404	0.171905	0.0443027	0.0341413	0.229362	0.0874042	0.350483	0.0532157	0.0561242	0.397953	0.0548206	0.753479	0.0101614	50.5152	34.8195	22.0878
2970	-2833.33	-2772.98	-60.3427	2	0.00530204	0.107877	0.251394	0.0165486	0.0165486	0.0165486	0.251394	0.251394	0.0165486	0.0165486	0.0165486	0.251394	0.0165486	0.251394	0.0165486	0.0165486	0.0165486	0.0165486	0.251394	0.251394	0.173674	0.342436	0.31103	0.17286	0.0695383	0.0511996	0.263721	0.0666635	0.279958	0.102732	0.0795885	0.415541	0.0555168	0.753479	0.0183387	51.7677	34.4077	19.169
2980	-2832.94	-2771.45	-61.4881	2	0.00519745	0.111784	0.248259	0.0249353	0.0249353	0.0249353	0.248259	0.248259	0.0249353	0.0249353	0.0249353	0.248259	0.0249353	0.248259	0.0249353	0.0249353	0.0249353	0.0249353	0.248259	0.248259	0.182027	0.339106	0.317118	0.161749	0.0997992	0.045301	0.546078	0.0601644	0.385913	0.0569666	0.0718292	0.375029	0.0500973	0.753479	0.0544981	52.0801	35.6604	23.2807
2990	-2841.18	-2778.22	-62.9585	3	0.00519492	0.0837878	0.142998	0.0260443	0.0260443	0.0260443	0.142998	0.142998	0.0260443	0.0260443	0.0260443	0.480659	0.0260443	0.0260443	0.0260443	0.0260443	0.0260443	0.0260443	0.142998	0.142998	0.199742	0.325458	0.316237	0.158563	0.061758	0.0105556	0.829081	0.111555	0.34599	0.0519686	0.0655273	0.381413	0.0435466	0.753479	0.0512024	49.3299	48.1616	21.7731
3000	-2830.58	-2768.01	-62.566	4	0.00502297	0.105755	0.197909	0.0290501	0.0290501	0.0290501	0.210088	0.210088	0.0290501	0.0290501	0.0290501	0.210088	0.0290501	0.0290501	0.0290501	0.0290501	0.0290501	0.0290501	0.197909	0.528897	0.188539	0.310479	0.330603	0.170379	0.0649136	0.0480458	0.259849	0.0804736	0.352274	0.0563823	0.0636636	0.381507	0.0657	0.753479	0.0168677	49.4924	34.2575	18.9705
3010	-2837.85	-2777.56	-60.2911	4	0.00482475	0.132394	0.257052	0.0393058	0.0393058	0.0393058	0.257052	0.3974	0.0393058	0.0393058	0.0393058	0.257052	0.0393058	0.0393058	0.0393058	0.0393058	0.0393058	0.0393058	0.257052	0.485815	0.176012	0.332393	0.33312	0.158476	0.078223	0.0367631	0.530023	0.0688508	0.307871	0.0594705	0.0707245	0.448448	0.0446351	0.753479	0.04146	48.2423	35.779	18.5164
3020	-2837.76	-2777.27	-60.4898	3	0.00541066	0.140406	0.188986	0.0327804	0.0327804	0.0327804	0.610896	0.188986	0.0327804	0.0327804	0.0327804	0.188986	0.0327804	0.0327804	0.0327804	0.0327804	0.0327804	0.188986	0.188986	0.610896	0.198306	0.336532	0.311568	0.153594	0.0466763	0.035992	0.228902	0.0729184	0.291079	0.0599634	0.0713106	0.431978	0.0727507	0.753479	0.0106843	47.1726	35.1948	16.1409
3030	-2830.97	-2771.56	-59.4048	3	0.00568417	0.0952803	0.204916	0.0321117	0.0321117	0.0321117	0.204916	0.204916	0.0321117	0.0321117	0.0321117	0.305124	0.0321117	0.0321117	0.0321117	0.0321117	0.0321117	0.0321117	0.204916	0.204916	0.183992	0.327162	0.326527	0.162318	0.0733864	0.054045	0.263556	0.0706314	0.411571	0.0495634	0.078665	0.348196	0.0413734	0.753479	0.0193414	46.1524	35.5786	19.0343
3040	-2843.6	-2781.48	-62.1266	4	0.00548533	0.126804	0.191946	0.0278451	0.0278451	0.0278451	0.333885	0.191946	0.0278451	0.0278451	0.0278451	0.191946	0.0278451	0.0278451	0.0278451	0.0278451	0.0278451	0.0278451	0.333885	0.704726	0.193587	0.322515	0.343524	0.140374	0.0413337	0.0319217	0.227707	0.103882	0.297026	0.0495259	0.0760992	0.412616	0.0608507	0.753479	0.00941196	50.4302	37.5219	20.0098
