Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL
27880	-5193.35	-5210.55	17.1936	0.00649985	0.00140886	0.000935485	0.00111747	0.00255956	0.000281316	0.00175796	2.43758e-06	0.116805	0.000518376	0.002667	0.000718748	0.000781794	0.00219007	0.0041118	0.000862762	0.00125361	0.00122299	0.000952838	0.00098211	0.00073798	0.00230677	0.00375248	0.154427
27890	-5196.11	-5213.42	17.3183	0.00544868	0.000969205	0.000463351	0.00101131	0.00181361	0.000316677	0.00118403	1.07027e-05	0.107974	0.00024484	0.000836045	0.000805714	0.0016949	0.00107329	0.00388827	0.00103235	0.000723017	0.00171854	0.0015679	0.001226	0.00219389	0.00379418	0.00196682	0.141957
27900	-5194.61	-5211.95	17.3413	0.00316358	0.00147854	0.000737354	0.000415961	0.00436543	0.00058972	0.0022815	5.98303e-06	0.106293	0.000382319	0.00222191	0.000906353	0.00196081	0.00115466	0.00266416	0.000268298	0.000448599	0.00109811	0.00244238	0.000782171	0.00117761	0.00300239	0.00181324	0.139654
27910	-5194.97	-5212.11	17.1439	0.00320022	0.00154674	0.000946067	0.000356771	0.00240624	0.000309038	0.00329956	2.92715e-05	0.126875	0.000287038	0.0028033	0.000960055	0.00154728	0.00228761	0.0024511	0.000173696	0.000352814	0.00178882	0.00148383	0.000490813	0.000893811	0.00135707	0.0035487	0.159395
27920	-5194.28	-5211.56	17.2802	0.00477145	0.00144028	0.000499098	0.000738354	0.00166814	0.000152808	0.00158878	3.89234e-05	0.110538	0.000276845	0.00383318	0.000808044	0.00146854	0.00262144	0.00452398	0.000313136	0.000804028	0.00171788	0.00174836	0.000373404	0.000600566	0.00243661	0.00280538	0.145768
27930	-5194.1	-5211.3	17.1955	0.0109612	0.00159992	0.00103684	0.00205719	0.0045244	8.27949e-05	0.00181865	0.00011643	0.113824	0.000230512	0.00150909	0.000552546	0.000820378	0.000796835	0.00437547	0.00024599	0.00111779	0.00079351	0.00202788	0.00102884	0.000892009	0.00148051	0.00234254	0.154235
27940	-5195.18	-5212.39	17.2086	0.00245482	0.00170425	0.00109665	0.00202788	0.0058935	4.29911e-05	0.00200611	0.000136166	0.118013	0.000301994	0.00204044	0.00020718	0.0014226	0.000644349	0.00360827	0.000432084	0.00155252	0.000981602	0.00172249	0.00170599	0.00068211	0.0010337	0.00320977	0.152921
27950	-5192.57	-5209.88	17.3052	0.00338821	0.00211148	0.00074303	0.00148007	0.00400088	0.000148486	0.00246844	0.000615659	0.10966	0.000269865	0.0015468	0.000607271	0.000549716	0.00128576	0.00196173	0.000193736	0.000764457	0.00123921	0.00115907	0.00141546	0.00191359	0.00243215	0.00331028	0.143265
27960	-5193.91	-5211.22	17.3099	0.00550405	0.00117102	0.000896947	0.000517158	0.00202618	7.7374e-05	0.00420967	0.00049475	0.10966	0.000138738	0.00141406	0.000261445	0.000766253	0.00245788	0.00276531	0.000255282	0.00257165	0.000470503	0.00180795	0.000306438	0.00200748	0.0013111	0.00170154	0.142793
27970	-5190.64	-5207.95	17.3046	0.00371439	0.00123505	0.0011837	0.00210026	0.00353191	0.000101712	0.00221319	0.000432454	0.111669	0.000180627	0.00170969	0.000418377	0.00228617	0.00207165	0.00283418	0.000224165	0.000814588	0.000227675	0.00118377	0.000448347	0.00127514	0.00102245	0.00244752	0.143326
27980	-5193.48	-5210.71	17.2259	0.00601743	0.00022237	0.00041901	0.00117057	0.00466274	8.5967e-05	0.0024893	0.000129309	0.116753	0.000309708	0.00290975	0.000313689	0.00131974	0.00137817	0.0020701	7.76352e-05	0.00112331	0.00140603	0.00048438	0.00075086	0.00132618	0.00255526	0.00321632	0.151191
27990	-5192.27	-5209.6	17.3265	0.00713554	0.000206518	0.000527495	0.0021441	0.00126512	0.000159986	0.000797702	0.00016765	0.112873	0.000103481	0.00303758	3.57659e-05	0.00160565	0.00124457	0.00248585	4.0101e-05	0.00058552	0.00114785	0.000385634	0.000215136	0.00157634	0.00150692	0.00188989	0.141138
28000	-5190.99	-5208.28	17.2928	0.00425537	0.00131001	0.000618276	0.0026657	0.00198517	4.96262e-05	0.00106251	0.000338992	0.114158	0.00016021	0.00300228	4.39428e-05	0.000939524	0.000862905	0.00324127	0.00045901	0.000947601	0.00300046	0.00165951	8.77142e-05	0.00049579	0.00172608	0.0014336	0.144504
28010	-5192.46	-5209.72	17.2638	0.00569161	0.000652641	0.00095911	0.00236995	0.00316675	0.000175369	0.00188612	0.000819117	0.114158	0.000121673	0.0016461	9.13145e-05	0.00159794	0.000956848	0.00266613	0.000131325	0.000814752	0.000482511	0.00454552	0.000259588	0.000257774	0.000899483	0.00305928	0.147409
28020	-5190.72	-5208.16	17.4359	0.00747041	0.000465078	0.00143795	0.00239881	0.00239598	0.000195445	0.00164391	0.000518458	0.100918	1.96352e-05	0.00176281	6.90041e-05	0.00104646	0.00124146	0.00184847	0.000139059	0.000723038	0.000210839	0.00148309	0.000195696	0.000954643	0.00136219	0.00169484	0.130196
28030	-5190.51	-5207.84	17.3246	0.00709488	0.00153327	0.00109868	0.00262073	0.00218101	0.000130058	0.00207122	0.000827932	0.109139	2.09742e-05	0.00299485	7.30201e-05	0.00109425	0.0013798	0.00215169	8.10141e-05	0.000192394	0.000292683	0.0012038	0.00109347	0.000512941	0.00055175	0.00298612	0.141325
28040	-5190.03	-5207.32	17.2862	0.00478691	0.00120614	0.000622101	0.000427448	0.00290519	8.98731e-05	0.00163024	0.000474608	0.118512	4.31333e-05	0.00199508	5.82126e-05	0.00134758	0.00113114	0.000993169	0.00020682	0.000342811	0.000811424	0.00208072	0.000878008	0.00095396	0.00150873	0.00216011	0.145166
28050	-5200.67	-5217.93	17.2566	0.00552933	0.00166194	0.000253802	0.00155532	0.00423878	0.000208099	0.00228726	0.000370127	0.111824	1.40032e-05	0.00297704	7.31993e-05	0.000818608	0.00126721	0.000796121	0.000279804	0.000310826	0.00202757	0.000822545	0.0025355	0.0042983	0.00139406	0.00257698	0.148121
28060	-5192.15	-5209.35	17.1982	0.0050777	0.000712824	0.000269456	0.00156511	0.00267606	0.000106866	0.00188429	0.000196689	0.123139	4.27767e-05	0.0038769	0.000126611	0.00136919	0.000432411	0.00187952	0.000110316	9.4986e-05	0.00101518	0.00262062	0.00136144	0.0013825	0.00135603	0.00266593	0.153962
28070	-5194.61	-5211.96	17.3461	0.0060086	0.0018652	0.000179201	0.00135717	0.00446359	0.000196719	0.00224419	0.000273736	0.10336	0.000132189	0.00263347	0.00015885	0.00179332	0.000613214	0.00195827	0.000156378	0.000314185	0.00165368	0.00162103	0.0010056	0.00194613	0.00269042	0.00254591	0.139171
28080	-5196.46	-5213.52	17.0555	0.0101616	0.00167037	0.000486629	0.00261872	0.00528213	0.000237317	0.00142361	0.000332887	0.127991	0.000302475	0.00257441	0.000210606	0.00124679	0.000451943	0.00239984	0.000160425	0.000377078	0.0015277	0.00141965	0.000232322	0.00150905	0.00237582	0.00324171	0.168234
28090	-5194.93	-5212.09	17.159	0.00656369	0.000875662	0.000472171	0.00206217	0.00373628	0.000960049	0.00165612	0.000884862	0.123603	7.72639e-05	0.00312451	0.00157962	0.00061237	0.000576146	0.00236058	0.000247364	0.000313172	0.00135542	0.00100159	0.000163788	0.000898707	0.00159123	0.00316644	0.157882
28100	-5198.91	-5216.2	17.2891	0.00725944	0.000970096	0.00147786	0.00117229	0.00151474	0.00166462	0.00312267	0.00140668	0.108992	8.01021e-05	0.00257514	0.000891618	0.0011913	0.000804509	0.00405138	0.000639509	0.00118664	0.000590287	0.000494702	0.000381013	0.000657439	0.00210586	0.00164142	0.144871
28110	-5200.21	-5217.41	17.2008	0.00917582	0.00331997	0.000441836	0.00234185	0.00175357	0.000559634	0.0018204	0.00140332	0.113626	9.2192e-05	0.00211046	0.000865524	0.00159693	0.00141129	0.00493397	0.00116063	0.00111303	0.000722634	0.000926441	0.000718314	0.00116477	0.00145258	0.000991116	0.153702
28120	-5198.24	-5215.51	17.2699	0.00600953	0.00163277	0.000734006	0.00126265	0.00316178	0.000322524	0.00222915	0.00133248	0.109316	6.2987e-05	0.00121323	0.000760508	0.00139823	0.000621379	0.00575293	0.00267	0.000592004	0.00158593	0.000809966	0.000281159	0.000600636	0.00261559	0.00183266	0.146798
28130	-5195.04	-5212.23	17.1805	0.0051033	0.00275274	0.000807461	0.00291689	0.00410998	9.90697e-05	0.00220978	0.00042192	0.118974	0.000850581	0.0020635	0.000808831	0.00147154	0.000388997	0.00389141	0.00120123	0.00050675	0.000509406	0.00104096	0.000175757	0.00119894	0.00167537	0.00255983	0.155738
28140	-5193.09	-5210.38	17.2935	0.00538463	0.00073657	0.000656511	0.00157062	0.00427999	8.23686e-05	0.00419444	0.000229036	0.110176	0.000891853	0.00189723	0.000432001	0.00154865	0.000295371	0.0031615	0.000528067	0.00102578	0.00057797	0.001202	0.00014279	0.000495514	0.00202223	0.00290542	0.144437
28150	-5196.54	-5213.72	17.1793	0.00810909	0.00149243	0.000530283	0.00230393	0.00404537	0.000129135	0.00100959	0.000882378	0.118392	0.000703697	0.00169619	0.000411397	0.00126878	0.000284875	0.00557483	0.000484389	0.000363275	0.00120014	0.00170656	0.000123824	0.00114724	0.00197123	0.00202355	0.155854
28160	-5196.19	-5213.58	17.3946	0.00720024	0.000521957	0.000637113	0.00127486	0.00306394	0.000122398	0.00108527	0.000443351	0.104968	0.00096317	0.00252762	0.000629014	0.000763184	0.00025881	0.00123273	0.000895401	0.00070643	0.000369654	0.000982399	0.000333723	0.000513524	0.000732396	0.00410189	0.134327
28170	-5196.22	-5213.41	17.1934	0.0063519	0.000768584	0.00221248	0.00146748	0.00256906	0.000174639	0.00197445	0.0011991	0.121177	0.000363266	0.00267486	0.000686182	0.00090884	0.000110889	0.00222937	0.00128884	0.00120349	0.000655273	0.00114965	0.000148205	0.00136123	0.00190857	0.00186314	0.154447
28180	-5198.72	-5215.91	17.1861	0.00600945	0.0022039	0.00249797	0.00145753	0.00344375	0.000390308	0.00297258	0.000364457	0.115784	7.32392e-05	0.00185179	0.00179899	0.000566018	0.000291884	0.00254082	0.000725885	0.000987637	0.00153859	0.00443774	0.000253721	0.00150999	0.00132502	0.00215248	0.155178
28190	-5202.19	-5219.44	17.2469	0.00698845	0.000987076	0.00192733	0.00270046	0.00353693	0.000198586	0.00414807	0.000496705	0.108291	3.36431e-05	0.00263127	0.00135533	0.000564177	0.000967239	0.000740617	9.8922e-05	0.00140279	0.00252889	0.00437275	0.00143466	0.000326352	0.000822617	0.00253882	0.149093
28200	-5192.6	-5209.92	17.3211	0.00491979	0.00127314	0.00109679	0.00272222	0.00231373	5.53961e-05	0.00166604	0.00078324	0.108291	8.44301e-05	0.000898828	0.000354975	0.00121701	0.00106023	0.00337059	0.00017147	0.00120304	0.00109735	0.00415627	0.000927722	0.000597555	0.00154466	0.00187073	0.141676
28210	-5191.63	-5208.9	17.266	0.00375288	0.000916749	0.00179605	0.00365527	0.00215593	0.000161646	0.00149669	0.000528046	0.118163	1.86245e-05	0.0022313	0.000612275	0.00198205	0.00111992	0.00151115	0.000110141	0.000574664	0.0009645	0.000370043	0.000894794	0.00111084	0.000921966	0.00213622	0.147185
28220	-5196.59	-5213.83	17.2399	0.00489783	0.000241123	0.00155847	0.00182639	0.00152487	0.000182999	0.00141243	0.00092913	0.118163	3.01498e-05	0.00364418	0.000575886	0.00163759	0.00141609	0.00176538	8.408e-05	0.00093999	0.00136195	0.00035385	0.00127487	0.000838089	0.00308109	0.00205682	0.149796
28230	-5195.48	-5212.66	17.1762	0.00611166	0.000835659	0.000129911	0.000803517	0.00217747	0.000614721	0.00210602	0.000158181	0.121954	9.09548e-05	0.00492473	0.00125694	0.000679606	0.00102253	0.00264843	2.83352e-05	0.000939758	0.000799118	0.00135273	0.000848289	0.00104926	0.0030812	0.00255242	0.156166
28240	-5194.57	-5211.72	17.1473	0.00928126	0.00118444	0.00062722	0.00393358	0.00245118	0.000434648	0.00166464	0.000690707	0.123177	0.000251146	0.0035717	0.000375617	0.00113596	0.00124335	0.00169946	4.36823e-05	0.000646927	0.00063211	0.00123536	0.000654538	0.00138589	0.00171079	0.00102189	0.159053
28250	-5194.84	-5212.01	17.1727	0.00446619	0.0011364	0.00131822	0.0023066	0.00800249	0.000117348	0.00168045	0.00106119	0.122302	0.000120504	0.00176572	0.000326827	0.000606293	0.000835789	0.00232015	6.78302e-05	0.000491953	0.00147899	0.000625775	0.000964899	0.000840705	0.00152933	0.00214977	0.156515
28260	-5196.68	-5213.86	17.1763	0.00499541	0.00110221	0.000947574	0.00224783	0.00184912	0.000151672	0.00389468	0.00201179	0.120516	0.000718121	0.0018741	0.000255798	0.000504976	0.00154287	0.00186244	4.30137e-05	0.000494663	0.00329362	0.00151005	0.00114033	0.00112685	0.00112663	0.00294366	0.156153
28270	-5192.06	-5209.33	17.2614	0.00558936	0.000889633	0.000902862	0.00144037	0.00231522	0.000244221	0.00252424	0.00109201	0.115016	0.000357598	0.00190764	8.28545e-05	0.00187204	0.000848832	0.00186274	5.97383e-05	0.000605407	0.00339048	0.000481664	0.000564803	0.000963035	0.00170653	0.00292263	0.14764
28280	-5201.32	-5218.38	17.0615	0.0035569	0.00279704	0.0016764	0.00208113	0.00482859	0.0011578	0.00187373	0.000176448	0.128399	0.00102531	0.00273082	0.000133635	0.000959652	0.000587305	0.00403048	0.000263641	0.000196103	0.00265862	0.000790268	0.000196645	0.00133034	0.00165826	0.0045289	0.167637
28290	-5198.84	-5215.99	17.1523	0.00755842	0.00316737	0.00118175	0.00108075	0.00323693	0.000389322	0.00126416	0.000301041	0.119609	0.00243934	0.00299209	0.000264932	0.000446697	0.00086633	0.00460471	1.83599e-05	0.00049401	0.00170803	0.000812952	0.000556361	0.00113164	0.00289498	0.00153858	0.158557
28300	-5195.42	-5212.81	17.3878	0.00667803	0.00144263	0.00191246	0.00159622	0.00291851	0.0003624	0.00126151	9.03011e-05	0.0988322	0.00155517	0.00127991	0.000579432	0.00154671	0.00160211	0.00314777	3.02755e-05	0.00115493	0.00137241	0.00137009	0.000789022	0.0017101	0.00111644	0.00266002	0.135009
28310	-5194.28	-5211.36	17.0795	0.00849049	0.00168684	0.00145561	0.00120486	0.00193492	0.00125256	0.00229501	0.000132375	0.131335	0.000466334	0.00287104	0.000233238	0.000698681	0.000345634	0.00249616	3.97797e-05	0.000911064	0.00076547	0.00238217	0.000941551	0.000812544	0.00155947	0.00152254	0.165833
28320	-5202.26	-5219.41	17.1419	0.00400243	0.00319966	0.00114546	0.00143936	0.0027008	0.00118237	0.0021575	0.000141859	0.127418	5.54599e-05	0.00251048	0.00128394	0.000218337	0.000398211	0.00151233	0.000596349	0.00159792	0.00187501	0.000568587	0.00158916	0.00248202	0.000577308	0.000937321	0.15959
28330	-5195.41	-5212.77	17.3652	0.00457991	0.0012741	0.000933394	0.00111942	0.00362784	0.000874419	0.00177111	0.000116385	0.104355	0.000104309	0.00262488	0.000516652	0.000462774	0.00151149	0.00483776	0.000491901	0.00133955	0.00113329	0.000479369	0.0019243	0.00126706	0.000483878	0.00143129	0.13726
28340	-5194.71	-5211.94	17.2291	0.00465567	0.00111062	0.00192576	0.00151371	0.00390891	0.000261055	0.00256148	8.35659e-05	0.116305	0.000176657	0.00372253	0.000554541	0.000873856	0.000492909	0.00460559	0.000233101	0.00213925	0.000356703	0.000359762	0.000966858	0.00176477	0.000573434	0.00172398	0.15087
28350	-5197.94	-5215.23	17.2965	0.00345176	0.00300868	0.00276222	0.00296188	0.00283022	0.000485734	0.00308384	0.000134911	0.110629	0.00066789	0.000863079	0.00028315	0.00052204	0.000412584	0.00313421	0.00041855	0.00209334	0.000358141	0.0010406	0.00147902	0.00113627	0.000974682	0.00140184	0.144133
28360	-5194.25	-5211.48	17.2232	0.00493573	0.00226366	0.00140225	0.00318639	0.0039949	0.000419633	0.00400761	9.61397e-05	0.11683	0.000270306	0.00102584	0.000183086	0.00208205	0.000547254	0.00210889	0.00176718	0.000521839	0.000604314	0.00119972	0.000274112	0.000636304	0.00176107	0.00135012	0.151468
28370	-5194	-5211.23	17.2299	0.00472379	0.00300337	0.00105933	0.00138292	0.00343929	0.000754076	0.00264005	0.000143048	0.11683	0.000244682	0.00129277	0.000884881	0.0016456	0.00170883	0.00304466	0.000510663	0.00132683	0.000710942	0.00092245	0.000336369	0.000390767	0.00269851	0.00110525	0.150799
28380	-5198.97	-5216.14	17.161	0.00378974	0.00282358	0.00121418	0.0035314	0.00334726	0.000554421	0.00292358	0.000149437	0.118969	0.000451456	0.00148537	0.00126493	0.000995802	0.0014907	0.00365508	0.000559002	0.00180738	0.00225807	0.00273558	0.000240945	0.000608813	0.00141613	0.00141139	0.157683
28390	-5189.78	-5207.08	17.2987	0.00560138	0.00113081	0.00151671	0.00226408	0.0034282	0.000476756	0.00202927	0.000317456	0.109309	0.000288651	0.00185208	0.00102965	0.000672885	0.000977315	0.00287386	0.000200619	0.00105516	0.00170385	0.00135958	0.000628985	0.00100091	0.00190248	0.00229267	0.143912
28400	-5190.27	-5207.5	17.2282	0.00460338	0.00169734	0.00152889	0.000973399	0.00159553	0.00016711	0.00184975	0.000303987	0.1195	0.000153853	0.00151362	0.000812883	0.000767136	0.00157941	0.00245315	7.33416e-05	0.000674992	0.00155871	0.00322771	0.000347848	0.000787012	0.00165235	0.00313816	0.15096
28410	-5197.33	-5214.59	17.259	0.00667727	0.00184588	0.00155648	0.00159479	0.00435673	0.000122428	0.00308744	0.000181361	0.111196	0.000583796	0.000338203	0.000933624	0.000588492	0.00149329	0.00216438	3.34697e-05	0.000697187	0.00271568	0.00156174	0.000284577	0.00167478	0.00173704	0.00246142	0.147886
28420	-5193.58	-5210.77	17.1902	0.00502929	0.00129048	0.000800999	0.00165653	0.00408891	0.000100275	0.00193655	0.000414544	0.118207	0.000396561	0.00135825	0.00132219	0.00162202	0.00120266	0.00319841	1.78942e-05	0.000772251	0.0023711	0.00150985	0.000841321	0.00171771	0.00292336	0.00198629	0.154765
28430	-5203.65	-5220.78	17.1308	0.00984765	0.00172009	0.00192827	0.00314578	0.00606471	5.16241e-05	0.00255809	0.000659403	0.113934	0.000288722	0.00154247	0.000949601	0.000908456	0.000831201	0.00208461	4.28726e-06	0.000183635	0.00388798	0.00259529	0.000679265	0.002095	0.00237954	0.00236495	0.160704
28440	-5195.45	-5212.63	17.1881	0.00538208	0.00180888	0.00210845	0.00229217	0.00621486	0.000201708	0.00253204	0.000218026	0.113934	0.000399073	0.00243529	0.00109926	0.00119424	0.00130002	0.00235644	3.24388e-06	0.000275215	0.00120361	0.00301344	0.000941089	0.00105133	0.00158674	0.00342128	0.154972
28450	-5190.13	-5207.38	17.2521	0.00473583	0.00189475	0.00171264	0.00272769	0.0018554	0.000122681	0.00286859	0.000240928	0.113934	0.000770896	0.00299766	0.000672941	0.0019085	0.000578113	0.00253	9.86571e-06	0.000726256	0.00110312	0.00165958	0.000576804	0.000819323	0.0010907	0.0030401	0.148576
28460	-5194.17	-5211.49	17.3162	0.00581843	0.00186934	0.000443197	0.00132395	0.00222173	6.41533e-05	0.00112483	0.000448936	0.106847	0.000497057	0.00510541	0.000536724	0.00179964	0.000708261	0.00389927	7.69098e-06	0.00139484	0.000481398	0.0023353	0.000902221	0.00084109	0.00104484	0.00244792	0.142164
28470	-5193.66	-5210.89	17.2254	0.00378302	0.00156136	0.00043706	0.000570564	0.00453742	0.000484015	0.00147052	0.000710349	0.118226	0.000231208	0.00203243	0.000219042	0.00185468	0.000556267	0.0044615	4.93012e-06	0.000674381	0.000390962	0.00223288	0.000668577	0.000849425	0.00165338	0.00363177	0.151242
28480	-5194.7	-5211.89	17.1859	0.00700765	0.00255537	0.000418872	0.00175594	0.00317343	0.000607064	0.00317856	0.000314995	0.117002	5.74116e-05	0.00155968	0.000286204	0.00098999	0.00250279	0.00326313	2.50252e-06	0.000844847	0.000509121	0.00411955	0.000495447	0.000325504	0.00139567	0.00283225	0.155198
28490	-5196	-5213.1	17.1022	0.00637296	0.00299752	0.000512953	0.0018893	0.0016629	0.000171824	0.00500414	0.000569036	0.125811	0.000385133	0.00209953	0.0003537	0.00118148	0.00190325	0.00213263	1.35301e-06	0.000493089	0.000480094	0.00291187	0.000721385	0.0015492	0.00245564	0.00190986	0.163569
28500	-5194.68	-5211.97	17.2869	0.00475727	0.00153819	0.00161628	0.00231325	0.00178388	0.000344819	0.00406207	0.000454336	0.110352	0.000678746	0.00168114	0.00130476	0.000622478	0.00159242	0.00360789	1.62972e-06	0.000284985	0.000229897	0.00111143	0.000897069	0.00170149	0.00117523	0.002981	0.145092
28510	-5195.36	-5212.72	17.3533	0.00451512	0.0022101	0.00110249	0.00269778	0.00170281	9.80436e-05	0.00375957	6.24576e-05	0.105433	0.00149685	0.00246758	0.00113286	0.000476062	0.000651054	0.00382412	1.75832e-06	0.000419647	0.000123479	0.00134442	0.000551198	0.000903391	0.00171301	0.00176957	0.138457
28520	-5194.64	-5211.85	17.2135	0.00579779	0.000857788	0.000842437	0.000665051	0.00163605	0.000290032	0.00279808	0.000358568	0.119307	0.000451303	0.0018237	0.000788777	0.000935202	0.00108212	0.00191638	1.68442e-05	0.000353745	0.000172871	0.00326119	0.000890272	0.00198868	0.00202443	0.00417601	0.152434
28530	-5200.18	-5217.48	17.305	0.00379544	0.00111662	0.000287543	0.00239897	0.00300861	0.00016475	0.00286705	0.000135965	0.106744	0.00017556	0.00297942	0.000777095	0.00114008	0.000880763	0.00124683	2.47348e-05	0.000253044	0.00177659	0.00126084	0.000261854	0.00110503	0.00763878	0.00324787	0.143287
28540	-5198.74	-5215.96	17.2223	0.00461102	0.00163757	0.000245083	0.00154563	0.00400635	0.000112643	0.00310973	0.000316992	0.116474	0.000280131	0.00264099	0.00217543	0.00135689	0.00137974	0.00106262	3.20711e-05	0.000351502	0.00195271	0.00235948	0.00100795	0.000374112	0.00340898	0.00111653	0.151558
28550	-5198.09	-5215.34	17.2448	0.00766539	0.00158181	0.000212826	0.00280842	0.00187013	3.58589e-05	0.00344536	0.000726986	0.111684	0.000227295	0.00216896	0.00106505	0.000525458	0.0011553	0.00319609	3.22544e-05	6.72523e-05	0.00151073	0.00234371	0.00135944	0.000602816	0.00390011	0.00111868	0.149304
28560	-5197.67	-5215	17.3246	0.00333549	0.00081913	0.000283104	0.00116324	0.00179696	2.55905e-05	0.00311075	0.00045027	0.110923	0.00011982	0.00335947	0.00068192	0.000389087	0.00116866	0.00257126	2.71163e-05	5.46623e-05	0.00157617	0.00192278	0.00387632	0.000706946	0.00178607	0.00117235	0.14132
28570	-5192.95	-5210.17	17.2156	0.00313794	0.00074408	0.00044326	0.00112787	0.00259336	2.34837e-05	0.00564229	0.000346595	0.123594	0.00018695	0.00113426	0.000291443	0.000417053	0.0016136	0.00301226	2.59673e-05	0.000122933	0.000717935	0.00119712	0.00100441	0.00102785	0.00165765	0.00215975	0.152222
28580	-5192	-5209.17	17.1696	0.0070403	0.000913677	0.000380237	0.00266492	0.00292372	3.52624e-05	0.00484895	0.000173766	0.123594	0.000348899	0.00123412	0.000348085	0.000445711	0.000806347	0.00244558	5.42877e-05	0.000144747	0.00102077	0.000892478	0.00145495	0.00098661	0.00208259	0.00198332	0.156823
28590	-5192.04	-5209.44	17.4057	0.00548501	0.000905945	0.000716992	0.00384013	0.00226852	0.000113708	0.00326143	9.73498e-05	0.0984591	0.00024417	0.00211428	0.000540427	0.0014789	0.00172095	0.00309346	4.53882e-05	0.000430937	0.0012645	0.00231601	0.00110085	0.00100579	0.00104912	0.00166145	0.133214
28600	-5187.07	-5204.3	17.239	0.00644856	0.00150107	0.00123416	0.00172988	0.0031518	6.72504e-05	0.00333477	0.000111638	0.114736	0.000175255	0.00203473	0.000317683	0.00101581	0.00109263	0.00303933	8.85e-05	0.00102135	0.00128183	0.00180455	0.000667988	0.000458367	0.00132136	0.00324798	0.149882
28610	-5193.26	-5210.48	17.2234	0.0052205	0.00129076	0.00181374	0.0019322	0.00411494	0.000137944	0.0036263	0.000417557	0.114736	0.000339692	0.00136795	0.000697328	0.000726727	0.00140379	0.00461915	0.000137755	0.00108359	0.00129677	0.00193168	0.0010546	0.000307974	0.00173189	0.00145551	0.151444
28620	-5198.98	-5216.09	17.1125	0.00541245	0.00158494	0.00239551	0.00178016	0.00327966	9.93964e-05	0.00165731	0.000955043	0.123462	0.00022563	0.0016878	0.000201737	0.000952492	0.00105101	0.00440022	0.000222695	0.00043383	0.00257642	0.00115709	0.00300254	0.000229779	0.00276455	0.00300346	0.162536
28630	-5201.63	-5218.96	17.3346	0.0038649	0.00112619	0.00192555	0.000735305	0.00460972	0.00010734	0.00132443	0.00101343	0.102782	0.000286423	0.00304066	0.000146124	0.00107284	0.00449429	0.0018547	0.00052421	0.000350566	0.00184958	0.00209691	0.00137931	0.00121829	0.00292079	0.00159773	0.140321
28640	-5196.85	-5214.01	17.1619	0.00567397	0.00259721	0.000482291	0.00114336	0.00375689	0.000101594	0.00360631	0.000586188	0.11774	0.000514469	0.00267737	0.000251115	0.00108636	0.0034478	0.00370434	0.000455266	0.000371642	0.00177722	0.000942093	0.00152671	0.000702958	0.00231144	0.00214099	0.157598
28650	-5198.38	-5215.57	17.1901	0.00338314	0.00258708	0.000341502	0.00363662	0.0033068	0.000468103	0.0020967	0.000345631	0.11774	0.000234764	0.00260194	0.000252353	0.00145622	0.00247631	0.00196192	0.000150186	0.000437706	0.000812176	0.000844242	0.00264334	0.00110163	0.0033587	0.00253496	0.154772
28660	-5196.59	-5213.75	17.1547	0.00452813	0.00253137	0.00119893	0.00192463	0.00301059	0.000530317	0.00183254	0.000331595	0.120472	0.000245187	0.00101697	7.60236e-05	0.00307284	0.00122947	0.00556587	4.84637e-05	0.000863991	0.00124822	0.00307643	0.00146212	0.00108181	0.00105947	0.00190535	0.158312
28670	-5196.62	-5213.78	17.1595	0.00899602	0.00390275	0.00180193	0.00212115	0.00255846	0.000396851	0.00168734	0.000791605	0.11652	0.000180996	0.00267618	0.00014918	0.00101847	0.0010565	0.00197577	4.65215e-05	0.00073296	0.0023162	0.00353396	0.000996677	0.00112027	0.00119451	0.00205852	0.157833
28680	-5190.89	-5208.14	17.2489	0.0047318	0.00182158	0.0020237	0.00147627	0.00133805	0.000621163	0.00146186	0.000277498	0.11652	0.000731789	0.00334917	0.000127672	0.000825689	0.000495499	0.00309327	5.8103e-05	0.00061804	0.00140707	0.00151412	0.000546976	0.00190549	0.00102967	0.00292347	0.148898
28690	-5199.3	-5216.46	17.1545	0.00935171	0.00162372	0.00176659	0.00235766	0.00272531	0.000355259	0.00217177	0.000100101	0.11652	0.00142585	0.00123566	4.74909e-05	0.000957073	0.00110019	0.0063742	8.27691e-05	0.00109211	0.00147246	0.000467251	0.00103793	0.00213175	0.00222458	0.00170923	0.158331
28700	-5194.14	-5211.34	17.2005	0.00846738	0.00179702	0.00150203	0.00347794	0.00138852	0.000427643	0.00350345	0.00012498	0.11652	0.000527684	0.0021181	9.63484e-05	0.00120778	0.00208991	0.00307283	0.000297218	0.000427921	0.00111024	0.00136552	0.000451771	0.00200714	0.000903885	0.000850223	0.153736
28710	-5195.75	-5212.97	17.2169	0.00964581	0.00206109	0.000641578	0.000848877	0.002386	0.000240964	0.000975194	0.000343079	0.11652	0.000386235	0.00285667	3.17986e-05	0.00160541	0.000502666	0.00402461	0.00048479	0.000375686	0.00167477	0.000973912	0.00144784	0.00182048	0.00129389	0.000955126	0.152097
